time,latitude,longitude,acceleration,light,temperature,sound
0,42.787247,-71.10703,0.94,274.37,24.11,1
1,42.78723,-71.10703,0.94,270.67,23.79,0
2,42.787216,-71.10705,0.94,270.67,24.11,0
3,42.787216,-71.10706,0.90,276.22,24.11,0
4,42.78723,-71.10708,0.94,283.59,23.79,0
5,42.78723,-71.10708,0.94,235.15,24.11,2
6,42.78723,-71.10708,0.90,235.15,24.11,0
7,42.78723,-71.10708,0.90,227.59,24.11,2
8,42.78723,-71.10708,0.94,227.59,24.11,2
9,42.787216,-71.10708,0.90,240.80,24.11,0
10,42.787216,-71.10708,0.90,252.06,24.11,0
11,42.7869,-71.10644,1.02,585.60,22.82,0
12,42.786915,-71.10644,1.05,84.55,22.82,0
13,42.786915,-71.10644,1.33,130.65,22.82,11
14,42.7869,-71.106415,1.48,142.52,22.82,0
15,42.78688,-71.106415,0.70,301.90,22.82,5
16,42.78688,-71.106415,0.90,287.27,22.82,0
17,42.786915,-71.10638,0.86,49.86,22.82,0
18,42.786915,-71.10638,0.86,281.75,22.82,3
19,42.786915,-71.10638,1.21,130.65,22.82,0
20,42.78693,-71.10636,0.90,346.88,22.82,8
21,42.786945,-71.10636,0.70,173.86,22.82,4
22,42.786945,-71.10636,0.70,82.52,22.82,3
23,42.78693,-71.10636,0.78,450.25,22.82,1
24,42.78693,-71.106346,0.66,132.63,22.82,0
25,,,1.05,336.19,22.82,1
26,,,1.02,471.79,22.82,5
27,42.78693,-71.106346,1.05,1018.96,22.82,4
28,42.786945,-71.106316,1.25,590.14,22.82,7
29,42.786945,-71.1063,0.94,371.58,22.82,2
30,42.786987,-71.10625,1.41,401.10,22.82,1
31,42.787003,-71.10623,1.13,220.00,22.82,1
32,42.78702,-71.10623,1.17,197.06,22.82,1
33,,,0.98,183.56,22.82,5
34,,,0.90,177.74,22.82,1
35,42.787037,-71.10625,0.82,191.28,22.82,2
36,,,0.94,290.94,22.82,1
37,,,0.78,329.03,22.82,2
38,42.787052,-71.10623,0.82,590.14,22.82,3
39,42.787086,-71.10622,1.33,818.48,22.82,6
40,42.7871,-71.1062,0.94,212.38,22.82,4
41,42.7871,-71.106186,0.86,428.41,22.82,3
42,42.787117,-71.10617,0.82,303.72,22.82,3
43,42.787132,-71.10613,1.17,78.46,22.82,4
44,42.787197,-71.10609,0.94,229.48,22.82,6
45,42.787197,-71.106064,0.86,39.56,22.82,1
46,42.787197,-71.10605,0.94,278.07,22.82,4
47,42.78718,-71.10605,0.78,136.59,22.82,2
48,42.78718,-71.10601,1.09,134.61,22.82,1
49,42.787197,-71.105995,1.17,68.29,22.82,0
50,42.787197,-71.105995,0.94,152.36,22.82,3
51,42.787216,-71.105995,1.05,148.43,22.82,2
52,42.787216,-71.105995,0.86,98.68,22.82,0
53,42.787197,-71.105995,0.90,90.61,22.82,0
54,42.78718,-71.105995,0.90,76.43,22.82,1
55,42.78718,-71.105995,0.90,134.61,22.82,1
56,,,0.90,148.43,22.82,1
57,42.78718,-71.105965,0.90,148.43,22.82,1
58,42.787197,-71.105965,0.86,150.40,22.82,5
59,42.78718,-71.105965,0.90,156.29,22.82,1
60,42.78718,-71.10595,0.90,150.40,22.82,2
61,42.787167,-71.10595,0.86,136.59,22.82,2
62,42.787167,-71.10595,0.94,150.40,22.82,3
63,42.78715,-71.10595,1.09,181.62,22.82,2
64,42.78718,-71.105965,0.86,177.74,22.82,0
65,42.787167,-71.10598,0.86,183.56,22.82,1
66,42.78718,-71.10598,0.86,166.07,22.82,0
67,,,0.78,158.25,22.82,2
68,,,0.94,160.20,22.82,1
69,42.78718,-71.10598,0.86,144.49,22.82,6
70,42.78718,-71.105965,0.90,138.57,22.82,1
71,42.787197,-71.105965,1.02,206.65,22.82,3
72,42.787197,-71.105965,1.02,455.25,22.82,0
73,42.78718,-71.10598,0.98,428.41,22.82,1
74,42.787197,-71.105995,0.90,158.25,22.82,1
75,42.787216,-71.10598,1.21,325.43,22.82,5
76,42.787197,-71.10598,1.02,122.70,22.82,3
77,42.787216,-71.105965,0.86,162.16,22.82,1
78,42.787247,-71.10595,1.09,41.62,22.82,4
79,42.787266,-71.105934,0.98,74.40,22.82,5
80,42.787296,-71.105934,0.86,76.43,22.50,0
81,42.787296,-71.10592,0.82,49.86,22.50,0
82,42.787247,-71.10588,0.86,183.56,22.50,3
83,42.78723,-71.1059,0.90,285.43,22.50,6
84,,,0.74,142.52,22.50,10
85,,,0.86,187.42,22.50,0
86,42.787247,-71.1059,1.05,183.56,22.50,3
87,42.787266,-71.105865,0.86,60.11,22.50,1
88,42.787296,-71.105865,0.59,29.21,22.50,3
89,42.78731,-71.105865,0.70,92.63,22.50,4
90,42.78731,-71.10585,0.70,345.11,22.50,3
91,42.787354,-71.10585,0.70,334.40,22.50,3
92,42.78737,-71.105865,0.70,114.72,22.50,1
93,42.78742,-71.10585,0.82,72.36,22.50,8
94,42.787453,-71.10585,0.78,116.72,22.50,1
95,42.787468,-71.105865,0.86,142.52,22.50,7
96,42.787468,-71.10588,0.82,144.49,22.50,3
97,42.787453,-71.1059,0.74,124.69,22.50,4
98,42.787468,-71.10592,0.74,152.36,22.50,5
99,42.787453,-71.105934,0.70,68.29,22.50,2
100,42.787453,-71.10595,0.86,136.59,22.50,12
101,42.787468,-71.10595,0.82,66.25,22.50,4
102,42.787483,-71.10595,0.78,35.42,22.50,3
103,42.7875,-71.10595,0.86,248.31,22.50,2
104,42.787518,-71.105965,0.82,51.91,22.50,5
105,42.787518,-71.10598,0.86,18.82,22.50,2
106,,,1.02,43.68,22.50,2
107,,,1.48,128.66,22.50,2
108,42.787598,-71.10601,1.48,27.13,22.50,4
109,42.787533,-71.10605,1.37,22.98,22.18,2
110,42.7875,-71.106064,1.33,22.98,22.18,3
111,42.787548,-71.106064,1.21,20.90,22.50,2
112,42.787598,-71.10605,1.13,18.82,22.18,2
113,42.787647,-71.10605,1.25,18.82,22.18,3
114,42.787685,-71.106064,1.48,6.29,22.18,5
115,42.78772,-71.106064,1.09,10.47,22.18,3
116,42.787685,-71.10609,1.09,27.13,22.18,3
117,42.787663,-71.10612,0.94,74.40,22.18,2
118,42.787632,-71.1062,0.98,98.68,22.18,3
119,42.787613,-71.1062,1.29,58.07,22.18,7
120,42.787613,-71.1062,1.09,96.66,22.18,1
121,42.787632,-71.1062,0.86,425.02,22.18,4
122,,,1.13,45.74,22.18,6
123,,,1.21,76.43,22.18,10
124,,,1.25,171.91,22.18,5
125,,,1.25,100.69,22.18,2
126,,,1.13,108.72,22.18,1
127,42.78772,-71.10622,0.98,112.72,22.18,8
128,42.787704,-71.106285,0.98,300.08,22.18,3
129,42.787785,-71.10627,0.82,58.07,22.18,2
130,42.78782,-71.106316,0.51,98.68,22.18,2
131,,,0.78,58.07,22.18,3
132,42.78777,-71.10645,1.09,37.49,22.18,2
133,42.787704,-71.10648,0.98,641.90,22.18,5
134,42.787663,-71.10652,0.90,558.02,22.18,1
135,,,0.98,74.40,22.18,0
136,42.787704,-71.1065,1.09,106.71,22.18,3
137,42.78772,-71.1065,0.74,22.98,22.18,2
138,42.78772,-71.10652,1.29,41.62,22.18,1
139,,,1.09,41.62,22.18,4
140,,,1.21,56.02,22.18,1
141,42.787735,-71.10654,0.94,29.21,22.18,1
142,,,0.94,124.69,22.18,1
143,42.787685,-71.1065,0.98,185.49,22.18,3
144,42.787613,-71.10652,0.98,169.97,22.18,0
145,,,0.94,195.13,22.18,1
146,42.787613,-71.10648,0.98,229.48,22.18,3
147,42.787647,-71.10647,0.94,206.65,22.18,2
148,,,1.09,664.83,22.18,2
149,42.787632,-71.10647,1.09,491.41,22.18,3
150,42.787632,-71.10645,1.09,53.97,22.18,2
151,42.787613,-71.10648,0.86,78.46,21.86,0
152,42.787613,-71.10648,0.98,51.91,22.18,13
153,42.787613,-71.1065,0.90,14.65,22.18,0
154,,,0.86,18.82,22.18,0
155,,,1.05,90.61,21.86,1
156,,,1.09,318.22,22.18,0
157,,,1.13,261.39,22.18,7
158,,,1.25,80.49,22.18,0
159,,,1.33,561.11,21.86,2
160,42.787548,-71.1065,1.45,162.16,21.86,1
161,42.787548,-71.10657,1.41,997.83,21.86,4
162,42.787548,-71.10658,1.33,684.51,21.86,7
163,42.787548,-71.10661,1.21,187.42,21.86,6
164,42.787563,-71.10661,1.05,688.68,21.86,2
165,42.787533,-71.106636,0.86,66.25,21.86,2
166,42.787533,-71.10667,0.82,56.02,21.86,2
167,42.787518,-71.10667,0.90,29.21,21.86,1
168,42.7875,-71.10668,1.02,22.98,21.86,1
169,42.787518,-71.10668,1.09,33.35,21.86,0
170,42.7875,-71.1067,1.17,53.97,21.86,3
171,42.7875,-71.1067,0.98,112.72,21.86,3
172,42.787483,-71.10671,0.78,687.29,21.86,1
173,42.787483,-71.10671,1.02,758.42,21.86,1
174,42.787468,-71.10673,0.94,531.44,21.86,0
175,42.787468,-71.10674,0.98,540.88,21.86,2
176,42.787468,-71.10674,0.86,949.49,21.86,3
177,,,1.05,881.09,21.86,2
178,,,0.90,605.15,21.86,1
179,42.787483,-71.10674,1.02,448.58,21.86,2
180,42.787483,-71.10673,0.94,591.65,21.86,0
181,42.787483,-71.10673,0.90,809.98,21.86,1
182,42.787483,-71.10674,0.98,850.44,21.86,4
183,42.787483,-71.10674,0.98,841.11,21.86,2
184,42.787483,-71.10674,0.98,885.52,21.86,5
185,42.787483,-71.10674,0.98,878.86,21.86,0
186,42.787483,-71.10674,1.05,809.98,21.86,0
187,42.7875,-71.10674,1.09,310.99,21.86,0
188,42.7875,-71.10674,1.09,164.11,21.86,0
189,42.787483,-71.10674,1.13,171.91,21.86,1
190,42.787483,-71.10673,1.09,72.36,21.86,0
191,42.787483,-71.10673,0.86,122.70,21.86,1
192,42.787483,-71.10671,1.02,160.20,21.86,3
193,42.787468,-71.10674,0.94,225.69,21.86,3
194,42.787453,-71.106766,1.17,416.52,21.86,0
195,42.78742,-71.10679,0.98,362.80,21.86,1
196,42.787388,-71.106834,1.05,146.46,21.86,1
197,,,0.98,51.91,21.86,1
198,,,1.64,160.20,21.86,2
199,,,1.02,64.20,21.86,0
200,42.78737,-71.10692,1.09,27.13,21.86,0
201,42.787354,-71.10693,1.13,12.56,21.53,0
202,,,1.13,45.74,21.53,1
203,,,0.94,72.36,21.86,0
204,42.787216,-71.10692,0.74,31.28,21.86,0
205,42.78723,-71.10693,1.33,100.69,21.86,4
206,42.787266,-71.10695,1.13,84.55,21.86,1
207,,,1.17,212.38,21.86,3
208,,,1.13,130.65,21.53,3
209,42.787266,-71.10695,0.82,94.65,21.53,1
210,42.787296,-71.10693,0.74,171.91,21.53,0
211,42.78734,-71.10695,0.78,33.35,21.53,0
212,42.787354,-71.106964,0.70,29.21,21.53,3
213,,,0.74,18.82,21.53,0
214,,,0.66,80.49,21.53,0
215,42.78737,-71.10698,0.70,10.47,21.53,0
216,42.787354,-71.107,0.59,45.74,21.53,3
217,42.787354,-71.10702,0.66,171.91,21.86,0
218,42.78731,-71.10702,0.78,6.29,21.53,0
219,42.78731,-71.10705,0.70,45.74,21.53,1
220,42.78731,-71.10705,0.86,80.49,21.53,0
221,,,0.86,27.13,21.53,0
222,42.78731,-71.10709,0.90,82.52,21.53,1
223,42.78731,-71.10711,0.70,58.07,21.53,1
224,42.787296,-71.10709,0.90,33.35,21.53,3
225,42.787296,-71.10709,1.05,29.21,21.53,5
226,42.78731,-71.10708,1.25,12.56,21.53,2
227,42.78734,-71.10709,1.02,35.42,21.86,3
228,42.78731,-71.10709,1.02,20.90,21.53,1
229,42.78734,-71.10711,1.05,45.74,21.53,2
230,42.78734,-71.10711,0.94,58.07,21.53,1
231,42.787354,-71.10709,0.98,22.98,21.86,3
232,42.78737,-71.10709,0.98,76.43,21.53,2
233,42.787403,-71.10711,0.98,64.20,21.53,0
234,42.787388,-71.10711,1.09,68.29,21.86,5
235,42.787388,-71.107155,0.98,62.16,21.86,23
236,42.78742,-71.107155,0.90,152.36,21.86,1
237,,,0.94,399.38,21.53,5
238,,,0.90,395.93,21.86,2
239,,,0.90,401.10,21.86,1
240,42.78742,-71.107216,0.94,392.47,21.86,6
241,42.787403,-71.1072,0.94,392.47,21.86,1
242,42.78737,-71.1072,0.90,406.25,21.86,0
243,42.787354,-71.1072,0.90,404.54,21.86,1
244,42.78737,-71.1072,0.90,404.54,21.86,6
245,42.78737,-71.107185,0.94,404.54,21.86,1
246,42.78737,-71.107185,0.90,392.47,21.86,3
247,42.787354,-71.107185,0.94,401.10,21.86,3
248,42.78737,-71.10717,0.90,409.68,21.86,11
249,42.78737,-71.107155,0.94,407.97,21.86,7
250,42.78737,-71.10717,0.94,395.93,21.86,3
251,42.78737,-71.10717,0.90,397.65,21.86,6
252,42.78737,-71.10717,0.90,404.54,21.86,4
253,42.78737,-71.107185,0.94,402.82,21.86,2
254,42.787354,-71.107185,0.90,401.10,21.86,5
255,42.787354,-71.107185,0.90,401.10,21.86,5
256,42.78734,-71.107185,0.94,402.82,21.86,6
257,,,0.94,401.10,21.86,4
258,42.78734,-71.1072,0.94,406.25,21.86,4
259,42.78734,-71.1072,0.90,401.10,21.86,4
260,42.78731,-71.1072,0.94,382.06,21.86,10
261,42.78734,-71.107185,0.94,399.38,21.86,14
262,42.78731,-71.1072,0.90,402.82,21.86,4
263,42.78731,-71.107185,0.90,401.10,21.86,1
264,42.78734,-71.107185,0.90,402.82,21.86,1
265,42.78734,-71.107185,0.90,401.10,21.86,8
266,42.78734,-71.10717,0.90,395.93,21.86,10
267,42.787354,-71.10717,0.90,402.82,21.86,16
268,42.787354,-71.10717,0.94,399.38,21.86,4
269,42.787354,-71.10717,0.94,404.54,21.86,4
270,42.787354,-71.107155,0.90,407.97,21.86,0
271,42.78737,-71.107155,0.94,404.54,21.86,1
272,42.78737,-71.107155,0.94,401.10,21.86,2
273,42.78737,-71.10714,0.94,397.65,21.86,0
274,42.787388,-71.10714,0.94,404.54,21.86,2
275,42.787388,-71.10714,0.90,397.65,21.86,13
276,42.787388,-71.10714,0.94,394.20,21.86,6
277,42.787388,-71.10714,0.94,395.93,21.86,1
278,42.78737,-71.107155,0.94,39.56,21.86,10
279,42.78737,-71.107155,0.98,10.47,21.86,4
280,42.78737,-71.107155,0.90,10.47,21.86,6
281,42.78737,-71.107155,0.90,6.29,21.86,1
282,,,0.90,68.29,22.18,11
283,,,0.90,18.82,22.18,1
284,,,0.94,53.97,22.18,1
285,,,0.94,383.80,21.86,4
286,42.787266,-71.10709,0.94,382.06,21.86,14
287,,,0.94,397.65,22.18,20
288,,,0.94,397.65,22.18,1
289,42.787197,-71.107216,0.94,406.25,22.18,0
290,42.787216,-71.107216,0.90,397.65,22.18,0
291,42.787247,-71.1072,1.02,337.98,22.18,22
292,42.78728,-71.107185,0.94,197.06,22.18,9
293,42.787296,-71.10717,0.90,357.51,22.18,3
294,42.78731,-71.107155,0.90,402.82,22.18,5
295,42.78734,-71.107155,0.90,402.82,22.18,1
296,42.787354,-71.107155,0.94,390.74,22.18,0
297,42.78737,-71.107155,0.90,406.25,22.18,2
298,42.78737,-71.107155,0.94,397.65,22.18,2
299,42.78737,-71.10717,0.94,404.54,22.18,1
300,42.787354,-71.10717,0.94,399.38,22.18,0
301,42.787354,-71.10717,0.94,399.38,22.18,2
302,42.787354,-71.10717,0.94,401.10,22.18,4
303,42.787354,-71.10717,0.94,407.97,22.18,0
304,42.78737,-71.107155,0.90,409.68,22.18,12
305,42.78737,-71.107155,0.94,389.01,22.18,1
306,42.787354,-71.107155,0.90,401.10,22.18,1
307,42.787354,-71.107155,0.94,406.25,22.18,3
308,42.78734,-71.10717,0.94,399.38,22.18,2
309,42.78734,-71.10717,0.94,404.54,22.18,6
310,42.78734,-71.10717,0.90,409.68,22.18,7
311,42.78734,-71.10717,0.94,401.10,22.18,1
312,42.78734,-71.10717,0.94,402.82,22.18,3
313,42.787354,-71.10717,0.94,402.82,22.18,9
314,42.78734,-71.10717,0.90,397.65,22.18,8
315,42.787354,-71.10717,0.90,402.82,22.18,2
316,42.787354,-71.10717,0.90,402.82,22.18,1
317,42.787354,-71.10717,0.94,407.97,22.18,1
318,42.787354,-71.10717,0.94,404.54,22.18,5
319,42.78734,-71.10717,0.94,402.82,22.18,2
320,42.78734,-71.107155,0.94,397.65,22.18,1
321,42.78734,-71.107155,0.94,401.10,22.18,2
322,42.78734,-71.107155,0.90,407.97,22.18,2
323,42.78734,-71.107155,0.94,406.25,22.18,0
324,42.78734,-71.107155,0.94,404.54,22.18,5
