time,latitude,longitude,acceleration,light,temperature,sound
0,42.787296,-71.10703,0.82,253.93,24.43,8
1,,,0.90,305.54,24.43,7
2,,,0.94,86.57,24.43,12
3,42.78731,-71.10705,1.02,152.36,24.43,4
4,42.78734,-71.10705,0.94,8.38,24.43,23
5,42.787354,-71.10706,0.94,12.56,24.43,26
6,,,0.78,68.29,24.43,46
7,,,0.98,268.82,24.43,4
8,,,1.05,56.02,24.43,7
9,,,0.86,64.20,24.43,10
10,42.78734,-71.10705,1.25,47.80,24.11,7
11,42.78734,-71.10702,0.98,70.33,24.11,9
12,42.78734,-71.10702,1.02,204.73,24.11,8
13,42.787354,-71.10702,1.29,92.63,24.11,9
14,42.787354,-71.107,1.05,27.13,24.11,15
15,42.78737,-71.10702,0.90,14.65,24.11,13
16,42.787388,-71.10703,1.13,25.06,24.11,26
17,42.787403,-71.10705,0.74,45.74,24.11,12
18,42.787403,-71.10705,0.78,33.35,24.11,13
19,,,1.33,164.11,24.11,4
20,42.787388,-71.10703,1.13,314.61,24.11,3
21,42.787403,-71.10703,1.09,96.66,24.11,5
22,42.787403,-71.10705,0.90,27.13,24.11,6
23,42.787403,-71.10705,0.78,22.98,24.11,5
24,42.787403,-71.10705,0.78,292.77,24.11,4
25,42.787403,-71.10706,0.74,35.42,23.79,4
26,42.78742,-71.10706,0.86,33.35,24.11,3
27,42.787403,-71.10706,0.86,27.13,24.11,42
28,42.787403,-71.10705,1.02,72.36,24.11,6
29,42.787388,-71.10706,0.82,62.16,23.79,3
30,42.787388,-71.10706,0.86,35.42,23.79,6
31,42.787403,-71.10706,0.98,72.36,23.79,4
32,,,1.09,45.74,23.79,25
33,42.78742,-71.10708,1.02,25.06,23.79,11
34,42.78742,-71.10706,1.05,25.06,23.79,10
35,42.78742,-71.10708,1.02,31.28,23.79,4
36,42.78742,-71.10708,1.02,49.86,23.79,3
37,42.787434,-71.10708,0.98,43.68,23.79,6
38,,,0.78,124.69,23.79,4
39,42.787434,-71.10708,0.98,86.57,23.79,6
40,42.787434,-71.10708,0.94,86.57,23.79,22
41,42.78742,-71.10708,0.74,12.56,23.79,4
42,42.787434,-71.10709,1.09,29.21,23.79,18
43,42.787434,-71.10709,0.70,126.68,23.79,3
44,42.787434,-71.10709,1.02,312.80,23.79,12
45,42.787434,-71.10714,0.98,359.28,23.79,4
46,42.787453,-71.10714,1.02,385.54,23.47,7
47,42.787453,-71.107155,0.74,318.22,23.79,5
