time,latitude,longitude,acceleration,light,temperature,sound
0,42.78718,-71.1072,0.98,1064.23,24.43,0
1,42.787167,-71.1072,0.90,1061.95,24.43,0
2,42.787167,-71.1072,0.98,1062.71,24.11,0
3,42.787167,-71.1072,0.98,1061.95,24.43,0
4,42.78718,-71.1072,0.90,1063.47,24.11,0
5,,,0.98,1062.71,24.11,0
6,42.78718,-71.1072,0.94,1059.65,24.11,0
7,,,0.94,1058.88,24.11,0
8,42.787197,-71.1072,0.98,1060.42,24.11,0
9,,,0.94,1061.19,24.11,0
10,42.787216,-71.1072,1.02,1060.42,24.11,0
11,42.78723,-71.1072,0.94,1062.71,24.11,1
12,42.787247,-71.1072,0.90,1061.19,24.11,5
13,42.787247,-71.1072,0.94,1058.88,24.11,0
14,42.787247,-71.1072,1.05,1059.65,24.11,3
15,42.787247,-71.1072,0.94,1061.19,24.11,8
16,,,0.90,1062.71,24.11,8
17,42.787247,-71.107185,0.94,1061.95,24.11,0
18,42.78723,-71.107185,0.94,1063.47,24.11,2
19,42.78723,-71.107185,0.90,1063.47,23.79,0
20,42.78723,-71.107185,1.02,1064.23,23.79,0
21,42.78723,-71.107185,0.90,1064.23,23.79,12
22,42.787216,-71.1072,1.02,1064.99,23.79,0
23,42.787197,-71.107216,0.94,1064.99,23.79,3
24,42.78718,-71.10723,0.90,1064.23,23.79,0
25,42.78718,-71.10723,1.02,1063.47,23.79,0
26,42.78718,-71.10723,0.90,1063.47,23.79,0
27,42.78718,-71.10723,0.90,1061.19,23.47,12
28,42.787197,-71.107254,0.98,1059.65,23.47,1
29,42.787197,-71.107254,0.94,1060.42,23.47,1
30,42.78718,-71.107254,0.98,1061.19,23.47,0
31,42.78718,-71.107254,0.94,1059.65,23.47,0
32,42.787167,-71.10727,0.98,1055.01,23.14,0
33,42.787167,-71.10727,0.98,1047.12,23.14,0
34,42.787167,-71.10727,0.94,1053.44,23.14,0
35,42.78718,-71.107285,0.94,962.26,23.14,0
36,42.78718,-71.107285,0.78,692.84,23.14,0
