time,lat,long,accel,light,temp,sound
"Jul 22 2009 09:02:27",0.0,0.0,6.18,34.00,46.59,6.00
"Jul 22 2009 09:02:29",0.0,0.0,6.18,28.00,46.59,0.00
"Jul 22 2009 09:02:30",0.0,0.0,6.46,29.00,46.59,0.00
"Jul 22 2009 09:02:31",0.0,0.0,6.38,47.00,45.21,0.00
"Jul 22 2009 09:02:32",0.0,0.0,6.26,48.00,46.59,0.00
"Jul 22 2009 09:02:33",0.0,0.0,6.14,47.00,45.21,38.00
"Jul 22 2009 09:02:34",0.0,0.0,6.22,45.00,46.59,0.00
"Jul 22 2009 09:02:35",0.0,0.0,6.26,37.00,45.21,0.00
"Jul 22 2009 09:02:36",0.0,0.0,6.10,32.00,46.59,0.00
"Jul 22 2009 09:02:37",0.0,0.0,6.02,20.00,46.59,5.00
"Jul 22 2009 09:02:38",0.0,0.0,6.18,18.00,45.21,0.00
"Jul 22 2009 09:02:39",0.0,0.0,6.14,17.00,46.59,0.00
"Jul 22 2009 09:02:40",0.0,0.0,6.14,23.00,45.21,0.00
"Jul 22 2009 09:02:42",0.0,0.0,6.02,21.00,46.59,0.00
"Jul 22 2009 09:02:43",0.0,0.0,6.10,22.00,45.21,0.00
"Jul 22 2009 09:02:44",0.0,0.0,6.10,21.00,46.59,18.00
"Jul 22 2009 09:02:45",0.0,0.0,6.10,27.00,45.21,0.00
"Jul 22 2009 09:02:46",0.0,0.0,6.14,24.00,46.59,0.00
"Jul 22 2009 09:02:47",0.0,0.0,6.18,35.00,46.59,0.00
"Jul 22 2009 09:02:50",0.0,0.0,6.02,23.00,45.21,0.00
"Jul 22 2009 09:02:51",0.0,0.0,6.10,27.00,46.59,5.00
"Jul 22 2009 09:02:52",0.0,0.0,6.18,30.00,46.59,0.00
"Jul 22 2009 09:02:53",0.0,0.0,6.18,32.00,45.21,0.00
"Jul 22 2009 09:02:54",0.0,0.0,6.14,29.00,45.21,0.00
"Jul 22 2009 09:02:55",0.0,0.0,6.10,31.00,46.59,0.00
"Jul 22 2009 09:02:57",0.0,0.0,6.10,35.00,46.59,0.00
"Jul 22 2009 09:02:58",0.0,0.0,6.10,33.00,46.59,0.00
"Jul 22 2009 09:02:59",0.0,0.0,6.10,26.00,46.59,56.00
"Jul 22 2009 09:03:00",0.0,0.0,6.06,21.00,46.59,16.00
"Jul 22 2009 09:03:01",0.0,0.0,6.14,14.00,45.21,0.00
"Jul 22 2009 09:03:02",0.0,0.0,6.06,21.00,45.21,0.00
"Jul 22 2009 09:03:03",0.0,0.0,5.95,18.00,45.21,0.00
"Jul 22 2009 09:03:04",0.0,0.0,6.14,22.00,46.59,0.00
"Jul 22 2009 09:03:05",0.0,0.0,6.22,35.00,46.59,0.00
"Jul 22 2009 09:03:06",0.0,0.0,6.22,32.00,46.59,0.00
"Jul 22 2009 09:03:07",0.0,0.0,6.34,34.00,46.59,0.00
"Jul 22 2009 09:03:08",0.0,0.0,6.22,15.00,46.59,0.00
"Jul 22 2009 09:03:10",0.0,0.0,6.22,41.00,46.59,0.00
"Jul 22 2009 09:03:11",0.0,0.0,6.18,38.00,46.59,0.00
"Jul 22 2009 09:03:12",0.0,0.0,6.18,29.00,46.59,9.00
"Jul 22 2009 09:03:13",0.0,0.0,6.22,10.00,46.59,0.00
"Jul 22 2009 09:03:14",0.0,0.0,6.18,34.00,46.59,0.00
"Jul 22 2009 09:03:15",0.0,0.0,6.22,30.00,46.59,0.00
"Jul 22 2009 09:03:16",0.0,0.0,6.18,20.00,46.59,64.00
"Jul 22 2009 09:03:17",0.0,0.0,6.18,25.00,46.59,0.00
"Jul 22 2009 09:03:18",0.0,0.0,6.22,34.00,46.59,0.00
"Jul 22 2009 09:03:19",0.0,0.0,6.18,38.00,46.59,6.00
"Jul 22 2009 09:03:20",0.0,0.0,6.22,38.00,46.59,0.00
"Jul 22 2009 09:03:22",0.0,0.0,6.22,38.00,46.59,0.00
"Jul 22 2009 09:03:23",0.0,0.0,6.22,31.00,46.59,2.00
"Jul 22 2009 09:03:24",0.0,0.0,6.22,36.00,46.59,53.00
"Jul 22 2009 09:03:25",0.0,0.0,6.22,42.00,46.59,0.00
"Jul 22 2009 09:03:26",0.0,0.0,6.22,39.00,46.59,0.00
"Jul 22 2009 09:03:27",0.0,0.0,6.22,39.00,46.59,0.00
"Jul 22 2009 09:31:19",42.76963,-71.10345,6.18,12.00,47.98,0.00
"Jul 22 2009 09:31:20",42.76962,-71.10345,6.18,12.00,47.98,12.00
"Jul 22 2009 09:31:21",42.769604,-71.10345,6.22,12.00,46.59,0.00
"Jul 22 2009 09:31:22",42.769604,-71.10345,6.22,13.00,46.59,0.00
"Jul 22 2009 09:31:23",42.769596,-71.10345,6.18,9.00,46.59,0.00
"Jul 22 2009 09:31:24",42.769596,-71.10345,6.18,9.00,47.98,0.00
"Jul 22 2009 09:31:25",42.769596,-71.10346,6.18,9.00,47.98,0.00
"Jul 22 2009 09:31:26",42.769604,-71.10347,6.22,11.00,46.59,0.00
"Jul 22 2009 09:31:27",42.769604,-71.103485,6.18,11.00,46.59,0.00
"Jul 22 2009 09:31:29",42.769604,-71.103516,6.22,10.00,47.98,0.00
"Jul 22 2009 09:31:30",42.769604,-71.10352,6.22,10.00,47.98,0.00
"Jul 22 2009 09:31:31",42.769604,-71.10353,6.18,9.00,47.98,0.00
"Jul 22 2009 09:31:32",42.769596,-71.10353,6.22,10.00,47.98,0.00
"Jul 22 2009 09:31:33",42.76959,-71.10354,6.22,11.00,47.98,0.00
"Jul 22 2009 09:31:34",42.76959,-71.103546,6.18,13.00,46.59,0.00
"Jul 22 2009 09:31:35",42.76958,-71.10355,6.26,13.00,47.98,0.00
"Jul 22 2009 09:31:36",42.769573,-71.10356,6.26,12.00,46.59,0.00
"Jul 22 2009 09:31:37",42.769566,-71.10357,6.14,8.00,47.98,30.00
"Jul 22 2009 09:31:38",42.769566,-71.10357,6.14,11.00,47.98,10.00
"Jul 22 2009 09:31:39",42.769554,-71.103584,6.18,11.00,47.98,0.00
"Jul 22 2009 09:31:40",42.769554,-71.103584,6.22,10.00,47.98,0.00
"Jul 22 2009 09:31:42",42.769566,-71.10357,6.18,10.00,46.59,0.00
"Jul 22 2009 09:31:43",42.769573,-71.10357,6.18,5.00,47.98,0.00
"Jul 22 2009 09:31:44",42.769573,-71.10357,6.22,5.00,46.59,0.00
"Jul 22 2009 09:31:45",42.769566,-71.103584,6.18,8.00,47.98,0.00
"Jul 22 2009 09:31:46",42.769547,-71.10359,6.22,8.00,46.59,31.00
"Jul 22 2009 09:31:47",42.769547,-71.1036,6.22,6.00,47.98,0.00
"Jul 22 2009 09:31:48",42.769547,-71.1036,6.18,7.00,47.98,0.00
"Jul 22 2009 09:31:49",42.769554,-71.1036,6.18,10.00,46.59,0.00
"Jul 22 2009 09:31:50",42.769554,-71.1036,6.26,12.00,47.98,0.00
"Jul 22 2009 09:31:51",42.769566,-71.10359,6.22,12.00,46.59,0.00
"Jul 22 2009 09:31:52",42.769573,-71.10359,6.18,12.00,47.98,0.00
"Jul 22 2009 09:31:53",42.76958,-71.10359,6.18,15.00,47.98,0.00
"Jul 22 2009 09:31:54",42.76958,-71.103584,6.18,14.00,47.98,0.00
"Jul 22 2009 09:31:56",42.769596,-71.10356,6.18,13.00,47.98,10.00
"Jul 22 2009 09:31:57",42.769596,-71.10356,6.18,13.00,47.98,3.00
"Jul 22 2009 09:31:58",42.769604,-71.10355,6.18,12.00,47.98,11.00
"Jul 22 2009 09:31:59",42.76961,-71.103546,6.18,9.00,46.59,0.00
"Jul 22 2009 09:32:00",42.76961,-71.103546,6.22,11.00,47.98,0.00
"Jul 22 2009 09:32:01",42.76961,-71.103546,6.22,16.00,47.98,0.00
"Jul 22 2009 09:32:02",42.76962,-71.103546,6.22,17.00,47.98,0.00
"Jul 22 2009 09:32:03",42.76962,-71.103546,6.22,12.00,46.59,0.00
"Jul 22 2009 09:32:04",42.76963,-71.10354,6.22,3.00,46.59,0.00
"Jul 22 2009 09:32:05",42.76963,-71.10354,6.18,9.00,46.59,0.00
"Jul 22 2009 09:32:06",42.76963,-71.10354,6.22,14.00,47.98,0.00
"Jul 22 2009 09:32:07",42.76962,-71.103546,6.22,14.00,47.98,41.00
"Jul 22 2009 09:32:09",42.76961,-71.103546,6.18,14.00,47.98,0.00
"Jul 22 2009 09:32:10",42.76961,-71.103546,6.22,14.00,47.98,0.00
"Jul 22 2009 09:32:11",42.76961,-71.103546,6.18,13.00,47.98,0.00
"Jul 22 2009 09:32:12",42.76961,-71.103546,6.22,10.00,47.98,43.00
"Jul 22 2009 09:32:13",42.76962,-71.103546,6.18,12.00,47.98,23.00
"Jul 22 2009 10:39:31",42.76979,-71.103546,6.18,0.00,45.21,0.00
"Jul 22 2009 10:39:32",42.76981,-71.10354,6.70,1.00,45.21,0.00
"Jul 22 2009 10:39:34",42.76981,-71.103546,6.14,0.00,45.21,100.00
"Jul 22 2009 10:39:35",42.76981,-71.103516,5.91,0.00,45.21,0.00
"Jul 22 2009 10:39:36",42.7698,-71.10346,6.26,1.00,45.21,0.00
"Jul 22 2009 10:39:37",42.76979,-71.10345,6.06,0.00,45.21,0.00
"Jul 22 2009 10:39:38",42.769783,-71.10343,6.06,1.00,45.21,0.00
"Jul 22 2009 10:39:39",42.769783,-71.10344,5.63,0.00,45.21,0.00
"Jul 22 2009 10:39:40",42.769783,-71.10343,6.26,0.00,45.21,0.00
"Jul 22 2009 10:39:41",42.76979,-71.10343,6.10,0.00,45.21,0.00
"Jul 22 2009 10:39:42",42.769783,-71.10342,5.55,0.00,45.21,6.00
"Jul 22 2009 10:39:43",42.76979,-71.10342,5.75,0.00,45.21,0.00
"Jul 22 2009 10:39:44",42.769783,-71.1034,7.10,1.00,45.21,0.00
"Jul 22 2009 10:39:45",42.769775,-71.10338,6.54,4.00,45.21,0.00
