time,lat,long,accel,light,temp,sound
"Jul 14 2009 19:27:39",34.14428,-118.1439,5.91,77.00,29.98,0.00
"Jul 14 2009 19:27:40",34.144287,-118.14388,5.95,74.00,29.98,0.00
"Jul 14 2009 19:27:42",34.1443,-118.14388,5.91,74.00,28.60,0.00
"Jul 14 2009 19:27:43",34.144302,-118.14388,5.91,77.00,29.98,0.00
"Jul 14 2009 19:27:44",34.144306,-118.14387,5.87,76.00,29.98,0.00
"Jul 14 2009 19:27:45",34.144302,-118.14387,6.22,75.00,29.98,0.00
"Jul 14 2009 19:27:46",34.144302,-118.143845,5.87,74.00,29.98,0.00
"Jul 14 2009 19:27:47",34.14431,-118.143845,5.87,75.00,29.98,0.00
"Jul 14 2009 19:27:48",34.144314,-118.14387,5.91,75.00,29.98,0.00
"Jul 14 2009 19:27:49",34.14435,-118.14388,5.87,75.00,29.98,5.00
"Jul 14 2009 19:27:50",34.144367,-118.14388,5.87,75.00,29.98,0.00
"Jul 14 2009 19:27:51",34.144375,-118.14388,5.87,75.00,28.60,0.00
"Jul 14 2009 19:27:52",34.144386,-118.14388,5.87,75.00,29.98,0.00
"Jul 14 2009 19:27:53",34.14439,-118.14388,5.87,75.00,29.98,0.00
"Jul 14 2009 19:27:54",34.144394,-118.14388,5.87,75.00,28.60,0.00
"Jul 14 2009 19:27:55",34.144394,-118.14388,5.87,75.00,29.98,0.00
"Jul 14 2009 19:27:57",34.144386,-118.14388,5.87,77.00,29.98,0.00
"Jul 14 2009 19:27:58",34.144375,-118.1439,5.87,77.00,29.98,0.00
"Jul 14 2009 19:27:59",34.144375,-118.1439,5.87,77.00,29.98,0.00
"Jul 14 2009 19:28:00",34.144367,-118.1439,5.87,77.00,29.98,0.00
"Jul 14 2009 19:28:01",34.144363,-118.1439,5.87,77.00,29.98,0.00
"Jul 14 2009 19:28:02",34.144356,-118.1439,5.87,75.00,29.98,0.00
"Jul 14 2009 19:28:03",34.144352,-118.14391,5.55,76.00,29.98,0.00
"Jul 14 2009 19:28:04",34.14435,-118.14388,6.14,75.00,29.98,0.00
"Jul 14 2009 19:28:05",34.14434,-118.14387,6.30,75.00,29.98,5.00
"Jul 14 2009 19:28:06",34.144337,-118.143845,6.14,75.00,29.98,0.00
"Jul 14 2009 19:28:07",34.144325,-118.14383,6.06,75.00,29.98,0.00
"Jul 14 2009 19:28:08",34.144325,-118.143814,6.26,75.00,29.98,0.00
"Jul 14 2009 19:28:09",34.144333,-118.1438,6.26,75.00,29.98,0.00
"Jul 14 2009 19:28:11",34.1443,-118.1438,6.22,75.00,29.98,0.00
"Jul 14 2009 19:28:12",34.144276,-118.14378,6.18,75.00,29.98,0.00
"Jul 14 2009 19:28:13",34.14425,-118.143814,5.63,77.00,29.98,0.00
"Jul 14 2009 19:28:14",34.14423,-118.143814,5.59,74.00,29.98,0.00
"Jul 14 2009 19:28:15",34.144215,-118.1438,5.51,74.00,29.98,0.00
"Jul 14 2009 19:28:16",34.14419,-118.1438,5.63,74.00,29.98,0.00
"Jul 14 2009 19:28:17",34.144176,-118.1438,5.79,74.00,29.98,0.00
"Jul 14 2009 19:28:18",34.144157,-118.1438,5.87,74.00,29.98,0.00
"Jul 14 2009 19:28:19",34.14414,-118.1438,5.87,74.00,29.98,0.00
"Jul 14 2009 19:28:20",34.14412,-118.1438,6.06,74.00,29.98,0.00
"Jul 14 2009 19:28:21",34.144104,-118.143814,6.30,74.00,29.98,0.00
