time,latitude,longitude,accel,light,sound,external
"Dec 27 2009 22:40:06",36.28713,-109.22145,1.02,22.98,1,22.8221
"Dec 27 2009 22:40:16",36.287045,-109.221405,1.02,10.47,0,22.8221
"Dec 27 2009 22:40:27",36.28709,-109.221405,1.05,8.38,0,22.93455
"Dec 27 2009 22:40:42",36.287045,-109.22132,1.02,8.38,0,22.93455
"Dec 27 2009 22:40:58",36.28713,-109.221664,0.98,14.65,0,22.5972
"Dec 27 2009 22:40:13",36.286873,-109.221825,1.13,22.98,0,22.1474
"Dec 27 2009 22:40:28",36.286663,-109.22217,1.13,25.06,0,21.9225
"Dec 27 2009 22:40:44",36.28645,-109.22251,0.82,18.82,0,21.6976
"Dec 27 2009 22:40:59",36.28632,-109.222855,1.17,20.90,0,21.58515
"Dec 27 2009 22:40:14",36.286278,-109.22264,0.98,16.73,0,21.58515
"Dec 27 2009 22:40:30",36.286278,-109.222855,0.90,10.47,0,21.4727
"Dec 27 2009 22:40:45",36.28632,-109.22337,1.21,12.56,0,21.2478
"Dec 27 2009 22:44:01",36.286537,-109.22362,0.82,12.56,0,21.13535
"Dec 27 2009 22:44:16",36.286747,-109.22405,0.66,6.29,0,21.0229
"Dec 27 2009 22:44:32",36.287003,-109.22438,1.21,10.47,0,20.7980
"Dec 27 2009 22:44:47",36.2873,-109.22464,0.90,8.38,0,20.3482
"Dec 27 2009 22:44:02",36.28747,-109.22495,0.94,6.29,0,20.01085
"Dec 27 2009 22:44:18",36.287685,-109.22507,0.82,10.47,0,19.6735
"Dec 27 2009 22:44:33",36.287727,-109.22507,0.94,2.10,0,19.4486
"Dec 27 2009 22:44:49",36.287518,-109.22554,0.70,2.10,0,19.78595
"Dec 27 2009 22:44:04",36.2876,-109.225876,0.35,6.29,0,20.3482
"Dec 27 2009 22:44:19",36.28803,-109.225876,1.17,6.29,0,20.7980
"Dec 27 2009 22:44:35",36.28841,-109.225845,1.13,8.38,0,21.0229
"Dec 27 2009 22:44:50",36.288837,-109.225746,1.02,6.29,0,21.2478
"Dec 27 2009 22:44:05",36.289223,-109.225586,1.41,4.19,0,21.2478
"Dec 27 2009 22:44:21",36.28965,-109.2255,1.05,4.19,0,21.13535
"Dec 27 2009 22:44:36",36.29003,-109.22533,1.17,0.00,0,21.0229
"Dec 27 2009 22:44:51",36.29046,-109.22511,0.98,2.10,0,21.0229
"Dec 27 2009 22:48:07",36.290886,-109.22495,0.74,2.10,0,21.13535
"Dec 27 2009 22:48:22",36.291267,-109.22469,0.70,2.10,0,21.2478
"Dec 27 2009 22:48:37",36.29161,-109.22435,0.59,0.00,0,21.2478
"Dec 27 2009 22:48:52",36.291912,-109.22401,1.05,0.00,0,21.0229
"Dec 27 2009 22:48:07",36.29234,-109.22366,1.13,0.00,0,21.0229
"Dec 27 2009 22:48:23",36.292675,-109.223274,1.09,0.00,0,21.0229
"Dec 27 2009 22:48:38",36.29293,-109.222855,0.78,0.00,0,20.91045
"Dec 27 2009 22:48:53",36.293274,-109.22243,1.09,0.00,0,20.7980
"Dec 27 2009 22:48:08",36.293575,-109.22201,0.78,0.00,0,20.68555
"Dec 27 2009 22:48:23",36.29383,-109.221535,0.98,0.00,0,20.5731
"Dec 27 2009 22:48:39",36.294003,-109.221016,0.86,0.00,0,20.23575
"Dec 27 2009 22:48:54",36.29413,-109.220634,0.94,0.00,0,20.46065
"Dec 27 2009 22:48:09",36.286324,-109.220085,1.21,0.00,0,20.68555
"Dec 27 2009 22:48:24",36.287605,-109.21953,0.90,0.00,0,20.91045
"Dec 27 2009 22:48:39",36.28931,-109.21898,0.98,0.00,1,21.0229
"Dec 27 2009 22:48:54",36.28931,-109.21841,0.70,0.00,0,21.2478
"Dec 27 2009 22:52:10",36.29102,-109.22946,0.98,0.00,0,21.4727
"Dec 27 2009 22:52:25",36.29102,-109.22349,1.17,0.00,0,21.4727
"Dec 27 2009 22:52:40",36.29187,-109.221794,1.05,0.00,0,21.2478
"Dec 27 2009 22:52:55",36.292297,-109.218796,1.17,0.00,1,21.13535
"Dec 27 2009 22:52:11",36.29187,-109.20956,0.59,0.00,0,21.0229
"Dec 27 2009 22:52:26",36.291447,-109.20905,1.68,0.00,0,21.0229
"Dec 27 2009 22:52:41",36.29187,-109.20858,1.60,0.00,0,21.13535
"Dec 27 2009 22:52:56",36.29187,-109.20794,1.09,0.00,0,21.2478
"Dec 27 2009 22:52:11",36.290592,-109.20739,0.94,0.00,0,21.2478
"Dec 27 2009 22:52:26",36.290165,-109.20679,0.66,0.00,0,21.36025
"Dec 27 2009 22:52:42",36.288033,-109.20627,0.74,0.00,0,21.4727
"Dec 27 2009 22:52:57",36.287178,-109.20571,0.78,0.00,0,21.13535
"Dec 27 2009 22:52:12",36.285046,-109.20524,1.25,0.00,0,21.0229
"Dec 27 2009 22:52:27",36.28765,-109.20482,1.56,0.00,0,21.13535
"Dec 27 2009 22:52:42",36.294083,-109.204315,0.74,0.00,0,21.13535
"Dec 27 2009 22:52:58",36.293785,-109.20384,1.13,0.00,0,21.0229
"Dec 27 2009 22:56:13",36.29353,-109.20345,0.55,0.00,0,20.5731
"Dec 27 2009 22:56:28",36.293232,-109.20295,1.68,0.00,1,20.23575
"Dec 27 2009 22:56:43",36.292976,-109.20252,1.29,0.00,0,20.1233
"Dec 27 2009 22:56:59",36.292675,-109.20226,1.45,0.00,0,20.1233
"Dec 27 2009 22:56:14",36.292377,-109.20187,1.25,0.00,0,20.1233
"Dec 27 2009 22:56:29",36.292038,-109.21536,0.98,0.00,0,20.01085
"Dec 27 2009 22:56:44",36.29161,-109.21281,1.02,0.00,0,20.01085
"Dec 27 2009 22:56:59",36.291225,-109.20939,1.21,0.00,0,19.8984
"Dec 27 2009 22:56:15",36.290844,-109.20683,0.59,0.00,0,19.78595
"Dec 27 2009 22:56:30",36.29046,-109.20384,0.70,0.00,0,19.56105
"Dec 27 2009 22:56:45",36.29003,-109.21286,0.86,0.00,0,19.56105
"Dec 27 2009 22:56:01",36.289604,-109.204994,1.05,0.00,0,19.6735
"Dec 27 2009 22:56:16",36.28918,-109.21066,0.78,0.00,0,19.8984
"Dec 27 2009 22:56:31",36.288708,-109.210625,0.70,0.00,0,19.8984
"Dec 27 2009 22:56:46",36.288326,-109.210495,0.78,0.00,0,19.78595
"Dec 27 2009 23:00:02",36.2879,-109.21055,0.98,0.00,0,19.8984
"Dec 27 2009 23:00:17",36.287388,-109.21045,1.60,0.00,0,20.1233
"Dec 27 2009 23:00:32",36.28692,-109.210495,0.70,0.00,0,20.1233
"Dec 27 2009 23:00:47",36.28649,-109.210495,1.41,2.10,0,20.01085
"Dec 27 2009 23:00:02",36.28594,-109.210495,1.13,0.00,0,20.23575
"Dec 27 2009 23:00:18",36.28551,-109.21058,1.09,0.00,0,20.46065
"Dec 27 2009 23:00:33",36.285084,-109.21071,0.90,0.00,0,20.68555
"Dec 27 2009 23:00:48",36.296562,-109.21084,0.90,0.00,0,20.7980
"Dec 27 2009 23:00:03",36.292725,-109.21286,0.82,0.00,0,20.68555
"Dec 27 2009 23:00:18",36.288883,-109.203415,0.82,0.00,0,20.68555
"Dec 27 2009 23:00:34",36.291897,-109.20555,1.09,0.00,0,20.7980
"Dec 27 2009 23:00:49",36.294212,-109.20726,1.25,0.00,0,20.91045
"Dec 27 2009 23:00:04",36.29383,-109.2111,0.78,0.00,0,20.7980
"Dec 27 2009 23:00:20",36.29349,-109.21408,0.98,0.00,0,20.91045
"Dec 27 2009 23:00:35",36.292976,-109.21665,0.66,0.00,0,20.7980
"Dec 27 2009 23:00:50",36.29259,-109.20205,0.94,0.00,0,20.7980
"Dec 27 2009 23:04:05",36.29221,-109.20242,0.74,0.00,0,20.68555
"Dec 27 2009 23:04:20",36.291912,-109.202866,1.45,0.00,0,20.5731
"Dec 27 2009 23:04:36",36.29161,-109.20337,1.76,0.00,0,20.3482
"Dec 27 2009 23:04:51",36.291397,-109.20389,1.37,0.00,0,20.23575
"Dec 27 2009 23:04:06",36.291183,-109.20439,1.21,0.00,0,20.1233
"Dec 27 2009 23:04:21",36.290886,-109.204865,1.45,0.00,0,20.01085
"Dec 27 2009 23:04:36",36.290672,-109.20547,1.56,0.00,0,20.1233
"Dec 27 2009 23:04:51",36.290543,-109.206024,1.02,0.00,0,19.78595
"Dec 27 2009 23:04:07",36.29046,-109.20661,1.45,0.00,0,19.78595
"Dec 27 2009 23:04:22",36.290333,-109.20713,0.74,0.00,0,19.78595
"Dec 27 2009 23:04:37",36.290203,-109.207634,1.25,0.00,0,19.6735
"Dec 27 2009 23:04:52",36.29016,-109.20824,0.78,0.00,0,19.2237
"Dec 27 2009 23:04:07",36.290203,-109.20887,0.86,0.00,0,18.66145
"Dec 27 2009 23:04:22",36.290115,-109.20943,0.78,0.00,0,18.5490
"Dec 27 2009 23:04:38",36.290115,-109.22093,1.05,0.00,1,18.5490
"Dec 27 2009 23:04:53",36.290115,-109.22264,1.02,0.00,0,18.5490
"Dec 27 2009 23:08:08",36.290287,-109.228615,1.56,0.00,0,18.43655
"Dec 27 2009 23:08:23",36.29037,-109.21841,1.29,0.00,0,18.5490
"Dec 27 2009 23:08:38",36.290504,-109.21898,1.48,0.00,0,18.43655
"Dec 27 2009 23:08:53",36.290714,-109.21957,1.09,0.00,0,18.5490
"Dec 27 2009 23:08:09",36.29093,-109.220116,1.33,0.00,0,18.66145
"Dec 27 2009 23:08:24",36.29114,-109.22072,1.17,0.00,0,18.5490
"Dec 27 2009 23:08:39",36.291313,-109.22111,1.52,0.00,0,18.66145
"Dec 27 2009 23:08:54",36.291523,-109.22161,0.94,0.00,0,18.7739
"Dec 27 2009 23:08:09",36.291866,-109.222084,0.51,0.00,0,18.9988
"Dec 27 2009 23:08:24",36.29212,-109.22259,1.17,0.00,0,18.7739
"Dec 27 2009 23:08:40",36.292423,-109.223145,1.33,0.00,0,18.7739
"Dec 27 2009 23:08:55",36.292763,-109.22359,1.29,0.00,0,18.3241
"Dec 27 2009 23:08:10",36.293102,-109.22388,0.59,0.00,0,17.8743
"Dec 27 2009 23:08:25",36.293102,-109.22388,1.37,0.00,0,17.98675
"Dec 27 2009 23:08:40",36.293102,-109.22388,0.94,0.00,0,17.98675
"Dec 27 2009 23:08:56",36.293102,-109.22388,1.29,0.00,0,18.0992
"Dec 27 2009 23:12:11",36.293102,-109.22388,1.02,0.00,0,18.3241
"Dec 27 2009 23:12:26",36.293102,-109.22388,0.82,0.00,0,18.43655
"Dec 27 2009 23:12:41",36.293102,-109.22388,1.45,0.00,0,18.7739
"Dec 27 2009 23:12:57",36.293102,-109.22388,1.05,0.00,0,18.9988
"Dec 27 2009 23:12:12",36.293102,-109.22388,1.33,0.00,0,18.88635
"Dec 27 2009 23:12:27",36.293102,-109.22388,1.09,0.00,0,18.5490
"Dec 27 2009 23:12:42",36.293102,-109.22388,1.37,0.00,0,18.3241
"Dec 27 2009 23:12:57",36.293102,-109.22388,1.13,0.00,0,18.21165
"Dec 27 2009 23:12:13",36.293102,-109.22388,1.25,0.00,0,18.3241
"Dec 27 2009 23:12:28",36.293102,-109.22388,1.02,0.00,0,18.43655
"Dec 27 2009 23:12:43",36.293102,-109.22388,1.13,0.00,0,18.66145
"Dec 27 2009 23:12:58",36.293102,-109.22388,1.21,0.00,0,19.11125
"Dec 27 2009 23:12:14",36.293102,-109.22388,1.25,0.00,0,18.9988
"Dec 27 2009 23:12:29",36.293102,-109.22388,1.13,0.00,0,18.9988
"Dec 27 2009 23:12:45",36.293102,-109.22388,1.29,0.00,0,19.56105
"Dec 27 2009 23:16:00",36.293102,-109.22388,1.05,0.00,0,19.78595
"Dec 27 2009 23:16:15",36.293102,-109.22388,0.86,12.56,0,19.78595
"Dec 27 2009 23:16:30",36.293102,-109.22388,1.02,0.00,0,19.78595
"Dec 27 2009 23:16:46",36.293102,-109.22388,0.98,0.00,0,19.4486
"Dec 27 2009 23:16:01",36.293102,-109.22388,1.48,0.00,0,19.2237
"Dec 27 2009 23:16:16",36.293102,-109.22388,1.02,2.10,0,19.6735
"Dec 27 2009 23:16:32",36.293102,-109.22388,0.98,0.00,0,21.0229
"Dec 27 2009 23:16:48",36.293102,-109.22388,0.90,0.00,0,22.25985
"Dec 27 2009 23:16:03",36.293102,-109.22388,1.21,0.00,0,23.38435
"Dec 27 2009 23:16:19",36.293102,-109.22388,0.98,0.00,0,24.6213
"Dec 27 2009 23:16:34",36.293102,-109.22388,0.98,0.00,0,25.85825
"Dec 27 2009 23:16:50",36.293102,-109.22388,0.82,0.00,0,26.1956
"Dec 27 2009 23:16:05",36.293102,-109.22388,0.98,0.00,0,26.08315
"Dec 27 2009 23:16:21",36.293102,-109.22388,0.98,0.00,1,25.85825
