time,lat,long,accel,light,temp,sound
"Jul 11 2009 09:05:34",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:35",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:36",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:37",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:38",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:39",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:40",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:41",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:42",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:43",42.45342,-71.40479,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:45",42.45342,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:46",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:47",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:48",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:49",42.453426,-71.404785,5.98,75.00,25.83,10.00
"Jul 11 2009 09:05:50",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:51",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:52",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:53",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:54",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:55",42.453426,-71.404785,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:56",42.453434,-71.40478,5.98,75.00,25.83,0.00
"Jul 11 2009 09:05:57",42.453434,-71.40478,5.98,75.00,25.83,4.00
"Jul 11 2009 09:05:59",42.453434,-71.40478,5.98,75.00,25.83,0.00
