time,latitude,longitude,accel,light,external,sound
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,283.59,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,278.07,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.98,212.38,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,246.44,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,406.25,29.68155,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.90,461.89,29.68155,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,266.96,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.82,327.23,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,158.25,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.98,120.71,29.7940,1
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.98,39.56,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.90,390.74,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.90,762.30,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.25,733.51,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,702.47,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,753.23,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.64,353.98,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.17,348.66,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.29,404.54,29.7940,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.09,453.59,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.05,533.02,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.82,780.17,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.13,802.63,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.94,806.31,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.98,803.86,29.90645,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.98,806.31,30.0189,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.09,808.76,30.0189,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.13,809.98,30.13135,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.13,828.09,30.2438,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.74,829.28,30.6936,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.05,823.30,30.80605,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.13,829.28,30.9185,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.74,814.85,30.9185,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.17,813.64,30.9185,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.41,816.06,31.03095,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.33,814.85,31.1434,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.70,813.64,31.1434,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.86,813.64,31.03095,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.33,813.64,31.03095,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,1.17,829.28,30.9185,0
"Jul 27 2009 18:32:46",36.29235,-109.21611,0.82,837.58,31.25585,0
