time,lat,long,accel,light,temp,sound
"Jul 22 2009 20:00:01",0.0,0.0,5.83,0.00,27.21,0.00
"Jul 22 2009 20:00:02",0.0,0.0,6.02,6.00,25.83,23.00
"Jul 22 2009 20:00:04",0.0,0.0,5.98,1.00,25.83,0.00
"Jul 22 2009 20:00:05",0.0,0.0,5.95,1.00,25.83,5.00
"Jul 22 2009 20:00:06",0.0,0.0,5.98,0.00,25.83,0.00
"Jul 22 2009 20:00:07",0.0,0.0,5.87,0.00,27.21,0.00
"Jul 22 2009 20:00:08",0.0,0.0,6.02,0.00,25.83,0.00
"Jul 22 2009 20:00:09",0.0,0.0,5.83,0.00,25.83,0.00
"Jul 22 2009 20:00:10",0.0,0.0,5.91,0.00,25.83,0.00
"Jul 22 2009 20:00:11",0.0,0.0,5.98,0.00,25.83,0.00
"Jul 22 2009 20:00:12",0.0,0.0,6.18,0.00,25.83,0.00
"Jul 22 2009 20:00:13",0.0,0.0,5.87,0.00,25.83,0.00
"Jul 22 2009 20:00:14",0.0,0.0,6.38,0.00,25.83,0.00
"Jul 22 2009 20:00:15",0.0,0.0,6.30,2.00,25.83,0.00
"Jul 22 2009 20:00:17",0.0,0.0,6.18,0.00,25.83,4.00
"Jul 22 2009 20:00:18",0.0,0.0,6.34,0.00,25.83,0.00
"Jul 22 2009 20:00:19",0.0,0.0,5.87,0.00,25.83,0.00
"Jul 22 2009 20:00:20",0.0,0.0,6.26,0.00,25.83,20.00
"Jul 22 2009 20:00:21",0.0,0.0,6.26,0.00,25.83,0.00
"Jul 22 2009 20:00:22",0.0,0.0,6.06,0.00,25.83,8.00
"Jul 22 2009 20:00:23",0.0,0.0,5.79,0.00,25.83,0.00
"Jul 22 2009 20:00:24",0.0,0.0,6.02,0.00,25.83,0.00
"Jul 22 2009 20:00:25",0.0,0.0,5.95,0.00,27.21,0.00
"Jul 22 2009 20:00:26",0.0,0.0,6.10,0.00,25.83,0.00
"Jul 22 2009 20:00:27",0.0,0.0,6.38,0.00,25.83,0.00
"Jul 22 2009 20:00:28",0.0,0.0,6.14,0.00,25.83,0.00
"Jul 22 2009 20:00:29",0.0,0.0,5.98,0.00,25.83,0.00
"Jul 22 2009 20:00:31",0.0,0.0,5.87,0.00,25.83,0.00
"Jul 22 2009 20:00:32",0.0,0.0,5.91,0.00,25.83,0.00
"Jul 22 2009 20:00:33",0.0,0.0,6.10,0.00,25.83,0.00
"Jul 22 2009 20:00:34",0.0,0.0,6.14,0.00,25.83,0.00
"Jul 22 2009 20:00:35",0.0,0.0,6.34,0.00,25.83,0.00
"Jul 22 2009 20:00:36",0.0,0.0,6.42,0.00,25.83,26.00
"Jul 22 2009 20:00:37",0.0,0.0,5.83,0.00,25.83,0.00
"Jul 22 2009 20:00:38",0.0,0.0,5.79,0.00,25.83,0.00
"Jul 22 2009 20:00:39",0.0,0.0,5.95,6.00,25.83,0.00
"Jul 22 2009 20:00:40",0.0,0.0,5.83,2.00,25.83,0.00
"Jul 22 2009 20:00:41",0.0,0.0,5.95,3.00,25.83,0.00
"Jul 22 2009 20:00:42",0.0,0.0,5.75,0.00,25.83,0.00
"Jul 22 2009 20:00:44",0.0,0.0,6.26,1.00,25.83,0.00
"Jul 22 2009 20:00:45",0.0,0.0,5.83,6.00,25.83,0.00
"Jul 22 2009 20:00:46",0.0,0.0,6.10,0.00,25.83,13.00
"Jul 22 2009 20:00:47",0.0,0.0,6.34,0.00,25.83,0.00
