time,latitude,longitude,acceleration,light,temperature,sound
0,42.787296,-71.107,1.02,520.35,25.08,2
1,42.78728,-71.10702,0.90,279.91,25.08,1
2,,,0.82,110.72,25.08,6
3,42.787296,-71.107,0.94,366.32,24.76,12
4,42.787296,-71.107,0.94,392.47,25.08,3
5,42.78731,-71.107,0.82,84.55,25.08,4
6,42.78734,-71.107,0.90,49.86,24.76,9
7,42.787354,-71.107,0.94,82.52,25.08,5
8,42.78737,-71.10702,0.86,35.42,24.76,11
9,42.787388,-71.10702,0.82,25.06,24.76,4
10,42.787388,-71.10702,0.98,27.13,24.76,0
11,42.787388,-71.10703,0.90,8.38,25.08,4
12,42.787403,-71.10702,0.62,6.29,24.76,7
13,42.787403,-71.10705,0.90,0.00,24.76,6
14,,,0.94,0.00,24.76,2
15,,,0.86,0.00,24.76,0
16,,,0.94,0.00,24.76,1
17,,,0.86,8.38,24.76,2
18,,,1.02,29.21,24.76,2
19,,,0.90,64.20,24.76,9
20,,,1.02,281.75,24.76,14
21,,,1.41,98.68,24.76,15
22,42.78742,-71.1072,1.48,29.21,24.76,11
23,,,1.41,12.56,24.76,4
24,,,4.77,88.59,24.76,11
25,,,0.90,339.76,24.76,9
26,,,1.02,88.59,24.76,46
27,42.78742,-71.10727,0.94,22.98,25.72,47
28,,,0.82,179.68,25.72,26
29,,,0.94,29.21,25.08,7
30,,,0.86,6.29,25.08,4
31,42.787468,-71.107216,0.78,49.86,24.76,1
32,,,0.70,49.86,25.08,0
33,42.787582,-71.10709,0.78,37.49,24.76,1
34,42.787582,-71.10706,0.82,276.22,25.08,0
35,42.787598,-71.10708,0.86,259.52,25.08,13
36,42.787563,-71.10706,0.94,617.03,24.76,6
37,42.787563,-71.10703,0.90,1055.79,24.76,5
38,42.787582,-71.10702,0.86,1063.47,24.76,0
39,42.787598,-71.10702,0.94,1061.19,24.76,0
40,42.787598,-71.107,1.02,1061.95,24.43,0
41,42.787613,-71.107,0.90,1061.95,24.76,0
42,42.787598,-71.107,0.94,1061.19,24.43,0
43,42.787598,-71.10698,0.86,995.12,24.43,0
44,,,0.74,460.23,24.43,1
45,,,0.86,428.41,24.43,5
46,42.787613,-71.107,0.86,56.02,24.11,7
47,42.787613,-71.10703,0.94,39.56,24.11,6
48,,,1.02,250.19,24.11,4
49,42.787563,-71.10703,0.90,104.71,24.11,12
50,42.787563,-71.10705,0.98,37.49,24.11,5
51,42.787563,-71.10706,0.98,33.35,23.79,2
52,42.787548,-71.10705,0.90,2.10,23.79,0
53,42.787548,-71.10706,0.86,278.07,23.79,0
54,42.787548,-71.10708,0.78,90.61,23.79,1
55,42.787533,-71.10709,0.86,181.62,23.79,3
56,42.787518,-71.107155,0.86,244.56,23.79,2
57,42.787518,-71.10717,0.82,104.71,23.47,1
58,42.7875,-71.10717,0.82,229.48,23.79,3
59,42.7875,-71.107185,0.78,114.72,23.47,2
60,,,0.86,14.65,23.47,26
61,,,0.90,14.65,23.47,18
62,42.787468,-71.1072,0.90,10.47,23.47,27
63,42.787518,-71.107254,0.98,14.65,23.47,21
64,42.7875,-71.10727,0.90,14.65,23.47,25
65,42.787483,-71.107285,0.82,47.80,23.47,11
66,42.787518,-71.107315,0.90,74.40,23.47,4
67,42.787483,-71.10733,1.05,66.25,23.47,2
68,42.787518,-71.10733,1.76,114.72,23.47,3
69,42.787518,-71.1073,0.74,51.91,23.47,0
70,,,1.09,51.91,23.47,0
71,42.787533,-71.107285,1.05,112.72,23.47,2
72,42.787518,-71.107254,0.98,124.69,23.47,3
73,42.787483,-71.10723,0.98,60.11,23.47,1
74,42.787483,-71.107254,1.13,58.07,23.47,0
75,42.7875,-71.10723,1.13,70.33,23.47,0
76,42.787518,-71.10723,0.94,82.52,23.47,4
77,42.7875,-71.107216,0.82,84.55,23.47,1
78,42.787518,-71.10723,0.86,88.59,23.47,1
79,42.787518,-71.10723,1.05,94.65,23.47,1
80,42.787533,-71.10723,0.98,112.72,23.47,0
81,42.787533,-71.10723,0.90,106.71,23.47,0
82,42.787518,-71.107216,1.17,106.71,23.14,5
83,42.7875,-71.107216,0.86,86.57,23.47,0
84,42.7875,-71.107185,1.05,92.63,23.14,0
85,,,1.60,47.80,23.14,0
86,,,0.90,102.70,23.14,0
