time,latitude,longitude,acceleration,light,temperature,sound
"00/15/2010 11:04:47",,,0.94,122.70,26.37,0
"00/15/2010 11:04:47",,,0.98,173.86,26.37,0
"00/15/2010 11:04:50",,,0.90,60.11,26.04,0
"00/15/2010 11:04:51",,,1.05,181.62,26.04,8
"00/15/2010 11:04:52",,,0.94,120.71,26.04,7
"00/15/2010 11:04:53",,,0.90,126.68,26.04,1
"00/15/2010 11:04:54",,,0.98,152.36,26.37,3
"00/15/2010 11:04:55",,,1.02,37.49,26.04,0
"00/15/2010 11:04:56",,,1.02,27.13,26.04,0
"00/15/2010 11:04:57",,,1.05,106.71,26.04,8
"00/15/2010 11:04:58",,,1.13,138.57,26.37,6
"00/15/2010 11:04:59",,,0.98,18.82,26.04,0
"00/15/2010 11:04:59",,,0.94,37.49,26.04,0
"00/15/2010 11:05:01",,,0.90,216.19,26.04,0
"00/15/2010 11:05:02",,,1.13,33.35,26.04,2
"00/15/2010 11:05:04",,,0.90,18.82,26.04,0
"00/15/2010 11:05:05",,,0.90,27.13,26.04,16
"00/15/2010 11:05:06",,,0.94,497.89,26.04,2
"00/15/2010 11:05:07",,,0.90,1047.12,26.04,0
"00/15/2010 11:05:08",,,0.86,1044.72,26.04,4
"00/15/2010 11:05:09",,,0.90,62.16,25.72,21
"00/15/2010 11:05:10",,,1.09,16.73,25.72,3
"00/15/2010 11:05:11",,,0.86,62.16,25.72,18
"00/15/2010 11:05:12",,,0.98,336.19,25.72,2
"00/15/2010 11:05:13",,,0.90,51.91,25.72,0
"00/15/2010 11:05:14",,,0.74,72.36,25.72,5
"00/15/2010 11:05:15",,,0.86,126.68,25.72,5
"00/15/2010 11:05:16",,,0.90,66.25,25.72,0
"00/15/2010 11:05:18",,,1.02,12.56,25.72,0
"00/15/2010 11:05:19",,,0.90,0.00,25.72,1
"00/15/2010 11:05:20",,,0.98,296.43,25.72,0
"00/15/2010 11:05:21",,,0.94,337.98,25.72,5
"00/15/2010 11:05:22",,,0.94,352.21,25.72,0
"00/15/2010 11:05:23",,,0.94,350.43,25.72,1
"00/15/2010 11:05:24",,,0.90,214.29,25.72,0
"00/15/2010 11:05:25",,,0.98,152.36,25.72,4
"00/15/2010 11:05:26",,,0.90,0.00,25.72,0
"00/15/2010 11:05:27",,,0.90,0.00,25.72,0
"00/15/2010 11:05:28",,,0.90,0.00,25.72,0
"00/15/2010 11:05:29",,,0.86,0.00,25.72,0
"00/15/2010 11:05:30",,,0.90,0.00,25.72,1
"00/15/2010 11:05:31",,,0.90,0.00,25.72,0
"00/15/2010 11:05:33",,,0.86,0.00,25.72,0
"00/15/2010 11:05:34",,,1.05,0.00,25.72,0
"00/15/2010 11:05:35",,,0.90,0.00,25.72,0
"00/15/2010 11:05:36",,,0.94,98.68,25.72,0
"00/15/2010 11:05:37",,,0.90,279.91,25.72,0
"00/15/2010 11:05:38",,,0.90,200.90,25.72,0
