time,latitude,longitude,acceleration,light,temperature,sound
0,42.787434,-71.10714,0.94,187.42,26.04,47
1,42.787434,-71.10714,0.94,138.57,26.04,37
2,42.787434,-71.10714,0.90,120.71,26.04,46
3,42.78742,-71.10714,0.94,126.68,26.04,47
4,42.78742,-71.10711,0.90,120.71,26.04,37
5,42.78742,-71.10711,0.90,108.72,26.04,30
6,42.78742,-71.10711,0.94,43.68,26.04,40
7,42.787403,-71.10711,0.90,51.91,26.04,39
8,42.787403,-71.10711,0.90,49.86,26.04,47
9,42.787388,-71.10711,0.90,51.91,26.04,30
10,42.787388,-71.10711,0.90,51.91,26.04,35
11,42.78737,-71.10711,0.90,49.86,26.04,38
12,42.78737,-71.10711,0.90,49.86,26.04,42
13,42.78737,-71.10711,0.90,49.86,26.04,47
14,42.78737,-71.10711,0.90,47.80,26.04,29
15,42.787354,-71.10709,0.90,47.80,26.04,36
16,42.787354,-71.10711,0.90,49.86,26.04,39
17,42.78734,-71.10711,0.90,49.86,26.04,37
18,42.787354,-71.10711,0.90,49.86,26.04,47
19,42.787354,-71.10711,0.90,60.11,26.04,38
20,42.787354,-71.10711,0.94,166.07,26.04,29
21,42.787354,-71.10711,0.94,76.43,26.04,31
22,42.787354,-71.10711,0.94,35.42,26.04,1
23,42.78734,-71.10709,0.94,39.56,26.04,1
24,42.78734,-71.10711,0.90,35.42,26.04,1
25,42.78734,-71.10714,0.90,80.49,26.04,0
26,42.78734,-71.10711,0.90,102.70,26.04,0
27,42.78734,-71.10711,0.94,64.20,26.04,2
28,42.78731,-71.10711,0.86,62.16,26.04,1
29,42.78731,-71.10711,0.90,84.55,26.04,2
30,42.78731,-71.10711,0.90,126.68,26.04,3
31,42.78731,-71.10714,1.05,208.56,26.04,14
32,42.78731,-71.10714,0.94,248.31,26.04,8
33,42.787296,-71.10711,0.90,265.11,26.04,0
34,42.787296,-71.10711,0.94,312.80,26.04,0
35,42.787296,-71.10711,0.94,346.88,26.04,5
36,42.787296,-71.10711,0.94,301.90,26.04,0
37,42.78731,-71.10714,0.90,285.43,25.72,2
38,42.78731,-71.10714,0.86,345.11,26.04,1
39,42.78734,-71.10714,1.05,208.56,26.04,5
40,42.78734,-71.10714,0.94,206.65,26.04,4
41,42.78731,-71.10711,0.90,138.57,26.04,4
42,42.78731,-71.10711,0.78,51.91,26.04,1
43,42.78731,-71.10711,0.86,237.04,26.04,5
44,42.78731,-71.10711,0.86,443.56,26.04,7
45,42.787296,-71.10714,0.86,64.20,26.04,1
46,42.787296,-71.107155,0.86,27.13,25.72,0
47,42.787296,-71.107155,0.86,22.98,25.72,0
48,,,0.90,18.82,25.72,2
49,42.787296,-71.107155,0.90,80.49,25.72,0
50,42.78731,-71.107155,0.82,265.11,25.72,0
51,42.78734,-71.10717,0.86,22.98,25.72,0
52,42.78734,-71.10717,0.74,37.49,25.72,0
53,42.78734,-71.107185,0.86,206.65,25.72,0
54,42.78734,-71.107185,1.02,108.72,25.72,2
55,42.787354,-71.107185,1.02,25.06,25.72,2
56,42.78734,-71.107216,1.05,84.55,25.72,4
57,42.787354,-71.107216,1.02,183.56,25.72,3
58,42.787354,-71.10723,0.98,31.28,25.72,0
59,42.78737,-71.10723,0.86,80.49,25.72,0
60,42.787354,-71.10723,0.82,16.73,25.72,0
61,42.787354,-71.107254,0.86,62.16,25.72,0
62,42.78737,-71.10727,0.94,156.29,25.72,0
63,42.78737,-71.107285,1.05,16.73,25.72,0
64,42.787388,-71.1073,1.02,8.38,25.72,0
65,,,1.02,4.19,25.40,0
66,,,0.94,4.19,25.40,1
67,42.787388,-71.1073,0.90,4.19,25.72,4
68,42.787354,-71.107315,0.82,2.10,25.72,7
69,42.78734,-71.10733,0.90,4.19,25.72,35
70,,,0.90,6.29,25.40,4
71,,,0.94,6.29,25.40,4
72,42.78734,-71.10733,0.94,8.38,25.40,0
73,42.78731,-71.10733,0.94,10.47,25.40,0
74,42.78731,-71.10733,0.98,12.56,25.40,0
75,42.78731,-71.10733,0.98,78.46,25.40,0
76,42.78734,-71.10733,1.02,16.73,25.40,2
77,42.78734,-71.107346,1.05,0.00,25.40,26
78,42.78731,-71.10733,0.98,0.00,25.40,28
79,42.78731,-71.10733,0.94,0.00,25.40,28
80,42.787296,-71.10733,0.94,0.00,25.40,15
81,42.787296,-71.10733,0.94,0.00,25.40,16
82,42.78731,-71.10733,0.94,0.00,25.40,24
83,42.78734,-71.10733,0.94,0.00,25.40,31
84,,,0.94,0.00,25.40,22
85,,,0.94,0.00,25.40,33
86,42.78737,-71.10733,0.94,0.00,25.40,13
87,42.787388,-71.107315,0.94,0.00,25.40,4
88,42.787403,-71.107315,0.94,6.29,25.40,10
89,42.787388,-71.10733,0.94,12.56,25.40,1
90,42.787388,-71.10733,0.98,16.73,25.40,3
91,42.787388,-71.10733,0.94,25.06,25.40,0
92,42.78737,-71.10733,1.02,10.47,25.08,0
93,42.787388,-71.10733,0.94,12.56,25.08,0
94,42.787388,-71.10733,1.05,6.29,25.08,0
95,42.78737,-71.10733,0.94,66.25,25.08,0
96,42.78737,-71.107346,0.98,45.74,25.08,0
97,42.787354,-71.10737,0.90,164.11,25.08,0
98,,,0.86,39.56,25.08,1
99,42.78737,-71.10737,0.98,70.33,25.08,0
100,,,0.98,124.69,25.08,1
101,42.78737,-71.10737,1.05,31.28,25.08,3
102,42.787388,-71.10737,1.09,108.72,25.08,20
103,42.787388,-71.10738,0.86,86.57,25.08,18
104,,,0.98,140.55,25.08,14
105,,,1.09,110.72,25.08,22
106,42.787388,-71.10738,1.09,29.21,25.08,0
107,42.787388,-71.10738,0.82,14.65,24.76,0
108,42.78737,-71.10738,0.70,10.47,24.76,0
109,42.78737,-71.10737,1.05,68.29,24.76,2
110,42.78737,-71.107346,0.94,51.91,24.76,2
111,42.78737,-71.10733,0.98,33.35,24.76,3
112,42.787388,-71.107315,1.09,41.62,24.76,0
113,42.787403,-71.107315,1.02,12.56,24.76,0
114,,,1.02,16.73,24.43,4
115,42.787403,-71.1073,1.02,51.91,24.43,0
116,42.78742,-71.10727,0.90,27.13,24.43,0
117,42.787403,-71.107254,0.82,31.28,24.43,0
118,42.787403,-71.10723,0.94,166.07,24.43,0
119,42.78742,-71.107216,0.90,27.13,24.43,0
120,42.78742,-71.107216,0.98,25.06,24.43,0
121,42.78742,-71.1072,1.09,86.57,24.43,5
122,42.787434,-71.1072,0.94,18.82,24.43,0
123,42.787434,-71.107185,0.98,25.06,24.43,0
124,,,1.02,86.57,24.43,0
125,,,0.94,179.68,24.43,0
126,42.78742,-71.10717,0.90,49.86,24.43,0
127,42.78742,-71.107155,0.90,18.82,24.43,0
128,42.787403,-71.10714,0.94,31.28,24.43,0
129,,,0.78,76.43,24.43,2
130,42.787403,-71.10711,0.90,142.52,24.43,10
131,42.787388,-71.10706,0.82,53.97,24.43,1
132,42.787388,-71.10706,1.17,29.21,24.43,2
133,42.787403,-71.10706,0.94,0.00,24.43,0
134,,,0.94,0.00,24.43,0
135,42.78742,-71.10706,1.05,0.00,24.11,0
136,42.78742,-71.10705,0.94,8.38,24.11,0
137,,,0.82,25.06,24.11,13
138,42.787434,-71.10705,0.90,0.00,24.11,3
139,42.787434,-71.10703,1.17,2.10,24.11,0
140,,,1.02,2.10,24.11,0
141,42.787434,-71.10703,0.98,56.02,24.11,0
142,,,1.02,53.97,24.11,12
143,42.78737,-71.10702,0.98,37.49,24.11,44
144,42.78737,-71.10703,1.05,16.73,24.11,20
145,,,0.86,8.38,24.11,0
146,42.787388,-71.10703,0.94,58.07,24.11,0
147,,,0.90,14.65,23.79,0
148,42.787403,-71.107,0.90,14.65,24.11,0
149,42.78734,-71.10702,1.05,10.47,23.79,0
150,42.78731,-71.107,0.98,22.98,24.11,0
151,42.787296,-71.10702,0.94,39.56,23.79,0
152,42.78728,-71.10705,0.98,45.74,24.11,0
153,42.78728,-71.10702,0.94,29.21,23.79,0
154,42.78728,-71.10702,1.02,16.73,23.79,0
155,42.787296,-71.10702,0.94,22.98,23.79,0
156,42.787296,-71.10703,0.94,56.02,23.79,0
157,42.787296,-71.10703,0.90,68.29,23.79,0
158,42.78731,-71.10703,0.90,47.80,24.11,0
159,42.78734,-71.10702,1.02,74.40,23.79,0
160,42.78734,-71.10702,0.86,12.56,23.79,0
161,42.78734,-71.10703,0.90,14.65,23.79,0
162,42.787354,-71.10703,0.90,12.56,23.79,0
163,42.787354,-71.10703,0.90,35.42,23.79,0
164,42.787354,-71.10703,0.94,58.07,23.79,0
165,42.78737,-71.10705,0.94,47.80,23.79,0
166,42.787354,-71.10706,0.98,16.73,23.79,0
167,42.787354,-71.10706,0.98,12.56,23.79,0
168,42.78734,-71.10706,0.98,39.56,23.79,0
169,42.78734,-71.10706,0.90,64.20,23.79,2
170,42.78734,-71.10706,0.94,112.72,23.79,2
171,42.78734,-71.10706,0.98,187.42,23.79,13
172,42.787354,-71.10708,0.90,72.36,23.79,12
173,42.787354,-71.10708,0.82,118.71,23.79,13
174,42.78734,-71.10708,0.90,156.29,23.79,1
175,42.78734,-71.10708,0.82,142.52,23.79,2
176,42.78734,-71.10708,0.90,198.98,23.79,3
177,42.78734,-71.10708,0.94,212.38,23.79,1
178,42.787354,-71.10709,0.94,231.37,23.79,0
179,42.787354,-71.10711,0.94,177.74,23.79,0
180,,,0.90,191.28,23.79,0
181,42.787354,-71.10711,0.94,198.98,23.79,0
182,42.78734,-71.10711,0.90,166.07,23.79,4
183,42.78734,-71.10711,0.94,51.91,23.79,5
184,,,0.90,82.52,24.11,1
185,42.787354,-71.10711,1.02,168.02,23.79,3
186,,,0.90,120.71,23.79,5
187,42.787354,-71.10711,0.86,102.70,23.79,0
188,,,0.82,158.25,23.79,0
189,42.78737,-71.107155,0.98,252.06,23.79,1
190,42.787403,-71.10714,0.90,104.71,23.79,3
191,42.78737,-71.10717,0.90,68.29,23.79,4
192,42.78737,-71.107155,0.98,80.49,23.79,0
193,,,0.90,80.49,23.79,1
194,,,0.94,98.68,23.79,0
195,42.78737,-71.107155,0.90,134.61,23.79,0
196,42.78734,-71.107155,0.98,122.70,24.11,0
197,42.787296,-71.10717,0.94,96.66,23.79,0
198,42.787266,-71.10717,0.94,88.59,23.79,0
199,42.787296,-71.107155,0.98,90.61,23.79,5
200,42.787296,-71.10717,0.90,82.52,23.79,5
201,42.787296,-71.10717,0.94,82.52,23.79,6
202,,,0.86,90.61,23.79,0
203,42.787296,-71.10717,1.02,56.02,23.79,10
204,42.78734,-71.10714,1.05,70.33,24.11,16
205,42.78734,-71.10711,1.02,96.66,23.79,15
206,42.78731,-71.10709,0.66,166.07,23.79,11
207,42.78731,-71.10709,1.05,132.63,23.79,25
208,42.78731,-71.10709,0.86,128.66,23.79,25
209,42.78731,-71.10711,0.66,173.86,23.79,26
210,42.78734,-71.10711,0.98,66.25,23.79,5
211,42.78734,-71.10711,0.94,126.68,23.79,10
212,42.78734,-71.10711,0.94,90.61,23.79,12
213,,,0.94,90.61,23.79,12
214,42.78734,-71.10711,0.98,104.71,23.79,17
215,42.787296,-71.10711,0.98,144.49,23.79,19
216,42.787296,-71.10711,0.94,140.55,23.79,15
217,42.78731,-71.10709,1.13,154.33,23.79,8
218,42.78734,-71.10711,0.94,82.52,23.79,4
219,,,0.86,31.28,23.79,2
220,42.787354,-71.10709,1.05,31.28,23.79,1
221,,,0.94,53.97,23.79,0
222,42.787354,-71.10708,0.90,8.38,23.79,4
223,,,0.94,62.16,23.79,0
224,42.78734,-71.10706,0.90,29.21,23.79,1
225,,,0.98,41.62,23.79,43
226,42.78728,-71.106964,0.98,43.68,23.79,45
227,,,0.98,43.68,23.79,44
228,,,0.98,43.68,23.79,45
229,,,0.90,43.68,23.79,44
230,42.787216,-71.10702,0.98,43.68,23.79,44
231,42.787216,-71.10703,0.94,43.68,23.79,45
232,42.787266,-71.10703,0.90,43.68,23.47,44
233,42.78728,-71.10705,0.94,41.62,23.47,45
234,,,0.82,62.16,23.47,1
235,42.78723,-71.10706,0.82,20.90,23.47,0
236,42.78723,-71.10706,0.98,45.74,23.47,0
237,42.787247,-71.10705,0.90,49.86,23.47,0
238,42.78728,-71.10703,1.02,12.56,23.47,0
239,42.78728,-71.10703,0.90,53.97,23.47,0
240,42.787296,-71.10705,0.94,12.56,23.47,0
241,42.78731,-71.10705,0.78,140.55,23.47,3
242,42.78731,-71.10705,0.82,116.72,23.47,12
243,42.787296,-71.10706,0.74,60.11,23.79,8
244,42.78731,-71.10706,1.09,0.00,23.79,10
245,42.78731,-71.10706,1.05,0.00,23.47,2
246,42.787296,-71.10706,0.90,0.00,23.79,0
247,42.787296,-71.10708,0.98,0.00,23.47,0
248,42.787296,-71.10708,0.90,0.00,23.79,0
249,42.787296,-71.10708,0.94,0.00,23.79,0
250,42.78734,-71.10711,1.29,70.33,23.79,3
251,42.78734,-71.10711,0.90,175.80,23.79,27
252,42.78734,-71.10714,0.98,585.60,23.79,33
253,42.78734,-71.10714,0.86,373.33,23.79,23
254,42.78731,-71.10714,0.82,183.56,23.79,0
255,,,1.09,208.56,23.79,0
256,,,0.90,889.92,23.79,0
257,42.78728,-71.107155,0.90,1041.49,23.79,0
258,42.787296,-71.10714,0.90,1039.87,23.79,0
259,42.78731,-71.107155,0.86,714.73,23.79,1
260,42.78734,-71.107155,0.90,148.43,23.79,0
261,42.78734,-71.107155,1.02,244.56,23.79,0
262,42.78734,-71.10714,0.94,150.40,23.79,0
263,42.787354,-71.10714,1.02,45.74,23.79,0
264,42.787354,-71.10714,0.94,78.46,23.79,0
265,42.787354,-71.10714,0.86,68.29,23.79,4
266,,,1.09,88.59,23.79,11
267,42.787354,-71.10714,0.86,35.42,23.79,2
268,42.787354,-71.10711,0.94,10.47,23.79,1
269,42.787354,-71.10711,0.98,8.38,23.79,2
270,42.78737,-71.10709,0.94,8.38,23.79,7
271,42.78737,-71.10709,1.02,8.38,23.79,18
272,42.787354,-71.10709,0.90,10.47,23.79,6
273,42.787354,-71.10709,0.94,76.43,23.79,17
274,42.787354,-71.10709,0.90,56.02,23.79,16
275,42.787354,-71.10708,1.02,56.02,23.79,35
276,42.78737,-71.10708,0.90,98.68,23.79,22
277,42.787354,-71.10709,0.94,94.65,23.79,15
278,42.78737,-71.10709,0.90,120.71,23.79,28
279,42.787354,-71.10708,0.94,136.59,23.79,21
280,42.787354,-71.10709,0.90,154.33,24.11,18
281,42.787354,-71.10709,0.94,152.36,24.11,19
