time,lat,long,accel,light,temp,sound
"Jul 22 2009 10:43:07",42.769947,-71.10301,6.10,74.00,23.06,0.00
"Jul 22 2009 10:43:08",42.769947,-71.10301,6.02,74.00,23.06,15.00
"Jul 22 2009 10:43:09",42.769947,-71.10301,5.98,74.00,23.06,0.00
"Jul 22 2009 10:43:11",42.769947,-71.10301,6.22,74.00,23.06,0.00
"Jul 22 2009 10:43:12",42.769947,-71.10301,5.87,74.00,23.06,0.00
"Jul 22 2009 10:43:13",42.769947,-71.10301,6.42,74.00,23.06,0.00
"Jul 22 2009 10:43:14",42.769947,-71.10301,6.14,72.00,23.06,0.00
"Jul 22 2009 10:43:15",42.769947,-71.10301,6.58,72.00,23.06,0.00
"Jul 22 2009 10:43:16",42.769947,-71.10301,6.50,73.00,23.06,0.00
"Jul 22 2009 10:43:17",42.769947,-71.10301,5.95,72.00,23.06,0.00
"Jul 22 2009 10:43:18",42.769947,-71.10301,6.78,73.00,23.06,0.00
"Jul 22 2009 10:43:19",42.769947,-71.10301,5.83,74.00,24.44,0.00
"Jul 22 2009 10:43:20",42.769947,-71.10301,5.83,75.00,23.06,0.00
"Jul 22 2009 10:43:21",42.769913,-71.10314,6.42,75.00,23.06,0.00
"Jul 22 2009 10:43:23",42.769783,-71.10285,6.14,75.00,23.06,10.00
"Jul 22 2009 10:43:24",42.769726,-71.102776,5.83,75.00,23.06,0.00
"Jul 22 2009 10:43:25",42.769726,-71.102776,5.87,75.00,23.06,0.00
"Jul 22 2009 10:43:26",42.769676,-71.102585,6.22,75.00,23.06,21.00
"Jul 22 2009 10:43:27",42.76979,-71.1028,6.10,75.00,23.06,23.00
"Jul 22 2009 10:43:28",42.769783,-71.10269,6.54,75.00,23.06,0.00
"Jul 22 2009 10:43:29",42.769703,-71.102615,6.62,75.00,23.06,0.00
"Jul 22 2009 10:43:30",42.769726,-71.10267,6.18,74.00,23.06,0.00
"Jul 22 2009 10:43:31",42.769695,-71.102516,6.10,74.00,23.06,0.00
"Jul 22 2009 10:43:32",42.76959,-71.102196,5.98,74.00,23.06,0.00
"Jul 22 2009 10:43:33",42.76966,-71.1024,6.38,75.00,24.44,0.00
"Jul 22 2009 10:43:34",42.7698,-71.10271,6.66,75.00,23.06,0.00
"Jul 22 2009 10:43:36",42.769817,-71.10263,6.46,74.00,23.06,0.00
"Jul 22 2009 10:43:37",42.769733,-71.102394,6.66,75.00,23.06,0.00
"Jul 22 2009 10:43:38",42.769733,-71.10247,6.70,75.00,23.06,0.00
"Jul 22 2009 10:43:39",42.769726,-71.10252,6.86,75.00,23.06,0.00
"Jul 22 2009 10:43:40",42.76981,-71.10279,6.74,75.00,23.06,0.00
