time,latitude,longitude,acceleration,light,temperature,sound
"00/17/2010 12:47:28",,,0.94,197.06,19.60,0
"00/17/2010 12:47:29",,,0.94,154.33,19.60,2
"00/17/2010 12:47:30",,,0.94,82.52,19.60,4
"00/17/2010 12:47:32",,,0.90,14.65,19.28,3
"00/17/2010 12:47:33",,,0.94,20.90,19.60,3
"00/17/2010 12:47:34",,,0.90,41.62,19.60,5
"00/17/2010 12:47:35",,,0.90,86.57,19.60,2
"00/17/2010 12:47:36",,,0.98,118.71,19.60,1
"00/17/2010 12:47:38",,,1.09,134.61,19.60,1
"00/17/2010 12:47:39",,,1.05,120.71,19.60,0
"00/17/2010 12:47:40",,,1.21,100.69,19.60,2
"00/17/2010 12:47:41",,,1.21,62.16,19.60,0
"00/17/2010 12:47:42",,,1.21,27.13,19.60,0
"00/17/2010 12:47:44",,,1.13,41.62,19.60,0
"00/17/2010 12:47:45",,,0.82,148.43,19.60,0
"00/17/2010 12:47:46",,,0.74,80.49,19.60,0
"00/17/2010 12:47:47",,,0.94,18.82,19.60,0
"00/17/2010 12:47:48",,,1.33,6.29,19.60,0
"00/17/2010 12:47:50",,,1.05,2.10,19.60,1
"00/17/2010 12:47:51",,,0.90,2.10,19.60,0
"00/17/2010 12:47:52",,,1.05,8.38,19.60,0
"00/17/2010 12:47:53",,,1.37,22.98,19.60,0
"00/17/2010 12:47:54",,,0.74,27.13,19.60,0
"00/17/2010 12:47:56",,,1.17,181.62,19.60,0
"00/17/2010 12:47:57",,,1.25,78.46,19.92,0
"00/17/2010 12:47:58",,,1.13,6.29,19.60,0
"00/17/2010 12:47:59",,,1.05,10.47,19.92,0
"00/17/2010 12:48:00",,,0.98,8.38,19.92,0
"00/17/2010 12:48:02",,,0.98,10.47,19.92,0
"00/17/2010 12:48:03",,,0.98,10.47,19.92,0
"00/17/2010 12:48:04",,,1.02,10.47,19.92,0
"00/17/2010 12:48:05",,,0.98,10.47,19.92,1
"00/17/2010 12:48:06",,,0.98,10.47,19.92,0
"00/17/2010 12:48:08",,,1.02,10.47,19.92,0
"00/17/2010 12:48:09",,,1.02,10.47,19.92,0
"00/17/2010 12:48:10",,,0.98,10.47,19.92,0
"00/17/2010 12:48:11",,,1.02,10.47,19.92,0
"00/17/2010 12:48:12",,,1.02,10.47,19.92,0
"00/17/2010 12:48:14",,,0.98,10.47,19.92,0
"00/17/2010 12:48:15",,,0.98,10.47,19.92,0
"00/17/2010 12:48:16",,,0.98,14.65,19.92,0
"00/17/2010 12:48:17",,,1.37,62.16,19.92,0
"00/17/2010 12:48:18",,,1.02,41.62,19.92,0
"00/17/2010 12:48:20",,,0.86,8.38,19.92,0
"00/17/2010 12:48:21",,,0.82,2.10,19.92,0
"00/17/2010 12:48:22",,,0.90,10.47,19.92,0
"00/17/2010 12:48:23",,,0.78,124.69,19.92,0
"00/17/2010 12:48:24",,,1.02,173.86,19.92,0
"00/17/2010 12:48:26",,,1.64,78.46,19.92,0
"00/17/2010 12:48:27",,,0.78,292.77,19.92,0
"00/17/2010 12:48:28",,,0.98,64.20,19.92,0
"00/17/2010 12:48:29",,,1.17,130.65,19.92,0
"00/17/2010 12:48:30",,,1.09,29.21,19.92,0
"00/17/2010 12:48:31",,,0.66,33.35,19.92,0
"00/17/2010 12:48:33",,,1.41,41.62,19.92,0
"00/17/2010 12:48:34",,,0.94,82.52,19.92,0
"00/17/2010 12:48:35",,,1.02,18.82,19.92,0
"00/17/2010 12:48:36",,,1.09,62.16,19.92,0
"00/17/2010 12:48:37",,,1.21,18.82,19.60,3
"00/17/2010 12:48:39",,,0.78,12.56,19.92,0
"00/17/2010 12:48:40",,,0.90,6.29,19.60,0
"00/17/2010 12:48:41",,,1.02,22.98,19.92,0
"00/17/2010 12:48:42",,,0.78,130.65,19.92,0
"00/17/2010 12:48:43",,,0.90,100.69,19.92,0
"00/17/2010 12:48:45",,,1.05,68.29,19.92,0
"00/17/2010 12:48:46",,,1.17,51.91,19.92,0
"00/17/2010 12:48:47",,,1.21,58.07,19.92,0
"00/17/2010 12:48:48",,,1.29,268.82,19.92,0
"00/17/2010 12:48:49",,,0.94,76.43,19.92,1
"00/17/2010 12:48:51",,,1.52,41.62,19.92,0
"00/17/2010 12:48:52",,,1.02,49.86,19.92,0
"00/17/2010 12:48:53",,,0.94,56.02,19.92,0
"00/17/2010 12:48:54",,,0.70,261.39,19.92,0
"00/17/2010 12:48:55",,,1.17,425.02,19.92,0
"00/17/2010 12:48:57",,,1.25,339.76,19.92,0
"00/17/2010 12:48:58",,,0.94,300.08,19.92,0
"00/17/2010 12:48:59",,,0.98,255.79,19.92,0
"00/17/2010 12:49:00",,,0.94,231.37,19.92,0
"00/17/2010 12:49:01",,,0.94,185.49,19.92,0
"00/17/2010 12:49:03",,,1.05,189.35,19.92,0
"00/17/2010 12:49:04",,,0.78,227.59,19.92,0
"00/17/2010 12:49:05",,,1.21,283.59,19.92,0
"00/17/2010 12:49:06",,,1.37,290.94,19.92,0
"00/17/2010 12:49:07",,,1.37,399.38,19.92,0
"00/17/2010 12:49:09",,,1.29,353.98,19.92,0
"00/17/2010 12:49:10",,,1.17,142.52,19.92,0
"00/17/2010 12:49:11",,,1.13,49.86,19.92,1
"00/17/2010 12:49:12",,,1.13,29.21,19.92,0
"00/17/2010 12:49:13",,,0.98,66.25,19.92,0
"00/17/2010 12:49:15",,,1.17,102.70,19.92,0
"00/17/2010 12:49:16",,,1.09,144.49,19.92,0
"00/17/2010 12:49:17",,,0.86,162.16,19.92,0
"00/17/2010 12:49:18",,,1.80,41.62,19.92,0
"00/17/2010 12:49:19",,,0.82,20.90,19.92,0
"00/17/2010 12:49:21",,,1.41,76.43,19.92,0
"00/17/2010 12:49:22",,,1.02,45.74,19.92,0
"00/17/2010 12:49:23",,,1.09,49.86,19.92,0
"00/17/2010 12:49:24",,,1.48,80.49,19.92,1
"00/17/2010 12:49:25",,,0.66,200.90,19.60,1
"00/17/2010 12:49:27",,,1.17,446.91,19.92,0
"00/17/2010 12:49:28",,,1.21,520.35,19.60,0
"00/17/2010 12:49:29",,,0.82,504.34,19.92,0
"00/17/2010 12:49:30",,,0.94,352.21,19.92,0
