time,lat,lon,acc,light,temp,sound
"Jun 26 2009 13:36:13",0.0,0.0,0.82,74.00,21.67,0.00
"Jun 26 2009 13:36:14",0.0,0.0,0.82,75.00,21.67,0.00
"Jun 26 2009 13:36:15",0.0,0.0,0.86,75.00,21.67,0.00
"Jun 26 2009 13:36:16",0.0,0.0,0.78,75.00,21.67,0.00
"Jun 26 2009 13:36:17",0.0,0.0,0.70,75.00,21.67,0.00
"Jun 26 2009 13:36:18",0.0,0.0,0.78,75.00,21.67,21.00
"Jun 26 2009 13:36:19",0.0,0.0,0.82,75.00,21.67,0.00
"Jun 26 2009 13:36:20",0.0,0.0,0.74,75.00,21.67,0.00
"Jun 26 2009 13:36:21",0.0,0.0,0.98,75.00,23.06,0.00
"Jun 26 2009 13:36:22",0.0,0.0,0.90,75.00,21.67,0.00
"Jun 26 2009 13:36:23",0.0,0.0,0.86,75.00,23.06,0.00
"Jun 26 2009 13:36:24",0.0,0.0,0.78,75.00,23.06,10.00
"Jun 26 2009 13:36:26",0.0,0.0,0.78,76.00,23.06,21.00
"Jun 26 2009 13:36:27",0.0,0.0,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:28",0.0,0.0,0.78,75.00,21.67,9.00
"Jun 26 2009 13:36:29",0.0,0.0,0.82,75.00,21.67,0.00
"Jun 26 2009 13:36:30",0.0,0.0,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:31",0.0,0.0,0.78,75.00,21.67,0.00
"Jun 26 2009 13:36:32",0.0,0.0,0.78,75.00,23.06,14.00
"Jun 26 2009 13:36:33",0.0,0.0,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:34",0.0,0.0,0.78,75.00,21.67,0.00
"Jun 26 2009 13:36:35",0.0,0.0,0.82,75.00,21.67,0.00
"Jun 26 2009 13:36:36",0.0,0.0,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:37",0.0,0.0,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:38",42.504166,-71.24441,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:39",42.504337,-71.24486,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:40",42.504402,-71.24478,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:42",42.504417,-71.2447,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:43",42.504337,-71.24462,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:44",42.504288,-71.24426,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:45",42.504345,-71.24467,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:46",42.504288,-71.24436,0.90,74.00,23.06,36.00
"Jun 26 2009 13:36:47",42.504257,-71.24388,1.02,74.00,23.06,0.00
"Jun 26 2009 13:36:48",42.504093,-71.24352,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:49",42.50433,-71.2448,0.78,75.00,23.06,0.00
"Jun 26 2009 13:36:50",42.50433,-71.2448,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:51",42.504013,-71.24331,0.46,75.00,23.06,0.00
"Jun 26 2009 13:36:53",42.504013,-71.24331,0.86,75.00,23.06,0.00
"Jun 26 2009 13:36:53",42.504013,-71.24331,1.10,75.00,23.06,24.00
"Jun 26 2009 13:36:55",42.50437,-71.244736,0.70,75.00,23.06,0.00
"Jun 26 2009 13:36:56",42.50425,-71.24386,0.86,75.00,23.06,3.00
"Jun 26 2009 13:36:57",42.504128,-71.24308,0.82,75.00,23.06,0.00
"Jun 26 2009 13:36:58",42.504295,-71.24406,1.18,75.00,23.06,12.00
"Jun 26 2009 13:36:59",42.504295,-71.24406,1.14,74.00,23.06,0.00
"Jun 26 2009 13:37:00",42.50428,-71.2441,0.94,74.00,23.06,0.00
"Jun 26 2009 13:37:01",42.50428,-71.2441,0.62,75.00,23.06,15.00
"Jun 26 2009 13:37:02",42.50428,-71.2441,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:03",42.50428,-71.2441,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:04",42.504475,-71.24511,0.74,75.00,23.06,0.00
"Jun 26 2009 13:37:05",42.504475,-71.24511,0.90,75.00,23.06,0.00
"Jun 26 2009 13:37:07",42.504387,-71.24512,0.90,74.00,23.06,0.00
"Jun 26 2009 13:37:08",42.504387,-71.24512,0.86,74.00,23.06,0.00
"Jun 26 2009 13:37:09",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:10",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:11",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:12",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:13",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:14",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:15",42.504387,-71.24512,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:16",42.504387,-71.24512,1.06,74.00,23.06,0.00
"Jun 26 2009 13:37:17",42.504387,-71.24512,1.54,74.00,23.06,0.00
"Jun 26 2009 13:37:18",42.504387,-71.24512,0.74,75.00,23.06,0.00
"Jun 26 2009 13:37:20",42.504387,-71.24512,0.86,75.00,23.06,0.00
"Jun 26 2009 13:37:20",42.504387,-71.24512,0.86,74.00,23.06,64.00
"Jun 26 2009 13:37:22",42.504265,-71.24415,0.58,75.00,23.06,0.00
"Jun 26 2009 13:37:23",42.504467,-71.24498,0.54,75.00,23.06,45.00
"Jun 26 2009 13:37:24",42.50438,-71.24459,0.86,75.00,23.06,23.00
"Jun 26 2009 13:37:25",42.504467,-71.24508,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:26",42.504417,-71.2449,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:27",42.504417,-71.24466,0.74,75.00,23.06,0.00
"Jun 26 2009 13:37:28",42.504417,-71.24466,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:29",42.504417,-71.24466,1.02,75.00,23.06,0.00
"Jun 26 2009 13:37:30",42.504417,-71.24466,0.98,75.00,23.06,0.00
"Jun 26 2009 13:37:31",42.50445,-71.244865,0.74,75.00,23.06,15.00
"Jun 26 2009 13:37:32",42.50438,-71.24444,0.86,75.00,23.06,0.00
"Jun 26 2009 13:37:33",42.504314,-71.24417,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:35",42.504402,-71.24454,0.70,75.00,23.06,0.00
"Jun 26 2009 13:37:36",42.504272,-71.244095,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:37",42.504063,-71.24354,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:38",42.504192,-71.24382,0.70,75.00,23.06,30.00
"Jun 26 2009 13:37:39",42.50436,-71.2444,0.74,75.00,23.06,21.00
"Jun 26 2009 13:37:40",42.504322,-71.244194,0.86,75.00,23.06,0.00
"Jun 26 2009 13:37:41",42.504322,-71.244194,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:42",42.504322,-71.244194,0.66,75.00,23.06,0.00
"Jun 26 2009 13:37:43",42.504322,-71.244194,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:44",42.504322,-71.244194,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:45",42.504322,-71.244194,0.78,75.00,23.06,21.00
"Jun 26 2009 13:37:46",42.50443,-71.24394,0.82,75.00,23.06,0.00
"Jun 26 2009 13:37:47",42.504417,-71.24403,0.86,75.00,23.06,0.00
"Jun 26 2009 13:37:49",42.504387,-71.24373,0.82,74.00,23.06,0.00
"Jun 26 2009 13:37:50",42.504353,-71.243706,0.70,74.00,23.06,0.00
"Jun 26 2009 13:37:51",42.504272,-71.24357,0.70,75.00,23.06,0.00
"Jun 26 2009 13:37:52",42.504307,-71.24369,0.78,75.00,23.06,0.00
"Jun 26 2009 13:37:53",42.50425,-71.2439,0.70,75.00,23.06,0.00
"Jun 26 2009 13:37:54",42.50424,-71.24381,0.86,75.00,23.06,1.00
"Jun 26 2009 13:37:55",42.504272,-71.244095,0.98,75.00,23.06,0.00
"Jun 26 2009 13:37:56",42.504265,-71.244125,1.10,75.00,23.06,0.00
"Jun 26 2009 13:37:57",42.50436,-71.24413,0.94,75.00,23.06,0.00
"Jun 26 2009 13:37:58",42.50436,-71.24413,0.82,75.00,23.06,0.00
"Jun 26 2009 13:38:00",42.50436,-71.24413,0.66,75.00,23.06,0.00
"Jun 26 2009 13:38:01",42.50436,-71.24413,0.70,75.00,23.06,0.00
"Jun 26 2009 13:38:02",42.50441,-71.244125,0.66,75.00,23.06,0.00
"Jun 26 2009 13:38:03",42.504387,-71.244125,0.62,75.00,23.06,10.00
"Jun 26 2009 13:38:04",42.504387,-71.24389,0.66,75.00,23.06,0.00
"Jun 26 2009 13:38:05",42.50436,-71.24389,0.66,75.00,23.06,0.00
"Jun 26 2009 13:38:06",42.504387,-71.24407,0.58,75.00,23.06,3.00
"Jun 26 2009 13:38:07",42.50424,-71.243126,0.50,75.00,23.06,0.00
"Jun 26 2009 13:38:08",42.50441,-71.24423,0.58,76.00,23.06,11.00
"Jun 26 2009 13:38:09",42.50437,-71.24391,0.62,76.00,23.06,8.00
"Jun 26 2009 13:38:10",42.50437,-71.24391,0.54,75.00,23.06,0.00
"Jun 26 2009 13:38:11",42.50437,-71.24391,0.70,76.00,23.06,0.00
"Jun 26 2009 13:38:12",42.50437,-71.24391,0.62,76.00,23.06,0.00
"Jun 26 2009 13:38:13",42.50437,-71.24391,0.62,76.00,23.06,0.00
"Jun 26 2009 13:38:14",42.504345,-71.24383,0.70,76.00,23.06,0.00
"Jun 26 2009 13:38:16",42.504265,-71.24321,0.66,75.00,23.06,0.00
"Jun 26 2009 13:38:17",42.504314,-71.2434,0.82,76.00,24.44,9.00
"Jun 26 2009 13:38:18",42.504395,-71.24373,0.78,76.00,23.06,0.00
"Jun 26 2009 13:38:19",42.504265,-71.24363,0.66,76.00,23.06,0.00
"Jun 26 2009 13:38:20",42.504353,-71.24376,0.66,76.00,23.06,0.00
"Jun 26 2009 13:38:21",42.504337,-71.243706,0.66,76.00,23.06,0.00
"Jun 26 2009 13:38:22",42.504265,-71.24333,0.66,76.00,23.06,0.00
"Jun 26 2009 13:38:23",42.504272,-71.24338,0.62,76.00,23.06,0.00
"Jun 26 2009 13:38:24",42.50428,-71.243355,0.86,76.00,24.44,0.00
"Jun 26 2009 13:38:25",42.504295,-71.24355,1.02,76.00,23.06,0.00
"Jun 26 2009 13:38:26",42.504322,-71.24356,0.94,76.00,23.06,0.00
"Jun 26 2009 13:38:26",42.504322,-71.24356,1.02,76.00,23.06,0.00
"Jun 26 2009 13:38:29",42.50433,-71.24312,0.98,76.00,23.06,0.00
"Jun 26 2009 13:38:30",42.50438,-71.24342,0.94,76.00,23.06,0.00
"Jun 26 2009 13:38:31",42.50436,-71.24336,0.90,76.00,23.06,0.00
"Jun 26 2009 13:38:32",42.504288,-71.24301,1.06,76.00,24.44,0.00
"Jun 26 2009 13:38:33",42.504314,-71.242714,0.78,76.00,23.06,0.00
"Jun 26 2009 13:38:34",42.504322,-71.24283,1.06,76.00,23.06,0.00
"Jun 26 2009 13:38:35",42.504322,-71.24282,0.90,76.00,23.06,31.00
"Jun 26 2009 13:38:36",42.504345,-71.24327,1.06,76.00,23.06,0.00
"Jun 26 2009 13:38:37",42.504295,-71.24301,0.90,76.00,24.44,0.00
"Jun 26 2009 13:38:38",42.504314,-71.243095,0.98,76.00,23.06,0.00
"Jun 26 2009 13:38:39",42.50433,-71.243004,0.98,76.00,23.06,0.00
"Jun 26 2009 13:38:41",42.50433,-71.243004,0.86,76.00,23.06,0.00
"Jun 26 2009 13:38:42",42.50433,-71.243004,0.70,76.00,23.06,0.00
"Jun 26 2009 13:38:43",42.50433,-71.243004,0.62,76.00,23.06,0.00
"Jun 26 2009 13:38:44",42.50433,-71.243004,0.74,76.00,23.06,0.00
"Jun 26 2009 13:38:45",42.504345,-71.243286,0.70,76.00,23.06,3.00
"Jun 26 2009 13:38:46",42.50438,-71.24299,0.70,76.00,23.06,0.00
"Jun 26 2009 13:38:47",42.504337,-71.24317,0.70,76.00,23.06,0.00
"Jun 26 2009 13:38:48",42.504345,-71.24341,0.86,76.00,23.06,0.00
"Jun 26 2009 13:38:49",42.50441,-71.243904,0.82,76.00,23.06,0.00
"Jun 26 2009 13:38:50",42.504314,-71.243385,0.86,76.00,24.44,43.00
"Jun 26 2009 13:38:51",42.50445,-71.24364,0.82,76.00,24.44,44.00
"Jun 26 2009 13:38:52",42.504387,-71.24373,0.82,76.00,23.06,0.00
"Jun 26 2009 13:38:54",42.504387,-71.24356,0.82,76.00,24.44,0.00
"Jun 26 2009 13:38:55",42.504387,-71.24356,0.82,76.00,23.06,0.00
"Jun 26 2009 13:38:56",42.504387,-71.24356,0.78,76.00,23.06,0.00
"Jun 26 2009 13:38:57",42.504387,-71.24356,0.78,76.00,23.06,0.00
"Jun 26 2009 13:38:58",42.504395,-71.24354,0.78,76.00,24.44,0.00
"Jun 26 2009 13:38:59",42.504395,-71.24354,0.82,75.00,24.44,0.00
"Jun 26 2009 13:39:00",42.504185,-71.24303,0.82,76.00,24.44,0.00
"Jun 26 2009 13:39:01",42.504093,-71.242874,0.78,76.00,24.44,26.00
"Jun 26 2009 13:39:02",42.504223,-71.24313,0.78,76.00,23.06,0.00
"Jun 26 2009 13:39:03",42.504295,-71.24337,0.86,76.00,24.44,0.00
"Jun 26 2009 13:39:04",42.50425,-71.24334,0.90,76.00,24.44,0.00
