time,lat,long,accel,light,temp,sound
"Jul 14 2009 03:17:13",0.0,0.0,6.06,30.00,21.67,0.00
"Jul 14 2009 03:17:14",0.0,0.0,6.02,33.00,21.67,0.00
"Jul 14 2009 03:17:15",0.0,0.0,5.95,35.00,21.67,0.00
"Jul 14 2009 03:17:16",0.0,0.0,5.95,33.00,21.67,2.00
"Jul 14 2009 03:17:18",0.0,0.0,5.91,29.00,21.67,0.00
"Jul 14 2009 03:17:19",0.0,0.0,5.95,36.00,21.67,40.00
"Jul 14 2009 03:17:20",0.0,0.0,5.87,30.00,21.67,0.00
"Jul 14 2009 03:17:21",0.0,0.0,5.87,33.00,21.67,0.00
"Jul 14 2009 03:17:22",0.0,0.0,5.83,43.00,21.67,0.00
"Jul 14 2009 03:17:23",0.0,0.0,5.91,41.00,21.67,21.00
"Jul 14 2009 03:17:24",0.0,0.0,5.75,19.00,21.67,0.00
"Jul 14 2009 03:17:25",0.0,0.0,6.14,7.00,21.67,0.00
"Jul 14 2009 03:17:26",0.0,0.0,6.02,11.00,21.67,0.00
"Jul 14 2009 03:17:27",0.0,0.0,5.98,10.00,21.67,0.00
"Jul 14 2009 03:17:28",0.0,0.0,5.98,10.00,21.67,0.00
"Jul 14 2009 03:17:29",0.0,0.0,5.87,31.00,21.67,8.00
"Jul 14 2009 03:17:31",0.0,0.0,5.91,45.00,21.67,38.00
"Jul 14 2009 03:17:32",0.0,0.0,6.06,26.00,21.67,0.00
"Jul 14 2009 03:17:33",0.0,0.0,6.02,15.00,21.67,0.00
"Jul 14 2009 03:17:34",0.0,0.0,5.95,18.00,21.67,0.00
"Jul 14 2009 03:17:35",0.0,0.0,5.95,21.00,21.67,0.00
"Jul 14 2009 03:17:36",0.0,0.0,6.02,23.00,21.67,0.00
"Jul 14 2009 03:17:37",0.0,0.0,5.87,20.00,21.67,0.00
"Jul 14 2009 03:17:38",0.0,0.0,5.87,21.00,21.67,65.00
"Jul 14 2009 03:17:39",0.0,0.0,5.95,25.00,21.67,0.00
"Jul 14 2009 03:17:40",0.0,0.0,5.91,24.00,21.67,0.00
"Jul 14 2009 03:17:41",0.0,0.0,5.95,19.00,21.67,0.00
"Jul 14 2009 03:17:42",0.0,0.0,5.95,19.00,21.67,0.00
"Jul 14 2009 03:17:43",0.0,0.0,5.95,14.00,21.67,0.00
"Jul 14 2009 03:17:45",0.0,0.0,5.87,13.00,21.67,18.00
"Jul 14 2009 03:17:46",0.0,0.0,5.83,10.00,21.67,14.00
"Jul 14 2009 03:17:47",0.0,0.0,5.83,16.00,21.67,0.00
