time,latitude,longitude,light,temperature,sound,acceleration,altitude
06/03/2010 10:48:40,42.670067,-71.428246,1077.58,29.27,0,0.86,42
06/03/2010 10:48:42,42.67005,-71.42826,1076.86,29.27,0,0.90,43
06/03/2010 10:48:43,42.670036,-71.42826,1076.13,29.27,0,0.86,43
06/03/2010 10:48:44,42.670036,-71.42826,1079.03,29.27,0,0.94,43
06/03/2010 10:48:45,42.67002,-71.42826,1081.19,29.27,0,0.94,42
06/03/2010 10:48:46,42.670002,-71.42826,1081.19,29.27,1,1.02,42
06/03/2010 10:48:47,42.670002,-71.42826,1079.75,29.27,0,0.94,42
06/03/2010 10:48:48,42.669987,-71.42826,1077.58,29.27,0,0.90,42
06/03/2010 10:48:49,42.669987,-71.42826,1078.31,29.27,0,1.29,42
06/03/2010 10:48:50,42.66997,-71.42826,1079.03,29.27,0,0.78,42
06/03/2010 10:48:51,42.669945,-71.42826,1079.75,29.27,0,0.98,42
06/03/2010 10:48:52,42.669945,-71.428246,1079.03,29.27,0,0.90,42
06/03/2010 10:48:53,42.669945,-71.42823,1080.47,29.27,0,0.86,42
06/03/2010 10:48:55,42.669945,-71.42823,1080.47,29.59,0,0.82,42
06/03/2010 10:48:56,42.66993,-71.428215,1081.19,29.59,0,0.94,42
06/03/2010 10:48:57,42.66993,-71.4282,1081.91,29.59,0,0.94,43
06/03/2010 10:48:58,42.66993,-71.428185,1082.62,29.59,4,0.90,43
06/03/2010 10:48:59,42.66993,-71.428185,1082.62,29.59,6,1.09,43
06/03/2010 10:49:00,42.66993,-71.42817,1081.19,29.59,0,0.94,44
06/03/2010 10:49:01,42.66993,-71.42815,1081.19,29.59,1,0.94,44
06/03/2010 10:49:02,42.66993,-71.42813,1081.19,29.59,5,1.09,45
06/03/2010 10:49:03,42.669914,-71.428116,1081.19,29.91,0,1.09,45
06/03/2010 10:49:04,42.669914,-71.4281,1081.91,29.59,1,1.25,45
06/03/2010 10:49:05,42.669914,-71.428085,1082.62,29.91,0,0.82,46
06/03/2010 10:49:07,42.669914,-71.428085,1082.62,29.91,0,0.86,46
06/03/2010 10:49:08,42.66993,-71.42807,1082.62,29.91,0,0.86,46
06/03/2010 10:49:09,42.66993,-71.42807,1082.62,29.91,0,0.78,46
06/03/2010 10:49:10,42.669945,-71.42807,1081.91,29.91,0,0.78,46
06/03/2010 10:49:11,42.66997,-71.42807,1081.91,30.23,0,0.98,47
06/03/2010 10:49:12,42.66997,-71.42807,1081.91,30.23,0,0.90,47
06/03/2010 10:49:13,42.669987,-71.42807,1081.91,30.23,0,0.82,47
06/03/2010 10:49:14,42.670002,-71.428055,1082.62,30.23,3,0.70,47
06/03/2010 10:49:15,42.67002,-71.428055,1082.62,30.23,0,0.98,47
06/03/2010 10:49:16,42.670036,-71.428055,1082.62,30.23,0,0.98,48
06/03/2010 10:49:17,42.67005,-71.42803,1083.33,30.23,5,0.94,48
06/03/2010 10:49:18,42.670067,-71.42803,1082.62,30.23,0,1.45,48
06/03/2010 10:49:20,42.670067,-71.42803,1083.33,30.23,2,1.17,48
06/03/2010 10:49:21,42.670086,-71.42803,1083.33,30.56,4,0.94,48
06/03/2010 10:49:22,42.6701,-71.42803,1082.62,30.23,1,0.94,49
06/03/2010 10:49:23,42.6701,-71.42803,1073.93,30.23,4,1.09,49
06/03/2010 10:49:24,42.6701,-71.42803,1081.91,30.23,2,0.98,48
06/03/2010 10:49:25,42.6701,-71.42803,1082.62,30.23,0,0.90,48
06/03/2010 10:49:26,42.6701,-71.42803,1081.91,30.23,0,0.82,48
06/03/2010 10:49:27,42.670086,-71.42803,1081.91,30.23,3,1.02,48
06/03/2010 10:49:28,42.670086,-71.42803,1078.31,30.23,0,0.90,48
06/03/2010 10:49:29,42.670086,-71.42803,1079.03,30.23,0,0.86,48
06/03/2010 10:49:31,42.670086,-71.42803,1081.19,30.23,5,0.94,48
06/03/2010 10:49:32,42.670086,-71.42803,1080.47,30.23,18,0.74,48
06/03/2010 10:49:33,42.670086,-71.42802,1082.62,30.23,18,0.94,48
06/03/2010 10:49:34,42.670067,-71.42802,1081.91,30.23,8,0.78,48
06/03/2010 10:49:35,42.670067,-71.42802,1082.62,29.91,13,0.86,48
06/03/2010 10:49:36,42.67005,-71.428,1081.91,29.91,21,1.09,48
06/03/2010 10:49:37,42.67005,-71.428,1081.91,29.91,40,0.78,48
06/03/2010 10:49:38,42.670036,-71.427986,1081.91,29.91,12,0.82,48
06/03/2010 10:49:39,42.670036,-71.427986,1080.47,29.91,7,0.98,48
06/03/2010 10:49:40,42.67002,-71.42795,1081.19,29.91,5,0.94,48
06/03/2010 10:49:41,42.67002,-71.42795,1076.13,29.91,0,0.70,48
06/03/2010 10:49:43,42.670002,-71.42793,1073.20,29.91,1,0.70,48
06/03/2010 10:49:44,42.670002,-71.42791,1073.20,29.91,1,0.82,48
06/03/2010 10:49:45,42.670002,-71.42791,1072.46,29.59,0,1.09,48
06/03/2010 10:49:46,42.669987,-71.427895,1070.98,29.59,0,0.94,49
06/03/2010 10:49:47,42.669987,-71.42788,1070.98,29.59,0,1.09,49
06/03/2010 10:49:48,42.66997,-71.42788,1069.49,29.59,0,1.33,49
06/03/2010 10:49:49,42.66997,-71.427864,1069.49,29.59,4,1.13,50
06/03/2010 10:49:50,42.66997,-71.427864,1066.50,29.59,6,1.13,50
06/03/2010 10:49:51,42.669945,-71.42785,1065.74,29.59,0,1.17,50
06/03/2010 10:49:52,42.669945,-71.42783,1073.93,29.59,1,1.33,51
06/03/2010 10:49:53,42.66993,-71.42782,1061.19,29.59,0,1.17,51
06/03/2010 10:49:55,42.66993,-71.4278,1066.50,29.59,0,0.90,51
06/03/2010 10:49:56,42.66993,-71.4278,1067.25,29.59,3,0.62,51
06/03/2010 10:49:57,42.66993,-71.42778,1066.50,29.59,0,0.98,51
06/03/2010 10:49:58,42.66993,-71.42778,1068.00,29.27,0,1.05,51
06/03/2010 10:49:59,42.66993,-71.427765,1064.23,29.27,0,0.98,51
06/03/2010 10:50:00,42.669914,-71.427765,1078.31,29.27,0,1.17,51
06/03/2010 10:50:01,42.669914,-71.42775,1067.25,29.27,0,1.09,51
06/03/2010 10:50:02,42.669914,-71.42775,1065.74,29.27,0,0.66,51
06/03/2010 10:50:03,42.6699,-71.427734,1064.23,29.27,0,0.82,50
06/03/2010 10:50:04,42.66988,-71.427734,1066.50,29.27,0,0.70,50
06/03/2010 10:50:05,42.66988,-71.427734,1065.74,29.27,0,0.98,50
06/03/2010 10:50:06,42.66988,-71.427734,1068.75,29.27,0,1.02,50
06/03/2010 10:50:08,42.669865,-71.42775,1064.99,29.27,0,1.17,50
06/03/2010 10:50:09,42.669865,-71.42775,1066.50,29.27,0,0.66,50
06/03/2010 10:50:10,42.669865,-71.42775,1070.24,28.95,0,0.70,50
06/03/2010 10:50:11,42.669865,-71.42775,1071.72,28.95,0,1.13,50
06/03/2010 10:50:12,42.669865,-71.42775,1062.71,28.95,0,1.25,49
06/03/2010 10:50:13,42.66985,-71.427765,1061.95,28.95,2,0.94,49
06/03/2010 10:50:14,42.66985,-71.427765,1059.65,28.95,0,0.74,48
06/03/2010 10:50:15,42.669815,-71.42778,1059.65,28.95,0,0.90,48
06/03/2010 10:50:16,42.669815,-71.4278,1058.88,28.95,0,0.90,47
06/03/2010 10:50:17,42.6698,-71.4278,1057.34,28.62,0,0.90,47
06/03/2010 10:50:18,42.6698,-71.4278,1057.34,28.62,0,1.05,47
06/03/2010 10:50:20,42.6698,-71.42782,1062.71,28.62,0,0.94,46
06/03/2010 10:50:21,42.669785,-71.42782,1057.34,28.62,0,0.82,46
06/03/2010 10:50:22,42.669785,-71.42783,1056.56,28.62,0,0.62,46
06/03/2010 10:50:23,42.669765,-71.42785,1055.79,28.62,0,1.05,46
06/03/2010 10:50:24,42.66975,-71.42785,1056.56,28.62,0,1.02,46
06/03/2010 10:50:25,42.66975,-71.42785,1055.79,28.62,0,1.09,46
06/03/2010 10:50:26,42.669735,-71.427864,1057.34,28.62,0,1.33,46
06/03/2010 10:50:27,42.66972,-71.427864,1057.34,28.62,0,0.62,45
06/03/2010 10:50:28,42.6697,-71.42788,1064.23,28.62,0,0.86,45
06/03/2010 10:50:29,42.6697,-71.427895,1070.98,28.30,0,0.86,44
06/03/2010 10:50:31,42.669685,-71.42791,1060.42,28.30,0,1.17,44
06/03/2010 10:50:32,42.669685,-71.42791,1059.65,28.30,0,1.21,43
06/03/2010 10:50:33,42.66967,-71.42793,1068.75,28.30,0,0.82,42
06/03/2010 10:50:34,42.669655,-71.42793,1061.19,28.30,0,0.66,43
06/03/2010 10:50:35,42.669655,-71.42795,1062.71,28.30,0,0.86,42
06/03/2010 10:50:36,42.669636,-71.42797,1059.65,28.30,0,0.86,41
06/03/2010 10:50:37,42.669613,-71.42797,1060.42,28.30,0,1.05,40
06/03/2010 10:50:38,42.669613,-71.427986,1060.42,28.30,0,1.21,40
06/03/2010 10:50:39,42.669598,-71.428,1061.19,28.30,0,0.94,39
06/03/2010 10:50:40,42.66958,-71.428,1064.99,28.30,0,0.82,39
06/03/2010 10:50:41,42.669563,-71.428,1061.95,28.30,0,0.66,40
06/03/2010 10:50:42,42.669548,-71.428,1060.42,28.30,0,0.78,40
06/03/2010 10:50:44,42.669548,-71.42802,1059.65,27.98,0,0.82,39
06/03/2010 10:50:45,42.669548,-71.42802,1058.88,27.98,0,0.90,39
06/03/2010 10:50:46,42.669533,-71.42802,1061.95,27.98,0,1.17,39
06/03/2010 10:50:47,42.669533,-71.42803,1059.65,27.98,0,1.09,39
06/03/2010 10:50:48,42.669514,-71.428055,1059.65,27.98,0,1.02,39
06/03/2010 10:50:49,42.669514,-71.428055,1060.42,27.98,0,0.78,37
06/03/2010 10:50:50,42.669514,-71.42807,1062.71,27.98,0,0.74,37
06/03/2010 10:50:51,42.6695,-71.428085,1064.99,27.98,0,0.98,37
06/03/2010 10:50:52,42.669483,-71.4281,1061.95,27.98,0,1.05,37
06/03/2010 10:50:53,42.669483,-71.428116,1061.95,27.98,1,1.02,37
06/03/2010 10:50:55,42.669468,-71.428116,1061.95,27.98,0,1.05,38
06/03/2010 10:50:56,42.669468,-71.428116,1063.47,27.98,0,1.13,39
06/03/2010 10:50:57,42.66945,-71.428116,1063.47,27.98,0,0.90,39
06/03/2010 10:50:58,42.66945,-71.42813,1065.74,27.98,0,1.21,39
06/03/2010 10:50:59,42.669434,-71.42813,1064.23,27.98,0,0.94,40
06/03/2010 10:51:00,42.66942,-71.42815,1066.50,27.98,0,1.13,41
06/03/2010 10:51:01,42.66942,-71.42815,1070.24,27.98,0,1.05,41
06/03/2010 10:51:02,42.6694,-71.42817,1060.42,27.98,0,0.94,42
06/03/2010 10:51:03,42.6694,-71.42817,1060.42,27.98,0,0.86,43
06/03/2010 10:51:04,42.669384,-71.428185,1061.95,27.98,0,0.86,44
06/03/2010 10:51:05,42.669384,-71.4282,1064.99,27.98,0,0.82,44
06/03/2010 10:51:06,42.66937,-71.4282,1064.23,27.98,0,0.86,45
06/03/2010 10:51:08,42.66937,-71.4282,1064.99,27.66,0,0.90,45
06/03/2010 10:51:09,42.66937,-71.428215,1068.00,27.66,0,1.05,45
06/03/2010 10:51:10,42.669353,-71.42823,1061.95,27.66,0,1.05,45
06/03/2010 10:51:11,42.669353,-71.42823,1061.95,27.66,0,0.86,45
06/03/2010 10:51:12,42.669334,-71.428246,1064.23,27.66,0,0.98,45
06/03/2010 10:51:13,42.669334,-71.42826,1064.99,27.66,0,1.02,44
06/03/2010 10:51:14,42.669334,-71.428276,1068.75,27.66,0,1.25,44
06/03/2010 10:51:15,42.66932,-71.428276,1063.47,27.98,0,1.09,44
06/03/2010 10:51:16,42.66932,-71.42831,1068.75,27.66,0,0.90,44
06/03/2010 10:56:15,42.670246,-71.42613,1073.20,29.27,11,0.90,60
06/03/2010 10:56:16,42.670246,-71.42613,1072.46,29.27,3,0.90,60
06/03/2010 10:56:17,42.670246,-71.42613,1072.46,29.27,19,0.98,59
06/03/2010 10:56:18,42.670246,-71.42613,1073.20,29.27,2,0.90,59
06/03/2010 10:56:19,42.670246,-71.42613,1072.46,29.27,7,0.94,59
06/03/2010 10:56:20,42.670246,-71.42613,1073.20,29.27,9,0.94,58
06/03/2010 10:56:21,42.670246,-71.42615,1072.46,29.27,12,0.94,58
06/03/2010 10:56:23,42.67023,-71.42615,1071.72,29.27,2,0.94,58
06/03/2010 10:56:24,42.67023,-71.42615,1071.72,29.27,0,0.90,58
06/03/2010 10:56:25,42.67023,-71.42615,1055.01,29.27,0,0.94,58
06/03/2010 10:56:26,42.67023,-71.42615,953.45,28.95,0,0.59,57
06/03/2010 10:56:27,42.67023,-71.42615,960.31,28.95,0,1.02,57
06/03/2010 10:56:28,42.670246,-71.42615,709.30,28.95,0,1.05,56
06/03/2010 10:56:29,42.670246,-71.42615,633.18,28.95,0,1.02,56
06/03/2010 10:56:30,42.670246,-71.42615,608.13,28.95,0,0.98,54
06/03/2010 10:56:31,42.67023,-71.42612,550.26,28.95,0,0.98,51
06/03/2010 10:56:32,42.67023,-71.42612,512.37,28.95,0,0.98,49
06/03/2010 10:56:33,42.67023,-71.42612,761.01,28.95,0,0.90,49
06/03/2010 10:56:35,42.67023,-71.4261,941.48,28.95,0,1.02,47
06/03/2010 10:56:36,42.670216,-71.42608,761.01,28.95,0,1.05,48
06/03/2010 10:56:37,42.6702,-71.42606,279.91,28.62,0,0.86,48
06/03/2010 10:56:38,42.6702,-71.42608,162.16,28.62,0,0.94,46
06/03/2010 10:56:39,42.67018,-71.42608,92.63,28.62,0,0.86,46
06/03/2010 10:56:40,42.670166,-71.42608,53.97,28.62,0,0.98,46
06/03/2010 10:56:41,42.670166,-71.42612,16.73,28.62,0,1.05,45
06/03/2010 10:56:42,,,14.65,28.62,0,1.02, 
06/03/2010 10:56:43,42.67013,-71.42619,25.06,28.62,0,0.94,43
06/03/2010 10:56:44,42.67013,-71.42622,72.36,28.30,1,0.98,43
06/03/2010 10:56:45,42.67013,-71.42624,136.59,28.30,0,1.02,41
06/03/2010 10:56:46,42.67013,-71.42624,136.59,28.30,0,1.02,39
06/03/2010 10:56:48,42.67013,-71.426254,37.49,28.30,0,1.09,37
06/03/2010 10:56:49,42.67015,-71.426254,6.29,28.30,0,1.25,36
06/03/2010 10:56:50,42.67015,-71.426254,6.29,28.30,0,1.02,36
06/03/2010 10:56:51,42.67015,-71.42624,8.38,27.98,0,0.90,37
06/03/2010 10:56:52,42.670166,-71.42624,12.56,27.98,0,0.94,36
06/03/2010 10:56:53,42.670166,-71.42624,35.42,27.98,0,0.94,35
06/03/2010 10:56:54,42.67015,-71.42624,56.02,27.98,0,1.05,32
06/03/2010 10:56:55,42.67015,-71.42627,96.66,27.66,0,0.98,31
06/03/2010 10:56:56,42.67018,-71.4263,56.02,27.66,0,0.90,28
06/03/2010 10:56:57,42.67018,-71.426315,14.65,27.66,0,1.02,29
06/03/2010 10:56:59,42.6702,-71.42634,16.73,27.66,0,0.94,29
06/03/2010 10:57:00,42.67018,-71.42634,22.98,27.66,0,1.17,30
06/03/2010 10:57:01,42.670216,-71.426384,25.06,27.66,0,0.90,25
06/03/2010 10:57:02,42.67023,-71.426384,35.42,27.66,0,0.86,24
06/03/2010 10:57:03,42.670265,-71.426414,64.20,27.33,0,0.86,20
06/03/2010 10:57:04,42.670265,-71.42643,90.61,27.33,0,0.86,20
06/03/2010 10:57:05,42.670265,-71.426445,84.55,27.33,0,0.82,20
06/03/2010 10:57:06,42.670265,-71.42647,70.33,27.33,0,1.02,19
06/03/2010 10:57:07,42.670265,-71.42647,76.43,27.33,0,0.82,19
06/03/2010 10:57:08,42.670265,-71.4265,124.69,27.33,0,0.94,22
06/03/2010 10:57:09,42.670265,-71.4265,266.96,27.33,0,0.78,21
06/03/2010 10:57:11,42.67028,-71.42651,168.02,27.01,0,0.74,20
06/03/2010 10:57:12,42.67028,-71.42653,218.10,27.01,0,0.98,20
06/03/2010 10:57:13,42.670322,-71.426544,276.22,27.01,0,0.82,18
06/03/2010 10:57:14,42.670338,-71.42657,341.55,27.01,0,0.86,15
06/03/2010 10:57:15,42.670353,-71.426605,448.58,27.01,0,0.98,16
06/03/2010 10:57:16,42.67037,-71.426605,570.35,27.01,0,0.82,17
06/03/2010 10:57:17,42.670387,-71.426605,771.28,27.01,0,0.82,17
06/03/2010 10:57:18,42.670387,-71.42662,952.46,27.01,0,0.82,19
06/03/2010 10:57:19,42.670403,-71.426636,1037.42,27.01,0,0.70,21
06/03/2010 10:57:20,42.670467,-71.42662,1051.09,27.01,0,0.86,21
06/03/2010 10:57:21,,,518.75,27.01,0,0.98, 
06/03/2010 10:57:22,,,204.73,27.01,0,0.98, 
06/03/2010 10:57:24,42.670483,-71.426636,130.65,27.01,0,0.78,22
06/03/2010 10:57:25,42.670498,-71.426605,114.72,27.01,0,0.90,24
06/03/2010 10:57:26,42.670498,-71.42657,114.72,27.01,0,0.90,25
06/03/2010 10:57:27,42.670467,-71.42651,156.29,27.01,0,0.86,28
06/03/2010 10:57:28,42.670483,-71.42648,206.65,27.01,0,1.05,28
06/03/2010 10:57:29,42.670467,-71.42647,237.04,27.01,0,0.98,30
06/03/2010 10:57:30,42.670433,-71.42647,200.90,27.01,0,1.05,28
06/03/2010 10:57:31,42.670418,-71.426445,285.43,27.01,0,0.98,29
06/03/2010 10:57:32,42.670387,-71.42647,481.63,27.01,0,0.86,30
06/03/2010 10:57:33,42.670387,-71.42647,576.47,27.01,0,0.98,33
06/03/2010 10:57:34,42.670387,-71.42648,720.13,27.01,1,0.86,36
06/03/2010 10:57:36,42.670387,-71.4265,830.47,27.01,0,1.09,38
06/03/2010 10:57:37,42.670403,-71.42651,947.50,27.01,0,1.05,37
06/03/2010 10:57:38,42.670403,-71.42653,1026.62,27.01,0,0.98,36
06/03/2010 10:57:39,42.670403,-71.42653,1043.11,27.01,0,0.98,35
06/03/2010 10:57:40,42.670403,-71.426544,1052.66,27.01,0,0.90,37
06/03/2010 10:57:41,42.670387,-71.42653,471.79,27.01,0,0.94,41
06/03/2010 10:57:42,42.670403,-71.42653,231.37,27.01,0,0.98,43
06/03/2010 10:57:43,42.670418,-71.42651,181.62,27.01,0,0.70,43
06/03/2010 10:57:44,42.670433,-71.42651,136.59,27.01,0,0.82,44
06/03/2010 10:57:45,42.670452,-71.42651,110.72,27.01,0,0.82,44
06/03/2010 10:57:46,42.670433,-71.42653,92.63,26.69,0,0.94,47
06/03/2010 10:57:48,42.670433,-71.426544,86.57,27.01,0,0.86,46
06/03/2010 10:57:49,42.670433,-71.42659,108.72,27.01,0,0.94,47
06/03/2010 10:57:50,42.670433,-71.42662,134.61,27.01,0,0.94,46
06/03/2010 10:57:51,42.670418,-71.42665,122.70,27.01,0,0.86,46
06/03/2010 10:57:52,42.670418,-71.42668,208.56,27.01,0,0.90,45
06/03/2010 10:57:53,42.670418,-71.42672,285.43,26.69,0,0.70,41
06/03/2010 10:57:54,42.670403,-71.42675,332.61,27.01,0,0.74,36
06/03/2010 10:57:55,42.670387,-71.426735,383.80,27.01,0,0.78,35
06/03/2010 10:57:56,42.670322,-71.42668,460.23,27.01,0,0.98,38
06/03/2010 10:57:57,42.670322,-71.42667,455.25,27.01,0,0.98,35
06/03/2010 10:57:58,42.670296,-71.42662,523.53,27.01,0,0.98,38
06/03/2010 10:58:00,42.670296,-71.426605,471.79,27.01,0,0.98,38
06/03/2010 10:58:01,42.670322,-71.42657,406.25,27.01,0,0.86,36
06/03/2010 10:58:02,42.670322,-71.426544,279.91,27.01,0,0.90,34
06/03/2010 10:58:03,42.670322,-71.42651,244.56,26.69,0,0.98,34
06/03/2010 10:58:04,42.670322,-71.42651,242.68,27.01,0,0.86,32
06/03/2010 10:58:05,42.670322,-71.42648,265.11,27.01,0,0.74,34
06/03/2010 10:58:06,42.670322,-71.426445,252.06,27.01,0,0.90,36
06/03/2010 10:58:07,42.670322,-71.4264,231.37,27.01,0,0.78,37
06/03/2010 10:58:08,42.670338,-71.426384,134.61,27.01,0,0.78,38
06/03/2010 10:58:09,42.670338,-71.426384,118.71,27.01,0,0.90,37
06/03/2010 10:58:11,42.670296,-71.42637,102.70,27.01,0,0.90,39
06/03/2010 10:58:12,42.670296,-71.42637,142.52,27.01,0,1.02,38
06/03/2010 10:58:13,42.670296,-71.42637,210.47,27.01,0,0.90,38
06/03/2010 10:58:14,42.67028,-71.426384,443.56,27.01,0,0.98,39
06/03/2010 10:58:15,42.67028,-71.426384,763.59,27.01,0,1.17,41
06/03/2010 10:58:16,42.670246,-71.426384,898.63,27.01,0,0.86,48
06/03/2010 10:58:17,42.67023,-71.426384,1052.66,27.01,0,1.02,48
06/03/2010 10:58:18,42.67023,-71.4264,1061.95,27.01,0,0.98,50
06/03/2010 10:58:19,42.67023,-71.426384,1060.42,27.01,0,0.74,50
06/03/2010 10:58:20,42.670246,-71.4264,892.11,27.01,0,0.98,53
06/03/2010 10:58:21,42.670246,-71.426384,505.95,27.01,0,0.78,55
06/03/2010 10:58:22,42.67023,-71.4264,536.17,27.01,0,0.86,55
06/03/2010 10:58:24,42.67023,-71.426384,259.52,27.01,0,0.86,58
06/03/2010 10:58:25,42.670216,-71.426384,138.57,27.01,0,0.94,62
06/03/2010 10:58:26,42.6702,-71.42637,246.44,27.01,0,1.02,63
06/03/2010 10:58:27,42.6702,-71.42637,411.39,27.01,0,1.02,63
06/03/2010 10:58:28,42.6702,-71.42635,164.11,27.01,0,1.05,63
06/03/2010 10:58:29,42.6702,-71.42634,198.98,27.01,0,1.05,63
06/03/2010 10:58:30,42.67018,-71.42634,426.71,27.01,0,1.02,63
06/03/2010 10:58:31,42.67018,-71.4263,423.32,27.01,0,0.98,66
06/03/2010 10:58:32,42.67018,-71.426285,352.21,27.01,0,1.02,67
06/03/2010 10:58:33,42.6702,-71.42627,448.58,27.01,0,0.98,67
06/03/2010 10:58:34,42.6702,-71.426254,270.67,27.01,0,0.94,69
06/03/2010 10:58:36,42.6702,-71.42624,166.07,27.01,0,0.82,70
06/03/2010 10:58:37,42.6702,-71.42622,265.11,27.01,0,1.02,70
06/03/2010 10:58:38,42.67018,-71.42619,240.80,27.01,0,0.82,69
06/03/2010 10:58:39,42.67018,-71.42619,272.52,27.01,0,1.02,69
06/03/2010 10:58:40,42.67018,-71.42619,525.11,27.01,0,0.90,68
06/03/2010 10:58:41,42.6702,-71.42618,863.09,27.01,0,1.09,67
06/03/2010 10:58:42,42.67018,-71.42618,1013.78,27.01,0,0.82,66
06/03/2010 10:58:43,42.67018,-71.42618,947.50,27.33,0,0.98,64
06/03/2010 10:58:44,42.67018,-71.42618,578.00,27.01,0,0.82,63
06/03/2010 10:58:45,42.670166,-71.42618,451.92,27.01,0,0.74,63
06/03/2010 10:58:46,42.670166,-71.42619,244.56,27.01,0,0.78,62
06/03/2010 10:58:48,42.67015,-71.42619,204.73,27.01,0,1.29,64
06/03/2010 10:58:49,42.67015,-71.42619,179.68,27.01,0,0.74,62
06/03/2010 10:58:50,42.67015,-71.42618,198.98,27.01,0,0.70,61
06/03/2010 10:58:51,42.670166,-71.42618,173.86,27.01,0,0.98,60
06/03/2010 10:58:52,42.670166,-71.42618,80.49,27.01,0,0.62,59
06/03/2010 10:58:53,42.670166,-71.42616,41.62,27.01,0,1.33,60
06/03/2010 10:58:54,42.670166,-71.42615,14.65,27.01,0,0.70,60
06/03/2010 10:58:55,42.67013,-71.42613,14.65,27.01,0,0.82,61
06/03/2010 10:58:56,42.6701,-71.42605,12.56,27.01,0,0.82,61
06/03/2010 10:58:57,42.67005,-71.42605,22.98,27.01,0,0.82,62
06/03/2010 10:58:58,42.670036,-71.42603,235.15,27.01,0,0.94,62
06/03/2010 10:59:00,,,136.59,27.01,0,1.09, 
06/03/2010 10:59:01,,,80.49,27.01,0,1.02, 
