time,lat,lon,acc,light,temp,sound
"Jun 27 2009 10:49:15",42.39213,-71.1199,0.98,72.00,23.06,0.00
"Jun 27 2009 10:49:16",42.392113,-71.1199,0.86,72.00,23.06,0.00
"Jun 27 2009 10:49:17",42.392113,-71.11992,1.02,74.00,23.06,0.00
"Jun 27 2009 10:49:18",42.39209,-71.11994,0.50,74.00,23.06,0.00
"Jun 27 2009 10:49:19",42.39209,-71.11991,0.70,74.00,23.06,12.00
"Jun 27 2009 10:49:20",42.392097,-71.11991,1.70,74.00,23.06,0.00
"Jun 27 2009 10:49:21",42.392105,-71.11991,0.82,74.00,23.06,0.00
"Jun 27 2009 10:49:22",42.392105,-71.1199,0.54,74.00,23.06,0.00
"Jun 27 2009 10:49:23",42.392124,-71.11987,1.26,75.00,23.06,0.00
"Jun 27 2009 10:49:24",42.39213,-71.11985,1.18,76.00,24.44,49.00
"Jun 27 2009 10:49:25",42.392105,-71.119865,0.90,77.00,23.06,0.00
"Jun 27 2009 10:49:26",42.392105,-71.119865,0.98,77.00,24.44,0.00
"Jun 27 2009 10:49:27",42.392105,-71.11985,0.86,76.00,24.44,100.00
"Jun 27 2009 10:49:29",42.392113,-71.119835,3.78,77.00,24.44,18.00
"Jun 27 2009 10:49:30",42.392113,-71.11982,1.22,75.00,24.44,0.00
"Jun 27 2009 10:49:31",42.392124,-71.11979,1.22,75.00,24.44,0.00
"Jun 27 2009 10:49:32",42.39213,-71.11977,1.30,74.00,23.06,0.00
"Jun 27 2009 10:49:33",42.392124,-71.11978,1.18,73.00,23.06,0.00
"Jun 27 2009 10:49:34",42.39213,-71.11976,0.90,72.00,23.06,0.00
"Jun 27 2009 10:49:35",42.39214,-71.11976,0.98,73.00,24.44,0.00
"Jun 27 2009 10:49:36",42.39213,-71.11977,1.10,74.00,23.06,0.00
"Jun 27 2009 10:49:37",42.39214,-71.11976,2.42,75.00,24.44,0.00
"Jun 27 2009 10:49:38",42.392147,-71.11976,1.22,25.00,23.06,0.00
"Jun 27 2009 10:49:39",42.392162,-71.11977,0.94,3.00,23.06,0.00
"Jun 27 2009 10:49:40",42.39217,-71.11975,0.74,3.00,23.06,0.00
"Jun 27 2009 10:49:41",42.392178,-71.119736,1.46,1.00,24.44,0.00
"Jun 27 2009 10:49:42",42.392178,-71.119736,1.62,1.00,23.06,0.00
"Jun 27 2009 10:49:43",42.392178,-71.11974,1.06,1.00,24.44,0.00
"Jun 27 2009 10:49:45",42.392178,-71.119736,0.70,1.00,24.44,0.00
"Jun 27 2009 10:49:46",42.392178,-71.11973,0.70,1.00,23.06,0.00
"Jun 27 2009 10:49:47",42.392178,-71.11973,1.10,1.00,23.06,12.00
