Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Temperature Probe,Pedometer,Altitude
1284393000,,,0.90,1054.23,19.92,20,21.532790671459930795847750865051903,0, 
1284393030,,,0.86,1055.79,20.24,22,21.336385481103448275862068965517241,0, 
1284393060,42.31102,-71.72325,0.94,1029.97,20.24,42,21.434660609776131260794473229706390,0,232
1284393090,42.30855,-71.72283,0.98,1044.72,20.24,9,21.532790671459930795847750865051903,0,202
1284393120,42.308586,-71.72023,0.78,1058.11,20.24,30,21.728615934697777777777777777777778,0,187
1284393150,42.30978,-71.7285,0.90,1059.65,20.57,40,22.021267972982792321116928446771379,0,187
1284393180,42.313404,-71.7275,0.82,1061.19,20.57,44,22.215646447808441330998248686514886,0,193
1284393210,42.318783,-71.73217,0.98,1061.95,20.89,33,22.602671685376472663139329805996473,0,209
1284393240,42.322502,-71.715614,0.94,1062.71,20.89,37,22.987392838244653641207815275310835,0,203
1284393270,42.325237,-71.705696,0.94,1063.47,21.21,39,23.274425240571428571428571428571429,0,185
1284393300,42.328785,-71.694435,0.94,1064.23,21.53,35,23.655128747508489208633093525179856,0,147
1284393330,42.332153,-71.68567,0.94,1064.23,21.86,42,23.939155045244737793851717902350814,0,127
1284393360,42.332268,-71.67139,0.90,1063.47,22.18,45,24.221897504545454545454545454545455,0,125
1284393390,42.335953,-71.6604,0.82,1062.71,22.18,43,24.690289542701834862385321100917431,0,106
1284393420,42.340366,-71.652336,0.98,1064.23,22.50,41,24.969622194843099630996309963099631,0,113
1284393450,42.342587,-71.638435,0.82,1064.23,22.82,34,25.247681509050055658627087198515770,0,106
1284393480,42.345116,-71.62717,0.94,1062.71,22.82,31,25.524470499424477611940298507462687,0,81
1284393510,42.353672,-71.622505,0.90,1061.95,23.14,44,25.799992247927842401500938086303940,0,73
1284393540,42.3559,-71.60758,0.90,1061.95,23.47,34,25.982970943819623352165725047080979,0,74
1284393570,42.360752,-71.5978,0.98,1062.71,23.47,43,26.256387661764848484848484848484848,0,97
1284393600,42.36328,-71.58784,0.90,1061.19,23.79,28,26.347246698054762808349146110056926,0,105
1284393630,42.3655,-71.58915,0.86,1062.71,23.79,25,26.618985920515419847328244274809160,0,102
1284393660,42.369003,-71.594765,1.02,1063.47,24.11,29,26.799448415172720306513409961685824,0,71
1284393690,42.377483,-71.59907,0.78,1061.95,24.11,40,26.979354506461538461538461538461538,0,91
1284393720,42.38585,-71.603386,0.90,1061.19,24.43,38,27.069099223477418111753371868978805,0,112
1284393750,42.394302,-71.60658,0.90,1061.19,24.76,45,27.337501632667286821705426356589147,0,124
1284393780,42.40337,-71.60792,0.90,1061.19,24.76,46,27.426692297898058252427184466019417,0,119
1284393810,42.412197,-71.60705,0.78,1061.19,24.76,41,27.515744784856964980544747081712062,0,117
1284393840,42.42037,-71.614334,0.90,1060.42,25.08,37,27.604659229502417153996101364522417,0,122
1284393870,42.428066,-71.59465,0.98,1061.95,25.08,45,27.693435768855,0,116
1284393900,42.436214,-71.58998,0.86,1062.71,25.40,30,27.870575685137254901960784313725490,0,108
1284393930,42.444897,-71.58597,0.86,1051.09,25.40,28,28.047165651509921259842519685039370,0,113
1284393960,42.452465,-71.57895,0.94,1062.71,25.72,31,28.135254757617475345167652859960552,0,103
1284393990,42.459236,-71.57114,0.94,1061.95,25.72,43,28.223206803452015810276679841897233,0,96
1284394020,42.46622,-71.56307,0.82,1062.71,25.72,26,28.311021933767326732673267326732673,0,91
1284394050,42.47328,-71.55512,0.86,1063.47,26.04,36,28.486242032611013916500994035785288,0,83
1284394080,42.48085,-71.548836,0.86,1063.47,26.37,29,28.660916235362115768463073852295409,0,86
1284394110,42.48898,-71.54305,0.82,1064.99,26.37,37,28.835045742171503006012024048096192,0,96
1284394140,42.496387,-71.5364,0.90,1064.23,26.69,44,29.008631772508370221327967806841046,0,95
1284394170,42.50332,-71.528244,0.94,1064.23,26.69,21,29.095221370461935483870967741935484,0,111
1284394200,42.510254,-71.520065,0.86,1064.99,27.01,38,29.267994515816356275303643724696356,0,96
1284394230,42.519497,-71.51215,0.90,1065.74,27.01,41,29.354178380584056795131845841784990,0,98
1284394260,42.524414,-71.50498,0.98,1065.74,27.33,35,29.697566216779100204498977505112474,0,88
1284394290,42.532314,-71.498604,0.94,1066.50,27.66,37,29.868453860791088295687885010266940,0,77
1284394320,42.53998,-71.4925,0.86,1066.50,27.66,36,30.038805773365979381443298969072165,0,77
1284394350,42.546738,-71.492,0.94,1066.50,27.98,41,30.208623320680207039337474120082816,0,77
1284394380,42.554832,-71.472916,0.82,1065.74,27.98,44,30.377907891632474012474012474012474,0,87
1284394410,42.553085,-71.4614,0.82,1064.99,28.30,39,30.462350751333333333333333333333333,0,80
1284394440,42.555786,-71.44954,0.98,1064.23,28.62,39,30.630838512803012552301255230125523,0,85
1284394470,42.55937,-71.4386,0.98,1064.23,28.62,43,30.714883776515429769392033542976939,0,96
1284394500,42.56587,-71.42982,0.90,1062.71,28.62,46,30.714883776515429769392033542976939,0,85
1284394530,42.572453,-71.42115,1.02,1061.95,28.62,44,30.714883776515429769392033542976939,0,77
1284394560,42.57753,-71.41134,0.98,1060.42,28.95,45,30.798796872709915966386554621848739,0,85
1284394590,42.581455,-71.40666,0.90,1060.42,28.95,47,30.798796872709915966386554621848739,0,73
1284394620,42.58537,-71.38882,0.94,1063.47,28.95,41,30.798796872709915966386554621848739,0,77
1284394650,42.59038,-71.37888,0.94,1064.23,28.95,32,30.882577986184210526315789473684211,0,63
1284394680,42.595882,-71.36891,0.86,1064.23,29.27,32,30.882577986184210526315789473684211,0,76
1284394710,42.61234,-71.35928,0.90,1064.99,29.27,42,30.966227303295527426160337552742616,0,58
1284394740,42.604435,-71.347664,0.78,1064.99,29.27,47,31.049745011977040169133192389006342,0,43
1284394770,42.60673,-71.33567,0.82,1065.74,29.59,40,31.133131301754576271186440677966102,0,41
1284394800,42.607098,-71.32495,0.98,1064.99,29.59,43,31.216386363763524416135881104033970,0,43
1284394830,42.60595,-71.3245,0.86,721.48,29.59,46,31.299510390765957446808510638297872,0,38
1284394860,42.613297,-71.32812,0.94,1066.50,29.91,33,31.382503577167974413646055437100213,0,49
1284394890,42.6191,-71.33572,0.90,1065.74,29.91,41,31.465366119037264957264957264957265,0,45
1284394920,42.62085,-71.34682,0.90,1065.74,30.23,44,31.548098214120899357601713062098501,0,51
1284394950,42.620686,-71.35782,0.82,1065.74,30.23,48,31.630700061863347639484978540772532,0,50
1284394980,42.623062,-71.36465,0.94,1065.74,30.56,45,31.713171863424731182795698924731183,0,61
1284395010,42.62382,-71.3634,0.90,1065.74,30.56,35,31.795513821699310344827586206896552,0,54
1284395040,42.624153,-71.362885,0.90,1065.74,30.56,22,31.877726141334211663066954643628510,0,53
1284395070,42.624153,-71.362885,0.90,1065.74,30.56,41,31.877726141334211663066954643628510,0,53
1284395100,42.625813,-71.36023,0.86,1065.74,30.88,42,32.041762692151887201735357917570499,0,50
1284395130,42.62758,-71.35717,0.90,1066.50,30.88,47,32.123587341565217391304347826086957,0,44
1284395160,42.62966,-71.35488,0.98,1065.74,30.88,34,32.123587341565217391304347826086957,0,39
1284395190,42.629215,-71.35667,0.94,1064.23,31.20,40,32.205283188839172113289760348583878,0,40
1284395220,42.6302,-71.34852,0.98,1064.23,31.20,38,32.286850447674759825327510917030568,0,38
1284395250,42.63292,-71.34895,0.90,1063.47,31.20,44,32.286850447674759825327510917030568,0,37
1284395280,42.636,-71.3496,0.90,1067.25,31.52,37,32.449600064207719298245614035087719,0,37
1284395310,42.637566,-71.34532,0.86,1067.25,31.52,48,32.449600064207719298245614035087719,0,38
1284395340,42.638966,-71.341446,1.02,1067.25,31.52,37,32.611837938552599118942731277533040,0,46
1284395370,42.640747,-71.33788,0.90,1068.00,31.85,37,32.692765526901412803532008830022075,0,39
1284395400,42.64003,-71.33696,0.90,1066.50,31.85,38,32.773565849025132743362831858407080,0,38
1284395430,42.6403,-71.33598,0.94,1067.25,31.85,41,32.773565849025132743362831858407080,0,39
1284395460,42.64028,-71.33655,0.90,1067.25,32.17,8,32.934785605555555555555555555555556,0,39
