Temperature,Time
0.0,2009-09-17 23:43:10
0.0,2009-09-17 23:43:11
0.0,2009-09-17 23:43:11
0.0,2009-09-17 23:43:11
0.0,2009-09-17 23:43:11
0.0,2009-09-17 23:43:12
0.0,2009-09-17 23:43:12
0.0,2009-09-17 23:43:12
0.0,2009-09-17 23:43:13
0.0,2009-09-17 23:43:13
0.0,2009-09-17 23:43:13
0.0,2009-09-17 23:43:14
0.0,2009-09-17 23:43:14
0.0,2009-09-17 23:43:14
0.0,2009-09-17 23:43:14
0.0,2009-09-17 23:43:15
0.0,2009-09-17 23:43:15
0.0,2009-09-17 23:43:15
0.0,2009-09-17 23:43:16
0.0,2009-09-17 23:43:16
0.0,2009-09-17 23:43:16
0.0,2009-09-17 23:43:16
0.0,2009-09-17 23:43:17
0.0,2009-09-17 23:43:17
0.0,2009-09-17 23:43:17
0.0,2009-09-17 23:43:18
0.0,2009-09-17 23:43:18
0.0,2009-09-17 23:43:19
0.0,2009-09-17 23:43:19
0.0,2009-09-17 23:43:19
0.0,2009-09-17 23:43:20
0.0,2009-09-17 23:43:20
0.0,2009-09-17 23:43:20
0.0,2009-09-17 23:43:20
0.0,2009-09-17 23:43:21
0.0,2009-09-17 23:43:21
0.0,2009-09-17 23:43:21
0.0,2009-09-17 23:43:22
0.0,2009-09-17 23:43:22
0.0,2009-09-17 23:43:22
0.0,2009-09-17 23:43:23
0.0,2009-09-17 23:43:23
0.0,2009-09-17 23:43:23
0.0,2009-09-17 23:43:24
0.0,2009-09-17 23:43:24
0.0,2009-09-17 23:43:24
0.0,2009-09-17 23:43:25
0.0,2009-09-17 23:43:25
0.0,2009-09-17 23:43:25
0.0,2009-09-17 23:43:25
0.0,2009-09-17 23:43:26
0.0,2009-09-17 23:43:26
0.0,2009-09-17 23:43:26
0.0,2009-09-17 23:43:27
0.0,2009-09-17 23:43:27
0.0,2009-09-17 23:43:27
0.0,2009-09-17 23:43:28
0.0,2009-09-17 23:43:28
0.0,2009-09-17 23:43:28
0.0,2009-09-17 23:43:28
0.0,2009-09-17 23:43:29
0.0,2009-09-17 23:43:29
0.0,2009-09-17 23:43:29
0.0,2009-09-17 23:43:30
0.0,2009-09-17 23:43:30
0.0,2009-09-17 23:43:30
0.0,2009-09-17 23:43:31
31.0,2009-09-17 23:43:31
31.0,2009-09-17 23:43:31
31.0,2009-09-17 23:43:31
31.0,2009-09-17 23:43:32
31.0,2009-09-17 23:43:32
31.0,2009-09-17 23:43:32
31.0,2009-09-17 23:43:33
31.0,2009-09-17 23:43:33
32.0,2009-09-17 23:43:33
31.0,2009-09-17 23:43:33
31.0,2009-09-17 23:43:34
31.0,2009-09-17 23:43:34
31.0,2009-09-17 23:43:35
32.0,2009-09-17 23:43:35
31.0,2009-09-17 23:43:35
32.0,2009-09-17 23:43:36
31.0,2009-09-17 23:43:36
32.0,2009-09-17 23:43:36
31.0,2009-09-17 23:43:36
31.0,2009-09-17 23:43:37
32.0,2009-09-17 23:43:37
31.0,2009-09-17 23:43:37
32.0,2009-09-17 23:43:38
32.0,2009-09-17 23:43:38
32.0,2009-09-17 23:43:38
32.0,2009-09-17 23:43:39
31.0,2009-09-17 23:43:39
32.0,2009-09-17 23:43:39
32.0,2009-09-17 23:43:40
31.0,2009-09-17 23:43:40
32.0,2009-09-17 23:43:40
32.0,2009-09-17 23:43:40
32.0,2009-09-17 23:43:41
32.0,2009-09-17 23:43:41
32.0,2009-09-17 23:43:41
32.0,2009-09-17 23:43:42
32.0,2009-09-17 23:43:42
32.0,2009-09-17 23:43:42
32.0,2009-09-17 23:43:43
32.0,2009-09-17 23:43:43
32.0,2009-09-17 23:43:43
32.0,2009-09-17 23:43:44
32.0,2009-09-17 23:43:44
32.0,2009-09-17 23:43:44
32.0,2009-09-17 23:43:44
32.0,2009-09-17 23:43:45
32.0,2009-09-17 23:43:45
32.0,2009-09-17 23:43:45
32.0,2009-09-17 23:43:46
32.0,2009-09-17 23:43:46
32.0,2009-09-17 23:43:46
32.0,2009-09-17 23:43:47
32.0,2009-09-17 23:43:47
32.0,2009-09-17 23:43:47
