Temperature,Time
0.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
32.0,2009-35-17 23:35:34
