time,lat,lon,acc,light,temp
"Jul 6 2009 20:00:06",0.0,0.0,0.94,0.00,31.36
"Jul 6 2009 20:00:07",0.0,0.0,0.94,8.00,31.36
"Jul 6 2009 20:00:08",0.0,0.0,1.06,12.00,31.36
"Jul 6 2009 20:00:09",0.0,0.0,0.90,3.00,31.36
"Jul 6 2009 20:00:10",0.0,0.0,1.18,20.00,31.36
"Jul 6 2009 20:00:11",0.0,0.0,0.82,19.00,31.36
"Jul 6 2009 20:00:12",0.0,0.0,1.14,0.00,31.36
"Jul 6 2009 20:00:14",0.0,0.0,0.94,0.00,31.36
"Jul 6 2009 20:00:15",0.0,0.0,1.14,0.00,31.36
"Jul 6 2009 20:00:16",0.0,0.0,1.06,0.00,31.36
"Jul 6 2009 20:00:17",0.0,0.0,1.18,0.00,31.36
"Jul 6 2009 20:00:18",0.0,0.0,0.94,0.00,31.36
"Jul 6 2009 20:00:19",0.0,0.0,1.18,7.00,31.36
"Jul 6 2009 20:00:20",0.0,0.0,0.98,9.00,31.36
"Jul 6 2009 20:00:21",0.0,0.0,1.10,6.00,31.36
"Jul 6 2009 20:00:22",0.0,0.0,0.62,0.00,31.36
"Jul 6 2009 20:00:23",0.0,0.0,0.94,0.00,31.36
"Jul 6 2009 20:00:24",0.0,0.0,0.90,1.00,31.36
"Jul 6 2009 20:00:25",0.0,0.0,1.30,1.00,31.36
"Jul 6 2009 20:00:27",0.0,0.0,1.02,1.00,31.36
"Jul 6 2009 20:00:28",0.0,0.0,0.78,1.00,31.36
"Jul 6 2009 20:00:29",0.0,0.0,1.18,3.00,31.36
"Jul 6 2009 20:00:30",0.0,0.0,1.06,3.00,31.36
"Jul 6 2009 20:00:31",0.0,0.0,0.98,0.00,31.36
"Jul 6 2009 20:00:32",0.0,0.0,0.82,1.00,31.36
"Jul 6 2009 20:00:33",0.0,0.0,0.78,6.00,31.36
"Jul 6 2009 20:00:34",0.0,0.0,0.78,2.00,31.36
"Jul 6 2009 20:00:35",0.0,0.0,0.90,4.00,31.36
"Jul 6 2009 20:00:36",0.0,0.0,0.90,2.00,31.36
"Jul 6 2009 20:00:37",0.0,0.0,0.58,2.00,31.36
"Jul 6 2009 20:00:38",0.0,0.0,1.10,3.00,31.36
"Jul 6 2009 20:00:40",0.0,0.0,0.74,8.00,31.36
"Jul 6 2009 20:00:41",0.0,0.0,0.26,5.00,31.36
"Jul 6 2009 20:00:42",0.0,0.0,0.94,10.00,31.36
"Jul 6 2009 20:00:43",0.0,0.0,0.86,34.00,31.36
"Jul 6 2009 20:00:44",0.0,0.0,0.78,36.00,31.36
"Jul 6 2009 20:00:45",0.0,0.0,1.22,63.00,31.36
"Jul 6 2009 20:00:46",0.0,0.0,1.18,68.00,31.36
"Jul 6 2009 20:00:47",0.0,0.0,0.98,69.00,31.36
"Jul 6 2009 20:00:48",0.0,0.0,0.82,70.00,31.36
"Jul 6 2009 20:00:49",0.0,0.0,1.02,70.00,31.36
"Jul 6 2009 20:00:50",0.0,0.0,0.58,70.00,31.36
"Jul 6 2009 20:00:52",0.0,0.0,0.98,70.00,31.36
"Jul 6 2009 20:00:53",0.0,0.0,0.98,70.00,31.36
"Jul 6 2009 20:00:54",0.0,0.0,1.50,70.00,31.36
"Jul 6 2009 20:00:55",0.0,0.0,0.70,71.00,31.36
"Jul 6 2009 20:00:56",0.0,0.0,0.82,70.00,31.36
"Jul 6 2009 20:00:57",0.0,0.0,0.62,72.00,31.36
"Jul 6 2009 20:00:58",0.0,0.0,0.74,72.00,31.36
"Jul 6 2009 20:00:59",0.0,0.0,1.14,71.00,31.36
"Jul 6 2009 20:01:00",0.0,0.0,0.90,72.00,31.36
"Jul 6 2009 20:01:01",0.0,0.0,0.62,72.00,31.36
"Jul 6 2009 20:01:02",0.0,0.0,1.34,72.00,31.36
"Jul 6 2009 20:01:03",0.0,0.0,0.78,72.00,31.36
"Jul 6 2009 20:01:05",0.0,0.0,0.78,72.00,31.36
"Jul 6 2009 20:01:06",0.0,0.0,1.18,75.00,31.36
"Jul 6 2009 20:01:07",0.0,0.0,0.86,75.00,31.36
"Jul 6 2009 20:01:08",0.0,0.0,0.94,74.00,31.36
"Jul 6 2009 11:02:17",0.0,0.0,0.86,74.00,31.36
"Jul 6 2009 11:02:18",0.0,0.0,0.94,74.00,31.36
"Jul 6 2009 11:02:19",0.0,0.0,0.98,74.00,31.36
"Jul 6 2009 11:02:20",0.0,0.0,1.14,74.00,31.36
"Jul 6 2009 11:02:21",0.0,0.0,0.98,74.00,31.36
"Jul 6 2009 11:02:22",0.0,0.0,1.06,74.00,31.36
"Jul 6 2009 11:02:23",0.0,0.0,1.02,74.00,32.75
"Jul 6 2009 11:02:24",0.0,0.0,1.10,74.00,32.75
"Jul 6 2009 11:02:26",0.0,0.0,1.02,74.00,32.75
"Jul 6 2009 11:02:27",0.0,0.0,0.94,75.00,32.75
"Jul 6 2009 11:02:28",0.0,0.0,1.06,75.00,32.75
"Jul 6 2009 11:02:29",0.0,0.0,0.94,75.00,32.75
"Jul 6 2009 11:02:30",0.0,0.0,0.98,75.00,32.75
"Jul 6 2009 11:02:31",0.0,0.0,0.94,73.00,32.75
"Jul 6 2009 11:02:32",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:33",0.0,0.0,1.06,73.00,32.75
"Jul 6 2009 11:02:34",0.0,0.0,0.90,73.00,32.75
"Jul 6 2009 11:02:35",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:36",0.0,0.0,0.98,73.00,32.75
"Jul 6 2009 11:02:37",0.0,0.0,0.98,73.00,32.75
"Jul 6 2009 11:02:39",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:40",0.0,0.0,1.06,73.00,32.75
"Jul 6 2009 11:02:41",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:42",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:43",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:44",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:45",0.0,0.0,1.06,73.00,32.75
"Jul 6 2009 11:02:46",0.0,0.0,1.02,73.00,32.75
"Jul 6 2009 11:02:47",0.0,0.0,1.06,75.00,32.75
"Jul 6 2009 11:02:48",0.0,0.0,1.02,74.00,32.75
"Jul 6 2009 11:02:49",0.0,0.0,0.98,74.00,32.75
"Jul 6 2009 11:02:50",0.0,0.0,1.10,75.00,32.75
"Jul 6 2009 11:02:52",0.0,0.0,1.06,75.00,34.13
"Jul 6 2009 11:02:53",0.0,0.0,1.10,73.00,32.75
"Jul 6 2009 11:02:54",0.0,0.0,1.06,74.00,32.75
"Jul 6 2009 11:02:55",0.0,0.0,1.02,74.00,34.13
"Jul 6 2009 11:02:56",0.0,0.0,0.98,74.00,34.13
"Jul 6 2009 11:02:57",0.0,0.0,1.14,74.00,34.13
"Jul 6 2009 11:02:58",0.0,0.0,1.06,74.00,34.13
"Jul 6 2009 11:02:59",0.0,0.0,1.06,74.00,34.13
"Jul 6 2009 11:03:00",0.0,0.0,1.02,74.00,34.13
"Jul 6 2009 11:03:01",0.0,0.0,0.98,75.00,34.13
"Jul 6 2009 11:03:02",0.0,0.0,0.82,75.00,34.13
"Jul 6 2009 11:03:03",0.0,0.0,0.70,75.00,34.13
"Jul 6 2009 11:03:05",0.0,0.0,1.26,75.00,34.13
"Jul 6 2009 11:03:06",0.0,0.0,0.86,74.00,34.13
"Jul 6 2009 11:03:07",0.0,0.0,0.78,74.00,34.13
"Jul 6 2009 11:03:08",0.0,0.0,1.06,74.00,34.13
"Jul 6 2009 11:03:09",0.0,0.0,1.02,75.00,34.13
"Jul 6 2009 11:03:10",0.0,0.0,1.06,75.00,34.13
"Jul 6 2009 11:03:11",0.0,0.0,1.02,75.00,34.13
"Jul 6 2009 11:03:12",0.0,0.0,0.78,75.00,34.13
"Jul 6 2009 11:03:13",0.0,0.0,0.78,75.00,34.13
"Jul 6 2009 11:03:14",0.0,0.0,0.90,75.00,35.52
"Jul 6 2009 11:03:15",0.0,0.0,1.02,75.00,35.52
"Jul 6 2009 11:03:16",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 11:03:18",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 11:03:19",0.0,0.0,0.90,75.00,35.52
"Jul 6 2009 11:03:20",0.0,0.0,0.82,75.00,35.52
"Jul 6 2009 11:03:21",0.0,0.0,1.26,75.00,35.52
"Jul 6 2009 11:03:22",0.0,0.0,1.02,75.00,35.52
"Jul 6 2009 11:03:23",0.0,0.0,1.02,75.00,35.52
"Jul 6 2009 11:03:24",0.0,0.0,1.30,74.00,35.52
"Jul 6 2009 11:03:25",0.0,0.0,1.10,74.00,35.52
"Jul 6 2009 11:03:26",0.0,0.0,1.02,74.00,35.52
"Jul 6 2009 11:03:27",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 11:03:28",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 11:03:30",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 11:03:31",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 11:03:32",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 11:03:33",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 11:03:34",0.0,0.0,0.86,75.00,35.52
"Jul 6 2009 11:03:35",0.0,0.0,1.02,75.00,35.52
"Jul 6 2009 11:03:36",0.0,0.0,1.26,75.00,35.52
"Jul 6 2009 11:03:37",0.0,0.0,1.18,75.00,35.52
"Jul 6 2009 11:03:38",0.0,0.0,1.14,75.00,35.52
"Jul 6 2009 11:03:39",0.0,0.0,1.42,75.00,35.52
"Jul 6 2009 11:03:40",0.0,0.0,0.82,75.00,35.52
"Jul 6 2009 11:03:41",0.0,0.0,1.30,75.00,35.52
