time,lat,lon,acc,light,temp
"Jul 6 2009 15:24:48",0.0,0.0,0.78,8.00,17.52
"Jul 6 2009 15:24:49",0.0,0.0,0.78,8.00,17.52
"Jul 6 2009 15:24:50",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:24:52",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 15:24:53",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:24:54",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:24:55",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:24:56",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 15:24:57",0.0,0.0,0.78,6.00,18.91
"Jul 6 2009 15:24:58",0.0,0.0,0.78,8.00,17.52
"Jul 6 2009 15:24:59",0.0,0.0,0.78,8.00,18.91
"Jul 6 2009 15:25:00",0.0,0.0,0.78,8.00,17.52
"Jul 6 2009 15:25:01",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 15:25:02",0.0,0.0,0.78,8.00,18.91
"Jul 6 2009 15:25:03",0.0,0.0,0.78,8.00,18.91
"Jul 6 2009 15:25:05",0.0,0.0,0.78,8.00,18.91
"Jul 6 2009 15:25:06",0.0,0.0,0.78,5.00,18.91
"Jul 6 2009 15:25:07",0.0,0.0,0.78,8.00,18.91
"Jul 6 2009 15:25:08",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:09",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:10",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 15:25:11",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:12",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:13",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:14",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:15",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:16",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 15:25:18",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:19",0.0,0.0,0.78,1.00,17.52
"Jul 6 2009 15:25:20",0.0,0.0,0.82,7.00,17.52
"Jul 6 2009 15:25:21",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:22",0.0,0.0,0.78,7.00,18.91
"Jul 6 2009 15:25:23",0.0,0.0,0.78,7.00,17.52
"Jul 6 2009 20:01:24",0.0,0.0,0.98,19.00,36.90
"Jul 6 2009 20:01:25",0.0,0.0,0.98,20.00,36.90
"Jul 6 2009 20:01:26",0.0,0.0,0.94,20.00,36.90
"Jul 6 2009 20:01:27",0.0,0.0,0.94,23.00,36.90
"Jul 6 2009 20:01:29",0.0,0.0,1.02,23.00,36.90
"Jul 6 2009 20:01:30",0.0,0.0,0.98,24.00,36.90
"Jul 6 2009 20:01:31",0.0,0.0,0.98,24.00,36.90
"Jul 6 2009 20:01:32",0.0,0.0,0.94,24.00,36.90
"Jul 6 2009 20:01:33",0.0,0.0,0.98,23.00,36.90
"Jul 6 2009 20:01:34",0.0,0.0,0.98,23.00,36.90
"Jul 6 2009 20:05:04",0.0,0.0,0.98,9.00,35.52
"Jul 6 2009 20:05:06",0.0,0.0,1.02,4.00,35.52
"Jul 6 2009 20:05:07",0.0,0.0,1.02,0.00,35.52
"Jul 6 2009 20:05:08",0.0,0.0,0.90,0.00,35.52
"Jul 6 2009 20:05:09",0.0,0.0,0.94,0.00,35.52
"Jul 6 2009 20:05:10",0.0,0.0,0.78,1.00,35.52
"Jul 6 2009 20:05:11",0.0,0.0,1.02,1.00,35.52
"Jul 6 2009 20:05:12",0.0,0.0,1.18,1.00,35.52
"Jul 6 2009 20:05:13",0.0,0.0,0.98,1.00,35.52
"Jul 6 2009 20:05:14",0.0,0.0,1.02,0.00,35.52
"Jul 6 2009 20:05:15",0.0,0.0,0.94,1.00,35.52
"Jul 6 2009 20:05:16",0.0,0.0,0.98,1.00,35.52
"Jul 6 2009 20:05:17",0.0,0.0,0.98,3.00,35.52
"Jul 6 2009 20:05:19",0.0,0.0,0.98,3.00,35.52
"Jul 6 2009 20:05:20",0.0,0.0,1.02,3.00,35.52
"Jul 6 2009 20:05:21",0.0,0.0,0.94,2.00,35.52
"Jul 6 2009 20:05:22",0.0,0.0,0.94,1.00,35.52
"Jul 6 2009 20:05:23",0.0,0.0,0.94,2.00,35.52
"Jul 6 2009 20:05:24",0.0,0.0,1.02,3.00,35.52
"Jul 6 2009 20:05:25",0.0,0.0,1.02,1.00,35.52
"Jul 6 2009 20:05:26",0.0,0.0,1.02,1.00,35.52
"Jul 6 2009 20:05:27",0.0,0.0,0.98,1.00,35.52
"Jul 6 2009 20:05:28",0.0,0.0,0.90,2.00,35.52
"Jul 6 2009 20:05:29",0.0,0.0,0.94,0.00,35.52
"Jul 6 2009 20:05:31",0.0,0.0,0.98,0.00,35.52
"Jul 6 2009 20:05:32",0.0,0.0,0.90,1.00,35.52
"Jul 6 2009 20:05:33",0.0,0.0,0.94,1.00,35.52
"Jul 6 2009 20:05:34",0.0,0.0,0.94,1.00,35.52
"Jul 6 2009 20:05:35",0.0,0.0,0.98,1.00,35.52
"Jul 6 2009 20:05:36",0.0,0.0,1.06,0.00,35.52
"Jul 6 2009 20:05:37",0.0,0.0,0.98,1.00,35.52
"Jul 6 2009 20:05:38",0.0,0.0,0.94,1.00,35.52
"Jul 6 2009 20:05:39",0.0,0.0,1.02,1.00,35.52
"Jul 6 2009 20:05:40",0.0,0.0,1.02,0.00,35.52
"Jul 6 2009 20:05:41",0.0,0.0,0.70,0.00,35.52
"Jul 6 2009 20:05:42",0.0,0.0,0.86,3.00,35.52
"Jul 6 2009 20:05:44",0.0,0.0,1.14,14.00,35.52
"Jul 6 2009 20:05:45",0.0,0.0,0.78,3.00,35.52
"Jul 6 2009 20:05:46",0.0,0.0,1.34,0.00,35.52
"Jul 6 2009 20:05:47",0.0,0.0,1.10,16.00,35.52
"Jul 6 2009 20:05:48",0.0,0.0,0.74,4.00,35.52
"Jul 6 2009 20:05:49",0.0,0.0,1.30,0.00,35.52
"Jul 6 2009 20:05:50",0.0,0.0,1.06,0.00,35.52
"Jul 6 2009 20:05:51",0.0,0.0,0.90,0.00,35.52
"Jul 6 2009 20:05:52",0.0,0.0,1.10,0.00,35.52
"Jul 6 2009 20:05:53",0.0,0.0,1.10,1.00,35.52
"Jul 6 2009 20:05:54",0.0,0.0,0.98,2.00,35.52
"Jul 6 2009 20:05:55",0.0,0.0,0.94,2.00,35.52
"Jul 6 2009 20:05:57",0.0,0.0,0.98,9.00,35.52
"Jul 6 2009 20:05:58",0.0,0.0,1.22,4.00,35.52
"Jul 6 2009 20:05:59",0.0,0.0,0.98,0.00,35.52
"Jul 6 2009 20:06:00",0.0,0.0,1.10,0.00,35.52
"Jul 6 2009 20:06:01",0.0,0.0,1.06,2.00,35.52
"Jul 6 2009 20:06:02",0.0,0.0,1.22,4.00,35.52
"Jul 6 2009 20:06:03",0.0,0.0,1.02,1.00,35.52
"Jul 6 2009 20:06:04",0.0,0.0,1.22,0.00,35.52
"Jul 6 2009 20:06:05",0.0,0.0,1.18,1.00,35.52
"Jul 6 2009 20:06:06",0.0,0.0,1.06,0.00,35.52
"Jul 6 2009 20:06:07",0.0,0.0,0.98,0.00,35.52
"Jul 6 2009 20:06:08",0.0,0.0,1.10,1.00,35.52
"Jul 6 2009 20:06:10",0.0,0.0,1.22,4.00,35.52
"Jul 6 2009 20:06:11",0.0,0.0,1.14,4.00,35.52
"Jul 6 2009 20:06:12",0.0,0.0,1.50,7.00,35.52
"Jul 6 2009 20:06:13",0.0,0.0,1.06,3.00,35.52
"Jul 6 2009 20:06:14",0.0,0.0,0.74,3.00,35.52
"Jul 6 2009 20:06:15",0.0,0.0,0.90,3.00,35.52
"Jul 6 2009 20:06:16",0.0,0.0,1.50,4.00,35.52
"Jul 6 2009 20:06:17",0.0,0.0,1.06,3.00,35.52
"Jul 6 2009 20:06:18",0.0,0.0,1.10,23.00,35.52
"Jul 6 2009 20:06:19",0.0,0.0,0.82,24.00,35.52
"Jul 6 2009 20:06:20",0.0,0.0,0.66,30.00,35.52
"Jul 6 2009 20:06:21",0.0,0.0,0.58,37.00,35.52
"Jul 6 2009 20:06:23",0.0,0.0,0.58,30.00,35.52
"Jul 6 2009 20:06:24",0.0,0.0,1.54,32.00,35.52
"Jul 6 2009 20:06:25",0.0,0.0,0.94,39.00,35.52
"Jul 6 2009 20:06:26",0.0,0.0,0.94,47.00,35.52
"Jul 6 2009 20:06:27",0.0,0.0,1.30,46.00,35.52
"Jul 6 2009 20:06:28",0.0,0.0,1.34,49.00,35.52
"Jul 6 2009 20:06:29",0.0,0.0,1.42,60.00,35.52
"Jul 6 2009 20:06:30",0.0,0.0,1.30,67.00,35.52
"Jul 6 2009 20:06:31",0.0,0.0,0.66,69.00,35.52
"Jul 6 2009 20:06:32",0.0,0.0,0.66,70.00,35.52
"Jul 6 2009 20:06:33",0.0,0.0,0.86,71.00,35.52
"Jul 6 2009 20:06:35",0.0,0.0,0.82,72.00,35.52
"Jul 6 2009 20:06:36",0.0,0.0,1.10,72.00,34.13
"Jul 6 2009 20:06:37",0.0,0.0,1.14,72.00,35.52
"Jul 6 2009 20:06:38",0.0,0.0,0.66,72.00,34.13
"Jul 6 2009 20:06:39",0.0,0.0,0.62,72.00,34.13
"Jul 6 2009 20:06:40",0.0,0.0,0.86,72.00,34.13
"Jul 6 2009 20:06:41",0.0,0.0,1.02,73.00,35.52
"Jul 6 2009 20:06:42",0.0,0.0,0.86,75.00,34.13
"Jul 6 2009 20:06:43",0.0,0.0,1.22,74.00,34.13
"Jul 6 2009 20:06:44",0.0,0.0,1.18,75.00,34.13
"Jul 6 2009 20:06:45",0.0,0.0,0.90,74.00,35.52
"Jul 6 2009 20:06:46",0.0,0.0,0.86,75.00,35.52
"Jul 6 2009 20:06:48",0.0,0.0,1.06,74.00,35.52
"Jul 6 2009 20:06:49",0.0,0.0,1.30,74.00,35.52
"Jul 6 2009 20:06:50",0.0,0.0,1.74,75.00,35.52
"Jul 6 2009 20:06:51",0.0,0.0,0.90,75.00,35.52
"Jul 6 2009 20:06:52",0.0,0.0,0.98,73.00,35.52
"Jul 6 2009 20:06:53",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 20:06:54",0.0,0.0,1.02,74.00,35.52
"Jul 6 2009 20:06:55",0.0,0.0,1.06,74.00,35.52
"Jul 6 2009 20:06:56",0.0,0.0,0.18,74.00,35.52
"Jul 6 2009 20:06:57",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 20:06:58",0.0,0.0,1.38,75.00,35.52
"Jul 6 2009 20:06:59",0.0,0.0,0.90,75.00,35.52
"Jul 6 2009 20:07:01",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 20:07:02",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 20:07:03",0.0,0.0,0.90,73.00,35.52
"Jul 6 2009 20:07:04",0.0,0.0,0.94,74.00,35.52
"Jul 6 2009 20:07:05",0.0,0.0,0.90,74.00,35.52
"Jul 6 2009 20:07:06",0.0,0.0,0.94,75.00,35.52
"Jul 6 2009 20:07:07",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 20:07:08",0.0,0.0,0.98,74.00,35.52
"Jul 6 2009 20:07:09",0.0,0.0,0.94,75.00,35.52
"Jul 6 2009 20:07:10",0.0,0.0,0.98,75.00,35.52
"Jul 6 2009 20:07:11",0.0,0.0,0.94,74.00,35.52
"Jul 6 2009 20:07:13",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 20:07:14",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 20:07:15",0.0,0.0,0.90,73.00,35.52
"Jul 6 2009 20:07:16",0.0,0.0,0.94,74.00,35.52
"Jul 6 2009 11:02:48",0.0,0.0,0.98,74.00,35.52
"Jul 6 2009 11:02:49",0.0,0.0,0.94,74.00,35.52
"Jul 6 2009 11:02:50",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 11:02:51",0.0,0.0,1.06,73.00,35.52
"Jul 6 2009 11:02:52",0.0,0.0,0.82,74.00,35.52
"Jul 6 2009 11:02:53",0.0,0.0,1.14,73.00,35.52
"Jul 6 2009 11:02:54",0.0,0.0,0.90,75.00,35.52
"Jul 6 2009 11:02:55",0.0,0.0,0.94,75.00,35.52
"Jul 6 2009 11:02:57",0.0,0.0,1.30,73.00,35.52
"Jul 6 2009 11:02:58",0.0,0.0,1.10,75.00,35.52
"Jul 6 2009 11:02:59",0.0,0.0,1.10,73.00,35.52
"Jul 6 2009 11:03:00",0.0,0.0,1.06,73.00,35.52
"Jul 6 2009 11:03:01",0.0,0.0,1.06,73.00,35.52
"Jul 6 2009 11:03:02",0.0,0.0,0.98,74.00,36.90
"Jul 6 2009 11:03:03",0.0,0.0,1.06,75.00,35.52
"Jul 6 2009 11:03:04",0.0,0.0,0.98,73.00,35.52
"Jul 6 2009 11:03:05",0.0,0.0,1.06,73.00,35.52
"Jul 6 2009 11:03:06",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 11:03:07",0.0,0.0,1.50,72.00,35.52
"Jul 6 2009 11:03:09",0.0,0.0,0.94,73.00,35.52
"Jul 6 2009 11:03:10",0.0,0.0,1.02,72.00,35.52
"Jul 6 2009 11:03:11",0.0,0.0,0.98,74.00,35.52
"Jul 6 2009 11:03:12",0.0,0.0,0.82,73.00,36.90
"Jul 6 2009 11:03:13",0.0,0.0,1.14,75.00,36.90
"Jul 6 2009 11:03:14",0.0,0.0,0.90,75.00,36.90
"Jul 6 2009 11:03:15",0.0,0.0,0.98,75.00,36.90
"Jul 6 2009 11:03:16",0.0,0.0,1.06,75.00,36.90
"Jul 6 2009 11:03:17",0.0,0.0,0.86,74.00,36.90
"Jul 6 2009 11:03:18",0.0,0.0,0.98,75.00,36.90
"Jul 6 2009 11:03:19",0.0,0.0,0.98,73.00,36.90
"Jul 6 2009 11:03:20",0.0,0.0,1.10,73.00,36.90
"Jul 6 2009 11:03:22",0.0,0.0,0.94,73.00,36.90
