time,lat,lon,acc,light,temp
"Jul 6 2009 20:03:26",0.0,0.0,0.94,20.00,31.36
"Jul 6 2009 20:03:27",0.0,0.0,0.90,21.00,31.36
"Jul 6 2009 20:03:28",0.0,0.0,1.30,21.00,31.36
"Jul 6 2009 20:03:29",0.0,0.0,0.94,26.00,31.36
"Jul 6 2009 20:03:31",0.0,0.0,0.86,19.00,31.36
"Jul 6 2009 20:03:32",0.0,0.0,0.70,16.00,31.36
"Jul 6 2009 20:03:33",0.0,0.0,1.06,26.00,31.36
"Jul 6 2009 20:03:34",0.0,0.0,0.98,41.00,31.36
"Jul 6 2009 20:03:35",0.0,0.0,0.78,49.00,31.36
"Jul 6 2009 20:03:36",0.0,0.0,0.86,50.00,31.36
"Jul 6 2009 20:03:37",0.0,0.0,0.90,12.00,31.36
"Jul 6 2009 20:03:38",0.0,0.0,0.66,20.00,31.36
"Jul 6 2009 20:03:39",0.0,0.0,0.86,18.00,31.36
"Jul 6 2009 20:03:40",0.0,0.0,1.02,5.00,31.36
"Jul 6 2009 20:03:41",0.0,0.0,1.10,5.00,31.36
"Jul 6 2009 20:03:42",0.0,0.0,1.02,2.00,31.36
"Jul 6 2009 20:03:43",0.0,0.0,0.90,14.00,31.36
"Jul 6 2009 20:03:45",0.0,0.0,0.78,21.00,31.36
"Jul 6 2009 20:03:46",0.0,0.0,0.82,0.00,31.36
"Jul 6 2009 20:03:47",0.0,0.0,0.82,0.00,31.36
"Jul 6 2009 20:03:48",0.0,0.0,0.86,2.00,31.36
"Jul 6 2009 20:03:49",0.0,0.0,1.22,4.00,31.36
"Jul 6 2009 20:03:50",0.0,0.0,1.06,5.00,31.36
"Jul 6 2009 20:03:51",0.0,0.0,1.14,2.00,31.36
"Jul 6 2009 20:03:52",0.0,0.0,1.06,0.00,31.36
"Jul 6 2009 20:03:53",0.0,0.0,1.26,5.00,31.36
"Jul 6 2009 20:03:54",0.0,0.0,0.82,1.00,31.36
"Jul 6 2009 20:03:55",0.0,0.0,1.30,1.00,32.75
"Jul 6 2009 20:03:56",0.0,0.0,0.78,3.00,32.75
"Jul 6 2009 20:03:58",0.0,0.0,0.98,11.00,32.75
"Jul 6 2009 20:03:59",0.0,0.0,1.22,3.00,32.75
"Jul 6 2009 20:04:00",0.0,0.0,0.82,0.00,32.75
"Jul 6 2009 20:04:01",0.0,0.0,0.86,0.00,32.75
"Jul 6 2009 20:04:02",0.0,0.0,0.94,0.00,32.75
"Jul 6 2009 20:04:03",0.0,0.0,0.78,0.00,32.75
"Jul 6 2009 20:04:04",0.0,0.0,1.06,1.00,32.75
"Jul 6 2009 20:04:05",0.0,0.0,1.02,1.00,32.75
"Jul 6 2009 20:04:06",0.0,0.0,1.06,8.00,32.75
"Jul 6 2009 20:04:07",0.0,0.0,0.82,7.00,32.75
"Jul 6 2009 20:04:08",0.0,0.0,0.86,7.00,32.75
"Jul 6 2009 20:04:09",0.0,0.0,0.62,11.00,32.75
"Jul 6 2009 20:04:10",0.0,0.0,0.86,9.00,32.75
"Jul 6 2009 20:04:12",0.0,0.0,0.82,6.00,32.75
"Jul 6 2009 20:04:13",0.0,0.0,0.74,6.00,32.75
"Jul 6 2009 20:04:14",0.0,0.0,1.02,13.00,32.75
"Jul 6 2009 20:04:15",0.0,0.0,0.90,4.00,32.75
"Jul 6 2009 20:04:16",0.0,0.0,0.94,3.00,32.75
"Jul 6 2009 20:04:17",0.0,0.0,0.74,1.00,32.75
"Jul 6 2009 20:04:18",0.0,0.0,0.82,1.00,32.75
"Jul 6 2009 20:04:19",0.0,0.0,1.02,3.00,32.75
"Jul 6 2009 20:04:20",0.0,0.0,0.94,9.00,32.75
"Jul 6 2009 20:04:21",0.0,0.0,0.78,8.00,32.75
"Jul 6 2009 20:04:22",0.0,0.0,0.90,0.00,32.75
"Jul 6 2009 20:04:23",0.0,0.0,0.94,0.00,32.75
"Jul 6 2009 20:04:24",0.0,0.0,1.10,1.00,32.75
"Jul 6 2009 20:04:26",0.0,0.0,1.14,1.00,32.75
"Jul 6 2009 20:04:27",0.0,0.0,0.94,3.00,32.75
"Jul 6 2009 20:04:28",0.0,0.0,0.98,0.00,32.75
"Jul 6 2009 20:04:29",0.0,0.0,0.70,0.00,32.75
"Jul 6 2009 20:04:30",0.0,0.0,1.06,0.00,32.75
"Jul 6 2009 20:04:31",0.0,0.0,1.02,0.00,32.75
"Jul 6 2009 20:04:32",0.0,0.0,0.70,0.00,32.75
"Jul 6 2009 20:04:33",0.0,0.0,0.94,0.00,32.75
"Jul 6 2009 20:04:34",0.0,0.0,1.02,0.00,32.75
"Jul 6 2009 19:59:52",0.0,0.0,0.90,27.00,32.75
"Jul 6 2009 19:59:53",0.0,0.0,0.82,16.00,32.75
"Jul 6 2009 19:59:54",0.0,0.0,1.26,12.00,32.75
"Jul 6 2009 19:59:55",0.0,0.0,1.02,10.00,32.75
"Jul 6 2009 19:59:56",0.0,0.0,0.86,16.00,32.75
"Jul 6 2009 19:59:58",0.0,0.0,0.62,25.00,32.75
"Jul 6 2009 19:59:59",0.0,0.0,0.98,37.00,32.75
"Jul 6 2009 20:00:00",0.0,0.0,0.86,51.00,32.75
