time,lat,lon,acc,light,temp
"Jul 6 2009 20:02:49",0.0,0.0,0.98,13.00,34.13
"Jul 6 2009 20:02:50",0.0,0.0,0.98,1.00,34.13
"Jul 6 2009 20:02:51",0.0,0.0,1.14,6.00,34.13
"Jul 6 2009 20:02:52",0.0,0.0,0.98,26.00,34.13
"Jul 6 2009 20:02:53",0.0,0.0,1.14,22.00,34.13
"Jul 6 2009 20:02:54",0.0,0.0,0.94,20.00,34.13
"Jul 6 2009 20:02:55",0.0,0.0,0.78,19.00,34.13
"Jul 6 2009 20:02:56",0.0,0.0,0.86,27.00,34.13
"Jul 6 2009 20:02:57",0.0,0.0,0.94,20.00,34.13
"Jul 6 2009 20:02:58",0.0,0.0,1.10,27.00,34.13
"Jul 6 2009 20:02:59",0.0,0.0,1.02,49.00,34.13
"Jul 6 2009 20:03:01",0.0,0.0,1.06,36.00,34.13
"Jul 6 2009 20:03:02",0.0,0.0,1.02,41.00,34.13
"Jul 6 2009 20:03:03",0.0,0.0,1.02,47.00,34.13
"Jul 6 2009 20:03:04",0.0,0.0,0.94,38.00,34.13
"Jul 6 2009 20:03:05",0.0,0.0,1.34,26.00,34.13
"Jul 6 2009 20:03:06",0.0,0.0,1.14,23.00,34.13
"Jul 6 2009 20:03:07",0.0,0.0,1.10,37.00,34.13
"Jul 6 2009 20:03:08",0.0,0.0,0.78,8.00,34.13
"Jul 6 2009 20:03:09",0.0,0.0,0.94,8.00,34.13
"Jul 6 2009 20:03:10",0.0,0.0,0.98,30.00,34.13
"Jul 6 2009 20:03:11",0.0,0.0,0.90,29.00,34.13
"Jul 6 2009 20:03:13",0.0,0.0,1.10,30.00,34.13
"Jul 6 2009 20:03:14",0.0,0.0,1.02,23.00,34.13
"Jul 6 2009 20:03:15",0.0,0.0,1.02,30.00,34.13
"Jul 6 2009 20:03:16",0.0,0.0,0.98,31.00,34.13
"Jul 6 2009 20:03:17",0.0,0.0,0.94,41.00,34.13
"Jul 6 2009 20:03:18",0.0,0.0,0.98,36.00,34.13
"Jul 6 2009 20:03:19",0.0,0.0,1.02,23.00,34.13
"Jul 6 2009 20:03:20",0.0,0.0,0.98,29.00,34.13
"Jul 6 2009 20:03:21",0.0,0.0,1.02,38.00,34.13
"Jul 6 2009 20:03:22",0.0,0.0,0.98,15.00,34.13
"Jul 6 2009 20:03:23",0.0,0.0,0.94,9.00,34.13
"Jul 6 2009 20:03:25",0.0,0.0,0.90,9.00,35.52
"Jul 6 2009 20:03:26",0.0,0.0,1.02,19.00,34.13
"Jul 6 2009 20:03:27",0.0,0.0,0.90,15.00,35.52
"Jul 6 2009 20:03:28",0.0,0.0,1.18,12.00,34.13
"Jul 6 2009 20:03:29",0.0,0.0,1.06,32.00,34.13
"Jul 6 2009 20:03:30",0.0,0.0,0.86,34.00,34.13
"Jul 6 2009 20:03:31",0.0,0.0,1.02,21.00,34.13
"Jul 6 2009 20:03:32",0.0,0.0,0.82,0.00,34.13
"Jul 6 2009 20:03:33",0.0,0.0,0.94,1.00,34.13
"Jul 6 2009 20:03:34",0.0,0.0,1.30,9.00,34.13
"Jul 6 2009 20:03:35",0.0,0.0,1.10,2.00,34.13
"Jul 6 2009 20:03:36",0.0,0.0,0.94,12.00,34.13
"Jul 6 2009 20:03:38",0.0,0.0,0.90,2.00,34.13
"Jul 6 2009 20:03:39",0.0,0.0,0.54,5.00,34.13
"Jul 6 2009 20:03:40",0.0,0.0,0.86,4.00,34.13
"Jul 6 2009 20:03:41",0.0,0.0,0.70,1.00,34.13
"Jul 6 2009 20:03:42",0.0,0.0,0.82,2.00,34.13
"Jul 6 2009 20:03:43",0.0,0.0,0.62,10.00,34.13
"Jul 6 2009 20:03:44",0.0,0.0,0.74,16.00,34.13
"Jul 6 2009 20:04:00",0.0,0.0,0.74,10.00,34.13
"Jul 6 2009 20:04:01",0.0,0.0,1.26,9.00,34.13
"Jul 6 2009 20:04:03",0.0,0.0,0.98,9.00,34.13
"Jul 6 2009 20:04:04",0.0,0.0,0.94,9.00,34.13
"Jul 6 2009 20:04:05",0.0,0.0,1.02,9.00,34.13
"Jul 6 2009 20:04:06",0.0,0.0,1.30,6.00,34.13
"Jul 6 2009 20:04:07",0.0,0.0,0.90,1.00,34.13
"Jul 6 2009 20:04:08",0.0,0.0,1.74,0.00,34.13
"Jul 6 2009 20:04:09",0.0,0.0,0.98,3.00,34.13
"Jul 6 2009 20:04:10",0.0,0.0,0.98,4.00,34.13
"Jul 6 2009 20:04:11",0.0,0.0,1.54,6.00,34.13
"Jul 6 2009 20:04:12",0.0,0.0,1.34,3.00,34.13
"Jul 6 2009 20:04:13",0.0,0.0,0.94,1.00,34.13
"Jul 6 2009 20:04:15",0.0,0.0,0.78,3.00,34.13
"Jul 6 2009 20:04:16",0.0,0.0,1.02,1.00,34.13
"Jul 6 2009 20:04:17",0.0,0.0,1.30,5.00,34.13
"Jul 6 2009 20:04:18",0.0,0.0,1.46,3.00,34.13
"Jul 6 2009 20:04:19",0.0,0.0,1.22,1.00,34.13
"Jul 6 2009 20:04:20",0.0,0.0,2.14,3.00,34.13
"Jul 6 2009 20:04:21",0.0,0.0,2.90,3.00,34.13
"Jul 6 2009 20:04:22",0.0,0.0,-5.00,12.00,34.13
"Jul 6 2009 20:04:23",0.0,0.0,4.57,12.00,34.13
"Jul 6 2009 20:04:24",0.0,0.0,1.02,17.00,34.13
"Jul 6 2009 20:04:25",0.0,0.0,0.94,19.00,34.13
"Jul 6 2009 20:04:27",0.0,0.0,0.74,0.00,34.13
"Jul 6 2009 20:04:28",0.0,0.0,1.46,0.00,34.13
"Jul 6 2009 20:04:29",0.0,0.0,0.66,0.00,34.13
"Jul 6 2009 20:04:30",0.0,0.0,0.90,1.00,34.13
"Jul 6 2009 20:04:31",0.0,0.0,1.06,0.00,34.13
"Jul 6 2009 20:04:32",0.0,0.0,0.94,2.00,34.13
"Jul 6 2009 20:04:33",0.0,0.0,0.98,1.00,34.13
"Jul 6 2009 20:04:34",0.0,0.0,0.98,2.00,34.13
"Jul 6 2009 20:04:35",0.0,0.0,0.98,0.00,34.13
"Jul 6 2009 20:04:36",0.0,0.0,0.94,3.00,34.13
"Jul 6 2009 20:04:37",0.0,0.0,1.02,1.00,34.13
"Jul 6 2009 20:04:39",0.0,0.0,0.90,1.00,34.13
"Jul 6 2009 20:04:40",0.0,0.0,0.82,3.00,34.13
"Jul 6 2009 20:04:41",0.0,0.0,0.94,1.00,34.13
"Jul 6 2009 20:04:42",0.0,0.0,0.94,0.00,34.13
"Jul 6 2009 20:04:43",0.0,0.0,2.14,1.00,34.13
"Jul 6 2009 20:04:44",0.0,0.0,1.14,1.00,34.13
"Jul 6 2009 20:04:45",0.0,0.0,1.10,1.00,34.13
