time,light,temperature
1277724060,225.69,23.14
1277724120,246.44,23.14
1277724180,266.96,23.14
1277724240,259.52,23.14
1277724300,240.80,23.14
1277724360,218.10,23.14
1277724420,206.65,23.47
1277724480,197.06,23.47
1277724540,206.65,23.47
1277724600,233.26,23.47
1277724660,250.19,23.47
1277724720,259.52,23.47
1277724780,270.67,23.47
1277724840,270.67,23.47
1277724900,281.75,23.47
1277724960,294.60,23.47
1277725020,285.43,23.47
1277725080,253.93,23.47
1277725140,212.38,23.47
1277725200,185.49,23.47
1277725260,164.11,23.47
1277725320,136.59,23.47
1277725380,112.72,23.47
1277725440,94.65,23.47
1277725500,86.57,23.47
1277725560,82.52,23.47
1277725620,76.43,23.47
1277725680,68.29,23.47
1277725740,62.16,23.47
1277725800,53.97,23.47
1277725860,47.80,23.47
1277725920,45.74,23.47
1277725980,43.68,23.79
1277726040,43.68,23.47
1277726100,41.62,23.79
1277726160,39.56,23.47
1277726220,35.42,23.79
1277726280,31.28,23.79
1277726340,27.13,23.79
1277726400,25.06,23.79
1277726460,22.98,23.79
1277726520,22.98,23.47
1277726580,20.90,23.79
1277726640,18.82,23.79
1277726700,18.82,23.79
1277726760,16.73,23.79
1277726820,16.73,23.79
1277726880,14.65,23.79
1277726940,12.56,23.79
1277727000,10.47,23.79
1277727060,8.38,23.79
1277727120,6.29,23.79
1277727180,4.19,23.79
1277727240,4.19,23.79
1277727300,2.10,23.79
1277727360,2.10,23.79
1277727420,0.00,23.79
1277727480,0.00,23.79
1277727540,0.00,23.79
1277727600,0.00,23.79
1277727660,0.00,23.79
1277727720,0.00,23.79
1277727780,0.00,23.79
1277727840,0.00,23.79
1277727900,0.00,23.79
1277727960,0.00,23.79
1277728020,0.00,23.79
1277728080,0.00,23.79
1277728140,0.00,23.79
1277728200,0.00,23.79
1277728260,0.00,23.79
1277728320,0.00,23.79
1277728380,0.00,23.79
1277728440,0.00,23.79
1277728500,0.00,23.79
1277728560,0.00,23.79
1277728620,0.00,23.79
1277728680,0.00,23.79
1277728740,0.00,23.79
1277728800,0.00,23.79
1277728860,0.00,23.79
1277728920,0.00,23.79
1277728980,0.00,23.79
1277729040,0.00,23.79
1277729100,0.00,23.79
1277729160,0.00,23.79
1277729220,0.00,23.79
1277729280,0.00,23.79
1277729340,0.00,23.79
1277729400,0.00,23.79
1277729460,0.00,23.79
1277729520,0.00,23.79
1277729580,0.00,23.79
1277729640,0.00,23.79
1277729700,0.00,23.79
1277729760,0.00,23.79
1277729820,0.00,23.79
1277729880,0.00,23.79
1277729940,0.00,23.79
1277730000,0.00,23.79
1277730060,0.00,23.79
1277730120,0.00,23.79
1277730180,0.00,23.79
1277730240,0.00,23.79
1277730300,0.00,23.79
1277730360,0.00,23.79
1277730420,0.00,23.79
1277730480,0.00,23.79
1277730540,0.00,23.79
1277730600,0.00,23.79
1277730660,0.00,23.79
1277730720,0.00,23.79
1277730780,0.00,23.79
1277730840,0.00,23.79
1277730900,0.00,23.79
1277730960,0.00,23.79
1277731020,0.00,23.79
1277731080,0.00,23.79
1277731140,0.00,23.79
1277731200,0.00,23.79
1277731260,0.00,23.79
1277731320,0.00,23.79
1277731380,0.00,23.79
1277731440,0.00,23.79
1277731500,0.00,23.79
1277731560,0.00,23.79
1277731620,0.00,23.79
1277731680,0.00,23.79
1277731740,0.00,23.79
1277731800,0.00,23.79
1277731860,0.00,23.79
1277731920,0.00,23.79
1277731980,0.00,23.79
1277732040,0.00,23.79
1277732100,0.00,23.79
1277732160,0.00,23.79
1277732220,0.00,23.79
1277732280,0.00,23.79
1277732340,0.00,23.79
1277732400,0.00,23.79
1277732460,0.00,23.79
1277732520,0.00,23.79
1277732580,0.00,23.79
1277732640,0.00,23.79
1277732700,0.00,23.79
1277732760,0.00,23.79
1277732820,0.00,23.79
1277732880,0.00,23.79
1277732940,0.00,23.79
1277733000,0.00,23.79
1277733060,0.00,23.79
1277733120,0.00,23.79
1277733180,0.00,23.47
1277733240,0.00,23.79
1277733300,0.00,23.79
1277733360,0.00,23.47
1277733420,0.00,23.47
1277733480,0.00,23.79
1277733540,0.00,23.79
1277733600,0.00,23.47
1277733660,0.00,23.47
1277733720,0.00,23.47
1277733780,0.00,23.79
1277733840,0.00,23.79
1277733900,0.00,23.47
1277733960,0.00,23.47
1277734020,0.00,23.79
1277734080,0.00,23.79
1277734140,0.00,23.79
1277734200,0.00,23.47
1277734260,0.00,23.47
1277734320,0.00,23.47
1277734380,0.00,23.47
1277734440,0.00,23.47
1277734500,0.00,23.79
1277734560,0.00,23.47
1277734620,0.00,23.47
1277734680,0.00,23.47
1277734740,0.00,23.47
1277734800,0.00,23.47
1277734860,0.00,23.47
1277734920,0.00,23.47
1277734980,0.00,23.47
1277735040,0.00,23.47
1277735100,0.00,23.47
1277735160,0.00,23.47
1277735220,0.00,23.47
1277735280,0.00,23.47
1277735340,0.00,23.47
1277735400,0.00,23.47
1277735460,0.00,23.47
1277735520,0.00,23.47
1277735580,0.00,23.47
1277735640,0.00,23.47
1277735700,0.00,23.47
1277735760,0.00,23.47
1277735820,0.00,23.47
1277735880,0.00,23.47
1277735940,0.00,23.47
1277736000,0.00,23.47
1277736060,0.00,23.47
1277736120,0.00,23.47
1277736180,0.00,23.47
1277736240,0.00,23.47
1277736300,0.00,23.47
1277736360,0.00,23.47
1277736420,0.00,23.47
1277736480,0.00,23.47
1277736540,0.00,23.47
1277736600,0.00,23.47
1277736660,0.00,23.47
1277736720,0.00,23.47
1277736780,0.00,23.47
1277736840,0.00,23.47
1277736900,0.00,23.47
1277736960,0.00,23.47
1277737020,0.00,23.47
1277737080,0.00,23.47
1277737140,0.00,23.47
1277737200,0.00,23.47
1277737260,0.00,23.47
1277737320,0.00,23.47
1277737380,0.00,23.47
1277737440,0.00,23.47
1277737500,0.00,23.47
1277737560,0.00,23.47
1277737620,0.00,23.47
1277737680,0.00,23.47
1277737740,0.00,23.47
1277737800,0.00,23.47
1277737860,0.00,23.47
1277737920,0.00,23.47
1277737980,0.00,23.47
1277738040,0.00,23.47
1277738100,0.00,23.47
1277738160,0.00,23.47
1277738220,0.00,23.47
1277738280,0.00,23.47
1277738340,0.00,23.47
1277738400,0.00,23.47
1277738460,0.00,23.47
1277738520,0.00,23.47
1277738580,0.00,23.47
1277738640,0.00,23.47
1277738700,0.00,23.47
1277738760,0.00,23.47
1277738820,0.00,23.47
1277738880,0.00,23.47
1277738940,0.00,23.47
1277739000,0.00,23.47
1277739060,0.00,23.47
1277739120,0.00,23.47
1277739180,0.00,23.47
1277739240,0.00,23.47
1277739300,0.00,23.47
1277739360,0.00,23.47
1277739420,0.00,23.47
1277739480,0.00,23.47
1277739540,0.00,23.47
1277739600,0.00,23.47
1277739660,0.00,23.47
1277739720,0.00,23.47
1277739780,0.00,23.14
1277739840,0.00,23.14
1277739900,0.00,23.14
1277739960,0.00,23.47
1277740020,0.00,23.14
1277740080,0.00,23.14
1277740140,0.00,23.47
1277740200,0.00,23.47
1277740260,0.00,23.14
1277740320,0.00,23.14
1277740380,0.00,23.14
1277740440,0.00,23.14
1277740500,0.00,23.47
1277740560,0.00,23.14
1277740620,0.00,23.14
1277740680,0.00,23.14
1277740740,0.00,23.14
1277740800,0.00,23.14
1277740860,0.00,23.14
1277740920,0.00,23.14
1277740980,0.00,23.14
1277741040,0.00,23.14
1277741100,0.00,23.14
1277741160,0.00,23.14
1277741220,0.00,23.14
1277741280,0.00,23.14
1277741340,0.00,23.47
1277741400,0.00,23.14
1277741460,0.00,23.14
1277741520,0.00,23.14
1277741580,0.00,23.14
1277741640,0.00,23.14
1277741700,0.00,23.14
1277741760,0.00,23.14
1277741820,0.00,23.14
1277741880,0.00,23.14
1277741940,0.00,23.14
1277742000,0.00,23.14
1277742060,0.00,23.14
1277742120,0.00,23.14
1277742180,0.00,23.14
1277742240,0.00,23.14
1277742300,0.00,23.14
1277742360,0.00,23.14
1277742420,0.00,23.14
1277742480,0.00,23.14
1277742540,0.00,23.14
1277742600,0.00,23.14
1277742660,0.00,23.14
1277742720,0.00,23.14
1277742780,0.00,23.14
1277742840,0.00,23.14
1277742900,0.00,23.14
1277742960,0.00,23.14
1277743020,0.00,23.14
1277743080,0.00,23.14
1277743140,0.00,23.14
1277743200,0.00,23.14
1277743260,0.00,23.14
1277743320,0.00,23.14
1277743380,0.00,23.14
1277743440,0.00,23.14
1277743500,0.00,23.14
1277743560,0.00,23.14
1277743620,0.00,23.14
1277743680,0.00,23.14
1277743740,0.00,23.14
1277743800,0.00,23.14
1277743860,0.00,23.14
1277743920,0.00,23.14
1277743980,0.00,23.14
1277744040,0.00,23.14
1277744100,0.00,23.14
1277744160,0.00,23.14
1277744220,0.00,23.14
1277744280,0.00,23.14
1277744340,0.00,23.14
1277744400,0.00,23.14
1277744460,0.00,23.14
1277744520,0.00,23.14
1277744580,0.00,23.14
1277744640,0.00,23.14
1277744700,0.00,23.14
1277744760,0.00,23.14
1277744820,0.00,23.14
1277744880,0.00,23.14
1277744940,0.00,23.14
1277745000,0.00,23.14
1277745060,0.00,23.14
1277745120,0.00,23.14
1277745180,0.00,23.14
1277745240,0.00,23.14
1277745300,0.00,23.14
1277745360,0.00,23.14
1277745420,0.00,23.14
1277745480,0.00,23.14
1277745540,0.00,23.14
1277745600,0.00,23.14
1277745660,0.00,23.14
1277745720,0.00,23.14
1277745780,0.00,23.14
1277745840,0.00,23.14
1277745900,0.00,23.14
1277745960,0.00,23.14
1277746020,0.00,23.14
1277746080,0.00,23.14
1277746140,0.00,23.14
1277746200,0.00,23.14
1277746260,0.00,23.14
1277746320,0.00,23.14
1277746380,0.00,23.14
1277746440,0.00,23.14
1277746500,0.00,23.14
1277746560,0.00,23.14
1277746620,0.00,23.14
1277746680,0.00,23.14
1277746740,0.00,22.82
1277746800,0.00,23.14
1277746860,0.00,22.82
1277746920,0.00,22.82
1277746980,0.00,23.14
1277747040,0.00,23.14
1277747100,0.00,23.14
1277747160,0.00,22.82
1277747220,0.00,23.14
1277747280,0.00,23.14
1277747340,0.00,23.14
1277747400,0.00,22.82
1277747460,0.00,22.82
1277747520,0.00,22.82
1277747580,0.00,22.82
1277747640,0.00,22.82
1277747700,0.00,22.82
1277747760,0.00,22.82
1277747820,0.00,22.82
1277747880,0.00,22.82
1277747940,0.00,22.82
1277748000,0.00,22.82
1277748060,0.00,22.82
1277748120,0.00,22.82
1277748180,0.00,22.82
1277748240,0.00,22.82
1277748300,0.00,22.82
1277748360,0.00,22.82
1277748420,0.00,22.82
1277748480,0.00,22.82
1277748540,0.00,22.82
1277748600,0.00,22.82
1277748660,0.00,22.82
1277748720,0.00,22.82
1277748780,0.00,22.82
1277748840,0.00,22.82
1277748900,0.00,22.82
1277748960,0.00,22.82
1277749020,0.00,22.82
1277749080,0.00,22.82
1277749140,0.00,22.82
1277749200,0.00,22.82
1277749260,0.00,22.82
1277749320,0.00,22.82
1277749380,0.00,22.82
1277749440,0.00,22.82
1277749500,0.00,22.82
1277749560,0.00,22.82
1277749620,0.00,22.82
1277749680,0.00,22.82
1277749740,0.00,22.82
1277749800,0.00,22.82
1277749860,0.00,22.82
1277749920,0.00,22.82
1277749980,0.00,22.82
1277750040,0.00,22.82
1277750100,0.00,22.82
1277750160,0.00,22.82
1277750220,0.00,22.82
1277750280,0.00,22.82
1277750340,0.00,22.82
1277750400,0.00,22.82
1277750460,0.00,22.82
1277750520,0.00,22.82
1277750580,0.00,22.82
1277750640,0.00,22.82
1277750700,0.00,22.82
1277750760,0.00,22.82
1277750820,0.00,22.82
1277750880,0.00,22.82
1277750940,0.00,22.82
1277751000,0.00,22.82
1277751060,0.00,22.82
1277751120,0.00,22.82
1277751180,0.00,22.82
1277751240,0.00,22.82
1277751300,0.00,22.82
1277751360,0.00,22.82
1277751420,0.00,22.82
1277751480,0.00,22.82
1277751540,0.00,22.82
1277751600,0.00,22.82
1277751660,0.00,22.82
1277751720,0.00,22.82
1277751780,0.00,22.82
1277751840,0.00,22.82
1277751900,0.00,22.82
1277751960,0.00,22.82
1277752020,0.00,22.82
1277752080,0.00,22.82
1277752140,0.00,22.50
1277752200,0.00,22.82
1277752260,0.00,22.82
1277752320,0.00,22.82
1277752380,0.00,22.82
1277752440,0.00,22.82
1277752500,0.00,22.82
1277752560,0.00,22.82
1277752620,0.00,22.82
1277752680,0.00,22.50
1277752740,0.00,22.50
1277752800,0.00,22.82
1277752860,0.00,22.82
1277752920,0.00,22.82
1277752980,0.00,22.50
1277753040,0.00,22.82
1277753100,0.00,22.82
1277753160,0.00,22.82
1277753220,0.00,22.50
1277753280,0.00,22.82
1277753340,0.00,22.82
1277753400,0.00,22.50
1277753460,0.00,22.82
1277753520,0.00,22.50
1277753580,0.00,22.82
1277753640,0.00,22.50
1277753700,0.00,22.82
1277753760,0.00,22.50
1277753820,0.00,22.50
1277753880,0.00,22.50
1277753940,0.00,22.50
1277754000,0.00,22.50
1277754060,0.00,22.50
1277754120,0.00,22.50
1277754180,0.00,22.50
1277754240,0.00,22.50
1277754300,0.00,22.50
1277754360,0.00,22.50
1277754420,0.00,22.50
1277754480,0.00,22.50
1277754540,0.00,22.50
1277754600,0.00,22.50
1277754660,0.00,22.50
1277754720,0.00,22.50
1277754780,0.00,22.50
1277754840,0.00,22.50
1277754900,0.00,22.50
1277754960,0.00,22.50
1277755020,0.00,22.50
1277755080,0.00,22.50
1277755140,0.00,22.50
1277755200,0.00,22.50
1277755260,0.00,22.50
1277755320,0.00,22.50
1277755380,0.00,22.50
1277755440,0.00,22.50
1277755500,2.10,22.50
1277755560,2.10,22.50
1277755620,2.10,22.50
1277755680,4.19,22.50
1277755740,4.19,22.50
1277755800,6.29,22.50
1277755860,8.38,22.50
1277755920,10.47,22.50
1277755980,10.47,22.50
1277756040,12.56,22.50
1277756100,12.56,22.50
1277756160,16.73,22.50
1277756220,20.90,22.50
1277756280,27.13,22.50
1277756340,35.42,22.50
1277756400,39.56,22.50
1277756460,43.68,22.50
1277756520,47.80,22.50
1277756580,53.97,22.50
1277756640,62.16,22.50
1277756700,70.33,22.50
1277756760,76.43,22.50
1277756820,80.49,22.50
1277756880,82.52,22.50
1277756940,88.59,22.50
1277757000,92.63,22.50
1277757060,96.66,22.50
1277757120,104.71,22.50
1277757180,120.71,22.50
1277757240,142.52,22.50
1277757300,156.29,22.50
1277757360,150.40,22.50
1277757420,138.57,22.50
1277757480,128.66,22.50
1277757540,124.69,22.50
1277757600,122.70,22.50
1277757660,122.70,22.50
1277757720,128.66,22.50
1277757780,136.59,22.50
1277757840,148.43,22.50
1277757900,156.29,22.50
1277757960,164.11,22.50
1277758020,187.42,22.50
1277758080,208.56,22.50
1277758140,223.80,22.50
1277758200,242.68,22.50
1277758260,261.39,22.50
1277758320,292.77,22.50
1277758380,298.25,22.50
1277758440,272.52,22.50
1277758500,252.06,22.50
1277758560,246.44,22.82
1277758620,250.19,22.50
1277758680,270.67,22.50
1277758740,303.72,22.50
1277758800,336.19,22.50
1277758860,380.32,22.50
1277758920,395.93,22.50
1277758980,402.82,22.50
1277759040,404.54,22.50
1277759100,401.10,22.82
1277759160,361.04,22.82
1277759220,366.32,22.50
1277759280,392.47,22.50
1277759340,353.98,22.82
1277759400,321.83,22.82
1277759460,294.60,22.50
1277759520,316.42,22.50
1277759580,364.56,22.50
1277759640,387.27,22.82
1277759700,392.47,22.82
1277759760,428.41,22.50
1277759820,488.16,22.82
1277759880,517.16,22.82
1277759940,465.20,22.82
1277760000,451.92,22.82
1277760060,395.93,22.82
1277760120,352.21,22.82
1277760180,364.56,22.82
1277760240,348.66,22.50
1277760300,325.43,22.82
1277760360,296.43,22.82
1277760420,259.52,22.82
1277760480,233.26,22.82
1277760540,235.15,22.82
1277760600,265.11,22.50
1277760660,298.25,22.82
1277760720,330.82,22.50
1277760780,382.06,22.82
1277760840,445.24,22.82
1277760900,455.25,22.82
1277760960,489.78,22.82
1277761020,544.01,22.82
1277761080,661.99,22.82
1277761140,696.98,22.82
1277761200,722.82,22.82
1277761260,702.47,22.82
1277761320,736.16,22.82
1277761380,695.60,22.82
1277761440,703.84,22.82
1277761500,690.07,22.82
1277761560,673.31,22.82
1277761620,622.93,22.82
1277761680,559.57,22.82
1277761740,529.86,22.82
1277761800,483.27,22.82
1277761860,428.41,22.82
1277761920,373.33,22.82
1277761980,362.80,22.82
1277762040,433.47,22.82
1277762100,534.60,22.82
1277762160,550.26,22.82
1277762220,588.63,22.82
1277762280,587.11,22.82
1277762340,556.47,22.82
1277762400,556.47,22.82
1277762460,568.81,22.82
1277762520,476.72,22.82
1277762580,456.91,22.82
1277762640,438.53,22.82
1277762700,461.89,22.82
1277762760,521.94,22.82
1277762820,581.04,22.82
1277762880,684.51,22.82
1277762940,757.13,23.14
1277763000,663.41,22.82
1277763060,571.88,22.82
1277763120,547.14,22.82
1277763180,594.66,22.82
1277763240,671.90,22.82
1277763300,730.85,22.82
1277763360,787.72,22.82
1277763420,813.64,23.14
1277763480,733.51,23.14
1277763540,666.24,23.14
1277763600,722.82,23.14
1277763660,816.06,23.14
1277763720,874.39,23.14
1277763780,879.98,23.14
1277763840,842.28,23.14
1277763900,750.63,23.14
1277763960,710.66,23.14
1277764020,698.35,23.14
1277764080,651.99,23.14
1277764140,600.67,23.14
1277764200,605.15,23.14
1277764260,609.62,23.14
1277764320,578.00,23.14
1277764380,561.11,23.14
1277764440,528.28,23.14
1277764500,481.63,23.14
1277764560,460.23,23.14
1277764620,480.00,23.14
1277764680,502.73,23.14
1277764740,448.58,23.14
1277764800,364.56,23.14
1277764860,334.40,23.14
1277764920,337.98,23.14
1277764980,336.19,23.14
1277765040,316.42,23.14
1277765100,312.80,23.14
1277765160,380.32,23.14
1277765220,550.26,22.82
1277765280,736.16,23.14
1277765340,835.22,23.14
1277765400,802.63,23.14
