time,latitude,longitude,acceleration,light,temperature,sound,altitude
07/19/2010 12:25:38,42.637352,-71.29738,0.86,1076.86,28.62,0,45
07/19/2010 12:25:39,,,1.13,1073.93,28.62,2, 
07/19/2010 12:25:40,42.637352,-71.29738,0.98,1070.98,28.62,1,43
07/19/2010 12:25:42,42.637337,-71.29736,0.98,1068.00,28.62,0,41
07/19/2010 12:25:43,42.637337,-71.29736,0.94,1070.98,28.62,0,41
07/19/2010 12:25:44,42.637337,-71.29736,1.05,1076.13,28.62,0,39
07/19/2010 12:25:45,42.637352,-71.29736,1.09,1073.93,28.95,8,39
07/19/2010 12:25:46,42.637314,-71.29735,0.86,1070.98,28.95,37,35
07/19/2010 12:25:47,42.637295,-71.29735,0.82,1064.99,28.95,12,34
07/19/2010 12:25:48,42.637314,-71.29735,0.94,1067.25,28.95,4,35
07/19/2010 12:25:49,42.637295,-71.29735,0.90,1069.49,28.95,13,34
07/19/2010 12:25:50,,,0.82,1070.24,28.95,11, 
07/19/2010 12:25:51,,,0.94,1071.72,28.95,15, 
07/19/2010 12:25:52,,,1.09,1070.98,28.95,6, 
07/19/2010 12:25:53,42.637264,-71.29735,0.90,1073.93,28.95,1,30
07/19/2010 12:25:55,42.63723,-71.29732,1.09,1076.86,28.95,43,25
07/19/2010 12:25:56,42.63723,-71.29732,0.74,1076.86,29.27,7,24
07/19/2010 12:25:57,42.63723,-71.29732,0.82,1076.13,29.27,36,23
07/19/2010 12:25:58,42.63723,-71.29732,0.86,1071.72,29.27,24,21
07/19/2010 12:25:59,42.63723,-71.29732,0.86,1066.50,29.27,48,20
07/19/2010 12:26:00,42.63723,-71.29732,0.82,1069.49,29.27,48,19
07/19/2010 12:26:01,,,0.94,1076.86,29.27,9, 
07/19/2010 12:26:02,42.63723,-71.29732,0.86,1076.86,29.27,8,17
07/19/2010 12:26:03,42.637215,-71.29732,0.90,1077.58,29.27,13,14
07/19/2010 12:26:04,42.637215,-71.29732,1.02,1076.86,29.27,4,13
07/19/2010 12:26:05,42.6372,-71.29732,0.86,1076.13,29.27,20,11
07/19/2010 12:26:06,42.6372,-71.29732,0.90,1070.98,29.27,27,11
07/19/2010 12:26:08,42.6372,-71.297295,1.05,1073.93,29.27,26,10
07/19/2010 12:26:09,42.6372,-71.297295,0.98,1076.13,29.59,31,10
07/19/2010 12:26:10,42.637184,-71.29728,1.02,1073.93,29.59,34,8
07/19/2010 12:26:11,42.637184,-71.29728,0.94,1070.98,29.59,20,8
07/19/2010 12:26:12,42.637184,-71.297295,0.86,1068.00,29.59,29,9
07/19/2010 12:26:13,42.6372,-71.297295,0.86,1064.23,29.59,3,10
07/19/2010 12:26:14,42.6372,-71.29732,0.90,1072.46,29.59,6,11
07/19/2010 12:26:15,42.637215,-71.29732,1.05,1073.93,29.59,2,11
07/19/2010 12:26:16,42.637215,-71.29732,0.98,1070.98,29.59,0,12
07/19/2010 12:26:17,42.6372,-71.297295,0.90,1069.49,29.59,27,9
07/19/2010 12:26:18,,,0.82,1077.58,29.59,34, 
07/19/2010 12:26:19,,,0.94,1076.86,29.91,33, 
07/19/2010 12:26:21,42.6372,-71.29728,0.86,1076.13,29.91,0,7
07/19/2010 12:26:22,42.637184,-71.297264,0.98,1073.20,29.91,1,3
07/19/2010 12:26:23,42.637184,-71.297264,0.90,1075.40,29.59,37,2
07/19/2010 12:26:24,42.637165,-71.29725,0.94,1075.40,29.91,45,0
07/19/2010 12:26:25,42.63715,-71.29725,0.98,1076.13,29.91,47,65534
07/19/2010 12:26:26,42.63715,-71.29723,0.90,1076.86,29.91,23,65532
07/19/2010 12:26:27,42.63715,-71.29723,1.05,1076.13,29.91,44,65531
07/19/2010 12:26:28,42.637135,-71.29722,0.74,1076.13,29.91,3,65528
07/19/2010 12:26:29,42.63712,-71.2972,1.13,1076.86,29.91,13,65525
07/19/2010 12:26:30,42.63712,-71.2972,0.78,1075.40,30.23,16,65523
07/19/2010 12:26:31,42.63712,-71.2972,1.02,1075.40,30.23,2,65523
07/19/2010 12:26:33,42.63712,-71.2972,1.05,1074.67,30.23,27,65522
07/19/2010 12:26:34,42.63712,-71.2972,0.90,1073.93,30.23,42,65522
07/19/2010 12:26:35,42.63712,-71.2972,1.17,1075.40,30.23,27,65521
07/19/2010 12:26:36,42.63712,-71.2972,0.94,1075.40,30.23,1,65521
07/19/2010 12:26:37,42.63712,-71.2972,0.82,1069.49,30.23,26,65520
07/19/2010 12:26:38,42.63712,-71.2972,0.98,1070.24,30.23,25,65519
07/19/2010 12:26:39,42.63712,-71.2972,1.21,1073.93,30.23,19,65520
07/19/2010 12:26:40,42.63712,-71.2972,0.66,1076.13,30.23,36,65519
07/19/2010 12:26:41,42.63712,-71.2972,0.90,1071.72,30.23,25,65520
07/19/2010 12:26:42,,,0.90,1065.74,30.23,3, 
07/19/2010 12:26:43,,,0.98,1054.23,30.23,18, 
07/19/2010 12:26:44,,,0.94,979.43,30.23,0, 
07/19/2010 12:26:46,,,0.82,1027.46,30.23,4, 
07/19/2010 12:26:47,,,0.86,2.10,30.23,14, 
07/19/2010 12:26:48,,,0.90,625.87,30.23,4, 
07/19/2010 12:26:49,,,0.78,1038.24,30.23,5, 
07/19/2010 12:26:50,,,1.02,1073.20,30.23,0, 
07/19/2010 12:26:51,,,0.78,1076.13,30.23,2, 
07/19/2010 12:26:52,,,0.94,1076.86,30.23,1, 
07/19/2010 12:26:53,42.63715,-71.29725,0.90,1075.40,30.56,2,65522
07/19/2010 12:26:54,42.637135,-71.29723,0.82,1076.13,30.56,2,65520
07/19/2010 12:26:55,42.637135,-71.29725,0.94,1076.86,30.56,2,65520
07/19/2010 12:26:56,42.637135,-71.29725,0.86,1076.13,30.23,0,65520
07/19/2010 12:26:57,42.637135,-71.29723,0.86,1076.86,30.56,1,65519
