time,latitude,longitude,acceleration,light,temperature,sound,altitude
07/19/2010 12:26:04,42.63737,-71.297554,0.98,1076.13,30.56,0,46
07/19/2010 12:26:05,42.63737,-71.297554,1.02,1073.93,30.56,0,46
07/19/2010 12:26:06,42.63737,-71.297554,0.94,1065.74,30.56,36,46
07/19/2010 12:26:07,42.63737,-71.297554,0.86,1075.40,30.56,0,46
07/19/2010 12:26:08,42.63737,-71.297554,0.94,1075.40,30.56,0,46
07/19/2010 12:26:09,42.63737,-71.297554,0.94,1076.13,30.56,0,47
07/19/2010 12:26:10,42.63737,-71.297554,0.98,1076.86,30.56,7,47
07/19/2010 12:26:11,42.63737,-71.297554,0.98,1076.86,30.88,0,47
07/19/2010 12:26:12,42.63737,-71.297554,0.94,1076.13,30.88,0,47
07/19/2010 12:26:13,42.63737,-71.297554,0.94,1076.13,30.88,0,47
07/19/2010 12:26:14,42.63737,-71.297554,0.94,1076.13,30.88,25,48
07/19/2010 12:26:15,42.63737,-71.297554,0.94,1076.13,30.88,16,48
07/19/2010 12:26:16,42.63737,-71.297554,0.94,1076.13,30.88,0,47
07/19/2010 12:26:17,42.637352,-71.29753,0.94,1076.13,30.88,0,46
07/19/2010 12:26:18,42.637352,-71.29753,0.94,1076.13,30.88,0,46
07/19/2010 12:26:20,42.637352,-71.29753,1.17,1068.75,30.88,0,45
07/19/2010 12:26:21,42.637352,-71.29753,0.98,1069.49,30.88,1,45
07/19/2010 12:26:22,42.637352,-71.297554,0.94,1071.72,30.88,0,45
07/19/2010 12:26:23,42.637352,-71.297554,0.94,1072.46,30.88,0,45
07/19/2010 12:26:24,42.637352,-71.297554,0.94,1073.20,30.88,4,45
07/19/2010 12:26:25,42.637352,-71.297554,0.98,1073.93,31.20,6,46
07/19/2010 12:26:26,42.637352,-71.297554,0.86,1073.20,31.20,1,46
07/19/2010 12:26:27,42.63737,-71.297554,0.90,1073.93,30.88,0,46
07/19/2010 12:26:28,42.63737,-71.297554,0.90,1074.67,30.88,0,46
07/19/2010 12:26:29,42.63737,-71.297554,0.98,1074.67,30.88,0,47
07/19/2010 12:26:30,42.63737,-71.297554,0.94,1073.20,31.20,2,47
07/19/2010 12:26:31,42.63737,-71.29757,0.90,1068.75,30.88,26,47
07/19/2010 12:26:32,42.63737,-71.297554,0.90,1068.75,31.20,24,47
07/19/2010 12:26:34,42.63737,-71.297554,0.94,1073.93,31.20,10,47
07/19/2010 12:26:35,42.63737,-71.297554,0.94,1074.67,31.20,0,47
07/19/2010 12:26:36,42.63737,-71.297554,0.94,1075.40,31.20,0,47
07/19/2010 12:26:37,42.63737,-71.297554,0.94,1073.93,31.20,1,46
07/19/2010 12:26:38,42.63737,-71.297554,0.94,1073.93,31.20,1,46
07/19/2010 12:26:39,42.63737,-71.297554,0.94,1072.46,31.20,15,46
07/19/2010 12:26:40,42.63737,-71.297554,0.86,1071.72,31.20,0,46
07/19/2010 12:26:41,42.637386,-71.29757,0.94,1073.20,31.20,14,46
07/19/2010 12:26:42,42.637386,-71.29757,0.90,1072.46,31.20,1,46
07/19/2010 12:26:43,42.637386,-71.29757,0.94,1073.20,31.20,5,46
07/19/2010 12:26:44,42.637386,-71.29757,0.94,1073.20,31.20,0,46
07/19/2010 12:26:45,42.637386,-71.29757,0.94,1075.40,31.20,0,47
07/19/2010 12:26:47,42.637386,-71.29757,0.98,1074.67,31.20,0,46
07/19/2010 12:26:48,42.637386,-71.297554,0.94,1072.46,31.20,0,46
07/19/2010 12:26:49,42.637386,-71.297554,0.90,1072.46,31.20,3,46
07/19/2010 12:26:50,42.637386,-71.297554,0.90,1071.72,31.52,0,46
07/19/2010 12:26:51,42.637386,-71.297554,0.98,1071.72,31.52,3,46
07/19/2010 12:26:52,42.637386,-71.297554,0.86,1070.24,31.20,0,46
07/19/2010 12:26:53,42.63737,-71.297554,0.86,1070.98,31.52,0,45
07/19/2010 12:26:54,42.63737,-71.297554,0.98,1070.98,31.52,0,45
07/19/2010 12:26:55,42.63737,-71.297554,0.98,1072.46,31.52,1,45
07/19/2010 12:26:56,42.63737,-71.297554,0.90,1072.46,31.52,0,45
07/19/2010 12:26:57,42.63737,-71.297554,0.94,1071.72,31.52,0,45
07/19/2010 12:26:58,42.63737,-71.297554,0.90,1068.00,31.52,0,46
07/19/2010 12:26:59,42.63737,-71.297554,1.05,1074.67,31.52,6,46
07/19/2010 12:27:00,42.63737,-71.297554,0.94,1075.40,31.52,5,46
07/19/2010 12:27:01,42.63737,-71.297554,1.52,1076.13,31.52,0,47
07/19/2010 12:27:03,42.63737,-71.297554,0.90,1075.40,31.52,1,47
