Temperature,Time
0.0,1253289229
0.0,1253289230
0.0,1253289230
0.0,1253289230
0.0,1253289231
0.0,1253289231
0.0,1253289231
0.0,1253289232
0.0,1253289232
0.0,1253289232
0.0,1253289233
0.0,1253289233
0.0,1253289233
0.0,1253289234
0.0,1253289234
0.0,1253289234
0.0,1253289235
0.0,1253289235
0.0,1253289235
0.0,1253289236
0.0,1253289236
0.0,1253289236
0.0,1253289237
0.0,1253289237
0.0,1253289237
0.0,1253289238
0.0,1253289238
0.0,1253289238
0.0,1253289239
0.0,1253289239
0.0,1253289239
0.0,1253289240
0.0,1253289240
0.0,1253289240
0.0,1253289241
0.0,1253289241
0.0,1253289241
0.0,1253289242
0.0,1253289242
0.0,1253289242
0.0,1253289243
0.0,1253289243
26.0,1253289243
26.0,1253289244
26.0,1253289244
26.0,1253289244
26.0,1253289245
26.0,1253289245
26.0,1253289245
27.0,1253289246
27.0,1253289246
27.0,1253289247
27.0,1253289247
27.0,1253289247
27.0,1253289248
27.0,1253289248
27.0,1253289248
27.0,1253289249
27.0,1253289249
27.0,1253289249
27.0,1253289250
27.0,1253289250
27.0,1253289250
27.0,1253289251
27.0,1253289251
27.0,1253289251
27.0,1253289252
27.0,1253289252
27.0,1253289252
27.0,1253289253
27.0,1253289253
27.0,1253289253
27.0,1253289254
27.0,1253289254
27.0,1253289254
27.0,1253289255
27.0,1253289255
27.0,1253289255
27.0,1253289256
27.0,1253289256
27.0,1253289256
27.0,1253289257
27.0,1253289257
27.0,1253289257
27.0,1253289258
27.0,1253289258
27.0,1253289258
27.0,1253289259
27.0,1253289259
27.0,1253289259
27.0,1253289260
27.0,1253289260
27.0,1253289260
27.0,1253289261
27.0,1253289261
27.0,1253289261
27.0,1253289262
27.0,1253289262
27.0,1253289262
27.0,1253289263
27.0,1253289263
27.0,1253289263
27.0,1253289264
27.0,1253289264
27.0,1253289264
27.0,1253289265
27.0,1253289265
27.0,1253289265
27.0,1253289266
27.0,1253289266
27.0,1253289266
27.0,1253289267
27.0,1253289267
27.0,1253289268
27.0,1253289268
27.0,1253289268
27.0,1253289269
27.0,1253289269
27.0,1253289269
27.0,1253289270
27.0,1253289270
27.0,1253289270
27.0,1253289271
27.0,1253289271
27.0,1253289271
27.0,1253289272
27.0,1253289272
27.0,1253289272
27.0,1253289273
27.0,1253289273
27.0,1253289273
27.0,1253289274
27.0,1253289274
27.0,1253289274
27.0,1253289275
27.0,1253289275
27.0,1253289275
27.0,1253289276
27.0,1253289276
27.0,1253289276
27.0,1253289277
27.0,1253289277
27.0,1253289277
27.0,1253289278
27.0,1253289278
27.0,1253289278
27.0,1253289279
27.0,1253289279
27.0,1253289279
28.0,1253289280
27.0,1253289280
27.0,1253289280
28.0,1253289281
27.0,1253289281
27.0,1253289281
28.0,1253289282
27.0,1253289282
28.0,1253289282
28.0,1253289283
28.0,1253289283
28.0,1253289283
28.0,1253289284
28.0,1253289284
28.0,1253289284
28.0,1253289285
28.0,1253289285
28.0,1253289285
28.0,1253289286
28.0,1253289286
28.0,1253289286
28.0,1253289287
28.0,1253289287
28.0,1253289287
28.0,1253289288
28.0,1253289288
28.0,1253289288
28.0,1253289289
28.0,1253289289
28.0,1253289289
28.0,1253289290
28.0,1253289290
28.0,1253289290
28.0,1253289291
28.0,1253289291
28.0,1253289291
28.0,1253289292
28.0,1253289292
28.0,1253289292
28.0,1253289293
28.0,1253289293
28.0,1253289293
28.0,1253289294
28.0,1253289295
28.0,1253289294
28.0,1253289295
28.0,1253289296
28.0,1253289296
28.0,1253289296
28.0,1253289297
28.0,1253289297
28.0,1253289297
28.0,1253289298
28.0,1253289298
28.0,1253289298
28.0,1253289299
28.0,1253289299
28.0,1253289299
28.0,1253289300
28.0,1253289300
28.0,1253289300
28.0,1253289301
28.0,1253289301
28.0,1253289301
28.0,1253289302
28.0,1253289302
28.0,1253289302
28.0,1253289303
28.0,1253289303
28.0,1253289303
28.0,1253289304
28.0,1253289304
28.0,1253289304
28.0,1253289305
28.0,1253289305
28.0,1253289305
28.0,1253289306
28.0,1253289306
28.0,1253289306
28.0,1253289307
28.0,1253289307
28.0,1253289307
28.0,1253289308
28.0,1253289308
28.0,1253289308
28.0,1253289309
28.0,1253289309
28.0,1253289309
28.0,1253289310
28.0,1253289310
28.0,1253289310
28.0,1253289311
28.0,1253289311
28.0,1253289311
28.0,1253289312
28.0,1253289312
28.0,1253289312
28.0,1253289313
28.0,1253289313
28.0,1253289313
28.0,1253289314
28.0,1253289314
28.0,1253289314
28.0,1253289315
28.0,1253289315
28.0,1253289315
28.0,1253289316
28.0,1253289316
28.0,1253289316
28.0,1253289317
28.0,1253289317
28.0,1253289317
28.0,1253289318
28.0,1253289318
28.0,1253289318
27.0,1253289319
27.0,1253289319
27.0,1253289319
27.0,1253289320
27.0,1253289320
27.0,1253289320
27.0,1253289321
27.0,1253289321
27.0,1253289321
27.0,1253289322
27.0,1253289322
27.0,1253289322
27.0,1253289323
27.0,1253289323
27.0,1253289323
27.0,1253289324
27.0,1253289324
27.0,1253289324
27.0,1253289325
27.0,1253289325
27.0,1253289325
27.0,1253289326
27.0,1253289327
27.0,1253289326
27.0,1253289327
27.0,1253289328
27.0,1253289328
27.0,1253289328
27.0,1253289329
27.0,1253289329
27.0,1253289329
27.0,1253289330
27.0,1253289330
26.0,1253289330
27.0,1253289331
27.0,1253289331
26.0,1253289331
26.0,1253289332
26.0,1253289332
26.0,1253289332
26.0,1253289333
26.0,1253289333
26.0,1253289333
