Temperature,Time
26.0,1253289334
26.0,1253289334
26.0,1253289334
26.0,1253289335
26.0,1253289335
26.0,1253289335
26.0,1253289336
26.0,1253289336
26.0,1253289336
26.0,1253289337
26.0,1253289337
26.0,1253289337
26.0,1253289338
26.0,1253289338
26.0,1253289338
26.0,1253289339
26.0,1253289339
26.0,1253289339
26.0,1253289340
26.0,1253289340
26.0,1253289340
26.0,1253289341
26.0,1253289341
26.0,1253289341
26.0,1253289342
26.0,1253289342
26.0,1253289342
26.0,1253289343
26.0,1253289343
26.0,1253289343
26.0,1253289344
26.0,1253289344
26.0,1253289344
26.0,1253289345
26.0,1253289345
26.0,1253289345
26.0,1253289346
26.0,1253289346
26.0,1253289346
26.0,1253289347
26.0,1253289347
26.0,1253289347
26.0,1253289348
26.0,1253289348
26.0,1253289348
26.0,1253289349
26.0,1253289349
26.0,1253289349
26.0,1253289350
26.0,1253289350
26.0,1253289350
26.0,1253289351
26.0,1253289351
26.0,1253289352
26.0,1253289352
26.0,1253289352
26.0,1253289353
26.0,1253289353
26.0,1253289353
26.0,1253289354
26.0,1253289354
26.0,1253289354
26.0,1253289355
26.0,1253289355
26.0,1253289355
26.0,1253289356
26.0,1253289356
26.0,1253289356
25.0,1253289357
25.0,1253289357
25.0,1253289357
25.0,1253289358
25.0,1253289358
25.0,1253289358
25.0,1253289359
25.0,1253289359
25.0,1253289359
25.0,1253289360
25.0,1253289360
25.0,1253289360
25.0,1253289361
25.0,1253289361
25.0,1253289361
25.0,1253289362
25.0,1253289362
25.0,1253289362
25.0,1253289363
25.0,1253289363
25.0,1253289363
25.0,1253289364
25.0,1253289364
25.0,1253289364
25.0,1253289365
25.0,1253289365
25.0,1253289365
25.0,1253289366
25.0,1253289366
25.0,1253289366
25.0,1253289367
25.0,1253289367
25.0,1253289367
25.0,1253289368
25.0,1253289368
25.0,1253289368
25.0,1253289369
25.0,1253289369
25.0,1253289369
25.0,1253289370
25.0,1253289370
25.0,1253289370
25.0,1253289371
25.0,1253289371
25.0,1253289371
25.0,1253289372
25.0,1253289372
25.0,1253289372
25.0,1253289373
25.0,1253289373
25.0,1253289373
25.0,1253289374
25.0,1253289374
25.0,1253289374
25.0,1253289375
25.0,1253289375
25.0,1253289375
25.0,1253289376
25.0,1253289376
25.0,1253289376
25.0,1253289377
25.0,1253289377
25.0,1253289377
25.0,1253289378
25.0,1253289378
25.0,1253289378
25.0,1253289379
25.0,1253289379
25.0,1253289379
25.0,1253289380
25.0,1253289380
25.0,1253289380
25.0,1253289381
25.0,1253289381
25.0,1253289381
25.0,1253289382
25.0,1253289382
25.0,1253289383
25.0,1253289383
25.0,1253289383
25.0,1253289384
25.0,1253289384
25.0,1253289385
25.0,1253289385
25.0,1253289385
25.0,1253289386
25.0,1253289386
25.0,1253289386
25.0,1253289387
25.0,1253289387
25.0,1253289387
25.0,1253289388
25.0,1253289388
25.0,1253289388
25.0,1253289389
25.0,1253289389
25.0,1253289389
25.0,1253289390
25.0,1253289390
25.0,1253289390
25.0,1253289391
25.0,1253289391
25.0,1253289391
25.0,1253289392
25.0,1253289392
25.0,1253289392
25.0,1253289393
25.0,1253289393
25.0,1253289393
25.0,1253289394
25.0,1253289394
25.0,1253289394
25.0,1253289395
25.0,1253289395
25.0,1253289395
25.0,1253289396
25.0,1253289396
25.0,1253289396
25.0,1253289397
25.0,1253289397
25.0,1253289397
25.0,1253289398
25.0,1253289398
24.0,1253289398
24.0,1253289399
24.0,1253289399
24.0,1253289399
24.0,1253289400
24.0,1253289400
24.0,1253289400
24.0,1253289401
24.0,1253289401
24.0,1253289401
24.0,1253289402
24.0,1253289402
24.0,1253289403
24.0,1253289403
24.0,1253289403
24.0,1253289404
24.0,1253289404
24.0,1253289404
24.0,1253289405
24.0,1253289405
24.0,1253289405
24.0,1253289406
24.0,1253289406
24.0,1253289406
24.0,1253289407
24.0,1253289407
24.0,1253289407
24.0,1253289408
24.0,1253289408
24.0,1253289408
24.0,1253289409
24.0,1253289409
24.0,1253289409
24.0,1253289410
24.0,1253289410
24.0,1253289410
24.0,1253289411
24.0,1253289411
24.0,1253289411
