Temperature,Time
0.0,1253289774
0.0,1253289776
0.0,1253289777
0.0,1253289779
0.0,1253289780
0.0,1253289782
0.0,1253289783
0.0,1253289785
0.0,1253289786
0.0,1253289788
0.0,1253289789
26.0,1253289791
26.0,1253289792
26.0,1253289794
27.0,1253289795
27.0,1253289797
27.0,1253289798
27.0,1253289800
27.0,1253289801
27.0,1253289803
27.0,1253289804
27.0,1253289806
27.0,1253289807
27.0,1253289809
27.0,1253289810
27.0,1253289812
27.0,1253289813
27.0,1253289815
27.0,1253289816
27.0,1253289818
27.0,1253289819
27.0,1253289821
27.0,1253289822
27.0,1253289824
27.0,1253289825
27.0,1253289827
27.0,1253289828
27.0,1253289830
28.0,1253289831
28.0,1253289833
28.0,1253289834
28.0,1253289836
28.0,1253289837
28.0,1253289839
28.0,1253289840
