time,latitude,longitude,light,temperature,temperature probe,altitude
06/28/2010 17:48:04,41.896282,-71.37441,0.00,31.52,30.208623320680207039337474120082816,28
06/28/2010 17:49:09,41.895466,-71.37525,0.00,31.52,30.462350751333333333333333333333333,28
06/28/2010 17:50:13,41.891888,-71.37852,0.00,31.52,30.462350751333333333333333333333333,42
06/28/2010 17:51:18,41.878067,-71.37896,0.00,31.52,30.377907891632474012474012474012474,26
06/28/2010 17:52:22,41.872803,-71.392784,0.00,31.52,30.293332140494937759336099585062241,31
06/28/2010 17:53:27,41.87093,-71.39952,0.00,31.52,30.293332140494937759336099585062241,24
06/28/2010 17:54:32,41.865566,-71.40323,0.00,31.52,30.293332140494937759336099585062241,26
06/28/2010 17:55:36,41.859604,-71.40452,0.00,31.52,30.293332140494937759336099585062241,23
06/28/2010 17:56:41,41.85687,-71.4107,0.00,31.85,30.293332140494937759336099585062241,28
06/28/2010 17:57:46,41.863247,-71.412,0.00,31.52,30.293332140494937759336099585062241,23
06/28/2010 17:58:50,41.87075,-71.41363,0.00,31.85,30.293332140494937759336099585062241,27
06/28/2010 17:59:55,41.87077,-71.41336,0.00,31.85,30.293332140494937759336099585062241,29
06/28/2010 18:00:59,41.870785,-71.41341,0.00,31.85,30.377907891632474012474012474012474,32
06/28/2010 18:02:04,41.870598,-71.41398,0.00,31.85,30.462350751333333333333333333333333,30
06/28/2010 18:03:09,41.870598,-71.41398,0.00,31.85,30.462350751333333333333333333333333,45
06/28/2010 18:04:13,41.870583,-71.41395,0.00,31.85,30.462350751333333333333333333333333,42
06/28/2010 18:05:18,41.870564,-71.413994,0.00,31.85,30.462350751333333333333333333333333,32
06/28/2010 18:06:22,41.870533,-71.41382,0.00,31.85,30.462350751333333333333333333333333,34
06/28/2010 18:07:27,41.864395,-71.4123,0.00,32.17,30.462350751333333333333333333333333,29
06/28/2010 18:08:31,41.857903,-71.41088,0.00,32.17,30.546660898318121085594989561586639,29
06/28/2010 18:09:36,41.851894,-71.41298,0.00,32.17,30.462350751333333333333333333333333,27
06/28/2010 18:10:41,41.84808,-71.41452,0.00,32.17,30.462350751333333333333333333333333,35
06/28/2010 18:11:45,41.847153,-71.41326,0.00,32.17,30.462350751333333333333333333333333,28
06/28/2010 18:12:50,41.844704,-71.4098,0.00,32.49,30.462350751333333333333333333333333,22
06/28/2010 18:13:54,41.843784,-71.40902,0.00,32.49,30.462350751333333333333333333333333,17
06/28/2010 18:14:59,41.84375,-71.40902,0.00,32.49,30.462350751333333333333333333333333,13
06/28/2010 18:16:03,41.84397,-71.40908,0.00,32.49,30.546660898318121085594989561586639,23
06/28/2010 18:17:08,41.844,-71.409065,0.00,32.81,30.546660898318121085594989561586639,27
06/28/2010 18:18:12,41.843735,-71.40898,0.00,32.81,30.546660898318121085594989561586639,19
06/28/2010 18:19:17,41.843636,-71.40898,0.00,32.81,30.546660898318121085594989561586639,15
06/28/2010 18:20:21,41.843563,-71.40895,0.00,32.81,30.630838512803012552301255230125523,3
06/28/2010 18:21:25,41.84365,-71.408966,0.00,32.81,30.630838512803012552301255230125523,10
06/28/2010 18:22:29,41.843716,-71.40898,0.00,33.13,30.714883776515429769392033542976939,18
06/28/2010 18:23:33,41.8437,-71.409004,0.00,33.13,30.714883776515429769392033542976939,13
06/28/2010 18:24:37,41.843735,-71.409004,0.00,33.13,30.798796872709915966386554621848739,13
06/28/2010 18:25:41,41.843815,-71.409035,0.00,33.13,30.798796872709915966386554621848739,16
06/28/2010 18:26:46,41.84375,-71.409035,0.00,33.13,30.882577986184210526315789473684211,8
06/28/2010 18:27:51,41.84367,-71.40902,0.00,33.46,30.882577986184210526315789473684211,0
06/28/2010 18:28:55,41.842083,-71.40808,0.00,33.46,30.966227303295527426160337552742616,18
06/28/2010 18:30:00,41.84415,-71.4066,0.00,33.46,30.966227303295527426160337552742616,15
06/28/2010 18:31:04,41.847404,-71.40383,0.00,33.46,30.966227303295527426160337552742616,34
06/28/2010 18:32:09,41.84742,-71.40382,0.00,33.78,30.966227303295527426160337552742616,35
06/28/2010 18:33:13,41.84742,-71.40386,0.00,33.78,31.049745011977040169133192389006342,46
06/28/2010 18:34:17,41.84742,-71.403885,0.00,33.78,31.049745011977040169133192389006342,57
06/28/2010 18:35:21,41.847485,-71.4039,0.00,33.78,31.049745011977040169133192389006342,48
06/28/2010 18:36:25,41.84742,-71.4039,0.00,34.10,31.133131301754576271186440677966102,40
06/28/2010 18:37:30,41.847454,-71.40385,0.00,34.10,31.133131301754576271186440677966102,38
06/28/2010 18:38:34,41.847454,-71.40386,0.00,34.10,31.216386363763524416135881104033970,38
06/28/2010 18:39:38,41.847404,-71.40382,0.00,34.10,31.382503577167974413646055437100213,35
06/28/2010 18:40:42,41.847454,-71.40361,0.00,34.10,31.382503577167974413646055437100213,39
06/28/2010 18:41:47,41.847404,-71.403496,0.00,34.10,31.382503577167974413646055437100213,39
06/28/2010 18:42:51,41.847435,-71.40369,0.00,34.10,31.299510390765957446808510638297872,22
06/28/2010 18:43:56,41.847454,-71.403564,0.00,33.78,31.299510390765957446808510638297872,7
06/28/2010 18:45:00,41.847435,-71.403564,0.00,33.78,31.299510390765957446808510638297872,52
06/28/2010 18:46:05,41.847435,-71.40367,0.00,33.78,31.299510390765957446808510638297872,43
06/28/2010 18:47:09,41.847378,-71.40367,0.00,33.46,31.299510390765957446808510638297872,42
06/28/2010 18:48:13,41.84742,-71.4037,0.00,33.46,31.216386363763524416135881104033970,19
06/28/2010 18:49:17,41.84742,-71.403656,0.00,33.46,31.216386363763524416135881104033970,34
06/28/2010 18:50:21,41.847454,-71.403595,0.00,33.13,31.216386363763524416135881104033970,38
06/28/2010 18:51:26,41.847435,-71.403534,0.00,33.13,31.216386363763524416135881104033970,45
06/28/2010 18:52:30,41.84747,-71.40373,0.00,33.13,31.216386363763524416135881104033970,30
06/28/2010 18:53:34,41.84742,-71.40352,0.00,32.81,31.216386363763524416135881104033970,63
06/28/2010 18:54:39,41.847485,-71.403564,0.00,32.81,31.216386363763524416135881104033970,46
06/28/2010 18:55:44,41.84747,-71.40396,0.00,32.81,31.133131301754576271186440677966102,10
06/28/2010 18:56:49,41.8475,-71.40372,0.00,32.81,31.133131301754576271186440677966102,49
06/28/2010 18:57:53,41.8476,-71.40404,0.00,32.81,31.133131301754576271186440677966102,65514
06/28/2010 18:58:58,41.847404,-71.403595,0.00,32.49,31.133131301754576271186440677966102,38
06/28/2010 19:00:03,41.847454,-71.40369,0.00,32.49,31.133131301754576271186440677966102,43
06/28/2010 19:01:08,41.847404,-71.40372,0.00,32.49,31.049745011977040169133192389006342,19
06/28/2010 19:02:13,41.847363,-71.403564,0.00,32.49,31.049745011977040169133192389006342,34
06/28/2010 19:03:17,41.847454,-71.40361,0.00,32.49,31.049745011977040169133192389006342,47
06/28/2010 19:04:22,,,0.00,32.49,31.049745011977040169133192389006342, 
06/28/2010 19:05:27,41.847404,-71.4037,0.00,32.49,31.049745011977040169133192389006342,50
06/28/2010 19:06:32,41.84742,-71.40355,0.00,32.17,31.049745011977040169133192389006342,66
06/28/2010 19:07:36,41.847435,-71.403595,0.00,32.17,30.966227303295527426160337552742616,59
06/28/2010 19:08:41,41.84747,-71.40361,0.00,32.17,30.966227303295527426160337552742616,66
06/28/2010 19:09:46,41.847404,-71.40367,0.00,32.17,30.966227303295527426160337552742616,37
06/28/2010 19:10:51,41.847435,-71.40386,0.00,32.17,30.966227303295527426160337552742616,21
06/28/2010 19:11:56,41.84755,-71.403755,0.00,32.17,30.966227303295527426160337552742616,41
06/28/2010 19:13:00,41.84742,-71.403564,2.10,31.85,30.714883776515429769392033542976939,34
06/28/2010 19:14:05,41.84752,-71.403595,20.90,31.52,29.697566216779100204498977505112474,59
06/28/2010 19:15:10,41.847485,-71.40377,12.56,31.20,29.008631772508370221327967806841046,44
06/28/2010 19:16:15,41.847363,-71.40382,12.56,31.20,28.573647296436972111553784860557769,13
06/28/2010 19:17:19,41.847363,-71.40352,12.56,30.88,28.311021933767326732673267326732673,40
06/28/2010 19:18:24,41.847454,-71.4038,14.65,30.88,28.223206803452015810276679841897233,24
06/28/2010 19:19:28,41.84742,-71.403786,14.65,30.56,28.135254757617475345167652859960552,2
06/28/2010 19:20:33,41.847454,-71.403656,12.56,30.56,28.135254757617475345167652859960552,70
06/28/2010 19:21:38,41.847404,-71.40372,10.47,30.23,28.047165651509921259842519685039370,96
06/28/2010 19:22:42,41.8475,-71.40358,12.56,30.23,28.047165651509921259842519685039370,154
06/28/2010 19:23:47,41.847584,-71.403534,10.47,30.23,28.047165651509921259842519685039370,141
06/28/2010 19:24:52,41.84742,-71.4037,16.73,30.23,27.958939341513123772102161100196464,58
06/28/2010 19:25:56,41.84752,-71.403656,8.38,30.23,28.486242032611013916500994035785288,76
06/28/2010 19:27:01,41.847332,-71.4038,8.38,29.91,28.135254757617475345167652859960552,68
06/28/2010 19:28:06,41.84757,-71.403366,8.38,29.91,29.526141497413075356415478615071283,174
06/28/2010 19:29:11,41.847584,-71.40342,8.38,29.91,28.047165651509921259842519685039370,133
06/28/2010 19:30:15,41.847485,-71.403564,10.47,29.59,28.223206803452015810276679841897233,75
06/28/2010 19:31:20,41.84742,-71.40361,10.47,29.59,27.958939341513123772102161100196464,64
06/28/2010 19:32:25,41.8475,-71.40373,6.29,29.59,28.047165651509921259842519685039370,78
06/28/2010 19:33:29,41.847332,-71.40355,8.38,29.59,28.135254757617475345167652859960552,27
06/28/2010 19:34:34,41.847435,-71.40363,8.38,29.59,28.223206803452015810276679841897233,65
06/28/2010 19:35:39,41.847404,-71.40372,6.29,29.59,28.311021933767326732673267326732673,65529
06/28/2010 19:36:43,,,6.29,29.59,27.958939341513123772102161100196464, 
06/28/2010 19:37:48,41.84747,-71.40363,6.29,29.59,28.047165651509921259842519685039370,51
06/28/2010 19:38:53,41.84742,-71.40372,6.29,29.59,28.223206803452015810276679841897233,35
06/28/2010 19:39:57,41.84742,-71.40404,8.38,29.59,27.958939341513123772102161100196464,6
06/28/2010 19:41:02,41.847404,-71.4037,2.10,29.27,26.889470946958963531669865642994242,63
06/28/2010 19:42:07,41.84747,-71.40373,0.00,29.27,28.047165651509921259842519685039370,52
06/28/2010 19:43:11,41.847404,-71.40363,0.00,29.27,27.958939341513123772102161100196464,34
06/28/2010 19:44:16,41.847534,-71.4037,0.00,29.27,28.047165651509921259842519685039370,31
06/28/2010 19:45:21,41.847347,-71.403564,0.00,29.27,28.223206803452015810276679841897233,5
06/28/2010 19:46:25,41.847485,-71.4037,0.00,29.27,27.958939341513123772102161100196464,35
06/28/2010 19:47:30,41.847534,-71.4037,0.00,29.27,28.398700294466031746031746031746032,26
06/28/2010 19:48:35,41.84755,-71.40377,0.00,29.27,27.958939341513123772102161100196464,31
