time,latitude,longitude,light,temperature,temperature probe,altitude
06/28/2010 16:14:56,42.658188,-71.324066,1055.01,27.01,31.630700061863347639484978540772532,39
06/28/2010 16:16:01,42.658253,-71.32394,1045.52,27.33,32.041762692151887201735357917570499,44
06/28/2010 16:17:05,42.658237,-71.3239,1055.79,27.98,33.415414539966846846846846846846847,37
06/28/2010 16:18:09,42.658432,-71.32513,1061.95,28.62,34.284906172128267898383371824480370,43
06/28/2010 16:19:13,42.662354,-71.325714,1061.95,29.27,34.752914398175316159250585480093677,53
06/28/2010 16:20:17,42.664696,-71.32205,1062.71,29.59,34.752914398175316159250585480093677,41
06/28/2010 16:21:21,42.665062,-71.3192,1061.19,30.23,34.752914398175316159250585480093677,47
06/28/2010 16:22:25,42.66555,-71.31121,1058.88,30.56,34.752914398175316159250585480093677,55
06/28/2010 16:23:29,42.668602,-71.304756,1060.42,30.88,34.752914398175316159250585480093677,60
06/28/2010 16:24:33,42.669083,-71.30297,1062.71,31.20,34.907949024264705882352941176470588,60
06/28/2010 16:25:37,42.67145,-71.29553,1060.42,31.52,34.907949024264705882352941176470588,55
06/28/2010 16:26:41,42.67928,-71.29342,1058.88,31.52,34.830491886436431924882629107981221,62
06/28/2010 16:27:46,42.683235,-71.28287,1058.88,31.85,34.675216271560373831775700934579439,70
06/28/2010 16:28:50,42.686214,-71.27387,1062.71,31.85,34.675216271560373831775700934579439,68
06/28/2010 16:29:54,42.693035,-71.26967,1063.47,31.85,34.519456964976744186046511627906977,68
06/28/2010 16:30:58,42.70183,-71.25943,1061.19,31.85,34.441395222464547563805104408352668,52
06/28/2010 16:32:02,42.70437,-71.25332,1055.79,31.85,34.363211716450370370370370370370370,41
06/28/2010 16:33:06,42.710766,-71.265335,1059.65,31.85,34.206478317225069124423963133640553,49
06/28/2010 16:34:10,42.7285,-71.25167,1055.01,31.85,34.049254599072293577981651376146789,61
06/28/2010 16:35:15,42.722168,-71.245834,1052.66,31.85,33.970458203680228832951945080091533,69
06/28/2010 16:36:19,42.723965,-71.238235,1055.79,31.85,33.891538433365844748858447488584475,65
06/28/2010 16:37:23,42.72753,-71.232735,1061.19,31.85,33.970458203680228832951945080091533,63
06/28/2010 16:38:27,42.72855,-71.221756,1058.88,31.85,33.970458203680228832951945080091533,51
06/28/2010 16:39:31,42.73138,-71.218414,1059.65,31.85,33.970458203680228832951945080091533,67
06/28/2010 16:40:35,42.735638,-71.232834,1048.71,31.85,33.891538433365844748858447488584475,63
06/28/2010 16:41:39,42.73548,-71.21482,1058.11,31.85,33.891538433365844748858447488584475,46
06/28/2010 16:42:44,42.735683,-71.21072,1063.47,31.85,33.812495028091070615034168564920273,48
06/28/2010 16:43:48,42.735683,-71.21073,1064.23,31.85,33.574620437422986425339366515837104,50
06/28/2010 16:44:52,42.73567,-71.21073,1064.23,32.17,33.654036284301179138321995464852608,53
06/28/2010 16:45:56,42.73567,-71.21073,1064.99,32.17,33.812495028091070615034168564920273,52
06/28/2010 16:47:00,42.73567,-71.21073,1064.99,32.17,34.127927881971264367816091954022989,53
06/28/2010 16:48:04,42.73567,-71.21075,1065.74,32.49,34.206478317225069124423963133640553,52
06/28/2010 16:49:08,42.73567,-71.21075,1065.74,32.49,34.284906172128267898383371824480370,48
06/28/2010 16:50:12,42.735683,-71.21075,1065.74,32.49,34.284906172128267898383371824480370,46
06/28/2010 16:51:16,42.735683,-71.21077,1064.99,32.81,34.441395222464547563805104408352668,44
06/28/2010 16:52:20,42.735683,-71.21075,1064.99,32.81,34.597397221355198135198135198135198,41
06/28/2010 16:53:25,42.735847,-71.20995,1060.42,32.81,34.284906172128267898383371824480370,47
06/28/2010 16:54:29,42.735897,-71.2101,634.64,31.85,32.286850447674759825327510917030568,45
06/28/2010 16:55:33,42.735832,-71.21029,20.90,31.20,30.462350751333333333333333333333333,56
06/28/2010 16:56:37,42.735832,-71.21023,22.98,30.88,29.953696698649218106995884773662551,51
06/28/2010 16:57:41,42.735798,-71.21023,22.98,30.56,29.697566216779100204498977505112474,51
06/28/2010 16:58:45,42.735817,-71.21021,18.82,30.23,29.526141497413075356415478615071283,39
06/28/2010 16:59:49,42.735798,-71.21021,18.82,29.91,29.526141497413075356415478615071283,47
06/28/2010 17:00:53,42.735847,-71.21027,657.71,29.91,29.697566216779100204498977505112474,44
06/28/2010 17:01:57,42.735767,-71.21017,1053.44,29.59,30.293332140494937759336099585062241,38
06/28/2010 17:03:02,42.735767,-71.21017,1053.44,29.59,30.377907891632474012474012474012474,44
06/28/2010 17:04:06,42.735683,-71.21004,1053.44,29.27,30.546660898318121085594989561586639,36
06/28/2010 17:05:10,42.735733,-71.20995,1053.44,29.27,30.714883776515429769392033542976939,40
06/28/2010 17:06:14,42.735817,-71.21011,1053.44,29.27,30.882577986184210526315789473684211,42
06/28/2010 17:07:18,42.735832,-71.21018,1053.44,29.27,30.882577986184210526315789473684211,35
06/28/2010 17:08:23,42.735718,-71.210014,1052.66,29.27,30.798796872709915966386554621848739,52
06/28/2010 17:09:27,42.735817,-71.21008,1051.09,29.27,30.546660898318121085594989561586639,54
06/28/2010 17:10:31,42.735817,-71.21018,1050.30,28.95,30.546660898318121085594989561586639,48
06/28/2010 17:11:35,42.735783,-71.21013,1048.71,28.95,30.630838512803012552301255230125523,49
06/28/2010 17:12:39,42.735783,-71.2101,1047.92,28.95,30.798796872709915966386554621848739,52
06/28/2010 17:13:43,42.735767,-71.21013,1047.92,28.95,30.714883776515429769392033542976939,46
06/28/2010 17:14:48,42.735798,-71.21017,1047.92,28.62,30.630838512803012552301255230125523,51
06/28/2010 17:15:52,42.735928,-71.21035,1048.71,28.62,30.546660898318121085594989561586639,34
06/28/2010 17:16:56,42.735733,-71.21017,1049.51,28.62,30.462350751333333333333333333333333,32
06/28/2010 17:18:00,42.735752,-71.21017,1049.51,28.62,30.377907891632474012474012474012474,37
06/28/2010 17:19:04,42.735767,-71.21017,1050.30,28.62,30.377907891632474012474012474012474,40
06/28/2010 17:20:08,42.735798,-71.21018,1050.30,28.30,30.462350751333333333333333333333333,40
06/28/2010 17:21:12,42.735798,-71.21013,1050.30,28.30,30.462350751333333333333333333333333,44
