time,latitude,longitude,acceleration,light,temperature,sound,counts,altitude
06/28/2010 13:31:45,42.656616,-71.325584,0.86,1079.03,33.46,3,0,43
06/28/2010 13:31:46,42.656616,-71.325584,0.86,1079.75,33.46,9,0,43
06/28/2010 13:31:47,,,1.17,1076.86,33.46,0,0, 
06/28/2010 13:31:48,42.65663,-71.3256,1.05,1076.86,33.46,0,0,42
06/28/2010 13:31:49,42.65663,-71.3256,1.09,1073.93,33.46,2,0,43
06/28/2010 13:31:51,42.65665,-71.3256,0.98,1073.93,33.46,2,0,43
06/28/2010 13:31:52,42.65665,-71.3256,1.13,1073.20,33.46,0,0,42
06/28/2010 13:31:53,42.65665,-71.325584,1.25,1073.93,33.46,0,0,43
06/28/2010 13:31:54,42.656666,-71.325584,1.72,1073.20,33.46,6,0,43
06/28/2010 13:31:55,42.656666,-71.32557,1.45,1073.20,33.46,7,0,44
06/28/2010 13:31:56,42.656666,-71.32557,1.09,1073.20,33.46,1,0,45
06/28/2010 13:31:57,42.656666,-71.32557,0.86,1073.20,33.46,6,0,45
06/28/2010 13:31:58,42.65668,-71.32557,0.94,1073.93,33.46,4,0,45
06/28/2010 13:31:59,42.656696,-71.32557,1.17,1073.93,33.46,17,0,44
06/28/2010 13:32:00,42.656715,-71.325584,1.37,1073.93,33.46,6,0,44
06/28/2010 13:32:01,42.65673,-71.325584,1.52,1073.93,33.46,10,0,43
06/28/2010 13:32:02,42.656746,-71.3256,1.05,1073.93,33.46,0,0,43
06/28/2010 13:32:03,42.65676,-71.3256,0.74,1073.93,33.46,8,0,43
06/28/2010 13:32:04,42.65676,-71.3256,0.82,1074.67,33.46,0,0,42
06/28/2010 13:32:05,42.656788,-71.325584,1.02,1075.40,33.46,1,0,43
06/28/2010 13:32:07,42.656788,-71.325584,0.98,1075.40,33.46,7,0,43
06/28/2010 13:32:08,42.656788,-71.325584,1.05,1077.58,33.46,3,0,43
06/28/2010 13:32:09,42.656788,-71.32557,1.21,1076.86,33.46,12,0,44
06/28/2010 13:32:10,42.656803,-71.32557,1.13,1076.13,33.46,1,0,44
06/28/2010 13:32:11,42.65682,-71.325584,1.02,1076.13,33.46,14,0,43
06/28/2010 13:32:12,42.656837,-71.325584,1.02,1076.13,33.46,6,0,43
06/28/2010 13:32:13,42.656853,-71.3256,0.86,1076.13,33.46,7,0,43
06/28/2010 13:32:14,42.656853,-71.3256,0.70,1076.13,33.46,9,0,43
06/28/2010 13:32:15,42.656868,-71.3256,0.82,1076.86,33.46,6,0,42
06/28/2010 13:32:16,42.656883,-71.325615,0.86,1075.40,33.46,16,0,42
06/28/2010 13:32:17,42.656902,-71.3256,0.98,1075.40,33.46,15,0,42
06/28/2010 13:32:18,42.656902,-71.3256,1.13,1075.40,33.46,7,0,42
06/28/2010 13:32:19,42.656918,-71.3256,1.21,1075.40,33.46,1,0,41
06/28/2010 13:32:20,42.656933,-71.3256,1.33,1075.40,33.46,0,0,41
06/28/2010 13:32:21,42.656933,-71.3256,1.29,1074.67,33.46,1,0,41
06/28/2010 13:32:22,42.656948,-71.3256,1.48,1074.67,33.46,4,0,41
06/28/2010 13:32:24,42.656948,-71.3256,1.41,1074.67,33.46,0,0,41
06/28/2010 13:32:25,42.656967,-71.325615,1.29,1073.93,33.46,0,0,42
06/28/2010 13:32:26,42.656982,-71.325615,1.21,1072.46,33.46,1,0,41
06/28/2010 13:32:27,42.656982,-71.325615,1.05,1073.20,33.46,3,0,41
06/28/2010 13:32:28,42.656998,-71.32564,0.98,1073.20,33.46,0,0,41
06/28/2010 13:32:29,42.657017,-71.32564,0.98,1073.93,33.46,19,0,41
06/28/2010 13:32:30,42.657032,-71.32564,1.21,1075.40,33.46,5,0,40
06/28/2010 13:32:31,42.657032,-71.32564,1.45,1074.67,33.46,5,0,40
06/28/2010 13:32:32,42.657047,-71.32564,1.41,1073.93,33.46,3,0,40
06/28/2010 13:32:33,42.657063,-71.32564,1.37,1073.93,33.46,1,0,40
06/28/2010 13:32:34,42.65708,-71.32565,1.05,1074.67,33.46,0,0,39
06/28/2010 13:32:35,42.657097,-71.32565,0.94,1074.67,33.46,5,0,39
06/28/2010 13:32:36,42.657112,-71.32565,0.98,1074.67,33.46,4,0,39
06/28/2010 13:32:37,42.657112,-71.32565,0.82,1074.67,33.46,0,0,38
06/28/2010 13:32:38,42.65714,-71.32565,1.02,1074.67,33.46,1,0,38
06/28/2010 13:32:39,42.657154,-71.32565,1.09,1074.67,33.46,0,0,38
06/28/2010 13:32:41,42.657154,-71.32565,1.09,1074.67,33.46,0,0,38
06/28/2010 13:32:42,42.65717,-71.32565,1.21,1074.67,33.46,3,0,38
06/28/2010 13:32:43,42.65717,-71.32565,1.17,1074.67,33.46,0,0,38
06/28/2010 13:32:44,42.657185,-71.32565,1.41,1074.67,33.46,0,0,38
06/28/2010 13:32:45,42.657204,-71.32565,1.33,1075.40,33.46,8,0,38
06/28/2010 13:32:46,42.657204,-71.32565,1.41,1074.67,33.46,3,0,38
06/28/2010 13:32:47,42.65722,-71.32565,1.37,1073.93,33.46,13,0,38
06/28/2010 13:32:48,42.65722,-71.32565,1.56,1075.40,33.46,1,0,37
06/28/2010 13:32:49,42.657234,-71.32565,1.48,1074.67,33.46,0,0,38
06/28/2010 13:32:50,42.65725,-71.32565,1.17,1074.67,33.46,3,0,37
06/28/2010 13:32:51,42.65727,-71.32565,1.25,1074.67,33.46,7,0,37
06/28/2010 13:32:52,42.657284,-71.32567,1.05,1074.67,33.46,0,0,37
06/28/2010 13:32:53,42.657284,-71.32567,0.86,1074.67,33.46,0,0,37
06/28/2010 13:32:54,42.6573,-71.32567,0.82,1074.67,33.78,1,0,37
06/28/2010 13:32:55,42.657314,-71.32567,0.74,1075.40,33.46,4,0,37
06/28/2010 13:32:57,42.657314,-71.32567,0.90,1074.67,33.78,4,0,38
06/28/2010 13:32:58,42.657333,-71.32567,0.98,1074.67,33.78,4,0,38
06/28/2010 13:32:59,42.65735,-71.32567,1.02,1073.93,33.78,0,0,37
06/28/2010 13:33:00,42.65735,-71.32567,1.25,1073.93,33.78,3,0,37
06/28/2010 13:33:01,42.657364,-71.32567,1.13,1076.13,33.78,27,0,37
06/28/2010 13:33:02,42.657364,-71.32567,1.48,1074.67,33.78,7,0,37
06/28/2010 13:33:03,42.657383,-71.32567,1.21,1074.67,33.46,6,0,37
06/28/2010 13:33:04,42.6574,-71.32567,0.90,1074.67,33.46,2,0,37
06/28/2010 13:33:05,42.6574,-71.32567,0.94,1074.67,33.46,6,0,37
06/28/2010 13:33:06,42.657413,-71.32567,0.90,1074.67,33.46,3,0,37
06/28/2010 13:33:07,42.65743,-71.32567,0.90,1073.20,33.46,0,0,37
06/28/2010 13:33:08,42.657448,-71.32567,1.09,1073.20,33.46,3,0,37
06/28/2010 13:33:09,42.65747,-71.32567,1.21,1072.46,33.46,13,0,36
06/28/2010 13:33:10,42.65747,-71.32567,1.48,1070.98,33.46,21,0,36
06/28/2010 13:33:11,42.657486,-71.32567,1.13,1070.98,33.46,11,0,36
06/28/2010 13:33:12,42.65752,-71.32567,0.94,1068.75,33.46,4,0,36
06/28/2010 13:33:14,42.657536,-71.32567,0.90,1069.49,33.46,2,0,36
06/28/2010 13:33:15,,,0.90,1069.49,33.46,5,0, 
06/28/2010 13:33:16,,,0.78,1070.98,33.46,0,0, 
06/28/2010 13:33:17,42.657585,-71.32565,0.90,1070.24,33.46,4,0,36
06/28/2010 13:33:18,42.657616,-71.32565,0.90,1070.98,33.46,0,0,36
06/28/2010 13:33:19,42.657635,-71.32564,0.98,1070.98,33.46,6,0,37
06/28/2010 13:33:20,42.65765,-71.325615,1.05,1070.98,33.46,0,0,37
06/28/2010 13:33:21,42.657665,-71.325615,1.13,1070.98,33.46,0,0,38
06/28/2010 13:33:22,42.657665,-71.325615,1.33,1070.98,33.46,0,0,38
06/28/2010 13:33:23,42.65768,-71.325615,1.60,1070.24,33.46,0,0,39
06/28/2010 13:33:24,42.65768,-71.325615,1.48,1070.98,33.46,0,0,39
06/28/2010 13:33:25,42.65768,-71.325615,1.29,1070.98,33.46,0,0,39
06/28/2010 13:33:26,42.6577,-71.3256,1.29,1071.72,33.46,0,0,40
06/28/2010 13:33:27,,,0.90,1072.46,33.46,1,0, 
06/28/2010 13:33:28,42.65773,-71.3256,0.94,1072.46,33.46,11,0,40
06/28/2010 13:33:30,42.657715,-71.325615,0.90,1070.98,33.46,16,0,38
06/28/2010 13:33:31,42.657715,-71.3256,0.90,1070.98,33.46,6,0,38
06/28/2010 13:33:32,42.65773,-71.3256,0.86,1072.46,33.46,5,0,37
06/28/2010 13:33:33,42.65773,-71.3256,0.86,1073.20,33.46,4,0,38
06/28/2010 13:33:34,42.65773,-71.3256,0.94,1073.20,33.46,0,0,39
06/28/2010 13:33:35,42.65775,-71.3256,1.41,1073.20,33.46,4,0,39
