time,latitude,longitude,acceleration,light,temperature,sound
0,,,0.98,214.29,24.11,0
1,,,1.02,177.74,24.11,0
2,,,0.98,166.07,24.11,0
3,,,0.98,179.68,24.11,0
4,,,0.98,202.82,24.11,0
5,,,0.98,152.36,24.11,0
6,,,0.94,168.02,24.11,0
7,,,1.02,204.73,24.11,0
8,,,0.94,191.28,24.11,0
9,,,1.02,168.02,24.11,0
10,,,0.98,195.13,24.11,0
11,,,0.98,181.62,24.11,0
12,,,1.02,1061.95,20.57,5
13,,,0.90,1060.42,20.57,0
14,,,1.60,1053.44,20.57,29
15,,,3.28,1060.42,20.24,28
16,,,3.87,1059.65,20.24,24
17,,,1.95,1059.65,19.92,5
18,,,0.94,1058.88,19.92,22
19,,,0.82,1058.88,19.92,27
20,,,1.05,1057.34,19.92,29
21,,,1.21,1051.87,19.92,2
22,,,2.62,1055.01,19.92,17
23,,,1.09,1048.71,19.60,17
24,,,1.09,1047.92,19.92,7
25,,,1.02,1051.87,19.60,0
26,,,2.03,1051.09,19.60,6
27,,,1.05,1052.66,19.60,22
28,,,1.13,860.80,19.60,23
29,,,1.09,1048.71,19.60,33
30,,,0.94,1050.30,19.60,0
31,,,1.09,1058.11,19.60,4
32,,,1.13,1055.01,19.60,0
33,,,1.09,1054.23,19.60,21
34,,,1.05,1053.44,19.28,14
35,,,0.98,1051.87,19.28,25
36,,,1.17,1047.92,19.28,40
37,,,1.02,1056.56,19.28,41
38,,,0.98,1055.79,19.28,0
39,,,1.02,1056.56,19.28,39
40,,,1.05,1055.01,19.28,3
41,,,1.13,1056.56,19.28,0
42,,,1.13,1056.56,19.28,29
43,,,1.13,1055.79,19.28,5
44,,,1.05,1054.23,19.28,3
45,,,1.37,1055.01,19.28,13
46,,,0.82,1049.51,19.28,4
47,,,1.25,1048.71,19.28,21
48,,,1.13,1054.23,19.28,1
49,,,1.09,1049.51,18.96,0
50,,,1.21,1048.71,18.96,2
51,,,2.42,844.62,18.96,14
52,,,1.72,1039.87,18.96,0
53,,,1.41,1048.71,18.96,0
54,,,1.29,1053.44,18.96,5
55,,,1.60,1041.49,18.63,1
56,,,0.74,987.80,18.63,0
57,,,0.86,813.64,18.63,0
58,,,1.09,353.98,18.63,13
59,,,1.05,486.53,18.63,0
60,,,1.05,523.53,18.63,0
61,,,1.13,278.07,18.63,0
62,,,0.82,78.46,18.63,0
63,,,1.17,43.68,18.63,0
64,,,1.05,25.06,18.63,0
65,,,1.17,12.56,18.63,0
66,,,1.33,12.56,18.63,3
67,,,0.94,27.13,18.63,0
68,,,1.25,20.90,18.63,0
69,,,0.86,76.43,18.63,17
70,,,1.25,29.21,18.63,0
71,,,0.90,20.90,18.63,3
72,,,1.25,100.69,18.96,0
73,,,1.09,94.65,18.63,10
74,,,1.02,124.69,18.96,33
75,,,0.86,185.49,18.96,0
76,,,0.90,35.42,18.96,0
77,,,0.90,47.80,18.96,0
78,,,1.09,33.35,18.96,0
79,,,0.94,51.91,18.96,0
80,,,0.98,53.97,18.96,8
81,,,1.02,51.91,18.96,1
82,,,1.17,90.61,18.96,0
83,,,0.94,130.65,18.96,0
84,,,0.90,18.82,18.96,0
85,,,1.09,204.73,18.96,0
86,,,1.17,45.74,18.96,0
87,,,1.02,41.62,18.96,0
88,,,1.17,283.59,18.96,0
89,,,1.02,80.49,18.96,1
90,,,1.05,45.74,19.28,0
91,,,0.98,33.35,19.28,0
92,,,1.09,58.07,19.28,7
93,,,1.05,168.02,19.28,1
94,,,0.90,92.63,19.28,4
95,,,0.98,285.43,19.28,0
96,,,1.02,193.21,19.28,7
97,,,1.02,31.28,19.28,0
98,,,0.86,12.56,19.28,1
99,,,0.98,22.98,19.28,0
100,,,1.05,20.90,19.60,0
101,,,0.90,25.06,19.60,0
102,,,1.52,29.21,19.60,1
103,,,2.27,37.49,19.60,12
104,,,1.05,18.82,19.60,9
105,,,1.95,12.56,19.60,11
106,,,1.99,29.21,19.60,2
107,,,1.48,12.56,19.60,2
108,,,3.32,12.56,19.60,4
109,,,1.37,31.28,19.60,0
110,,,1.05,104.71,19.60,0
111,,,1.56,39.56,19.60,1
112,,,1.13,16.73,19.60,4
113,,,1.17,8.38,19.60,0
114,,,0.98,8.38,19.60,0
115,,,1.13,20.90,19.92,2
116,,,0.98,12.56,19.92,0
117,,,0.94,20.90,19.92,3
118,,,1.02,41.62,19.60,0
119,,,0.94,154.33,19.92,0
120,,,0.82,110.72,19.92,1
121,,,1.02,0.00,19.92,0
122,,,1.05,0.00,19.92,0
123,,,0.98,0.00,19.92,4
124,,,0.94,0.00,19.92,1
125,,,1.13,0.00,19.92,5
126,,,1.02,0.00,19.92,0
127,,,0.94,0.00,19.92,1
128,,,1.52,2.10,19.92,0
129,,,0.82,0.00,19.92,0
130,,,1.13,16.73,19.92,3
131,,,1.05,45.74,19.92,6
132,,,0.98,0.00,19.92,0
133,,,0.98,0.00,19.92,1
134,,,1.02,0.00,19.92,0
135,,,0.98,0.00,19.92,9
136,,,1.09,0.00,19.92,1
137,,,1.05,6.29,20.24,9
138,,,1.52,16.73,20.24,0
139,,,1.09,10.47,19.92,0
140,,,1.05,37.49,20.24,0
141,,,0.62,197.06,20.24,1
142,,,1.21,58.07,20.24,2
143,,,1.21,0.00,20.24,2
144,,,1.91,8.38,20.24,0
145,,,1.29,12.56,20.24,0
146,,,0.94,12.56,20.24,0
147,,,0.66,8.38,20.24,0
148,,,1.02,2.10,20.24,0
149,,,1.41,0.00,20.24,0
150,,,0.86,0.00,20.24,3
151,,,0.86,0.00,20.24,0
152,,,1.33,0.00,20.24,0
153,,,1.25,14.65,20.24,1
154,,,1.13,259.52,20.24,0
155,,,1.13,433.47,20.24,3
156,,,0.90,252.06,20.24,0
157,,,1.29,218.10,20.24,0
158,,,0.78,212.38,20.24,0
159,,,0.82,204.73,20.24,2
160,,,1.09,179.68,20.24,2
161,,,1.05,168.02,20.24,1
162,,,1.21,169.97,20.24,0
163,,,1.09,169.97,20.24,0
164,,,1.25,212.38,20.24,0
165,,,1.09,200.90,20.24,0
166,,,1.13,250.19,19.92,2
167,,,1.09,240.80,20.24,20
168,,,1.09,231.37,20.24,0
169,,,1.09,242.68,20.24,4
170,,,1.09,246.44,20.24,0
171,,,1.13,238.92,20.24,2
172,,,1.13,240.80,19.92,0
173,,,1.09,246.44,19.92,1
174,,,1.13,276.22,19.92,0
175,,,1.05,1045.52,19.92,0
176,,,1.17,773.83,19.92,0
177,,,1.17,289.10,19.92,0
178,,,1.13,191.28,19.92,1
179,,,0.82,1059.65,19.92,1
180,,,0.90,1058.88,19.92,0
181,,,0.98,1059.65,19.92,0
182,,,1.09,1055.01,19.92,0
183,,,1.68,1055.79,19.92,0
184,,,1.13,1058.11,19.92,0
185,,,1.21,1055.79,19.92,0
186,,,1.05,1061.19,19.92,1
187,,,1.09,1061.95,19.92,0
188,,,1.05,1060.42,19.92,0
189,,,1.05,1058.88,19.92,0
190,,,1.17,1057.34,19.92,1
191,,,1.02,1058.11,19.92,0
192,,,1.05,1058.11,19.92,12
193,,,1.33,1055.79,19.92,2
194,,,1.05,1033.30,19.92,7
195,,,0.90,790.22,19.92,2
196,,,1.02,323.63,19.92,0
197,,,1.05,98.68,19.92,0
198,,,1.05,92.63,19.92,5
199,,,0.98,76.43,19.92,0
200,,,1.05,502.73,19.92,2
201,,,1.41,1054.23,19.92,6
202,,,1.05,1058.88,19.92,3
203,,,1.17,1057.34,19.92,12
204,,,1.13,1058.11,19.60,0
205,,,0.98,1059.65,19.92,0
206,,,1.37,1058.88,19.60,1
207,,,1.37,1059.65,19.60,0
208,,,1.25,1058.11,19.60,2
209,,,1.09,1058.11,19.60,0
210,,,0.82,1059.65,19.60,0
211,,,0.90,1058.11,19.60,0
212,,,1.29,1057.34,19.60,0
213,,,1.33,1058.11,19.60,0
214,,,1.29,1055.79,19.60,3
215,,,1.33,1052.66,19.60,0
216,,,1.41,860.80,19.28,0
217,,,1.21,383.80,19.28,4
218,,,1.13,292.77,19.28,0
219,,,1.25,206.65,19.28,0
220,,,1.05,102.70,19.28,0
221,,,1.13,66.25,19.28,0
222,,,1.09,33.35,19.28,0
223,,,0.98,41.62,19.28,0
224,,,0.98,51.91,19.28,0
225,,,1.13,29.21,19.28,0
226,,,1.33,45.74,19.28,0
227,,,1.25,82.52,19.28,0
228,,,1.21,96.66,19.28,0
229,,,1.17,37.49,19.28,0
230,,,1.09,4.19,19.28,0
231,,,1.17,14.65,19.28,0
232,,,1.13,22.98,19.28,0
233,,,1.13,27.13,19.28,0
234,,,0.94,6.29,19.28,0
235,,,0.94,20.90,19.28,0
236,,,0.98,29.21,19.28,0
237,,,0.98,22.98,19.28,0
238,,,0.94,25.06,19.28,0
239,,,1.17,27.13,19.28,0
240,,,0.94,35.42,19.28,0
241,,,0.90,33.35,19.28,0
242,,,0.78,10.47,19.28,0
243,,,0.90,14.65,19.28,0
244,,,0.94,76.43,19.28,0
245,,,1.05,51.91,19.28,0
246,,,1.02,64.20,19.28,0
247,,,1.05,359.28,19.28,0
248,,,1.33,278.07,19.28,0
249,,,0.90,88.59,19.28,0
250,,,0.94,76.43,19.60,0
251,,,0.82,72.36,19.60,0
252,,,1.25,43.68,19.60,0
253,,,0.94,92.63,19.60,0
254,,,0.90,122.70,19.60,0
255,,,0.78,31.28,19.60,0
256,,,0.82,43.68,19.60,0
257,,,0.74,33.35,19.60,3
258,,,0.98,154.33,19.60,0
259,,,0.86,314.61,19.60,21
260,,,1.02,259.52,19.60,0
261,,,0.98,279.91,19.60,0
262,,,0.98,274.37,19.60,0
263,,,0.98,259.52,19.60,0
264,,,1.02,305.54,19.60,0
265,,,0.98,272.52,19.92,0
266,,,1.02,270.67,19.60,0
267,,,0.98,285.43,19.92,0
268,,,0.98,274.37,19.92,0
269,,,1.02,290.94,19.92,0
270,,,1.02,321.83,19.92,0
271,,,1.02,307.36,19.92,0
272,,,0.98,301.90,19.92,0
273,,,0.98,318.22,19.92,0
274,,,0.98,309.17,19.92,0
275,,,0.98,301.90,19.92,0
276,,,1.02,279.91,19.92,0
277,,,1.02,321.83,19.92,0
278,,,0.98,316.42,19.92,0
279,,,0.98,283.59,19.92,0
280,,,1.02,330.82,19.92,0
281,,,0.98,253.93,19.92,0
282,,,1.02,212.38,19.92,0
283,,,1.02,223.80,19.92,0
284,,,1.02,223.80,19.92,0
285,,,1.02,246.44,19.92,0
286,,,1.02,195.13,19.92,0
287,,,0.98,223.80,19.92,0
288,,,0.98,197.06,19.92,0
289,,,0.98,257.66,19.92,0
290,,,1.02,233.26,19.92,0
291,,,0.98,212.38,19.92,0
292,,,1.02,231.37,20.24,0
293,,,1.02,208.56,20.24,0
294,,,0.98,233.26,20.24,0
295,,,0.98,195.13,20.24,0
296,42.787403,-71.107185,1.02,296.43,20.24,0
297,42.787403,-71.107185,1.02,206.65,20.24,0
298,42.787403,-71.10717,0.98,238.92,20.24,0
299,42.787403,-71.10717,0.98,177.74,20.24,0
300,42.787403,-71.10717,0.98,179.68,20.24,0
301,42.787403,-71.10717,0.98,307.36,20.24,0
302,42.787388,-71.10717,1.02,337.98,20.24,0
303,42.787388,-71.10717,1.02,323.63,20.24,2
304,42.787388,-71.10717,1.02,259.52,20.24,0
305,42.787388,-71.10717,0.98,195.13,20.24,0
306,42.787388,-71.10717,0.98,244.56,20.24,0
307,42.787388,-71.10717,0.98,227.59,20.24,0
308,42.787388,-71.10717,1.02,214.29,20.24,0
309,42.787388,-71.10717,1.02,210.47,20.24,0
310,42.787388,-71.10717,1.02,233.26,20.24,0
311,42.787388,-71.107155,1.02,227.59,20.24,0
312,42.787388,-71.10717,1.02,221.90,20.24,0
313,42.787388,-71.10717,1.02,246.44,20.24,0
314,42.787388,-71.10717,1.02,214.29,20.57,0
315,42.787388,-71.107155,1.02,181.62,20.24,0
316,42.787388,-71.107155,0.98,191.28,20.24,0
317,42.787388,-71.107155,1.02,252.06,20.57,0
318,42.787388,-71.107155,1.02,272.52,20.57,0
319,42.787388,-71.107155,0.98,274.37,20.57,0
320,42.787388,-71.107155,1.02,287.27,20.24,0
321,42.787388,-71.107155,1.02,263.25,20.57,0
322,42.787388,-71.107155,0.98,253.93,20.57,0
323,42.787388,-71.107155,1.02,259.52,20.57,0
324,42.787388,-71.107155,0.98,240.80,20.57,0
325,42.787388,-71.107155,1.02,242.68,20.57,0
326,42.787388,-71.107155,1.02,276.22,20.57,0
327,42.787388,-71.107155,1.02,255.79,20.57,3
328,42.787388,-71.107155,0.98,246.44,20.57,0
329,42.787388,-71.107155,0.98,257.66,20.57,0
330,42.787388,-71.107155,0.98,278.07,20.57,0
331,42.787388,-71.107155,1.02,268.82,20.57,0
332,42.78737,-71.10714,1.02,244.56,20.57,0
333,42.78737,-71.10714,1.02,274.37,20.57,0
334,42.78737,-71.10711,0.98,276.22,20.57,0
335,42.78737,-71.10709,1.02,253.93,20.57,0
336,42.78737,-71.10708,1.02,257.66,20.57,0
337,42.787354,-71.10706,1.02,289.10,20.57,0
338,42.787354,-71.10706,0.98,250.19,20.57,0
339,42.787354,-71.10703,0.98,257.66,20.57,0
340,42.787354,-71.10703,1.02,265.11,20.57,0
341,42.78734,-71.10703,1.02,261.39,20.57,0
342,42.78734,-71.10702,1.02,268.82,20.57,0
343,42.78734,-71.10702,1.02,229.48,20.57,0
344,42.78734,-71.10702,0.98,265.11,20.57,0
