time,latitude,longitude,light,temperature,sound,"cricket temperature probe"
"3/30/2128 20:00:00",,,838.76,54.08,0,20.5731
"3/30/2128 20:00:00",,,842.28,54.08,0,20.23575
"3/30/2128 20:00:00",,,841.11,53.76,0,20.01085
"3/30/2128 20:00:00",,,837.58,53.44,0,19.78595
"3/30/2128 20:00:00",,,819.69,50.21,0,19.56105
"3/30/2128 20:00:00",,,837.58,53.76,0,19.4486
"3/30/2128 20:00:00",,,823.30,49.89,0,19.33615
"3/30/2128 20:00:00",,,865.36,53.44,0,19.33615
"3/30/2128 20:00:00",,,897.55,49.89,0,19.2237
"3/30/2128 20:00:00",,,886.62,49.89,0,19.2237
"3/30/2128 20:00:00",,,888.82,53.12,0,19.2237
"3/30/2128 20:00:00",,,853.91,49.57,0,19.11125
"3/30/2128 20:00:00",,,838.76,53.12,0,19.11125
"3/30/2128 20:00:00",,,816.06,53.12,0,19.11125
"3/30/2128 20:00:00",,,793.96,49.57,0,19.11125
"3/30/2128 20:00:00",,,809.98,53.12,0,19.11125
"3/30/2128 20:00:00",,,795.21,49.25,0,19.11125
"3/30/2128 20:00:00",,,795.21,53.12,0,18.9988
"3/30/2128 20:00:00",,,777.64,49.25,0,18.9988
"3/30/2128 20:00:00",,,797.69,52.79,0,18.9988
"3/30/2128 20:00:00",,,777.64,49.25,0,18.9988
"3/30/2128 20:00:00",,,790.22,52.79,0,18.9988
"3/30/2128 20:00:00",,,785.21,52.47,0,18.9988
"3/30/2128 20:00:00",,,780.17,52.47,0,18.9988
"3/30/2128 20:00:00",,,780.17,52.79,0,18.9988
"3/30/2128 20:00:00",,,757.13,49.25,0,18.9988
"3/30/2128 20:00:00",,,770.00,52.79,0,18.9988
"3/30/2128 20:00:00",,,764.87,52.79,0,18.9988
"3/30/2128 20:00:00",,,744.08,48.93,0,19.11125
"3/30/2128 20:00:00",,,740.13,48.93,0,18.9988
"3/30/2128 20:00:00",,,754.53,52.47,0,19.11125
"3/30/2128 20:00:00",,,734.83,48.93,0,19.11125
"3/30/2128 20:00:00",,,749.32,52.15,0,19.11125
"3/30/2128 20:00:00",,,730.85,48.93,0,19.11125
"3/30/2128 20:00:00",,,746.70,52.47,0,19.2237
"3/30/2128 20:00:00",,,745.39,52.47,0,19.2237
"3/30/2128 20:00:00",,,744.08,52.47,0,19.2237
"3/30/2128 20:00:00",,,742.76,52.47,0,19.2237
"3/30/2128 20:00:00",,,740.13,52.47,0,19.33615
"3/30/2128 20:00:00",,,738.81,52.47,0,19.33615
"3/30/2128 20:00:00",,,718.78,48.93,0,19.33615
"3/30/2128 20:00:00",,,733.51,52.47,0,19.33615
"3/30/2128 20:00:00",,,714.73,48.93,0,19.33615
"3/30/2128 20:00:00",,,713.37,48.93,0,19.33615
"3/30/2128 20:00:00",,,726.84,52.15,0,19.33615
"3/30/2128 20:00:00",,,730.85,52.47,0,19.33615
"3/30/2128 20:00:00",,,726.84,52.47,0,19.33615
"3/30/2128 20:00:00",,,729.51,52.47,0,19.33615
"3/30/2128 20:00:00",,,710.66,48.60,0,19.33615
"3/30/2128 20:00:00",,,712.02,48.93,0,19.33615
"3/30/2128 20:00:00",,,728.18,52.47,0,19.33615
"3/30/2128 20:00:00",,,732.18,52.47,0,19.4486
"3/30/2128 20:00:00",,,744.08,52.15,0,19.4486
"3/30/2128 20:00:00",,,761.01,52.47,0,19.4486
"3/30/2128 20:00:00",,,782.69,52.47,0,19.4486
"3/30/2128 20:00:00",,,777.64,48.60,0,19.4486
"3/30/2128 20:00:00",,,801.39,52.15,0,19.4486
"3/30/2128 20:00:00",,,802.63,52.15,0,19.33615
"3/30/2128 20:00:00",,,801.39,52.47,0,19.33615
"3/30/2128 20:00:00",,,783.95,48.93,0,19.33615
"3/30/2128 20:00:00",,,792.72,52.47,0,19.33615
"3/30/2128 20:00:00",,,781.43,52.15,0,19.33615
"3/30/2128 20:00:00",,,770.00,52.47,0,19.33615
"3/30/2128 20:00:00",,,763.59,52.47,0,19.4486
"3/30/2128 20:00:00",,,755.83,52.15,0,19.4486
"3/30/2128 20:00:00",,,742.76,52.15,0,19.4486
"3/30/2128 20:00:00",,,729.51,52.15,0,19.4486
"3/30/2128 20:00:00",,,725.50,52.15,0,19.4486
"3/30/2128 20:00:00",,,721.48,52.15,0,19.4486
"3/30/2128 20:00:00",,,696.98,48.60,0,19.4486
"3/30/2128 20:00:00",,,694.22,48.60,0,19.56105
"3/30/2128 20:00:00",,,687.29,48.60,0,19.4486
"3/30/2128 20:00:00",,,695.60,52.15,0,19.56105
"3/30/2128 20:00:00",,,688.68,52.15,0,19.56105
"3/30/2128 20:00:00",,,678.92,52.15,0,19.4486
"3/30/2128 20:00:00",,,671.90,52.15,0,19.4486
"3/30/2128 20:00:00",,,670.49,52.15,0,19.4486
"3/30/2128 20:00:00",,,666.24,52.47,0,19.4486
"3/30/2128 20:00:00",,,661.99,52.15,0,19.4486
"3/30/2128 20:00:00",,,659.14,52.15,0,19.4486
"3/30/2128 20:00:00",,,637.55,48.60,0,19.56105
"3/30/2128 20:00:00",,,634.64,48.60,0,19.56105
"3/30/2128 20:00:00",,,649.11,52.47,0,19.56105
"3/30/2128 20:00:00",,,646.23,52.47,0,19.56105
"3/30/2128 20:00:00",,,630.26,48.93,0,19.56105
"3/30/2128 20:00:00",,,600.67,48.93,0,19.56105
"3/30/2128 20:00:00",,,644.79,52.47,0,19.56105
"3/30/2128 20:00:00",,,643.34,52.47,0,19.56105
"3/30/2128 20:00:00",,,624.40,48.60,0,19.56105
"3/30/2128 20:00:00",,,637.55,52.47,0,19.56105
"3/30/2128 20:00:00",,,634.64,52.47,0,19.56105
"3/30/2128 20:00:00",,,617.03,48.60,0,19.56105
"3/30/2128 20:00:00",,,615.55,48.60,0,19.56105
"3/30/2128 20:00:00",,,614.07,48.60,0,19.56105
"3/30/2128 20:00:00",,,628.80,52.47,0,19.56105
"3/30/2128 20:00:00",,,611.11,48.60,0,19.56105
"3/30/2128 20:00:00",,,614.07,49.25,0,19.56105
"3/30/2128 20:00:00",,,611.11,52.15,0,19.56105
"3/30/2128 20:00:00",,,619.98,52.15,0,19.56105
"3/30/2128 20:00:00",,,606.64,48.93,0,19.56105
"3/30/2128 20:00:00",,,621.46,52.15,0,19.56105
"3/30/2128 20:00:00",,,622.93,52.15,0,19.56105
"3/30/2128 20:00:00",,,627.33,52.47,0,19.56105
"3/30/2128 20:00:00",,,608.13,48.60,0,19.4486
"3/30/2128 20:00:00",,,608.13,52.15,0,19.4486
"3/30/2128 20:00:00",,,617.03,52.47,0,19.4486
"3/30/2128 20:00:00",,,614.07,52.15,0,19.4486
"3/30/2128 20:00:00",,,612.59,52.15,0,19.4486
"3/30/2128 20:00:00",,,609.62,52.15,0,19.4486
"3/30/2128 20:00:00",,,608.13,52.15,0,19.4486
"3/30/2128 20:00:00",,,605.15,52.15,0,19.33615
"3/30/2128 20:00:00",,,605.15,52.15,0,19.33615
"3/30/2128 20:00:00",,,603.66,52.15,0,19.33615
"3/30/2128 20:00:00",,,606.64,52.15,0,19.33615
"3/30/2128 20:00:00",,,612.59,52.15,0,19.33615
"3/30/2128 20:00:00",,,614.07,52.15,0,19.2237
"3/30/2128 20:00:00",,,594.66,48.28,0,19.2237
"3/30/2128 20:00:00",,,606.64,52.15,0,19.33615
"3/30/2128 20:00:00",,,603.66,52.15,0,19.33615
"3/30/2128 20:00:00",,,597.67,52.15,0,19.33615
"3/30/2128 20:00:00",,,576.47,48.28,0,19.33615
"3/30/2128 20:00:00",,,584.08,52.15,0,19.33615
"3/30/2128 20:00:00",,,584.08,52.15,0,19.2237
"3/30/2128 20:00:00",,,581.04,52.15,0,19.2237
"3/30/2128 20:00:00",,,578.00,51.83,0,19.33615
"3/30/2128 20:00:00",,,579.52,52.15,0,19.33615
"3/30/2128 20:00:00",,,579.52,52.15,0,19.33615
"3/30/2128 20:00:00",,,579.52,52.15,0,19.33615
"3/30/2128 20:00:00",,,579.52,52.15,0,19.2237
"3/30/2128 20:00:00",,,565.74,48.60,0,19.2237
"3/30/2128 20:00:00",,,576.47,52.15,0,19.2237
"3/30/2128 20:00:00",,,558.02,48.60,0,19.2237
"3/30/2128 20:00:00",,,568.81,52.15,0,19.33615
"3/30/2128 20:00:00",,,568.81,48.28,0,19.33615
"3/30/2128 20:00:00",,,556.47,48.60,0,19.2237
"3/30/2128 20:00:00",,,554.92,48.28,0,19.2237
"3/30/2128 20:00:00",,,567.28,52.15,0,19.2237
"3/30/2128 20:00:00",,,564.20,52.15,0,19.2237
"3/30/2128 20:00:00",,,548.70,48.28,0,19.2237
"3/30/2128 20:00:00",,,562.66,52.15,0,19.33615
"3/30/2128 20:00:00",,,562.66,51.83,0,19.33615
"3/30/2128 20:00:00",,,561.11,51.83,0,19.33615
"3/30/2128 20:00:00",,,545.58,48.28,0,19.2237
"3/30/2128 20:00:00",,,540.88,48.60,0,19.2237
"3/30/2128 20:00:00",,,540.88,48.60,0,19.2237
"3/30/2128 20:00:00",,,551.81,51.83,0,19.2237
"3/30/2128 20:00:00",,,540.88,48.28,0,19.33615
"3/30/2128 20:00:00",,,542.45,48.60,0,19.33615
"3/30/2128 20:00:00",,,556.47,52.15,0,19.2237
"3/30/2128 20:00:00",,,553.37,51.83,0,19.2237
"3/30/2128 20:00:00",,,553.37,52.15,0,19.2237
"3/30/2128 20:00:00",,,540.88,48.28,0,19.2237
