time,latitude,longitude,light,temperature,sound,"cricket temperature probe"
"3/30/2128 20:00:00",,,574.94,53.12,0,21.0229
"3/30/2128 20:00:00",,,27.13,53.12,0,20.5731
"3/30/2128 20:00:00",,,0.00,52.79,0,20.1233
"3/30/2128 20:00:00",,,0.00,53.12,0,19.8984
"3/30/2128 20:00:00",,,0.00,53.44,0,19.78595
"3/30/2128 20:00:00",,,0.00,53.44,0,19.78595
"3/30/2128 20:00:00",,,0.00,53.44,0,19.78595
"3/30/2128 20:00:00",,,0.00,53.44,0,19.78595
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.44,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.21,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,49.89,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.21,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.21,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.21,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,53.76,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.54,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.6735
"3/30/2128 20:00:00",,,0.00,50.21,0,19.6735
"3/30/2128 20:00:00",,,0.00,54.08,0,19.78595
"3/30/2128 20:00:00",,,0.00,54.08,0,19.78595
"3/30/2128 20:00:00",,,0.00,53.76,0,19.78595
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.78595
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,50.21,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.78595
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,53.76,0,19.8984
"3/30/2128 20:00:00",,,0.00,53.76,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.40,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,50.54,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,50.54,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.40,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.40,0,19.8984
"3/30/2128 20:00:00",,,0.00,50.54,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,19.8984
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,50.54,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,50.21,0,19.8984
"3/30/2128 20:00:00",,,0.00,53.76,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
"3/30/2128 20:00:00",,,0.00,53.76,0,20.01085
"3/30/2128 20:00:00",,,0.00,54.08,0,20.01085
