time,latitude,longitude,light,temperature,sound,acceleration
"10/29/2009 19:33:18",,,0.00,17.99,0,1.02
"10/29/2009 19:34:22",,,0.00,17.99,0,1.02
"10/29/2009 19:35:26",,,0.00,17.99,0,1.02
"10/29/2009 19:36:30",,,0.00,17.99,0,1.02
"10/29/2009 19:37:35",,,0.00,17.99,0,1.02
"10/29/2009 19:38:40",,,0.00,17.99,0,1.02
"10/29/2009 19:39:46",,,0.00,17.99,0,1.02
"10/29/2009 19:40:51",,,0.00,18.31,0,1.02
"10/29/2009 19:41:56",,,0.00,17.99,0,1.02
"10/29/2009 19:43:01",,,0.00,18.31,0,1.02
"10/29/2009 19:44:05",,,0.00,18.31,0,1.02
"10/29/2009 19:45:09",,,0.00,17.99,0,1.02
"10/29/2009 19:46:13",,,0.00,17.99,0,1.02
"10/29/2009 19:47:17",,,0.00,17.99,0,1.02
"10/29/2009 19:48:21",,,0.00,17.99,0,1.02
"10/29/2009 19:49:26",,,0.00,18.31,0,1.02
"10/29/2009 19:50:32",,,0.00,17.99,0,1.02
"10/29/2009 19:51:37",,,0.00,18.31,0,1.02
"10/29/2009 19:52:42",,,0.00,17.99,0,1.02
"10/29/2009 19:53:48",,,0.00,18.63,0,1.02
"10/29/2009 19:54:53",,,0.00,18.31,0,1.02
"10/29/2009 19:55:58",,,0.00,18.63,0,1.02
"10/29/2009 19:57:03",,,0.00,18.96,0,1.02
"10/29/2009 19:58:08",,,0.00,19.60,0,1.02
"10/29/2009 19:59:13",,,0.00,19.60,0,1.05
"10/29/2009 20:00:19",,,0.00,20.24,0,1.02
"10/29/2009 20:01:24",,,0.00,20.57,0,1.05
"10/29/2009 20:02:29",,,0.00,21.21,0,1.05
"10/29/2009 20:03:35",,,0.00,21.21,0,1.05
"10/29/2009 20:04:40",,,0.00,21.86,0,1.05
"10/29/2009 20:05:45",,,0.00,21.86,0,1.05
"10/29/2009 20:06:51",,,0.00,22.50,0,1.09
"10/29/2009 20:07:56",,,0.00,23.47,0,1.09
"10/29/2009 20:09:01",,,0.00,23.47,0,1.09
"10/29/2009 20:10:06",,,0.00,24.43,0,1.09
"10/29/2009 20:11:11",,,0.00,25.08,0,1.09
"10/29/2009 20:12:16",,,0.00,26.04,0,1.13
"10/29/2009 20:13:22",,,0.00,27.66,0,1.13
"10/29/2009 20:14:27",,,0.00,29.27,0,1.17
"10/29/2009 20:15:32",,,0.00,31.85,0,1.13
"10/29/2009 20:16:38",,,0.00,33.78,0,1.21
"10/29/2009 20:17:43",,,0.00,37.00,0,1.21
"10/29/2009 20:17:43",,,0.00,41.19,0,1.25
"10/29/2009 20:17:43",,,0.00,40.55,0,1.25
"10/29/2009 20:17:43",,,0.00,42.80,0,1.25
"10/29/2009 20:17:43",,,0.00,46.03,0,1.29
