time,latitude,longitude,light,temperature,sound,"cricket temperature probe"
"3/30/2128 20:00:00",,,663.41,11.87,0,21.13535
"3/30/2128 20:00:00",,,660.56,11.54,0,21.13535
"3/30/2128 20:00:00",,,156.29,11.22,0,21.13535
"3/30/2128 20:00:00",,,8.38,10.90,0,21.13535
"3/30/2128 20:00:00",,,2.10,10.58,0,21.13535
"3/30/2128 20:00:00",,,2.10,10.58,0,21.0229
"3/30/2128 20:00:00",,,4.19,10.58,0,21.0229
"3/30/2128 20:00:00",,,0.00,10.58,0,21.0229
"3/30/2128 20:00:00",,,0.00,10.25,0,21.0229
"3/30/2128 20:00:00",,,0.00,10.25,0,21.0229
"3/30/2128 20:00:00",,,0.00,10.25,0,20.91045
"3/30/2128 20:00:00",,,0.00,10.25,0,20.91045
"3/30/2128 20:00:00",,,0.00,9.93,0,20.91045
"3/30/2128 20:00:00",,,0.00,9.93,0,20.91045
"3/30/2128 20:00:00",,,2.10,9.93,0,20.91045
"3/30/2128 20:00:00",,,0.00,10.25,0,20.7980
"3/30/2128 20:00:00",,,0.00,12.19,0,20.7980
"3/30/2128 20:00:00",,,0.00,11.87,0,20.7980
"3/30/2128 20:00:00",,,0.00,12.19,0,20.7980
"3/30/2128 20:00:00",,,0.00,11.87,0,20.7980
"3/30/2128 20:00:00",,,0.00,9.93,0,20.7980
"3/30/2128 20:00:00",,,0.00,11.87,0,20.7980
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,11.87,0,20.68555
"3/30/2128 20:00:00",,,0.00,13.80,0,20.68555
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,11.87,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.5731
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.48,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.80,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.48,0,20.46065
"3/30/2128 20:00:00",,,0.00,13.48,0,20.46065
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.54,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,13.80,0,20.3482
"3/30/2128 20:00:00",,,0.00,13.48,0,20.3482
"3/30/2128 20:00:00",,,0.00,13.80,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.3482
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,11.87,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.48,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
"3/30/2128 20:00:00",,,0.00,13.80,0,20.23575
