time,latitude,longitude,light,temperature,sound,"temperature probe"
"10/15/2009 17:27:12",42.853596,-71.206,0.00,22.18,0,6.06705
"10/15/2009 17:27:13",42.853565,-71.2063,0.00,22.18,0,6.06705
"10/15/2009 17:27:14",42.85353,-71.20658,0.00,22.18,0,6.06705
"10/15/2009 17:27:15",42.85348,-71.20689,0.00,22.18,0,6.06705
"10/15/2009 17:27:16",42.853436,-71.2072,0.00,22.18,0,6.06705
"10/15/2009 17:27:17",42.85337,-71.20752,0.00,22.18,0,6.06705
"10/15/2009 17:27:18",42.853306,-71.20813,0.00,22.18,0,6.06705
"10/15/2009 17:27:19",42.853264,-71.20843,0.00,22.18,0,6.06705
"10/15/2009 17:27:20",42.853214,-71.20873,0.00,-18.75,0,6.06705
"10/15/2009 17:27:22",42.853184,-71.20905,0.00,-18.75,0,6.06705
"10/15/2009 17:27:23",42.85315,-71.20935,0.00,-18.75,0,6.06705
"10/15/2009 17:27:24",42.8531,-71.20967,0.00,-19.07,0,6.06705
"10/15/2009 17:27:25",42.85307,-71.209984,0.00,-18.75,0,6.06705
"10/15/2009 17:27:26",42.85302,-71.21029,0.00,22.18,0,6.06705
"10/15/2009 17:27:27",42.852985,-71.21058,0.00,22.18,0,6.06705
"10/15/2009 17:27:28",42.852947,-71.2109,0.00,22.18,0,6.1795
"10/15/2009 17:27:29",42.852898,-71.2112,0.00,22.18,0,6.1795
"10/15/2009 17:27:30",42.852863,-71.2115,0.00,-19.07,0,6.1795
"10/15/2009 17:27:31",42.852783,-71.21208,0.00,22.18,0,6.1795
"10/15/2009 17:27:32",42.85275,-71.21237,0.00,-18.75,0,6.1795
"10/15/2009 17:27:33",42.852703,-71.21265,0.00,-18.75,0,6.1795
"10/15/2009 17:27:35",42.852654,-71.212944,0.00,22.18,0,6.1795
"10/15/2009 17:27:36",42.85262,-71.213234,0.00,22.18,0,6.1795
"10/15/2009 17:27:37",42.852562,-71.21352,0.00,22.18,0,6.1795
"10/15/2009 17:27:38",42.85253,-71.2138,0.00,22.18,0,6.1795
"10/15/2009 17:27:39",42.852497,-71.21409,0.00,-19.07,0,6.1795
"10/15/2009 17:27:40",42.85245,-71.21435,0.00,-18.75,0,6.1795
"10/15/2009 17:27:41",42.852417,-71.214615,0.00,22.18,0,6.1795
"10/15/2009 17:27:42",42.8524,-71.21487,0.00,22.18,0,6.29195
"10/15/2009 17:27:43",42.852367,-71.215096,0.00,22.18,0,6.29195
"10/15/2009 17:27:44",42.852337,-71.2153,0.00,-18.75,0,6.29195
"10/15/2009 17:27:45",42.852287,-71.21568,0.00,-19.07,0,6.29195
"10/15/2009 17:27:46",42.852245,-71.215866,0.00,-19.07,0,6.29195
"10/15/2009 17:27:47",42.85223,-71.21602,0.00,-19.07,0,6.29195
"10/15/2009 17:27:47",,,0.00,-19.07,0,6.29195
"10/15/2009 17:27:50",42.85218,-71.216286,0.00,22.18,0,6.29195
"10/15/2009 17:27:51",42.852165,-71.216385,0.00,-18.75,0,6.4044
"10/15/2009 17:27:52",42.85215,-71.216446,0.00,-19.07,0,6.4044
"10/15/2009 17:27:53",42.85215,-71.21648,0.00,22.18,0,6.4044
"10/15/2009 17:27:54",42.85215,-71.21652,0.00,22.18,0,6.4044
"10/15/2009 17:27:55",42.85215,-71.21652,0.00,22.18,0,6.4044
"10/15/2009 17:27:56",42.85213,-71.21652,0.00,22.18,0,6.51685
"10/15/2009 17:27:57",42.85213,-71.21651,0.00,-18.75,0,6.51685
"10/15/2009 17:27:58",42.85213,-71.21651,0.00,22.18,0,6.51685
"10/15/2009 17:27:59",42.85213,-71.21648,0.00,22.18,0,6.51685
"10/15/2009 17:28:00",42.85215,-71.21648,0.00,22.18,0,6.51685
"10/15/2009 17:28:01",42.85215,-71.21648,0.00,22.18,0,6.51685
"10/15/2009 17:28:03",42.85215,-71.21648,0.00,22.18,0,6.51685
"10/15/2009 17:28:04",42.85215,-71.21648,0.00,22.18,0,6.6293
"10/15/2009 17:28:05",42.85215,-71.21646,0.00,22.18,0,6.6293
"10/15/2009 17:28:06",42.85215,-71.21646,0.00,22.18,0,6.6293
"10/15/2009 17:28:07",42.85215,-71.21646,0.00,22.18,0,6.51685
"10/15/2009 17:28:08",42.85215,-71.21646,0.00,22.18,0,6.51685
"10/15/2009 17:28:09",42.85215,-71.21646,0.00,22.18,0,6.51685
"10/15/2009 17:28:10",42.85213,-71.21651,0.00,22.18,0,6.51685
"10/15/2009 17:28:11",42.85213,-71.21655,0.00,22.18,0,6.4044
"10/15/2009 17:28:12",42.852116,-71.21664,0.00,22.18,0,6.4044
"10/15/2009 17:28:13",42.852066,-71.218666,0.00,22.18,0,6.4044
"10/15/2009 17:28:14",42.852036,-71.22017,0.00,22.18,0,6.29195
"10/15/2009 17:28:15",42.851986,-71.22183,0.00,21.86,0,6.29195
"10/15/2009 17:28:15",,,0.00,22.18,0,6.1795
"10/15/2009 17:28:18",42.851864,-71.225494,0.00,22.18,0,6.1795
"10/15/2009 17:28:19",42.8518,-71.2275,2.10,22.18,0,6.1795
"10/15/2009 17:28:20",42.851734,-71.2295,0.00,22.18,0,6.1795
"10/15/2009 17:28:21",42.866505,-71.23167,0.00,22.18,0,6.06705
"10/15/2009 17:28:22",42.865665,-71.21837,0.00,22.18,0,6.06705
"10/15/2009 17:28:23",42.864666,-71.21859,4.19,22.18,0,6.06705
"10/15/2009 17:28:24",42.863503,-71.218796,0.00,22.18,0,6.06705
"10/15/2009 17:28:25",42.86234,-71.21903,0.00,22.18,0,6.06705
"10/15/2009 17:28:26",42.85967,-71.21947,0.00,22.18,0,6.06705
"10/15/2009 17:28:27",42.85817,-71.21969,4.19,22.18,0,6.06705
"10/15/2009 17:28:28",42.856667,-71.21988,0.00,22.18,0,6.06705
"10/15/2009 17:28:29",42.854836,-71.220085,0.00,21.86,0,6.06705
"10/15/2009 17:28:31",42.853165,-71.22028,0.00,22.18,0,6.06705
"10/15/2009 17:28:32",42.86333,-71.22045,0.00,22.18,0,6.06705
"10/15/2009 17:28:33",42.849968,-71.22063,0.00,22.18,0,6.06705
"10/15/2009 17:28:34",42.84978,-71.22079,0.00,22.18,0,6.06705
"10/15/2009 17:28:35",42.8496,-71.22095,0.00,22.18,0,6.06705
