time,light,sound
"00/17/2010 18:39:11",221.90,0
"00/17/2010 18:39:12",355.75,0
"00/17/2010 18:39:13",307.36,0
"00/17/2010 18:39:14",257.66,0
"00/17/2010 18:39:15",325.43,0
"00/17/2010 18:39:16",361.04,0
"00/17/2010 18:39:17",310.99,0
"00/17/2010 18:39:19",287.27,0
"00/17/2010 18:39:20",278.07,0
"00/17/2010 18:39:21",362.80,0
"00/17/2010 18:39:22",314.61,0
"00/17/2010 18:39:23",361.04,0
"00/17/2010 18:39:24",261.39,0
"00/17/2010 18:39:25",272.52,0
"00/17/2010 18:39:26",314.61,0
"00/17/2010 18:39:27",276.22,0
"00/17/2010 18:39:28",346.88,7
"00/17/2010 18:39:29",242.68,2
"00/17/2010 18:39:30",339.76,0
"00/17/2010 18:39:31",348.66,0
"00/17/2010 18:39:33",310.99,0
"00/17/2010 18:39:34",305.54,0
"00/17/2010 18:39:35",339.76,0
"00/17/2010 18:39:36",238.92,0
"00/17/2010 18:39:37",244.56,0
"00/17/2010 18:39:38",339.76,0
"00/17/2010 18:39:39",353.98,0
"00/17/2010 18:39:40",314.61,0
"00/17/2010 18:39:41",332.61,0
"00/17/2010 18:39:42",285.43,0
"00/17/2010 18:39:43",337.98,0
"00/17/2010 18:39:44",250.19,0
"00/17/2010 18:39:45",352.21,1
"00/17/2010 18:39:47",350.43,0
"00/17/2010 18:39:48",341.55,1
"00/17/2010 18:39:49",289.10,0
"00/17/2010 18:39:50",362.80,0
"00/17/2010 18:39:51",283.59,0
"00/17/2010 18:39:52",294.60,2
"00/17/2010 18:39:53",310.99,0
"00/17/2010 18:39:54",330.82,0
"00/17/2010 18:39:55",310.99,0
"00/17/2010 18:39:56",290.94,2
"00/17/2010 18:39:57",259.52,2
"00/17/2010 18:39:58",345.11,6
"00/17/2010 18:39:59",357.51,0
"00/17/2010 18:40:01",276.22,2
"00/17/2010 18:40:02",355.75,2
"00/17/2010 18:40:03",320.03,0
"00/17/2010 18:40:04",290.94,2
"00/17/2010 18:40:05",307.36,0
"00/17/2010 18:40:06",248.31,0
"00/17/2010 18:40:07",292.77,0
"00/17/2010 18:40:08",294.60,3
"00/17/2010 18:40:09",309.17,1
"00/17/2010 18:40:10",352.21,1
"00/17/2010 18:40:11",261.39,11
"00/17/2010 18:40:12",303.72,8
"00/17/2010 18:40:13",231.37,30
"00/17/2010 18:40:15",287.27,24
"00/17/2010 18:40:16",346.88,20
"00/17/2010 18:40:17",281.75,26
"00/17/2010 18:40:18",357.51,23
"00/17/2010 18:40:19",361.04,11
"00/17/2010 18:40:20",283.59,3
"00/17/2010 18:40:21",248.31,0
"00/17/2010 18:40:22",318.22,3
"00/17/2010 18:40:23",334.40,2
"00/17/2010 18:40:24",339.76,3
"00/17/2010 18:40:25",242.68,9
"00/17/2010 18:40:26",325.43,5
"00/17/2010 18:40:27",261.39,0
"00/17/2010 18:40:29",223.80,1
"00/17/2010 18:40:30",355.75,1
"00/17/2010 18:40:31",318.22,0
"00/17/2010 18:40:32",339.76,4
"00/17/2010 18:40:33",296.43,0
"00/17/2010 18:40:34",305.54,0
"00/17/2010 18:40:35",261.39,0
"00/17/2010 18:40:36",246.44,0
"00/17/2010 18:40:37",259.52,1
"00/17/2010 18:40:38",225.69,4
"00/17/2010 18:40:39",364.56,7
"00/17/2010 18:40:40",350.43,10
"00/17/2010 18:40:41",314.61,12
"00/17/2010 18:40:42",312.80,9
"00/17/2010 18:40:44",337.98,8
"00/17/2010 18:40:45",307.36,9
"00/17/2010 18:40:46",298.25,10
"00/17/2010 18:40:47",261.39,8
"00/17/2010 18:40:48",305.54,9
"00/17/2010 18:40:49",294.60,8
"00/17/2010 18:40:50",310.99,10
"00/17/2010 18:40:51",287.27,8
"00/17/2010 18:40:52",281.75,8
"00/17/2010 18:40:53",320.03,4
"00/17/2010 18:40:54",303.72,7
"00/17/2010 18:40:55",289.10,6
"00/17/2010 18:40:57",310.99,5
"00/17/2010 18:40:58",345.11,5
"00/17/2010 18:40:59",327.23,13
"00/17/2010 18:41:00",339.76,11
"00/17/2010 18:41:01",321.83,9
"00/17/2010 18:41:02",314.61,9
"00/17/2010 18:41:03",312.80,9
"00/17/2010 18:41:04",350.43,8
"00/17/2010 18:41:05",270.67,9
"00/17/2010 18:41:06",312.80,10
"00/17/2010 18:41:07",361.04,9
"00/17/2010 18:41:08",362.80,6
"00/17/2010 18:41:09",300.08,7
"00/17/2010 18:41:10",310.99,7
"00/17/2010 18:41:12",353.98,9
"00/17/2010 18:41:13",362.80,8
"00/17/2010 18:41:14",287.27,11
"00/17/2010 18:41:15",292.77,5
"00/17/2010 18:41:16",323.63,5
"00/17/2010 18:41:17",350.43,3
"00/17/2010 18:41:18",265.11,0
"00/17/2010 18:41:19",281.75,0
"00/17/2010 18:41:20",314.61,0
"00/17/2010 18:41:21",292.77,0
"00/17/2010 18:41:22",266.96,0
"00/17/2010 18:41:23",292.77,0
"00/17/2010 18:41:24",235.15,0
"00/17/2010 18:41:26",298.25,0
"00/17/2010 18:41:27",353.98,0
"00/17/2010 18:41:28",272.52,0
"00/17/2010 18:41:29",298.25,1
"00/17/2010 18:41:30",301.90,0
"00/17/2010 18:41:31",309.17,0
"00/17/2010 18:41:32",352.21,1
"00/17/2010 18:41:33",346.88,0
"00/17/2010 18:41:34",346.88,0
"00/17/2010 18:41:35",250.19,0
"00/17/2010 18:41:36",301.90,0
"00/17/2010 18:41:37",362.80,2
"00/17/2010 18:41:38",259.52,2
"00/17/2010 18:41:40",266.96,2
"00/17/2010 18:41:41",339.76,1
"00/17/2010 18:41:42",244.56,1
"00/17/2010 18:41:43",343.33,2
"00/17/2010 18:41:44",309.17,0
"00/17/2010 18:41:45",362.80,0
"00/17/2010 18:41:46",253.93,0
"00/17/2010 18:41:47",292.77,0
"00/17/2010 18:41:48",285.43,0
"00/17/2010 18:41:49",237.04,0
"00/17/2010 18:41:50",359.28,0
"00/17/2010 18:41:51",235.15,0
"00/17/2010 18:41:53",362.80,0
"00/17/2010 18:41:54",343.33,8
"00/17/2010 18:41:55",285.43,0
"00/17/2010 18:41:56",276.22,0
"00/17/2010 18:41:57",296.43,3
"00/17/2010 18:41:58",252.06,2
"00/17/2010 18:41:59",309.17,0
"00/17/2010 18:42:00",316.42,1
"00/17/2010 18:42:01",318.22,0
"00/17/2010 18:42:02",270.67,6
"00/17/2010 18:42:03",309.17,4
"00/17/2010 18:42:04",303.72,0
"00/17/2010 18:42:05",223.80,1
"00/17/2010 18:42:07",263.25,0
"00/17/2010 18:42:08",352.21,0
"00/17/2010 18:42:09",235.15,2
"00/17/2010 18:42:10",318.22,1
"00/17/2010 18:42:11",307.36,0
"00/17/2010 18:42:12",238.92,4
"00/17/2010 18:42:13",294.60,1
"00/17/2010 18:42:14",321.83,0
"00/17/2010 18:42:15",214.29,2
"00/17/2010 18:42:16",301.90,0
"00/17/2010 18:42:17",244.56,5
"00/17/2010 18:42:18",318.22,0
"00/17/2010 18:42:19",303.72,2
"00/17/2010 18:42:21",259.52,2
"00/17/2010 18:42:22",357.51,0
"00/17/2010 18:42:23",240.80,0
"00/17/2010 18:42:24",252.06,3
"00/17/2010 18:42:25",330.82,1
"00/17/2010 18:42:26",336.19,0
"00/17/2010 18:42:27",263.25,4
"00/17/2010 18:42:28",312.80,2
"00/17/2010 18:42:29",310.99,1
"00/17/2010 18:42:30",309.17,2
"00/17/2010 18:42:31",274.37,1
"00/17/2010 18:42:32",214.29,0
"00/17/2010 18:42:33",263.25,4
"00/17/2010 18:42:35",301.90,0
"00/17/2010 18:42:36",227.59,0
"00/17/2010 18:42:37",343.33,2
"00/17/2010 18:42:38",352.21,0
"00/17/2010 18:42:39",329.03,0
"00/17/2010 18:42:40",312.80,0
"00/17/2010 18:42:41",298.25,5
"00/17/2010 18:42:42",279.91,2
"00/17/2010 18:42:43",278.07,0
"00/17/2010 18:42:44",272.52,8
"00/17/2010 18:42:45",320.03,3
"00/17/2010 18:42:46",361.04,6
"00/17/2010 18:42:47",345.11,4
"00/17/2010 18:42:49",309.17,0
"00/17/2010 18:42:50",329.03,1
"00/17/2010 18:42:51",323.63,2
"00/17/2010 18:42:52",285.43,0
"00/17/2010 18:42:53",303.72,0
"00/17/2010 18:42:54",225.69,2
"00/17/2010 18:42:55",283.59,2
"00/17/2010 18:42:56",237.04,0
"00/17/2010 18:42:57",329.03,0
"00/17/2010 18:42:58",231.37,2
"00/17/2010 18:42:59",242.68,0
"00/17/2010 18:43:00",350.43,0
"00/17/2010 18:43:01",325.43,0
"00/17/2010 18:43:03",283.59,0
"00/17/2010 18:43:04",240.80,5
"00/17/2010 18:43:05",301.90,5
"00/17/2010 18:43:06",263.25,0
"00/17/2010 18:43:07",327.23,0
"00/17/2010 18:43:08",307.36,1
"00/17/2010 18:43:09",305.54,6
"00/17/2010 18:43:10",290.94,0
"00/17/2010 18:43:11",268.82,11
"00/17/2010 18:43:12",298.25,3
"00/17/2010 18:43:13",255.79,1
"00/17/2010 18:43:14",285.43,0
"00/17/2010 18:43:15",285.43,4
"00/17/2010 18:43:17",341.55,0
"00/17/2010 18:43:18",314.61,0
"00/17/2010 18:43:19",330.82,0
"00/17/2010 18:43:20",316.42,6
"00/17/2010 18:43:21",307.36,0
"00/17/2010 18:43:22",352.21,1
"00/17/2010 18:43:23",330.82,7
"00/17/2010 18:43:24",287.27,2
"00/17/2010 18:43:25",278.07,3
"00/17/2010 18:43:26",229.48,0
"00/17/2010 18:43:27",298.25,7
"00/17/2010 18:43:28",272.52,3
"00/17/2010 18:43:29",220.00,0
"00/17/2010 18:43:30",298.25,2
"00/17/2010 18:43:32",343.33,0
"00/17/2010 18:43:33",279.91,0
"00/17/2010 18:43:34",244.56,0
"00/17/2010 18:43:35",281.75,0
"00/17/2010 18:43:36",320.03,4
"00/17/2010 18:43:37",341.55,2
"00/17/2010 18:43:38",318.22,12
"00/17/2010 18:43:39",339.76,0
"00/17/2010 18:43:40",235.15,0
"00/17/2010 18:43:41",216.19,3
"00/17/2010 18:43:42",281.75,0
"00/17/2010 18:43:43",314.61,0
"00/17/2010 18:43:44",320.03,1
"00/17/2010 18:43:46",244.56,0
"00/17/2010 18:43:47",300.08,0
"00/17/2010 18:43:48",292.77,0
"00/17/2010 18:43:49",253.93,0
"00/17/2010 18:43:50",327.23,0
"00/17/2010 18:43:51",339.76,0
"00/17/2010 18:43:52",287.27,0
"00/17/2010 18:43:53",352.21,5
"00/17/2010 18:43:54",305.54,0
"00/17/2010 18:43:55",238.92,4
"00/17/2010 18:43:56",294.60,3
"00/17/2010 18:43:57",343.33,0
"00/17/2010 18:43:58",320.03,1
"00/17/2010 18:44:00",285.43,0
"00/17/2010 18:44:01",320.03,0
"00/17/2010 18:44:02",345.11,8
"00/17/2010 18:44:03",346.88,0
"00/17/2010 18:44:04",283.59,0
"00/17/2010 18:44:05",341.55,0
"00/17/2010 18:44:06",296.43,0
"00/17/2010 18:44:07",336.19,2
"00/17/2010 18:44:08",290.94,0
"00/17/2010 18:44:09",330.82,0
"00/17/2010 18:44:10",325.43,0
"00/17/2010 18:44:11",250.19,6
"00/17/2010 18:44:12",346.88,0
"00/17/2010 18:44:14",345.11,0
"00/17/2010 18:44:15",259.52,0
"00/17/2010 18:44:16",265.11,2
"00/17/2010 18:44:17",355.75,2
"00/17/2010 18:44:18",353.98,0
"00/17/2010 18:44:19",336.19,1
"00/17/2010 18:44:20",336.19,0
"00/17/2010 18:44:21",257.66,0
"00/17/2010 18:44:22",268.82,13
"00/17/2010 18:44:23",294.60,0
"00/17/2010 18:44:24",289.10,0
"00/17/2010 18:44:25",231.37,6
"00/17/2010 18:44:26",292.77,8
"00/17/2010 18:44:27",287.27,14
"00/17/2010 18:44:29",296.43,2
"00/17/2010 18:44:30",357.51,0
"00/17/2010 18:44:31",290.94,0
"00/17/2010 18:44:32",285.43,0
"00/17/2010 18:44:33",265.11,0
"00/17/2010 18:44:34",336.19,2
"00/17/2010 18:44:35",320.03,0
"00/17/2010 18:44:36",355.75,0
"00/17/2010 18:44:37",281.75,0
"00/17/2010 18:44:38",296.43,0
"00/17/2010 18:44:39",341.55,0
"00/17/2010 18:44:40",334.40,11
"00/17/2010 18:44:41",361.04,4
"00/17/2010 18:44:43",336.19,1
"00/17/2010 18:44:44",253.93,4
"00/17/2010 18:44:45",309.17,0
"00/17/2010 18:44:46",263.25,8
"00/17/2010 18:44:47",265.11,2
"00/17/2010 18:44:48",320.03,3
"00/17/2010 18:44:49",339.76,0
"00/17/2010 18:44:50",225.69,8
"00/17/2010 18:44:51",307.36,1
"00/17/2010 18:44:52",348.66,1
"00/17/2010 18:44:53",337.98,3
"00/17/2010 18:44:54",303.72,7
"00/17/2010 18:44:55",321.83,0
"00/17/2010 18:44:57",337.98,0
"00/17/2010 18:44:58",270.67,0
"00/17/2010 18:44:59",238.92,0
"00/17/2010 18:45:00",345.11,3
"00/17/2010 18:45:01",348.66,1
"00/17/2010 18:45:02",242.68,1
"00/17/2010 18:45:03",259.52,0
"00/17/2010 18:45:04",289.10,0
"00/17/2010 18:45:05",253.93,2
"00/17/2010 18:45:06",250.19,0
"00/17/2010 18:45:07",261.39,1
"00/17/2010 18:45:08",235.15,1
"00/17/2010 18:45:09",348.66,0
"00/17/2010 18:45:11",298.25,0
"00/17/2010 18:45:12",330.82,3
"00/17/2010 18:45:13",327.23,1
"00/17/2010 18:45:14",355.75,0
"00/17/2010 18:45:15",327.23,2
"00/17/2010 18:45:16",238.92,0
"00/17/2010 18:45:17",272.52,0
"00/17/2010 18:45:18",332.61,0
"00/17/2010 18:45:19",287.27,0
"00/17/2010 18:45:20",305.54,0
"00/17/2010 18:45:21",298.25,0
"00/17/2010 18:45:22",348.66,0
"00/17/2010 18:45:23",283.59,0
"00/17/2010 18:45:25",296.43,0
"00/17/2010 18:45:26",223.80,0
"00/17/2010 18:45:27",352.21,0
"00/17/2010 18:45:28",272.52,0
"00/17/2010 18:45:29",278.07,0
"00/17/2010 18:45:30",355.75,0
"00/17/2010 18:45:31",298.25,0
"00/17/2010 18:45:32",253.93,1
"00/17/2010 18:45:33",301.90,3
"00/17/2010 18:45:34",292.77,0
"00/17/2010 18:45:35",341.55,3
"00/17/2010 18:45:36",357.51,0
"00/17/2010 18:45:37",309.17,0
"00/17/2010 18:45:39",348.66,2
"00/17/2010 18:45:40",279.91,1
"00/17/2010 18:45:41",359.28,2
"00/17/2010 18:45:42",343.33,2
"00/17/2010 18:45:43",353.98,6
"00/17/2010 18:45:44",312.80,0
"00/17/2010 18:45:45",321.83,6
"00/17/2010 18:45:46",238.92,2
"00/17/2010 18:45:47",352.21,0
"00/17/2010 18:45:48",216.19,2
"00/17/2010 18:45:49",346.88,0
"00/17/2010 18:45:50",235.15,2
"00/17/2010 18:45:51",352.21,1
"00/17/2010 18:45:53",292.77,0
"00/17/2010 18:45:54",281.75,0
"00/17/2010 18:45:55",325.43,0
"00/17/2010 18:45:56",320.03,0
"00/17/2010 18:45:57",296.43,0
"00/17/2010 18:45:58",233.26,0
"00/17/2010 18:45:59",316.42,0
"00/17/2010 18:46:00",346.88,0
"00/17/2010 18:46:01",337.98,0
"00/17/2010 18:46:02",255.79,0
"00/17/2010 18:46:03",300.08,0
"00/17/2010 18:46:04",283.59,0
"00/17/2010 18:46:05",305.54,0
"00/17/2010 18:46:07",223.80,3
"00/17/2010 18:46:08",240.80,1
"00/17/2010 18:46:09",242.68,2
"00/17/2010 18:46:10",296.43,0
"00/17/2010 18:46:11",346.88,4
"00/17/2010 18:46:12",307.36,6
"00/17/2010 18:46:13",334.40,1
"00/17/2010 18:46:14",357.51,0
"00/17/2010 18:46:15",355.75,0
"00/17/2010 18:46:16",294.60,7
"00/17/2010 18:46:17",298.25,0
"00/17/2010 18:46:18",336.19,1
"00/17/2010 18:46:19",231.37,0
"00/17/2010 18:46:21",292.77,4
"00/17/2010 18:46:22",314.61,5
"00/17/2010 18:46:23",334.40,0
"00/17/2010 18:46:24",257.66,1
"00/17/2010 18:46:25",321.83,2
"00/17/2010 18:46:26",279.91,0
"00/17/2010 18:46:27",310.99,3
"00/17/2010 18:46:28",298.25,0
"00/17/2010 18:46:29",292.77,0
"00/17/2010 18:46:30",274.37,0
"00/17/2010 18:46:31",353.98,0
"00/17/2010 18:46:32",303.72,0
"00/17/2010 18:46:33",343.33,0
"00/17/2010 18:46:35",244.56,18
"00/17/2010 18:46:36",244.56,3
"00/17/2010 18:46:37",355.75,0
"00/17/2010 18:46:38",350.43,1
"00/17/2010 18:46:39",220.00,7
"00/17/2010 18:46:40",242.68,1
"00/17/2010 18:46:41",301.90,0
"00/17/2010 18:46:42",289.10,1
"00/17/2010 18:46:43",353.98,0
"00/17/2010 18:46:44",290.94,0
"00/17/2010 18:46:45",263.25,3
"00/17/2010 18:46:46",252.06,5
"00/17/2010 18:46:47",298.25,4
"00/17/2010 18:46:49",265.11,1
"00/17/2010 18:46:50",325.43,0
"00/17/2010 18:46:51",339.76,0
"00/17/2010 18:46:52",318.22,0
"00/17/2010 18:46:53",336.19,0
"00/17/2010 18:46:54",279.91,0
"00/17/2010 18:46:55",353.98,0
"00/17/2010 18:46:56",289.10,1
"00/17/2010 18:46:57",285.43,0
"00/17/2010 18:46:58",346.88,0
"00/17/2010 18:46:59",343.33,0
"00/17/2010 18:47:00",274.37,0
"00/17/2010 18:47:01",252.06,0
"00/17/2010 18:47:03",353.98,0
"00/17/2010 18:47:04",296.43,0
"00/17/2010 18:47:05",334.40,0
"00/17/2010 18:47:06",285.43,0
"00/17/2010 18:47:07",285.43,0
"00/17/2010 18:47:08",329.03,4
"00/17/2010 18:47:09",274.37,1
"00/17/2010 18:47:10",244.56,1
"00/17/2010 18:47:11",305.54,0
"00/17/2010 18:47:12",268.82,2
"00/17/2010 18:47:13",294.60,3
"00/17/2010 18:47:14",287.27,5
"00/17/2010 18:47:15",287.27,0
"00/17/2010 18:47:17",250.19,8
"00/17/2010 18:47:18",307.36,6
"00/17/2010 18:47:19",298.25,4
"00/17/2010 18:47:20",359.28,11
"00/17/2010 18:47:21",294.60,3
"00/17/2010 18:47:22",246.44,0
"00/17/2010 18:47:23",221.90,2
"00/17/2010 18:47:24",303.72,4
"00/17/2010 18:47:25",294.60,2
"00/17/2010 18:47:26",229.48,1
"00/17/2010 18:47:27",339.76,0
"00/17/2010 18:47:28",283.59,0
"00/17/2010 18:47:29",337.98,0
"00/17/2010 18:47:31",325.43,0
"00/17/2010 18:47:32",300.08,0
"00/17/2010 18:47:33",285.43,0
"00/17/2010 18:47:34",352.21,0
"00/17/2010 18:47:35",350.43,0
"00/17/2010 18:47:36",233.26,5
"00/17/2010 18:47:37",283.59,0
"00/17/2010 18:47:38",246.44,0
"00/17/2010 18:47:39",238.92,0
"00/17/2010 18:47:40",312.80,0
"00/17/2010 18:47:41",290.94,0
"00/17/2010 18:47:42",242.68,0
"00/17/2010 18:47:43",350.43,0
"00/17/2010 18:47:45",303.72,0
"00/17/2010 18:47:46",300.08,4
"00/17/2010 18:47:47",312.80,0
"00/17/2010 18:47:48",285.43,0
"00/17/2010 18:47:49",323.63,6
"00/17/2010 18:47:50",329.03,0
"00/17/2010 18:47:51",272.52,0
"00/17/2010 18:47:52",329.03,0
"00/17/2010 18:47:53",294.60,0
"00/17/2010 18:47:54",318.22,0
"00/17/2010 18:47:55",310.99,1
"00/17/2010 18:47:56",285.43,1
"00/17/2010 18:47:57",312.80,0
"00/17/2010 18:47:59",341.55,0
"00/17/2010 18:48:00",283.59,0
"00/17/2010 18:48:01",314.61,0
"00/17/2010 18:48:02",309.17,0
"00/17/2010 18:48:03",279.91,0
"00/17/2010 18:48:04",272.52,0
"00/17/2010 18:48:05",323.63,0
"00/17/2010 18:48:06",341.55,3
"00/17/2010 18:48:07",227.59,0
"00/17/2010 18:48:08",218.10,2
"00/17/2010 18:48:09",276.22,2
"00/17/2010 18:48:10",283.59,2
"00/17/2010 18:48:11",265.11,0
"00/17/2010 18:48:12",285.43,4
"00/17/2010 18:48:14",352.21,7
"00/17/2010 18:48:15",278.07,0
"00/17/2010 18:48:16",355.75,0
"00/17/2010 18:48:17",301.90,0
"00/17/2010 18:48:18",345.11,8
"00/17/2010 18:48:19",216.19,9
"00/17/2010 18:48:20",309.17,3
"00/17/2010 18:48:21",279.91,0
"00/17/2010 18:48:22",250.19,1
"00/17/2010 18:48:23",246.44,5
"00/17/2010 18:48:24",281.75,2
"00/17/2010 18:48:25",346.88,8
"00/17/2010 18:48:26",321.83,7
"00/17/2010 18:48:28",352.21,4
"00/17/2010 18:48:29",285.43,1
"00/17/2010 18:48:30",355.75,0
"00/17/2010 18:48:31",355.75,0
"00/17/2010 18:48:32",294.60,5
"00/17/2010 18:48:33",355.75,0
"00/17/2010 18:48:34",345.11,13
"00/17/2010 18:48:35",289.10,0
"00/17/2010 18:48:36",355.75,0
"00/17/2010 18:48:37",285.43,5
"00/17/2010 18:48:38",345.11,5
"00/17/2010 18:48:39",287.27,0
"00/17/2010 18:48:40",294.60,0
"00/17/2010 18:48:41",329.03,7
"00/17/2010 18:48:43",290.94,2
"00/17/2010 18:48:44",320.03,5
"00/17/2010 18:48:45",334.40,0
"00/17/2010 18:48:46",242.68,7
"00/17/2010 18:48:47",298.25,6
"00/17/2010 18:48:48",255.79,10
"00/17/2010 18:48:49",314.61,1
"00/17/2010 18:48:50",332.61,0
"00/17/2010 18:48:51",223.80,1
"00/17/2010 18:48:52",237.04,0
"00/17/2010 18:48:53",218.10,2
"00/17/2010 18:48:54",292.77,0
"00/17/2010 18:48:55",278.07,1
"00/17/2010 18:48:57",268.82,1
"00/17/2010 18:48:58",348.66,0
"00/17/2010 18:48:59",265.11,0
"00/17/2010 18:49:00",316.42,6
"00/17/2010 18:49:01",283.59,0
"00/17/2010 18:49:02",278.07,7
"00/17/2010 18:49:03",323.63,5
"00/17/2010 18:49:04",323.63,1
"00/17/2010 18:49:05",289.10,2
"00/17/2010 18:49:06",281.75,1
"00/17/2010 18:49:07",240.80,0
"00/17/2010 18:49:08",240.80,4
"00/17/2010 18:49:09",346.88,0
"00/17/2010 18:49:11",350.43,5
"00/17/2010 18:49:12",235.15,0
"00/17/2010 18:49:13",357.51,1
"00/17/2010 18:49:14",355.75,1
"00/17/2010 18:49:15",274.37,11
"00/17/2010 18:49:16",334.40,0
"00/17/2010 18:49:17",323.63,0
"00/17/2010 18:49:18",296.43,0
"00/17/2010 18:49:19",223.80,0
"00/17/2010 18:49:20",352.21,0
"00/17/2010 18:49:21",281.75,0
"00/17/2010 18:49:22",238.92,10
"00/17/2010 18:49:23",268.82,6
"00/17/2010 18:49:25",278.07,0
"00/17/2010 18:49:26",281.75,2
"00/17/2010 18:49:27",266.96,11
"00/17/2010 18:49:28",285.43,0
"00/17/2010 18:49:29",301.90,2
"00/17/2010 18:49:30",229.48,0
"00/17/2010 18:49:31",300.08,2
"00/17/2010 18:49:32",237.04,0
"00/17/2010 18:49:33",287.27,1
"00/17/2010 18:49:34",294.60,3
"00/17/2010 18:49:35",263.25,5
"00/17/2010 18:49:36",343.33,0
"00/17/2010 18:49:37",276.22,0
"00/17/2010 18:49:38",246.44,0
"00/17/2010 18:49:40",225.69,4
"00/17/2010 18:49:41",307.36,2
"00/17/2010 18:49:42",346.88,21
"00/17/2010 18:49:43",316.42,5
"00/17/2010 18:49:44",255.79,4
"00/17/2010 18:49:45",353.98,4
"00/17/2010 18:49:46",227.59,2
"00/17/2010 18:49:47",325.43,1
"00/17/2010 18:49:48",266.96,7
"00/17/2010 18:49:49",221.90,0
"00/17/2010 18:49:50",353.98,16
"00/17/2010 18:49:51",357.51,2
"00/17/2010 18:49:52",341.55,5
"00/17/2010 18:49:54",253.93,2
"00/17/2010 18:49:55",341.55,1
"00/17/2010 18:49:56",334.40,0
"00/17/2010 18:49:57",233.26,0
"00/17/2010 18:49:58",216.19,0
"00/17/2010 18:49:59",336.19,3
"00/17/2010 18:50:00",292.77,1
"00/17/2010 18:50:01",220.00,0
"00/17/2010 18:50:02",252.06,8
"00/17/2010 18:50:03",257.66,0
"00/17/2010 18:50:04",307.36,9
"00/17/2010 18:50:05",332.61,7
"00/17/2010 18:50:06",287.27,3
"00/17/2010 18:50:08",355.75,5
"00/17/2010 18:50:09",341.55,3
"00/17/2010 18:50:10",318.22,5
"00/17/2010 18:50:11",266.96,4
"00/17/2010 18:50:12",318.22,6
"00/17/2010 18:50:13",259.52,3
"00/17/2010 18:50:14",298.25,0
"00/17/2010 18:50:15",235.15,4
"00/17/2010 18:50:16",289.10,10
"00/17/2010 18:50:17",233.26,2
"00/17/2010 18:50:18",283.59,1
"00/17/2010 18:50:19",281.75,0
"00/17/2010 18:50:20",242.68,0
"00/17/2010 18:50:22",305.54,9
"00/17/2010 18:50:23",330.82,2
"00/17/2010 18:50:24",305.54,0
"00/17/2010 18:50:25",283.59,0
"00/17/2010 18:50:26",252.06,2
"00/17/2010 18:50:27",332.61,2
"00/17/2010 18:50:28",348.66,0
"00/17/2010 18:50:29",310.99,6
"00/17/2010 18:50:30",314.61,0
"00/17/2010 18:50:31",303.72,5
"00/17/2010 18:50:32",292.77,1
"00/17/2010 18:50:33",350.43,0
"00/17/2010 18:50:34",272.52,0
"00/17/2010 18:50:36",327.23,0
"00/17/2010 18:50:37",300.08,0
"00/17/2010 18:50:38",332.61,9
"00/17/2010 18:50:39",337.98,1
"00/17/2010 18:50:40",231.37,0
"00/17/2010 18:50:41",250.19,2
"00/17/2010 18:50:42",229.48,7
"00/17/2010 18:50:43",210.47,3
"00/17/2010 18:50:44",341.55,1
"00/17/2010 18:50:45",252.06,2
"00/17/2010 18:50:46",263.25,0
"00/17/2010 18:50:47",337.98,0
"00/17/2010 18:50:48",355.75,0
"00/17/2010 18:50:50",283.59,13
"00/17/2010 18:50:51",227.59,0
"00/17/2010 18:50:52",309.17,2
"00/17/2010 18:50:53",272.52,2
"00/17/2010 18:50:54",283.59,8
"00/17/2010 18:50:55",285.43,4
"00/17/2010 18:50:56",290.94,1
"00/17/2010 18:50:57",305.54,0
"00/17/2010 18:50:58",263.25,0
"00/17/2010 18:50:59",341.55,1
"00/17/2010 18:51:00",231.37,0
"00/17/2010 18:51:01",294.60,3
"00/17/2010 18:51:02",285.43,0
"00/17/2010 18:51:04",238.92,3
"00/17/2010 18:51:05",248.31,0
"00/17/2010 18:51:06",316.42,2
"00/17/2010 18:51:07",298.25,0
"00/17/2010 18:51:08",352.21,18
"00/17/2010 18:51:09",257.66,0
"00/17/2010 18:51:10",285.43,3
"00/17/2010 18:51:11",276.22,1
"00/17/2010 18:51:12",301.90,0
"00/17/2010 18:51:13",248.31,4
"00/17/2010 18:51:14",300.08,0
"00/17/2010 18:51:15",265.11,5
"00/17/2010 18:51:16",309.17,0
"00/17/2010 18:51:18",290.94,0
"00/17/2010 18:51:19",240.80,4
"00/17/2010 18:51:20",350.43,0
"00/17/2010 18:51:21",231.37,1
"00/17/2010 18:51:22",343.33,9
"00/17/2010 18:51:23",255.79,2
"00/17/2010 18:51:24",281.75,5
"00/17/2010 18:51:25",318.22,0
"00/17/2010 18:51:26",346.88,0
"00/17/2010 18:51:27",235.15,0
"00/17/2010 18:51:28",285.43,0
"00/17/2010 18:51:29",312.80,0
"00/17/2010 18:51:30",296.43,0
"00/17/2010 18:51:32",309.17,10
"00/17/2010 18:51:33",285.43,8
"00/17/2010 18:51:34",350.43,8
"00/17/2010 18:51:35",316.42,12
"00/17/2010 18:51:36",261.39,0
"00/17/2010 18:51:37",289.10,8
"00/17/2010 18:51:38",225.69,6
"00/17/2010 18:51:39",314.61,0
"00/17/2010 18:51:40",352.21,1
"00/17/2010 18:51:41",231.37,0
"00/17/2010 18:51:42",290.94,9
