time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/14/2010 10:38:10,,,0.94,66.25,24.43,0, 
04/14/2010 10:38:12,,,1.02,108.72,24.43,0, 
04/14/2010 10:38:13,,,1.02,223.80,24.43,7, 
04/14/2010 10:38:14,,,0.98,223.80,24.43,0, 
04/14/2010 10:38:15,,,1.02,220.00,24.43,2, 
04/14/2010 10:38:16,,,0.98,220.00,24.43,0, 
04/14/2010 10:38:18,,,1.02,220.00,24.43,2, 
04/14/2010 10:38:19,,,0.98,218.10,24.43,4, 
04/14/2010 10:38:20,,,0.98,218.10,24.43,2, 
04/14/2010 10:38:21,,,1.02,214.29,24.43,0, 
04/14/2010 10:38:22,,,0.98,221.90,24.43,0, 
04/14/2010 10:38:24,,,0.98,220.00,24.43,0, 
04/14/2010 10:38:25,,,1.02,220.00,24.43,1, 
04/14/2010 10:38:26,,,0.98,218.10,24.43,1, 
04/14/2010 10:38:27,,,0.98,214.29,24.43,2, 
04/14/2010 10:38:28,,,1.02,162.16,24.43,1, 
04/14/2010 10:38:30,,,1.02,116.72,24.43,0, 
04/14/2010 10:38:31,,,1.02,158.25,24.43,1, 
04/14/2010 10:38:32,,,0.98,171.91,24.43,0, 
04/14/2010 10:38:33,,,1.02,175.80,24.43,0, 
04/14/2010 10:38:34,,,0.98,195.13,24.43,0, 
04/14/2010 10:38:36,,,0.98,193.21,24.43,0, 
04/14/2010 10:38:37,,,0.98,195.13,24.43,1, 
04/14/2010 10:38:38,,,0.98,195.13,24.43,0, 
04/14/2010 10:38:39,42.12966,-71.04262,0.98,195.13,24.43,0,96
04/14/2010 10:38:40,42.129616,-71.04257,1.02,195.13,24.43,0,96
04/14/2010 10:38:42,42.1295,-71.042465,0.98,193.21,24.43,0,96
04/14/2010 10:38:43,42.129467,-71.04245,0.98,197.06,24.43,0,96
04/14/2010 10:38:44,,,1.02,198.98,24.43,0, 
04/14/2010 10:38:45,,,0.98,187.42,24.43,0, 
04/14/2010 10:38:46,,,1.02,185.49,24.43,0, 
04/14/2010 10:38:48,,,0.98,185.49,24.43,1, 
04/14/2010 10:38:49,,,0.98,183.56,24.43,0, 
04/14/2010 10:38:50,,,1.02,185.49,24.43,0, 
04/14/2010 10:38:51,,,0.98,185.49,24.43,0, 
04/14/2010 10:38:52,,,1.02,177.74,24.43,1, 
04/14/2010 10:38:54,,,1.13,169.97,24.43,5, 
04/14/2010 10:38:55,42.129135,-71.04216,1.05,168.02,24.43,0,101
04/14/2010 10:38:56,,,0.94,154.33,24.43,0, 
04/14/2010 10:38:57,,,0.98,82.52,24.43,0, 
04/14/2010 10:38:58,,,1.02,214.29,24.43,0, 
04/14/2010 10:39:00,,,1.02,175.80,24.43,0, 
04/14/2010 10:39:01,42.1291,-71.0421,1.02,60.11,24.43,0,99
04/14/2010 10:39:02,42.129135,-71.042145,0.98,140.55,24.43,0,95
04/14/2010 10:39:03,42.129135,-71.04218,1.17,114.72,24.43,0,89
04/14/2010 10:39:04,42.129185,-71.042206,1.13,78.46,24.43,0,90
04/14/2010 10:39:06,42.129265,-71.04227,1.02,58.07,24.43,0,89
04/14/2010 10:39:07,42.12928,-71.042305,1.02,88.59,24.43,0,85
04/14/2010 10:39:08,42.129314,-71.04232,1.29,478.36,24.43,0,85
04/14/2010 10:39:09,42.12933,-71.042336,1.25,369.83,24.43,0,85
04/14/2010 10:39:10,42.129353,-71.04235,1.09,369.83,24.43,0,84
04/14/2010 10:39:12,,,0.66,523.53,24.11,0, 
04/14/2010 10:39:13,,,0.82,231.37,24.11,0, 
04/14/2010 10:39:14,,,1.17,612.59,24.11,0, 
04/14/2010 10:39:15,,,1.13,25.06,24.11,0, 
04/14/2010 10:39:16,,,0.98,216.19,24.11,1, 
04/14/2010 10:39:18,,,1.48,134.61,24.11,0, 
04/14/2010 10:39:19,,,0.74,197.06,24.11,0, 
04/14/2010 10:39:20,,,0.86,171.91,24.11,1, 
04/14/2010 10:39:21,,,0.86,225.69,24.11,0, 
04/14/2010 10:39:22,,,1.17,270.67,24.11,0, 
04/14/2010 10:39:24,,,1.09,279.91,24.11,0, 
04/14/2010 10:39:25,,,1.13,362.80,24.11,0, 
04/14/2010 10:39:26,,,0.98,529.86,24.11,0, 
04/14/2010 10:39:27,,,0.98,438.53,24.11,0, 
04/14/2010 10:39:28,,,1.13,307.36,24.11,0, 
04/14/2010 10:39:30,,,1.17,216.19,24.11,0, 
04/14/2010 10:39:31,,,0.94,309.17,23.79,0, 
04/14/2010 10:39:32,,,0.98,325.43,24.11,0, 
04/14/2010 10:39:33,,,0.90,281.75,23.79,6, 
04/14/2010 10:39:34,,,0.98,323.63,23.79,0, 
04/14/2010 10:39:36,,,0.98,330.82,23.79,0, 
04/14/2010 10:39:37,,,0.94,436.84,23.79,0, 
04/14/2010 10:39:38,42.129704,-71.04262,1.02,419.92,23.79,0,79
04/14/2010 10:39:39,42.129646,-71.04253,0.98,397.65,23.79,0,79
04/14/2010 10:39:40,42.12963,-71.04262,0.94,350.43,23.79,0,77
04/14/2010 10:39:42,42.129616,-71.04263,1.05,235.15,23.79,0,78
04/14/2010 10:39:43,42.129566,-71.0426,1.05,341.55,23.79,0,79
04/14/2010 10:39:44,,,1.13,343.33,23.79,0, 
04/14/2010 10:39:45,,,1.05,501.12,23.79,0, 
04/14/2010 10:39:46,42.12945,-71.04251,1.02,515.56,23.79,0,86
04/14/2010 10:39:48,,,1.05,529.86,23.79,0, 
04/14/2010 10:39:49,,,1.13,565.74,23.79,0, 
04/14/2010 10:39:50,,,1.21,542.45,23.79,0, 
04/14/2010 10:39:51,,,1.02,525.11,23.79,0, 
04/14/2010 10:39:52,42.1295,-71.04248,1.09,481.63,23.79,0,85
04/14/2010 10:39:53,42.129517,-71.042435,0.94,406.25,23.79,0,86
04/14/2010 10:39:55,42.12958,-71.042465,0.98,481.63,23.79,0,87
04/14/2010 10:39:56,42.12966,-71.04253,1.05,494.65,23.79,0,87
04/14/2010 10:39:57,42.129704,-71.04256,1.09,587.11,23.79,0,89
04/14/2010 10:39:58,42.129997,-71.042816,1.21,438.53,23.79,0,97
04/14/2010 10:39:59,42.130054,-71.04285,1.05,327.23,23.79,0,100
04/14/2010 10:40:01,42.130104,-71.04292,1.05,361.04,23.79,0,101
04/14/2010 10:40:02,42.13015,-71.043,1.02,362.80,23.79,0,101
04/14/2010 10:40:03,42.13017,-71.043015,1.02,366.32,23.79,0,102
04/14/2010 10:40:04,42.130314,-71.04318,1.02,343.33,23.79,0,106
04/14/2010 10:40:05,42.130405,-71.04327,1.02,371.58,23.79,0,108
04/14/2010 10:40:07,,,1.02,366.32,23.79,0, 
04/14/2010 10:40:08,,,1.02,394.20,23.79,0, 
04/14/2010 10:40:09,42.13058,-71.043495,1.09,476.72,23.79,0,108
04/14/2010 10:40:10,,,0.78,505.95,23.79,0, 
04/14/2010 10:40:11,,,0.66,551.81,23.79,0, 
04/14/2010 10:40:13,,,1.64,440.21,23.79,0, 
04/14/2010 10:40:14,,,1.17,361.04,23.79,0, 
04/14/2010 10:40:15,,,1.21,283.59,23.79,0, 
04/14/2010 10:40:16,,,1.09,806.31,23.47,0, 
04/14/2010 10:40:17,,,1.21,981.30,23.47,0, 
04/14/2010 10:40:19,42.130516,-71.04373,1.05,1018.10,23.47,0,106
04/14/2010 10:40:20,,,0.94,1041.49,23.47,0, 
04/14/2010 10:40:21,42.130405,-71.04353,0.98,1059.65,23.47,0,104
04/14/2010 10:40:22,,,0.94,1062.71,23.47,0, 
04/14/2010 10:40:23,,,0.66,1073.93,23.47,0, 
04/14/2010 10:40:25,42.129997,-71.04304,1.21,1072.46,23.79,0,89
04/14/2010 10:40:26,42.129948,-71.04295,1.25,1068.75,24.11,0,85
04/14/2010 10:40:27,42.129932,-71.04286,0.74,1068.75,24.11,1,85
04/14/2010 10:40:28,42.129833,-71.0427,1.05,1069.49,24.11,0,81
04/14/2010 10:40:29,42.129818,-71.04267,0.94,1074.67,24.11,0,80
04/14/2010 10:40:31,42.129818,-71.04265,1.05,1078.31,24.11,0,79
04/14/2010 10:40:32,42.129818,-71.04263,0.94,1076.13,24.11,0,80
04/14/2010 10:40:33,42.129803,-71.0426,0.94,1073.20,24.43,0,82
04/14/2010 10:40:34,42.129803,-71.04256,0.98,1075.40,24.43,0,82
04/14/2010 10:40:35,42.129803,-71.04253,1.13,1074.67,24.43,0,82
04/14/2010 10:40:37,42.129803,-71.04253,0.78,1078.31,24.43,0,81
04/14/2010 10:40:38,42.129803,-71.04251,0.98,1076.86,24.76,0,81
04/14/2010 10:40:39,42.129803,-71.042496,1.21,1075.40,24.76,0,82
04/14/2010 10:40:40,42.129803,-71.042496,0.90,1075.40,24.76,3,84
04/14/2010 10:40:41,42.129784,-71.04248,0.82,1078.31,24.76,0,85
04/14/2010 10:40:43,42.129784,-71.042465,1.13,1072.46,24.76,0,87
04/14/2010 10:40:44,42.129784,-71.042465,1.09,1074.67,24.76,0,86
04/14/2010 10:40:45,42.129803,-71.04248,1.05,1069.49,24.76,0,86
04/14/2010 10:40:46,42.129803,-71.042465,0.86,1068.00,24.43,1,88
04/14/2010 10:40:47,42.129803,-71.04245,1.21,1070.24,24.43,0,89
04/14/2010 10:40:49,42.129803,-71.042435,0.59,1064.99,24.43,0,91
04/14/2010 10:40:50,42.129803,-71.04245,0.66,1064.23,24.43,0,90
04/14/2010 10:40:51,42.129818,-71.04248,1.25,1064.99,24.43,0,88
04/14/2010 10:40:52,42.129833,-71.04251,0.98,1063.47,24.11,0,88
04/14/2010 10:40:53,42.12985,-71.04251,1.09,1070.24,24.11,0,88
04/14/2010 10:40:55,42.12985,-71.04256,0.82,1079.75,24.43,0,87
04/14/2010 10:40:56,42.129868,-71.04257,1.25,1065.74,24.11,0,87
04/14/2010 10:40:57,42.129868,-71.04259,0.98,1064.23,24.11,6,86
04/14/2010 10:40:58,42.129868,-71.0426,1.09,1063.47,23.79,9,86
04/14/2010 10:40:59,42.129883,-71.04265,0.66,1062.71,23.79,2,84
04/14/2010 10:41:01,42.129898,-71.04267,1.13,1063.47,23.47,1,83
04/14/2010 10:41:02,42.129898,-71.0427,0.66,1062.71,23.47,3,83
04/14/2010 10:41:03,42.129917,-71.04272,1.41,1072.46,23.47,4,82
04/14/2010 10:41:04,42.129932,-71.04273,1.29,1077.58,23.47,5,81
04/14/2010 10:41:05,42.129948,-71.04278,1.02,1064.99,23.14,10,80
04/14/2010 10:41:07,42.129948,-71.0428,0.94,1068.75,23.14,8,80
04/14/2010 10:41:08,42.129948,-71.042816,0.98,1062.71,22.82,4,80
04/14/2010 10:41:09,42.129963,-71.04283,1.29,1078.31,23.14,8,80
04/14/2010 10:41:10,42.129982,-71.04285,1.09,1079.03,22.82,17,79
04/14/2010 10:41:11,42.129997,-71.0429,1.02,1062.71,22.50,3,78
04/14/2010 10:41:13,42.130013,-71.04294,1.29,1061.95,22.50,1,78
04/14/2010 10:41:14,42.130013,-71.04295,0.86,1061.95,22.50,1,77
04/14/2010 10:41:15,42.130028,-71.04297,0.98,1061.95,22.18,0,77
04/14/2010 10:41:16,42.130028,-71.042984,0.94,1061.95,22.18,5,77
04/14/2010 10:41:17,42.130054,-71.043015,1.05,1061.95,22.18,1,78
04/14/2010 10:41:18,42.13007,-71.04304,0.90,1062.71,21.86,3,77
04/14/2010 10:41:20,42.130085,-71.04307,1.09,1062.71,21.86,0,77
04/14/2010 10:41:21,42.130104,-71.04308,1.17,1063.47,21.86,1,77
04/14/2010 10:41:22,42.13012,-71.04311,1.13,1063.47,21.53,5,77
04/14/2010 10:41:23,42.130135,-71.04317,1.13,1063.47,21.53,3,77
04/14/2010 10:41:24,42.130135,-71.04318,1.09,1064.23,21.53,5,77
04/14/2010 10:41:26,42.130135,-71.0432,0.98,1066.50,21.21,2,77
04/14/2010 10:41:27,42.130135,-71.04321,1.13,1071.72,21.53,2,77
04/14/2010 10:41:28,42.130135,-71.04325,0.82,1065.74,21.21,2,77
04/14/2010 10:41:29,42.130135,-71.04329,0.94,1068.75,21.21,1,76
04/14/2010 10:41:30,42.13015,-71.043304,1.25,1064.23,21.21,3,76
04/14/2010 10:41:32,42.13015,-71.043335,0.86,1079.75,21.21,2,76
04/14/2010 10:41:33,42.13015,-71.04335,0.82,1071.72,21.21,1,76
04/14/2010 10:41:34,42.13015,-71.04338,0.86,1070.98,21.21,2,76
04/14/2010 10:41:35,42.13017,-71.04342,0.94,1062.71,20.89,0,76
04/14/2010 10:41:36,42.13017,-71.04345,0.98,1061.95,20.89,0,76
04/14/2010 10:41:38,42.13017,-71.043465,1.13,1062.71,20.57,1,76
