time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/15/2010 09:44:36,42.129402,-71.042465,0.98,80.49,23.79,2,110
04/15/2010 09:44:37,42.129402,-71.042465,0.98,138.57,23.79,17,110
04/15/2010 09:44:39,42.129402,-71.042465,0.98,132.63,23.79,13,110
04/15/2010 09:44:40,42.129402,-71.042465,0.98,140.55,23.79,5,111
04/15/2010 09:44:41,42.129402,-71.042465,0.98,140.55,23.79,1,111
04/15/2010 09:44:42,42.129402,-71.04245,0.98,142.52,23.79,10,112
04/15/2010 09:44:43,42.129387,-71.04245,0.98,144.49,23.79,26,113
04/15/2010 09:44:44,42.129387,-71.04245,0.98,140.55,23.79,12,114
04/15/2010 09:44:45,42.129387,-71.04245,0.98,144.49,23.79,9,115
04/15/2010 09:44:46,42.129387,-71.04245,0.98,144.49,23.79,0,115
04/15/2010 09:44:47,42.129387,-71.04245,0.98,142.52,23.79,2,116
04/15/2010 09:44:48,42.129387,-71.04245,0.98,142.52,23.47,5,117
04/15/2010 09:44:49,42.129387,-71.04245,0.98,142.52,23.79,9,116
04/15/2010 09:44:51,42.129387,-71.042465,1.02,140.55,23.79,4,115
04/15/2010 09:44:52,42.129387,-71.042465,0.98,142.52,23.79,13,115
04/15/2010 09:44:53,42.129387,-71.042465,1.02,140.55,23.47,13,115
04/15/2010 09:44:54,42.129387,-71.04248,0.98,144.49,23.79,20,114
04/15/2010 09:44:55,42.129387,-71.04248,0.98,142.52,23.79,4,114
04/15/2010 09:44:56,42.129387,-71.04248,0.98,142.52,23.79,14,113
04/15/2010 09:44:57,42.129402,-71.04248,0.98,144.49,23.79,16,112
04/15/2010 09:44:58,42.129402,-71.042496,0.98,144.49,23.79,4,111
04/15/2010 09:44:59,42.129402,-71.042496,0.98,142.52,23.79,10,109
04/15/2010 09:45:00,42.129402,-71.04251,0.98,140.55,23.79,2,108
04/15/2010 09:45:01,42.129402,-71.04251,0.98,140.55,23.79,12,107
04/15/2010 09:45:03,42.129417,-71.04251,0.98,144.49,23.79,10,107
04/15/2010 09:45:04,42.129417,-71.04253,0.98,142.52,23.79,8,106
04/15/2010 09:45:05,42.129417,-71.04253,0.98,140.55,23.47,20,106
04/15/2010 09:45:06,42.129417,-71.04251,0.98,138.57,23.79,13,106
04/15/2010 09:45:07,42.129417,-71.04251,0.98,144.49,23.79,16,106
04/15/2010 09:45:08,42.129417,-71.04253,0.98,140.55,23.79,27,105
04/15/2010 09:45:09,42.129417,-71.04253,0.98,138.57,23.79,12,105
04/15/2010 09:45:10,42.129417,-71.04253,0.98,140.55,23.79,3,105
04/15/2010 09:45:11,42.129417,-71.04251,0.98,144.49,23.79,0,106
04/15/2010 09:45:12,42.129417,-71.04251,0.98,148.43,23.79,12,106
04/15/2010 09:45:13,42.129417,-71.04251,0.98,128.66,23.79,10,106
04/15/2010 09:45:15,42.129417,-71.04251,0.98,102.70,23.47,17,107
04/15/2010 09:45:16,42.129417,-71.042496,1.05,110.72,23.47,24,108
04/15/2010 09:45:17,42.129417,-71.042496,0.90,175.80,23.47,10,108
04/15/2010 09:45:18,42.129417,-71.042496,0.98,189.35,23.79,27,108
04/15/2010 09:45:19,42.129417,-71.042496,0.98,191.28,23.79,8,108
04/15/2010 09:45:20,42.129417,-71.042496,0.98,189.35,23.79,6,108
04/15/2010 09:45:21,42.129417,-71.042496,0.98,177.74,23.79,6,109
04/15/2010 09:45:22,42.129417,-71.04248,0.98,187.42,23.79,28,109
04/15/2010 09:45:23,42.129417,-71.04248,0.90,198.98,23.79,24,109
04/15/2010 09:45:24,42.129436,-71.042496,1.02,216.19,23.79,13,109
04/15/2010 09:45:25,42.129436,-71.04248,0.98,126.68,23.79,20,109
04/15/2010 09:45:27,42.129436,-71.04248,0.98,47.80,23.79,22,108
04/15/2010 09:45:28,42.129436,-71.04248,0.98,82.52,23.79,19,108
04/15/2010 09:45:29,42.129436,-71.04248,0.98,124.69,23.79,17,107
04/15/2010 09:45:30,42.129436,-71.04248,0.94,148.43,23.79,6,106
04/15/2010 09:45:31,42.129436,-71.04248,0.98,160.20,23.79,11,105
04/15/2010 09:45:32,42.129436,-71.04248,0.98,154.33,23.79,17,105
