time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/16/2010 11:48:42,42.12945,-71.04248,0.98,160.20,23.79,0,82
04/16/2010 11:48:43,42.129436,-71.04251,1.05,150.40,23.79,5,83
04/16/2010 11:48:44,42.129417,-71.04256,0.94,124.69,23.79,3,83
04/16/2010 11:48:45,42.129402,-71.042496,0.98,158.25,23.79,1,88
04/16/2010 11:48:46,42.129402,-71.04248,0.94,45.74,23.79,0,88
04/16/2010 11:48:48,42.129387,-71.04248,0.98,22.98,23.79,0,86
04/16/2010 11:48:49,42.129402,-71.04248,1.17,22.98,23.79,0,88
04/16/2010 11:48:50,42.129402,-71.042496,0.98,25.06,23.79,1,90
04/16/2010 11:48:51,42.129402,-71.042496,0.94,325.43,23.79,1,91
04/16/2010 11:48:52,42.129387,-71.042496,0.94,922.00,23.79,2,92
04/16/2010 11:48:54,42.129387,-71.04248,1.05,1062.71,23.79,0,94
04/16/2010 11:48:55,42.129387,-71.04248,0.94,1063.47,23.79,0,99
04/16/2010 11:48:56,42.129387,-71.04248,0.94,1061.95,23.79,0,103
04/16/2010 11:48:57,42.129387,-71.04251,0.98,1063.47,23.79,0,97
04/16/2010 11:48:58,42.129387,-71.04253,0.74,1061.19,23.79,0,96
04/16/2010 11:49:00,42.129387,-71.04257,1.33,1061.95,23.79,0,92
04/16/2010 11:49:01,42.129402,-71.04259,0.98,1066.50,23.79,1,89
04/16/2010 11:49:02,42.129402,-71.0426,1.33,1067.25,23.47,0,90
04/16/2010 11:49:03,42.129387,-71.04262,1.33,1065.74,23.47,0,91
04/16/2010 11:49:04,42.12937,-71.04263,1.33,1065.74,23.47,0,95
04/16/2010 11:49:06,42.129387,-71.04263,0.98,1061.95,23.47,0,94
04/16/2010 11:49:07,42.12937,-71.04262,1.09,1051.09,23.47,0,96
04/16/2010 11:49:08,42.12937,-71.04262,1.45,1050.30,23.47,0,96
04/16/2010 11:49:09,42.129353,-71.04263,1.21,1048.71,23.47,0,94
04/16/2010 11:49:10,42.129353,-71.04263,1.33,1043.11,23.14,0,94
04/16/2010 11:49:12,42.129353,-71.04262,1.29,1054.23,23.14,0,95
04/16/2010 11:49:13,42.12933,-71.04262,1.29,1059.65,23.14,0,95
04/16/2010 11:49:14,42.12933,-71.04262,4.37,1050.30,22.82,25,95
04/16/2010 11:49:15,42.129353,-71.04263,5.94,1051.87,22.18,24,94
04/16/2010 11:49:16,,,4.34,1051.87,22.18,20, 
04/16/2010 11:49:18,,,2.19,1051.09,21.53,2, 
04/16/2010 11:49:19,,,2.46,1045.52,21.53,1, 
04/16/2010 11:49:20,42.12937,-71.04276,3.12,1051.87,21.21,5,95
04/16/2010 11:49:21,,,4.02,1048.71,20.89,8, 
04/16/2010 11:49:22,42.129314,-71.04285,4.34,1052.66,20.57,10,90
04/16/2010 11:49:24,42.129295,-71.04285,1.76,1050.30,19.92,16,88
04/16/2010 11:49:25,42.12928,-71.042816,1.56,1049.51,19.92,6,88
04/16/2010 11:49:26,42.129265,-71.04276,1.29,981.30,19.92,5,90
04/16/2010 11:49:27,42.129265,-71.0427,0.66,545.58,19.60,0,88
04/16/2010 11:49:28,42.129265,-71.04263,6.02,969.01,19.60,4,88
04/16/2010 11:49:30,42.129265,-71.04262,6.76,1045.52,19.60,16,85
04/16/2010 11:49:31,42.12928,-71.04262,0.94,1063.47,19.28,6,85
04/16/2010 11:49:32,42.129265,-71.04262,1.76,1061.95,19.60,18,85
04/16/2010 11:49:33,42.129265,-71.04265,0.70,1060.42,19.28,6,86
04/16/2010 11:49:34,42.12928,-71.04272,3.16,1030.81,18.96,15,82
04/16/2010 11:49:35,42.12928,-71.04273,5.35,1050.30,18.31,29,81
04/16/2010 11:49:37,42.12928,-71.04273,4.34,1052.66,17.99,20,81
04/16/2010 11:49:38,42.129265,-71.04278,5.86,1057.34,17.67,19,79
04/16/2010 11:49:39,42.129265,-71.042816,2.34,1053.44,17.67,18,78
04/16/2010 11:49:40,,,3.91,1047.12,17.67,9, 
04/16/2010 11:49:41,,,0.86,1046.32,17.67,0, 
04/16/2010 11:49:43,42.12925,-71.043,1.91,1051.09,17.67,11,74
04/16/2010 11:49:44,,,1.17,1050.30,17.34,21, 
04/16/2010 11:49:45,42.12928,-71.04304,4.61,1047.92,17.34,8,72
04/16/2010 11:49:46,,,4.77,1051.87,16.70,28, 
04/16/2010 11:49:47,,,3.12,1045.52,16.70,25, 
04/16/2010 11:49:49,,,1.45,955.42,16.38,6, 
04/16/2010 11:49:50,42.129314,-71.04285,3.32,868.76,16.38,9,71
04/16/2010 11:49:51,42.129314,-71.0427,0.70,1005.88,16.38,0,72
04/16/2010 11:49:52,42.129314,-71.04262,3.20,838.76,16.38,0,74
04/16/2010 11:49:53,42.129314,-71.0426,7.03,816.06,16.38,4,74
04/16/2010 11:49:55,42.129353,-71.04257,4.37,977.55,16.38,10,75
04/16/2010 11:49:56,,,1.87,999.63,16.05,0, 
04/16/2010 11:49:57,42.12937,-71.04251,1.64,1061.95,16.05,3,76
04/16/2010 11:49:58,42.129353,-71.04248,1.02,1064.99,16.38,13,83
04/16/2010 11:49:59,,,1.02,1064.99,16.38,7, 
04/16/2010 11:50:01,42.129353,-71.042465,1.72,1056.56,16.38,0,83
04/16/2010 11:50:02,42.12933,-71.04248,4.92,964.19,16.05,1,83
04/16/2010 11:50:03,42.129314,-71.04248,0.78,1067.25,16.05,0,83
04/16/2010 11:50:04,42.129295,-71.04259,1.05,1047.92,16.38,0,83
04/16/2010 11:50:05,42.129353,-71.04263,1.29,1051.09,16.05,0,90
04/16/2010 11:50:07,42.12933,-71.04263,0.98,1057.34,16.05,5,90
04/16/2010 11:50:08,42.129353,-71.04265,2.19,1055.01,16.05,0,92
04/16/2010 11:50:09,42.129353,-71.04267,4.61,973.77,16.05,5,93
04/16/2010 11:50:10,42.129353,-71.04275,1.37,1053.44,16.05,0,94
04/16/2010 11:50:11,42.129387,-71.04273,1.99,1057.34,16.05,0,96
04/16/2010 11:50:13,42.129417,-71.04269,0.90,1046.32,16.05,0,99
