time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/14/2010 10:38:11,42.129482,-71.04251,0.86,86.57,23.47,0,69
04/14/2010 10:38:12,42.129482,-71.04251,0.82,74.40,23.47,0,69
04/14/2010 10:38:13,42.129467,-71.04248,0.86,82.52,23.47,0,69
04/14/2010 10:38:14,42.12945,-71.042465,0.86,82.52,23.47,0,70
04/14/2010 10:38:15,42.129436,-71.042465,0.82,86.57,23.47,0,70
04/14/2010 10:38:16,42.129402,-71.042465,0.86,80.49,23.47,0,71
04/14/2010 10:38:17,42.129402,-71.04248,0.86,82.52,23.47,0,69
04/14/2010 10:38:18,42.129402,-71.04248,0.82,84.55,23.47,0,69
04/14/2010 10:38:20,42.12937,-71.04245,0.86,84.55,23.47,0,69
04/14/2010 10:38:21,42.12937,-71.04245,0.82,82.52,23.47,0,69
04/14/2010 10:38:22,42.12937,-71.04245,0.82,84.55,23.47,0,69
04/14/2010 10:38:23,42.12937,-71.042435,0.86,84.55,23.47,0,70
04/14/2010 10:38:24,42.129353,-71.04241,0.86,82.52,23.47,0,70
04/14/2010 10:38:25,42.12933,-71.0424,0.82,82.52,23.47,0,71
04/14/2010 10:38:26,42.129314,-71.04238,0.82,86.57,23.47,0,71
04/14/2010 10:38:27,42.129314,-71.042366,0.86,84.55,23.47,0,72
04/14/2010 10:38:28,42.129314,-71.04235,0.82,82.52,23.47,0,73
04/14/2010 10:38:29,42.129295,-71.04232,0.82,82.52,23.47,0,75
04/14/2010 10:38:30,42.12928,-71.04232,0.82,84.55,23.47,0,75
04/14/2010 10:38:31,42.129265,-71.042305,0.82,82.52,23.47,0,74
04/14/2010 10:38:33,42.129265,-71.042305,0.86,82.52,23.47,0,74
04/14/2010 10:38:34,42.12925,-71.042305,0.86,82.52,23.47,0,74
04/14/2010 10:38:35,42.129314,-71.04235,0.82,82.52,23.47,0,74
04/14/2010 10:38:36,42.12937,-71.0424,0.86,82.52,23.47,0,74
04/14/2010 10:38:37,42.129387,-71.04241,0.90,74.40,23.47,0,75
04/14/2010 10:38:38,42.129402,-71.04241,0.86,78.46,23.47,0,76
04/14/2010 10:38:39,42.129417,-71.042435,0.90,74.40,23.47,0,75
04/14/2010 10:38:40,42.129436,-71.042435,0.90,74.40,23.47,0,76
04/14/2010 10:38:41,42.12945,-71.042435,0.86,76.43,23.47,0,78
04/14/2010 10:38:42,42.12945,-71.042435,0.86,78.46,23.47,0,79
04/14/2010 10:38:43,42.129467,-71.042435,0.86,76.43,23.47,0,79
04/14/2010 10:38:45,42.12945,-71.04241,0.90,78.46,23.47,0,80
04/14/2010 10:38:46,42.12945,-71.04241,0.90,78.46,23.47,0,80
04/14/2010 10:38:47,42.12945,-71.0424,0.90,76.43,23.47,0,81
04/14/2010 10:38:48,42.129436,-71.04238,0.86,76.43,23.47,0,82
04/14/2010 10:38:49,42.129436,-71.0424,0.90,78.46,23.47,0,82
04/14/2010 10:38:50,42.129436,-71.04238,0.90,78.46,23.47,0,82
04/14/2010 10:38:51,42.129436,-71.04238,0.86,78.46,23.47,0,82
04/14/2010 10:38:52,42.129436,-71.04238,0.90,78.46,23.47,0,83
04/14/2010 10:38:53,42.129436,-71.04238,0.86,100.69,23.47,0,83
04/14/2010 10:38:54,42.129436,-71.04238,1.02,160.20,23.47,0,82
04/14/2010 10:38:55,42.129436,-71.04238,0.78,134.61,23.47,0,82
04/14/2010 10:38:57,,,0.90,124.69,23.47,0, 
04/14/2010 10:38:58,42.12945,-71.0424,0.78,114.72,23.47,0,81
04/14/2010 10:38:59,42.12945,-71.04241,0.70,72.36,23.47,0,80
04/14/2010 10:39:00,42.12945,-71.04241,0.82,47.80,23.47,0,80
04/14/2010 10:39:01,42.12945,-71.04241,0.94,169.97,23.47,0,81
04/14/2010 10:39:02,42.129436,-71.0424,0.70,164.11,23.47,0,81
04/14/2010 10:39:03,42.12945,-71.0424,0.78,39.56,23.47,0,82
04/14/2010 10:39:04,42.12945,-71.0424,0.94,177.74,23.47,0,83
04/14/2010 10:39:05,42.129467,-71.0424,0.78,669.07,23.47,0,83
04/14/2010 10:39:06,42.1295,-71.042465,0.90,177.74,23.47,0,79
04/14/2010 10:39:07,42.12953,-71.042496,0.94,31.28,23.47,0,78
04/14/2010 10:39:08,42.129517,-71.042496,0.78,102.70,23.47,0,80
04/14/2010 10:39:10,42.1295,-71.042496,1.33,84.55,23.47,0,81
04/14/2010 10:39:11,42.129467,-71.042496,0.66,45.74,23.47,0,82
04/14/2010 10:39:12,42.12945,-71.042465,1.05,56.02,23.47,0,83
04/14/2010 10:39:13,42.129417,-71.04248,0.82,56.02,23.47,0,84
04/14/2010 10:39:14,42.129402,-71.04248,1.17,142.52,23.47,0,84
04/14/2010 10:39:15,42.12937,-71.042496,0.78,43.68,23.14,0,84
04/14/2010 10:39:16,42.129314,-71.042496,0.98,37.49,23.14,0,84
04/14/2010 10:39:17,42.12928,-71.042496,0.82,43.68,23.14,0,84
04/14/2010 10:39:18,,,0.82,53.97,23.14,0, 
04/14/2010 10:39:19,,,1.21,96.66,23.14,0, 
04/14/2010 10:39:20,42.12915,-71.04235,0.86,197.06,23.14,0,86
04/14/2010 10:39:21,42.129116,-71.042336,0.90,225.69,23.14,0,87
04/14/2010 10:39:23,42.129086,-71.042305,0.90,281.75,23.14,0,86
