time,latitude,longitude,acceleration,light,temperature,sound,altitude
04/14/2010 10:37:50,42.129784,-71.04292,0.94,39.56,26.37,3,78
04/14/2010 10:37:51,42.12977,-71.04292,0.94,41.62,26.37,3,78
04/14/2010 10:37:52,42.12977,-71.04292,0.78,118.71,26.37,1,78
04/14/2010 10:37:53,42.12977,-71.04292,0.98,76.43,26.37,3,78
04/14/2010 10:37:54,,,0.94,51.91,26.37,4, 
04/14/2010 10:37:55,42.129738,-71.042885,0.94,41.62,26.37,12,78
04/14/2010 10:37:56,,,0.90,45.74,26.37,4, 
04/14/2010 10:37:57,42.12972,-71.04283,0.90,43.68,26.37,8,76
04/14/2010 10:37:58,42.129704,-71.0428,0.90,114.72,26.37,2,77
04/14/2010 10:37:59,42.12968,-71.04278,0.90,140.55,26.37,5,78
04/14/2010 10:38:00,42.129704,-71.0428,0.90,130.65,26.37,12,77
04/14/2010 10:38:02,42.129753,-71.04286,0.94,128.66,26.37,4,75
04/14/2010 10:38:03,42.129833,-71.04295,0.90,128.66,26.37,4,73
04/14/2010 10:38:04,42.129868,-71.042984,0.94,132.63,26.37,2,71
04/14/2010 10:38:05,,,0.94,134.61,26.37,1, 
04/14/2010 10:38:06,,,0.90,138.57,26.37,1, 
04/14/2010 10:38:07,,,0.94,136.59,26.37,2, 
04/14/2010 10:38:08,,,0.94,136.59,26.37,1, 
04/14/2010 10:38:09,,,0.94,138.57,26.37,1, 
04/14/2010 10:38:10,,,0.98,179.68,26.37,4, 
04/14/2010 10:38:11,,,0.94,183.56,26.37,4, 
04/14/2010 10:38:12,,,0.90,41.62,26.37,0, 
04/14/2010 10:38:13,,,0.94,37.49,26.37,1, 
04/14/2010 10:38:15,,,0.94,25.06,26.37,0, 
04/14/2010 10:38:16,,,1.02,72.36,26.37,4, 
04/14/2010 10:38:17,,,0.98,138.57,26.37,5, 
04/14/2010 10:38:18,,,0.94,142.52,26.37,6, 
04/14/2010 10:38:19,,,0.94,140.55,26.37,8, 
