time,temperature
0,26.37
1,26.37
2,26.37
3,26.37
4,26.37
5,26.37
6,26.37
7,26.37
8,26.37
9,26.37
10,26.37
11,26.37
12,26.37
13,26.37
14,26.37
15,26.37
16,26.37
17,26.37
18,26.37
19,26.37
20,26.37
21,26.37
22,26.37
23,26.37
24,26.37
25,26.37
26,26.69
27,26.37
28,26.69
29,26.69
30,26.69
31,26.69
32,26.69
33,26.69
34,26.69
35,26.69
36,26.69
37,26.37
38,26.69
39,26.69
40,26.69
41,26.69
42,26.69
43,26.69
44,26.69
45,26.69
46,26.37
47,26.37
48,26.69
49,26.69
50,26.37
51,26.37
52,26.69
53,26.69
54,26.37
55,26.37
56,26.37
57,26.69
58,26.37
59,26.69
60,26.69
61,26.69
62,26.69
63,26.69
64,26.69
65,26.69
66,26.37
67,26.69
68,26.69
69,26.69
70,26.69
71,26.37
72,26.69
73,26.37
74,26.69
75,26.37
76,26.37
77,26.37
78,26.69
79,26.69
80,26.69
81,26.69
82,26.37
83,26.37
84,26.69
85,26.37
86,26.69
87,26.37
88,26.37
89,26.37
90,26.37
91,26.37
92,26.37
93,26.37
94,26.37
95,26.37
96,26.37
97,26.37
98,26.37
99,26.37
100,26.69
101,26.37
102,26.37
103,26.37
104,26.37
105,26.37
106,26.37
107,26.69
108,26.37
109,26.37
110,26.37
111,26.37
112,26.37
113,26.37
114,26.37
115,26.37
116,26.37
117,26.37
118,26.37
119,26.37
120,26.69
121,26.37
122,26.37
123,26.37
124,26.37
125,26.37
126,26.37
127,26.37
128,26.69
129,26.37
130,26.37
131,26.37
132,26.37
133,26.37
134,26.37
135,26.37
136,26.37
137,26.37
138,26.37
139,26.37
140,26.37
141,26.37
142,26.37
143,26.37
144,26.37
145,26.37
146,26.37
147,26.37
148,26.37
149,26.37
150,26.37
151,26.37
152,26.37
153,26.37
154,26.37
155,26.37
156,26.37
157,26.37
158,26.37
159,26.37
160,26.37
161,26.37
162,26.37
163,26.37
164,26.37
165,26.37
166,26.37
167,26.37
168,26.37
169,26.37
170,26.37
171,26.37
172,26.37
173,26.37
174,26.37
175,26.37
176,26.37
177,26.37
178,26.37
179,26.37
180,26.37
181,26.37
182,26.37
183,26.37
184,26.37
185,26.37
186,26.37
187,26.37
188,26.37
189,26.37
190,26.37
191,26.37
192,26.37
193,26.37
194,26.37
195,26.37
196,26.37
197,26.37
198,26.37
199,26.37
200,26.37
201,26.37
202,26.37
203,26.37
204,26.37
205,26.37
206,26.37
207,26.37
208,26.37
209,26.37
210,26.37
211,26.37
212,26.37
213,26.37
214,26.37
215,26.37
216,26.37
217,26.37
218,26.37
219,26.04
220,26.37
221,26.37
222,26.37
223,26.37
224,26.37
225,26.37
226,26.37
227,26.37
228,26.37
229,26.37
230,26.04
231,26.04
232,26.04
233,26.37
234,26.04
235,26.04
236,26.37
237,26.37
238,26.04
239,26.37
240,26.04
241,26.04
242,26.37
243,26.37
244,26.04
245,26.04
246,26.37
247,26.04
248,26.04
249,26.04
250,26.04
251,26.04
252,26.04
253,26.04
254,26.37
255,26.04
256,26.04
257,26.04
258,26.04
259,26.04
260,26.04
261,26.04
262,26.04
263,26.04
264,26.04
265,26.04
266,26.04
267,26.04
268,26.04
269,26.04
270,26.04
271,26.04
272,26.04
273,26.04
274,26.04
275,26.04
276,26.04
277,26.04
278,26.04
279,26.04
280,26.04
281,26.04
282,26.04
283,26.04
284,26.04
285,26.04
286,26.04
287,26.04
288,26.04
289,26.04
290,26.04
291,26.04
292,26.04
293,26.04
294,26.04
295,26.04
296,26.04
297,26.04
298,26.04
299,26.04
300,26.04
301,26.04
302,26.04
303,26.04
304,26.04
305,26.04
306,26.04
307,26.04
308,26.04
309,26.04
310,26.04
311,26.04
312,26.04
313,26.04
314,26.04
315,26.04
316,26.04
317,26.04
318,26.04
319,26.04
320,26.04
321,26.04
322,26.04
323,26.04
