time,temperature
07/19/2010 12:26:04,30.56
07/19/2010 12:26:05,30.56
07/19/2010 12:26:06,30.56
07/19/2010 12:26:07,30.56
07/19/2010 12:26:08,30.56
07/19/2010 12:26:09,30.56
07/19/2010 12:26:10,30.56
07/19/2010 12:26:11,30.88
07/19/2010 12:26:12,30.88
07/19/2010 12:26:13,30.88
07/19/2010 12:26:14,30.88
07/19/2010 12:26:15,30.88
07/19/2010 12:26:16,30.88
07/19/2010 12:26:17,30.88
07/19/2010 12:26:18,30.88
07/19/2010 12:26:20,30.88
07/19/2010 12:26:21,30.88
07/19/2010 12:26:22,30.88
07/19/2010 12:26:23,30.88
07/19/2010 12:26:24,30.88
07/19/2010 12:26:25,31.20
07/19/2010 12:26:26,31.20
07/19/2010 12:26:27,30.88
07/19/2010 12:26:28,30.88
07/19/2010 12:26:29,30.88
07/19/2010 12:26:30,31.20
07/19/2010 12:26:31,30.88
07/19/2010 12:26:32,31.20
07/19/2010 12:26:34,31.20
07/19/2010 12:26:35,31.20
07/19/2010 12:26:36,31.20
07/19/2010 12:26:37,31.20
07/19/2010 12:26:38,31.20
07/19/2010 12:26:39,31.20
07/19/2010 12:26:40,31.20
07/19/2010 12:26:41,31.20
07/19/2010 12:26:42,31.20
07/19/2010 12:26:43,31.20
07/19/2010 12:26:44,31.20
07/19/2010 12:26:45,31.20
07/19/2010 12:26:47,31.20
07/19/2010 12:26:48,31.20
07/19/2010 12:26:49,31.20
07/19/2010 12:26:50,31.52
07/19/2010 12:26:51,31.52
07/19/2010 12:26:52,31.20
07/19/2010 12:26:53,31.52
07/19/2010 12:26:54,31.52
07/19/2010 12:26:55,31.52
07/19/2010 12:26:56,31.52
07/19/2010 12:26:57,31.52
07/19/2010 12:26:58,31.52
07/19/2010 12:26:59,31.52
07/19/2010 12:27:00,31.52
07/19/2010 12:27:01,31.52
07/19/2010 12:27:03,31.52
07/19/2010 12:27:04,31.52
07/19/2010 12:27:05,31.52
07/19/2010 12:27:06,31.52
07/19/2010 12:27:07,31.52
07/19/2010 12:27:08,31.52
07/19/2010 12:27:09,31.52
07/19/2010 12:27:10,31.52
07/19/2010 12:27:11,31.52
07/19/2010 12:27:12,31.52
07/19/2010 12:27:13,31.52
07/19/2010 12:27:15,31.52
07/19/2010 12:27:15,31.52
07/19/2010 12:27:17,31.52
07/19/2010 12:27:18,31.20
07/19/2010 12:27:19,31.20
07/19/2010 12:27:20,31.52
07/19/2010 12:27:21,31.52
07/19/2010 12:27:22,31.52
07/19/2010 12:27:23,31.52
07/19/2010 12:27:24,31.52
07/19/2010 12:27:25,31.20
07/19/2010 12:27:26,31.20
07/19/2010 12:27:27,31.20
07/19/2010 12:27:29,31.20
07/19/2010 12:27:30,31.20
07/19/2010 12:27:31,31.20
07/19/2010 12:27:32,31.52
07/19/2010 12:27:33,31.20
07/19/2010 12:27:34,31.20
07/19/2010 12:27:35,31.20
07/19/2010 12:27:36,31.20
07/19/2010 12:27:37,31.20
07/19/2010 12:27:38,31.52
07/19/2010 12:27:39,31.20
07/19/2010 12:27:40,31.52
07/19/2010 12:27:41,31.52
07/19/2010 12:27:42,31.52
07/19/2010 12:27:43,31.52
07/19/2010 12:27:45,31.52
07/19/2010 12:27:46,31.52
07/19/2010 12:27:47,31.52
07/19/2010 12:27:48,31.52
07/19/2010 12:27:49,31.52
07/19/2010 12:27:50,31.52
07/19/2010 12:27:51,31.52
07/19/2010 12:27:52,31.52
07/19/2010 12:27:53,31.52
07/19/2010 12:27:54,31.52
07/19/2010 12:27:55,31.52
07/19/2010 12:27:56,31.52
07/19/2010 12:27:57,31.52
07/19/2010 12:27:59,31.52
07/19/2010 12:28:00,31.52
07/19/2010 12:28:01,31.52
07/19/2010 12:28:02,31.52
07/19/2010 12:28:03,31.52
07/19/2010 12:28:04,31.52
07/19/2010 12:28:05,31.52
07/19/2010 12:28:06,31.52
07/19/2010 12:28:07,31.52
07/19/2010 12:28:08,31.85
07/19/2010 12:28:09,31.52
07/19/2010 12:28:10,31.52
07/19/2010 12:28:11,31.52
07/19/2010 12:28:13,31.52
07/19/2010 12:28:14,31.52
07/19/2010 12:28:15,31.52
07/19/2010 12:28:16,31.52
07/19/2010 12:28:17,31.52
07/19/2010 12:28:18,31.52
07/19/2010 12:28:19,31.52
07/19/2010 12:28:20,31.52
07/19/2010 12:28:21,31.52
07/19/2010 12:28:22,31.52
07/19/2010 12:28:23,31.52
07/19/2010 12:28:24,31.52
07/19/2010 12:28:25,31.85
07/19/2010 12:28:26,31.52
07/19/2010 12:28:28,31.52
07/19/2010 12:28:29,31.52
07/19/2010 12:28:30,31.52
