temperature,time
25.9,0
25.9,1
25.9,2
25.9,3
27.2,4
28.6,5
29.6,6
30.4,7
31.1,8
31.6,9
32.0,10
32.4,11
32.7,12
32.9,13
33.1,14
33.3,15
33.5,16
33.6,17
33.7,18
33.8,19
33.9,20
34.0,21
34.1,22
34.1,23
34.0,24
33.9,25
33.7,26
33.6,27
33.3,28
33.1,29
32.9,30
32.7,31
32.4,32
32.2,33
32.0,34
31.9,35
