time,light,temperature
"11/6/2009 15:59:58",296.43,-18.75
"11/6/2009 15:59:59",303.72,-18.43
"11/6/2009 16:00:01",298.25,-18.43
"11/6/2009 16:00:02",296.43,-18.75
"11/6/2009 16:00:03",296.43,-18.43
"11/6/2009 16:00:04",301.90,-18.43
"11/6/2009 16:00:05",289.10,-18.43
"11/6/2009 16:00:06",298.25,-18.43
"11/6/2009 16:00:07",296.43,-18.43
"11/6/2009 16:00:08",296.43,-18.43
"11/6/2009 16:00:09",289.10,-18.43
"11/6/2009 16:00:10",294.60,-18.43
"11/6/2009 16:00:11",289.10,-18.43
"11/6/2009 16:00:12",303.72,-18.75
"11/6/2009 16:00:13",301.90,-18.43
"11/6/2009 16:00:15",287.27,-18.43
"11/6/2009 16:00:16",292.77,-18.43
"11/6/2009 16:00:17",287.27,-18.43
"11/6/2009 16:00:18",292.77,-18.43
"11/6/2009 16:00:19",279.91,-18.43
"11/6/2009 16:00:20",298.25,-18.43
"11/6/2009 16:00:21",290.94,-18.43
"11/6/2009 16:00:22",296.43,-18.43
"11/6/2009 16:00:23",294.60,-18.43
"11/6/2009 16:00:24",301.90,-18.43
"11/6/2009 16:00:25",292.77,-18.43
"11/6/2009 16:00:26",305.54,-18.43
"11/6/2009 16:00:27",305.54,-18.43
"11/6/2009 16:00:29",290.94,-18.43
"11/6/2009 16:00:30",305.54,-18.43
"11/6/2009 16:00:31",298.25,-18.43
"11/6/2009 16:00:32",290.94,-18.43
"11/6/2009 16:00:33",305.54,-18.43
"11/6/2009 16:00:34",305.54,-18.43
"11/6/2009 16:00:35",301.90,-18.43
"11/6/2009 16:00:36",298.25,-18.43
"11/6/2009 16:00:37",303.72,-18.43
"11/6/2009 16:00:38",303.72,-18.43
"11/6/2009 16:00:39",292.77,-18.43
"11/6/2009 16:00:40",294.60,-18.43
"11/6/2009 16:00:41",300.08,-18.43
"11/6/2009 16:00:43",301.90,-18.43
"11/6/2009 16:00:44",290.94,-18.43
"11/6/2009 16:00:45",298.25,-18.43
"11/6/2009 16:00:46",305.54,-18.43
"11/6/2009 16:00:47",290.94,-18.43
"11/6/2009 16:00:48",298.25,-18.43
"11/6/2009 16:00:49",305.54,-18.43
"11/6/2009 16:00:50",301.90,-18.43
"11/6/2009 16:00:51",301.90,-18.43
"11/6/2009 16:00:52",301.90,-18.43
"11/6/2009 16:00:53",296.43,-18.43
"11/6/2009 16:00:54",307.36,-18.43
"11/6/2009 16:00:55",300.08,-18.43
"11/6/2009 16:00:57",298.25,-18.43
"11/6/2009 16:00:58",298.25,-18.43
"11/6/2009 16:00:59",298.25,-18.43
"11/6/2009 16:01:00",300.08,-18.43
"11/6/2009 16:01:01",305.54,-18.43
"11/6/2009 16:01:02",305.54,-18.43
"11/6/2009 16:01:03",294.60,-18.43
"11/6/2009 16:01:04",300.08,-18.43
"11/6/2009 16:01:05",298.25,-18.43
"11/6/2009 16:01:06",298.25,-18.43
"11/6/2009 16:01:07",296.43,-18.43
"11/6/2009 16:01:08",305.54,-18.43
"11/6/2009 16:01:09",305.54,-18.43
"11/6/2009 16:01:11",303.72,-18.43
"11/6/2009 16:01:12",290.94,-18.43
"11/6/2009 16:01:13",296.43,-18.43
"11/6/2009 16:01:14",300.08,-18.43
"11/6/2009 16:01:15",298.25,-18.43
"11/6/2009 16:01:16",300.08,-18.43
"11/6/2009 16:01:17",300.08,-18.43
"11/6/2009 16:01:18",287.27,-18.43
"11/6/2009 16:01:19",292.77,-18.43
"11/6/2009 16:01:20",294.60,-18.43
"11/6/2009 16:01:21",298.25,-18.43
"11/6/2009 16:01:22",294.60,-18.43
"11/6/2009 16:01:23",298.25,-18.43
"11/6/2009 16:01:25",300.08,-18.43
"11/6/2009 16:01:26",294.60,-18.43
"11/6/2009 16:01:27",300.08,-18.43
"11/6/2009 16:01:28",298.25,-18.43
"11/6/2009 16:01:29",292.77,-18.43
"11/6/2009 16:01:30",278.07,-18.43
"11/6/2009 16:01:31",292.77,-18.43
"11/6/2009 16:01:32",290.94,-18.43
"11/6/2009 16:01:33",298.25,-18.43
"11/6/2009 16:01:34",290.94,-18.43
"11/6/2009 16:01:35",294.60,-18.43
"11/6/2009 16:01:36",296.43,-18.43
"11/6/2009 16:01:37",296.43,-18.43
"11/6/2009 16:01:39",289.10,-18.43
"11/6/2009 16:01:40",300.08,-18.43
"11/6/2009 16:01:41",296.43,-18.43
"11/6/2009 16:01:42",296.43,-18.43
"11/6/2009 16:01:43",298.25,-18.43
"11/6/2009 16:01:44",287.27,-18.43
"11/6/2009 16:01:45",285.43,-18.43
"11/6/2009 16:01:46",290.94,-18.43
"11/6/2009 16:01:47",289.10,-18.43
"11/6/2009 16:01:48",301.90,-18.43
"11/6/2009 16:01:49",290.94,-18.43
"11/6/2009 16:01:50",301.90,-18.43
"11/6/2009 16:01:52",296.43,-18.43
"11/6/2009 16:01:53",296.43,-18.43
"11/6/2009 16:01:54",301.90,-18.43
"11/6/2009 16:01:55",298.25,-18.43
"11/6/2009 16:01:56",290.94,-18.43
"11/6/2009 16:01:57",296.43,-18.43
"11/6/2009 16:01:58",287.27,-18.43
"11/6/2009 16:01:59",289.10,-18.43
"11/6/2009 16:02:00",292.77,-18.43
"11/6/2009 16:02:01",298.25,-18.43
"11/6/2009 16:02:02",301.90,-18.43
"11/6/2009 16:02:03",287.27,-18.43
"11/6/2009 16:02:04",290.94,-18.43
"11/6/2009 16:02:06",289.10,-18.43
"11/6/2009 16:02:07",294.60,-18.43
"11/6/2009 16:02:08",292.77,-18.43
"11/6/2009 16:02:09",290.94,-18.43
"11/6/2009 16:02:10",294.60,-18.43
"11/6/2009 16:02:11",301.90,-18.43
"11/6/2009 16:02:12",300.08,-18.43
"11/6/2009 16:02:13",287.27,-18.43
"11/6/2009 16:02:14",296.43,-18.43
"11/6/2009 16:02:15",300.08,-18.43
"11/6/2009 16:02:16",294.60,-18.43
"11/6/2009 16:02:17",292.77,-18.43
"11/6/2009 16:02:18",296.43,-18.43
"11/6/2009 16:02:19",300.08,-18.43
"11/6/2009 16:02:21",296.43,-18.43
"11/6/2009 16:02:22",301.90,-18.43
"11/6/2009 16:02:23",294.60,-18.43
"11/6/2009 16:02:24",296.43,-18.43
"11/6/2009 16:02:25",287.27,-18.43
"11/6/2009 16:02:26",301.90,-18.43
"11/6/2009 16:02:27",300.08,-18.43
"11/6/2009 16:02:28",296.43,-18.43
"11/6/2009 16:02:29",296.43,-18.43
"11/6/2009 16:02:30",301.90,-18.11
"11/6/2009 16:02:31",292.77,-18.11
"11/6/2009 16:02:32",290.94,-18.11
"11/6/2009 16:02:34",298.25,-18.43
"11/6/2009 16:02:35",290.94,-18.43
"11/6/2009 16:02:36",294.60,-18.43
"11/6/2009 16:02:37",289.10,-18.43
"11/6/2009 16:02:38",298.25,-18.43
"11/6/2009 16:02:39",289.10,-18.43
"11/6/2009 16:02:40",289.10,-18.43
"11/6/2009 16:02:41",289.10,-18.43
"11/6/2009 16:02:42",285.43,-18.43
"11/6/2009 16:02:43",281.75,-18.11
"11/6/2009 16:02:44",283.59,-18.11
"11/6/2009 16:02:45",301.90,-18.11
"11/6/2009 16:02:46",303.72,-18.43
"11/6/2009 16:02:48",307.36,-18.11
"11/6/2009 16:02:49",305.54,-18.11
"11/6/2009 16:02:50",305.54,-18.11
"11/6/2009 16:02:51",294.60,-18.11
"11/6/2009 16:02:52",300.08,-18.11
"11/6/2009 16:02:53",305.54,-18.11
"11/6/2009 16:02:54",305.54,-18.43
"11/6/2009 16:02:55",298.25,-18.43
"11/6/2009 16:02:56",303.72,-18.43
"11/6/2009 16:02:57",303.72,-18.11
"11/6/2009 16:02:58",309.17,-18.11
"11/6/2009 16:02:59",300.08,-18.11
"11/6/2009 16:03:00",298.25,-18.11
"11/6/2009 16:03:02",305.54,-18.11
"11/6/2009 16:03:03",300.08,-18.43
"11/6/2009 16:03:04",300.08,-18.43
"11/6/2009 16:03:05",292.77,-18.43
"11/6/2009 16:03:06",307.36,-18.11
"11/6/2009 16:03:07",305.54,-18.11
"11/6/2009 16:03:08",298.25,-18.11
"11/6/2009 16:03:09",300.08,-18.11
"11/6/2009 16:03:10",305.54,-18.11
"11/6/2009 16:03:11",301.90,-18.43
"11/6/2009 16:03:12",303.72,-18.11
"11/6/2009 16:03:13",305.54,-18.11
"11/6/2009 16:03:14",303.72,-18.11
"11/6/2009 16:03:16",301.90,-18.11
"11/6/2009 16:03:17",301.90,-18.11
"11/6/2009 16:03:18",300.08,-18.11
"11/6/2009 16:03:19",300.08,-18.11
"11/6/2009 16:03:20",301.90,-18.11
"11/6/2009 16:03:21",300.08,-18.11
"11/6/2009 16:03:22",300.08,-18.11
"11/6/2009 16:03:23",305.54,-18.11
"11/6/2009 16:03:24",301.90,-18.11
"11/6/2009 16:03:25",303.72,-18.11
"11/6/2009 16:03:26",301.90,-18.11
"11/6/2009 16:03:27",300.08,-18.11
"11/6/2009 16:03:28",292.77,-18.11
"11/6/2009 16:03:30",298.25,-18.11
"11/6/2009 16:03:31",301.90,-18.11
"11/6/2009 16:03:32",307.36,-18.11
"11/6/2009 16:03:33",294.60,-18.11
"11/6/2009 16:03:34",300.08,-18.11
"11/6/2009 16:03:35",307.36,-18.11
"11/6/2009 16:03:36",307.36,-18.11
"11/6/2009 16:03:37",303.72,-18.11
"11/6/2009 16:03:38",296.43,-18.11
"11/6/2009 16:03:39",309.17,-18.11
"11/6/2009 16:03:40",309.17,-18.11
"11/6/2009 16:03:41",303.72,-18.11
"11/6/2009 16:03:42",303.72,-18.11
"11/6/2009 16:03:44",309.17,-18.11
"11/6/2009 16:03:45",307.36,-18.11
"11/6/2009 16:03:46",296.43,-18.11
"11/6/2009 16:03:47",303.72,-18.11
"11/6/2009 16:03:48",309.17,-18.11
"11/6/2009 16:03:49",309.17,-18.11
"11/6/2009 16:03:50",301.90,-18.11
"11/6/2009 16:03:51",298.25,-18.11
"11/6/2009 16:03:52",294.60,-18.11
"11/6/2009 16:03:53",300.08,-18.11
"11/6/2009 16:03:54",301.90,-18.11
"11/6/2009 16:03:55",298.25,-18.11
"11/6/2009 16:03:56",305.54,-18.11
"11/6/2009 16:03:58",301.90,-18.11
"11/6/2009 16:03:59",303.72,-18.11
"11/6/2009 16:04:00",301.90,-18.11
"11/6/2009 16:04:01",307.36,-18.11
"11/6/2009 16:04:02",305.54,-18.11
"11/6/2009 16:04:03",301.90,-18.11
"11/6/2009 16:04:04",310.99,-18.11
"11/6/2009 16:04:05",305.54,-18.11
"11/6/2009 16:04:06",309.17,-18.11
"11/6/2009 16:04:07",301.90,-18.11
"11/6/2009 16:04:08",307.36,-18.11
"11/6/2009 16:04:09",300.08,-18.11
"11/6/2009 16:04:10",309.17,-18.11
"11/6/2009 16:04:12",296.43,-18.11
"11/6/2009 16:04:13",309.17,-18.11
"11/6/2009 16:04:14",310.99,-18.11
"11/6/2009 16:04:15",300.08,-18.11
"11/6/2009 16:04:16",303.72,-18.11
"11/6/2009 16:04:17",301.90,-18.11
"11/6/2009 16:04:18",301.90,-18.11
"11/6/2009 16:04:19",305.54,-18.11
"11/6/2009 16:04:20",305.54,-18.11
"11/6/2009 16:04:21",303.72,-18.11
"11/6/2009 16:04:22",303.72,-18.11
"11/6/2009 16:04:23",310.99,-18.11
"11/6/2009 16:04:24",309.17,-18.11
"11/6/2009 16:04:25",309.17,-18.11
"11/6/2009 16:04:27",298.25,-18.11
"11/6/2009 16:04:28",307.36,-18.11
"11/6/2009 16:04:29",305.54,-18.11
"11/6/2009 16:04:30",296.43,-18.11
"11/6/2009 16:04:31",298.25,-18.11
"11/6/2009 16:04:32",307.36,-18.11
"11/6/2009 16:04:33",309.17,-18.11
"11/6/2009 16:04:34",303.72,-18.11
"11/6/2009 16:04:35",296.43,-18.11
"11/6/2009 16:04:36",307.36,-18.11
"11/6/2009 16:04:37",296.43,-18.11
"11/6/2009 16:04:38",300.08,-18.11
"11/6/2009 16:04:39",307.36,-18.11
"11/6/2009 16:04:41",305.54,-18.11
"11/6/2009 16:04:42",305.54,-18.11
"11/6/2009 16:04:43",310.99,-18.11
"11/6/2009 16:04:44",309.17,-18.11
"11/6/2009 16:04:45",301.90,-18.11
"11/6/2009 16:04:46",301.90,-18.11
"11/6/2009 16:04:47",303.72,-18.11
"11/6/2009 16:04:48",296.43,-18.11
"11/6/2009 16:04:49",303.72,-18.11
"11/6/2009 16:04:50",303.72,-18.11
"11/6/2009 16:04:51",301.90,-18.11
"11/6/2009 16:04:52",301.90,-18.11
"11/6/2009 16:04:53",301.90,-18.11
"11/6/2009 16:04:55",301.90,-18.11
"11/6/2009 16:04:56",301.90,-18.11
"11/6/2009 16:04:57",300.08,-18.11
"11/6/2009 16:04:58",310.99,-18.11
"11/6/2009 16:04:59",303.72,-18.11
"11/6/2009 16:05:00",303.72,-18.11
"11/6/2009 16:05:01",310.99,-18.11
"11/6/2009 16:05:02",307.36,-18.11
"11/6/2009 16:05:03",301.90,-18.11
"11/6/2009 16:05:04",303.72,-18.11
"11/6/2009 16:05:05",300.08,-18.11
"11/6/2009 16:05:06",309.17,-18.11
"11/6/2009 16:05:07",310.99,-18.11
"11/6/2009 16:05:09",307.36,-18.11
"11/6/2009 16:05:10",309.17,-18.11
"11/6/2009 16:05:11",294.60,-18.11
"11/6/2009 16:05:12",309.17,-18.11
"11/6/2009 16:05:13",310.99,-18.11
"11/6/2009 16:05:14",303.72,-18.11
"11/6/2009 16:05:15",303.72,-18.11
"11/6/2009 16:05:16",310.99,-18.11
"11/6/2009 16:05:17",298.25,-18.11
"11/6/2009 16:05:18",307.36,-18.11
"11/6/2009 16:05:19",309.17,-18.11
"11/6/2009 16:05:20",301.90,-18.11
"11/6/2009 16:05:21",303.72,-18.11
"11/6/2009 16:05:23",305.54,-18.11
"11/6/2009 16:05:24",309.17,-18.11
"11/6/2009 16:05:25",300.08,-18.11
"11/6/2009 16:05:26",301.90,-18.11
"11/6/2009 16:05:27",307.36,-18.11
"11/6/2009 16:05:28",309.17,-18.11
"11/6/2009 16:05:29",301.90,-18.11
"11/6/2009 16:05:30",301.90,-18.11
"11/6/2009 16:05:31",301.90,-17.78
"11/6/2009 16:05:32",290.94,-18.11
"11/6/2009 16:05:33",303.72,-18.11
"11/6/2009 16:05:34",298.25,-18.11
"11/6/2009 16:05:35",310.99,-18.11
"11/6/2009 16:05:37",307.36,-18.11
"11/6/2009 16:05:38",301.90,-18.11
"11/6/2009 16:05:39",296.43,-17.78
"11/6/2009 16:05:40",301.90,-18.11
"11/6/2009 16:05:41",300.08,-18.11
"11/6/2009 16:05:42",301.90,-17.78
"11/6/2009 16:05:43",301.90,-18.11
"11/6/2009 16:05:44",309.17,-18.11
"11/6/2009 16:05:45",307.36,-18.11
"11/6/2009 16:05:46",305.54,-18.11
"11/6/2009 16:05:47",305.54,-18.11
"11/6/2009 16:05:48",279.91,-17.78
"11/6/2009 16:05:49",206.65,-17.78
"11/6/2009 16:05:50",255.79,-17.78
"11/6/2009 16:05:52",235.15,-17.78
"11/6/2009 16:05:53",246.44,-18.11
"11/6/2009 16:05:54",238.92,-18.11
"11/6/2009 16:05:55",238.92,-17.78
"11/6/2009 16:05:56",237.04,-17.78
"11/6/2009 16:05:57",240.80,-18.11
"11/6/2009 16:05:58",246.44,-17.78
"11/6/2009 16:05:59",235.15,-17.78
"11/6/2009 16:06:00",238.92,-17.78
"11/6/2009 16:06:01",240.80,-17.78
"11/6/2009 16:06:02",240.80,-17.78
"11/6/2009 16:06:03",229.48,-17.78
"11/6/2009 16:06:04",242.68,-18.11
"11/6/2009 16:06:06",238.92,-18.11
"11/6/2009 16:06:07",255.79,-17.78
"11/6/2009 16:06:08",283.59,-17.78
"11/6/2009 16:06:09",233.26,-17.78
"11/6/2009 16:06:10",279.91,-17.78
"11/6/2009 16:06:11",270.67,-17.78
"11/6/2009 16:06:12",257.66,-17.78
"11/6/2009 16:06:13",257.66,-17.78
"11/6/2009 16:06:14",246.44,-17.78
"11/6/2009 16:06:15",198.98,-17.78
"11/6/2009 16:06:16",227.59,-17.78
"11/6/2009 16:06:17",242.68,-17.78
"11/6/2009 16:06:18",263.25,-17.78
"11/6/2009 16:06:20",208.56,-17.78
"11/6/2009 16:06:21",244.56,-17.78
"11/6/2009 16:06:22",246.44,-17.78
"11/6/2009 16:06:23",191.28,-17.78
"11/6/2009 16:06:24",80.49,-17.78
"11/6/2009 16:06:25",27.13,-17.78
"11/6/2009 16:06:26",68.29,-17.78
"11/6/2009 16:06:27",78.46,-17.78
"11/6/2009 16:06:28",86.57,-17.78
"11/6/2009 16:06:29",146.46,-17.78
"11/6/2009 16:06:30",154.33,-17.78
"11/6/2009 16:06:31",140.55,-17.78
"11/6/2009 16:06:32",142.52,-17.78
"11/6/2009 16:06:34",142.52,-17.78
"11/6/2009 16:06:35",142.52,-17.78
"11/6/2009 16:06:36",146.46,-17.78
"11/6/2009 16:06:37",144.49,-17.78
"11/6/2009 16:06:38",142.52,-17.78
"11/6/2009 16:06:39",138.57,-17.78
"11/6/2009 16:06:40",144.49,-17.78
"11/6/2009 16:06:41",142.52,-17.78
"11/6/2009 16:06:42",146.46,-17.78
"11/6/2009 16:06:43",144.49,-17.78
"11/6/2009 16:06:44",146.46,-17.78
"11/6/2009 16:06:45",146.46,-17.78
"11/6/2009 16:06:46",144.49,-17.78
"11/6/2009 16:06:48",140.55,-17.78
"11/6/2009 16:06:49",144.49,-17.78
"11/6/2009 16:06:50",148.43,-17.78
"11/6/2009 16:06:51",142.52,-17.78
"11/6/2009 16:06:52",144.49,-17.78
"11/6/2009 16:06:53",146.46,-17.78
"11/6/2009 16:06:54",146.46,-17.78
"11/6/2009 16:06:55",140.55,-17.78
"11/6/2009 16:06:56",140.55,-17.78
"11/6/2009 16:06:57",146.46,-17.78
"11/6/2009 16:06:58",144.49,-17.78
"11/6/2009 16:06:59",142.52,-17.78
"11/6/2009 16:07:00",140.55,-17.78
"11/6/2009 16:07:02",146.46,-17.78
"11/6/2009 16:07:03",144.49,-17.78
"11/6/2009 16:07:04",144.49,-17.78
"11/6/2009 16:07:05",142.52,-17.78
"11/6/2009 16:07:06",142.52,-17.78
"11/6/2009 16:07:07",142.52,-17.78
"11/6/2009 16:07:08",144.49,-17.78
"11/6/2009 16:07:09",144.49,-17.78
"11/6/2009 16:07:10",146.46,-17.78
"11/6/2009 16:07:11",130.65,-17.78
"11/6/2009 16:07:12",146.46,-17.78
"11/6/2009 16:07:13",140.55,-17.78
"11/6/2009 16:07:14",140.55,-17.78
"11/6/2009 16:07:16",144.49,-17.78
"11/6/2009 16:07:17",142.52,-17.78
"11/6/2009 16:07:18",138.57,-17.78
"11/6/2009 16:07:19",144.49,-17.78
"11/6/2009 16:07:20",142.52,-17.78
"11/6/2009 16:07:21",146.46,-17.78
"11/6/2009 16:07:22",142.52,-17.78
"11/6/2009 16:07:23",144.49,-17.78
"11/6/2009 16:07:24",146.46,-17.78
"11/6/2009 16:07:25",142.52,-17.78
"11/6/2009 16:07:26",146.46,-17.78
"11/6/2009 16:07:27",146.46,-17.78
"11/6/2009 16:07:28",144.49,-17.78
"11/6/2009 16:07:30",136.59,-17.78
"11/6/2009 16:07:31",138.57,-17.78
