time,light,temperature
"11/5/2009 14:50:58",106.71,-17.46
"11/5/2009 14:51:02",152.36,-17.46
"11/5/2009 14:51:03",158.25,-17.46
"11/5/2009 14:51:05",130.65,-17.46
"11/5/2009 14:51:06",144.49,-17.46
"11/5/2009 14:51:07",168.02,-17.46
"11/5/2009 14:51:08",173.86,-17.46
"11/5/2009 14:51:09",169.97,-17.46
"11/5/2009 14:51:10",169.97,-17.46
"11/5/2009 14:51:11",173.86,-17.46
"11/5/2009 14:51:12",171.91,-17.46
"11/5/2009 14:51:13",173.86,-17.46
"11/5/2009 14:51:14",175.80,-17.46
"11/5/2009 14:51:15",175.80,-17.46
"11/5/2009 14:51:16",169.97,-17.46
"11/5/2009 14:51:17",175.80,-17.46
"11/5/2009 14:51:18",175.80,-17.46
"11/5/2009 14:51:20",173.86,-17.46
"11/5/2009 14:51:21",171.91,-17.46
"11/5/2009 14:51:22",168.02,-17.46
"11/5/2009 14:51:23",173.86,-17.46
"11/5/2009 14:51:24",169.97,-17.46
"11/5/2009 14:51:25",168.02,-17.46
"11/5/2009 14:51:26",173.86,-17.46
"11/5/2009 14:51:27",173.86,-17.46
"11/5/2009 14:51:28",171.91,-17.46
"11/5/2009 14:51:29",168.02,-17.46
"11/5/2009 14:51:30",166.07,-17.46
"11/5/2009 14:51:31",169.97,-17.46
"11/5/2009 14:51:32",169.97,-17.46
"11/5/2009 14:51:33",171.91,-17.46
"11/5/2009 14:51:35",175.80,-17.46
"11/5/2009 14:51:36",171.91,-17.46
"11/5/2009 14:51:37",171.91,-17.46
"11/5/2009 14:51:38",169.97,-17.46
"11/5/2009 14:51:39",168.02,-17.46
"11/5/2009 14:51:40",173.86,-17.46
"11/5/2009 14:51:41",171.91,-17.46
"11/5/2009 14:51:42",169.97,-17.46
"11/5/2009 14:51:43",169.97,-17.46
"11/5/2009 14:51:44",181.62,-17.46
"11/5/2009 14:51:45",173.86,-17.46
"11/5/2009 14:51:46",168.02,-17.46
"11/5/2009 14:51:47",140.55,-17.46
"11/5/2009 14:51:48",195.13,-17.46
"11/5/2009 14:51:50",195.13,-17.46
"11/5/2009 14:51:51",200.90,-17.46
"11/5/2009 14:51:52",198.98,-17.46
"11/5/2009 14:51:53",202.82,-17.46
"11/5/2009 14:51:54",195.13,-17.46
