time,latitude,longitude,acceleration,light,temperature,sound,altitude
1277703000,,,0.98,10.47,25.40,0, 
1277703001,,,1.02,25.06,25.40,0, 
1277703002,,,1.17,100.69,25.40,0, 
1277703003,,,1.13,235.15,25.40,3, 
1277703004,,,1.02,49.86,25.40,29, 
1277703005,,,0.62,43.68,25.40,25, 
1277703006,,,0.39,53.97,25.40,5, 
1277703007,,,0.39,86.57,25.40,4, 
1277703008,,,0.78,68.29,25.40,0, 
1277703009,,,1.29,35.42,25.40,17, 
1277703010,,,1.45,39.56,25.40,6, 
1277703011,,,1.13,43.68,25.40,8, 
1277703012,,,1.37,98.68,25.40,4, 
1277703013,,,0.70,45.74,25.40,7, 
1277703014,,,0.90,51.91,25.40,30, 
1277703015,,,1.33,102.70,25.40,7, 
1277703016,,,1.21,74.40,25.40,35, 
1277703017,,,0.70,41.62,25.40,29, 
1277703018,,,1.17,35.42,25.40,12, 
1277703019,,,0.94,35.42,25.40,14, 
1277703020,,,1.41,82.52,25.40,5, 
1277703021,,,0.74,126.68,25.40,2, 
1277703022,,,1.56,132.63,25.40,4, 
1277703023,,,1.45,130.65,25.40,10, 
1277703024,,,1.02,728.18,25.40,9, 
1277703025,,,0.90,1043.11,25.40,2, 
1277703026,,,0.94,615.55,25.40,11, 
1277703027,,,1.05,996.93,25.40,2, 
1277703028,,,1.02,908.30,25.72,0, 
1277703029,,,0.98,776.37,25.72,1, 
1277703030,,,0.90,875.51,25.72,1, 
1277703031,,,0.98,1063.47,25.72,19, 
1277703032,,,0.94,1065.74,25.72,0, 
1277703033,,,1.02,1063.47,25.72,0, 
1277703034,,,0.86,1066.50,25.72,0, 
1277703035,,,0.78,1069.49,25.72,3, 
1277703036,,,0.78,1071.72,25.72,0, 
1277703037,,,0.82,1071.72,25.72,11, 
1277703038,,,0.86,1070.24,26.04,0, 
1277703039,,,1.09,1070.24,26.04,7, 
1277703040,,,0.94,1070.98,26.04,4, 
1277703041,,,1.17,1072.46,26.04,0, 
1277703042,,,1.09,1075.40,26.04,0, 
1277703043,,,1.02,1076.86,26.37,0, 
1277703044,,,1.09,1075.40,26.37,0, 
1277703045,,,0.94,1075.40,26.37,9, 
1277703046,,,0.82,1075.40,26.37,0, 
1277703047,,,0.82,1076.13,26.37,0, 
1277703048,,,1.05,1076.13,26.37,0, 
1277703049,,,1.09,1076.86,26.69,1, 
1277703050,,,1.25,1077.58,26.69,8, 
1277703051,,,0.94,1076.13,26.69,4, 
1277703052,,,0.78,1077.58,27.01,14, 
1277703053,,,0.90,1076.86,27.01,4, 
1277703054,,,0.82,1076.13,27.01,3, 
1277703055,,,0.90,1077.58,27.01,8, 
1277703056,,,1.02,1076.86,27.33,43, 
1277703057,,,0.98,1076.86,27.33,13, 
1277703058,,,1.09,1079.03,27.33,10, 
1277703059,,,1.13,1079.03,27.33,23, 
1277703060,,,1.21,1078.31,27.66,30, 
1277703061,,,1.09,1076.86,27.66,7, 
1277703062,,,0.82,1078.31,27.98,14, 
1277703063,,,1.05,1077.58,27.98,3, 
1277703064,,,1.17,1079.75,27.98,14, 
1277703065,,,0.94,1078.31,27.98,13, 
1277703066,,,0.74,1079.03,27.98,30, 
1277703067,,,0.94,1077.58,28.30,9, 
1277703068,,,0.98,1077.58,28.30,13, 
1277703069,,,0.74,1070.98,28.30,9, 
1277703070,,,0.78,1054.23,28.30,15, 
1277703071,,,0.86,1047.92,28.30,18, 
1277703072,,,1.02,1049.51,28.30,7, 
1277703073,,,1.05,1051.87,28.30,5, 
1277703074,,,0.74,1054.23,28.62,32, 
1277703075,,,0.78,1053.44,28.62,8, 
1277703076,,,0.78,1050.30,28.62,5, 
1277703077,,,0.90,1050.30,28.62,30, 
1277703078,,,0.98,1051.87,28.62,12, 
1277703079,,,0.90,1054.23,28.62,9, 
1277703080,,,0.86,1055.01,28.62,12, 
1277703081,,,0.98,1055.01,28.62,5, 
1277703082,,,1.21,1053.44,28.62,11, 
1277703083,,,1.21,1051.87,28.62,19, 
1277703084,,,1.25,1051.87,28.62,4, 
1277703085,,,1.33,1065.74,28.62,5, 
