time,latitude,longitude,acceleration,light,temperature,sound,altitude
06/28/2010 11:17:48,,,0.94,130.65,26.37,11, 
06/28/2010 11:18:00,,,0.94,164.11,26.37,0, 
06/28/2010 11:18:11,,,0.94,158.25,26.37,5, 
06/28/2010 11:18:22,,,0.94,108.72,26.69,18, 
06/28/2010 11:18:33,,,0.94,108.72,26.69,1, 
06/28/2010 11:18:42,,,0.94,110.72,26.69,4, 
06/28/2010 11:18:54,,,0.94,641.90,26.69,1, 
06/28/2010 11:19:04,,,0.94,640.45,26.37,23, 
06/28/2010 11:19:15,,,0.94,647.67,26.37,1, 
06/28/2010 11:19:26,,,0.98,650.55,26.37,1, 
06/28/2010 11:19:36,,,0.98,389.01,26.04,2, 
06/28/2010 11:19:47,,,0.98,35.42,26.37,2, 
06/28/2010 11:19:58,,,0.94,775.10,26.04,2, 
06/28/2010 11:20:09,,,0.98,787.72,26.04,0, 
06/28/2010 11:20:20,,,0.94,856.22,26.04,0, 
06/28/2010 11:20:30,,,0.94,845.79,26.04,18, 
06/28/2010 11:20:41,,,0.94,849.28,26.04,4, 
06/28/2010 11:20:53,,,0.94,838.76,26.04,0, 
06/28/2010 11:21:03,,,0.98,842.28,26.04,7, 
06/28/2010 11:21:14,,,0.94,681.72,26.04,3, 
06/28/2010 11:21:24,,,0.98,639.00,25.72,3, 
06/28/2010 11:21:36,,,0.94,564.20,25.72,0, 
06/28/2010 11:21:46,,,0.98,680.32,25.72,1, 
06/28/2010 11:21:58,,,0.98,749.32,25.72,4, 
06/28/2010 11:22:09,,,0.94,770.00,25.72,2, 
06/28/2010 11:22:18,,,0.94,766.16,25.72,1, 
06/28/2010 11:22:30,,,0.94,757.13,25.72,4, 
06/28/2010 11:22:40,,,0.94,839.93,25.40,2, 
06/28/2010 11:22:51,,,0.94,845.79,25.40,12, 
06/28/2010 11:23:03,,,0.94,839.93,25.40,0, 
06/28/2010 11:23:12,,,0.94,791.47,25.40,12, 
06/28/2010 11:23:24,,,0.94,859.66,25.08,13, 
06/28/2010 11:23:34,,,0.94,857.37,25.08,7, 
06/28/2010 11:23:45,,,0.94,882.20,25.08,4, 
06/28/2010 11:23:57,,,0.94,885.52,24.76,9, 
06/28/2010 11:24:07,,,0.94,885.52,24.76,1, 
06/28/2010 11:24:18,,,0.94,875.51,24.76,5, 
06/28/2010 11:24:29,,,0.94,863.09,24.43,5, 
