time,temperature
0,26.04
1,26.04
2,26.37
3,26.37
4,26.37
5,26.37
6,26.04
7,26.04
8,26.37
9,26.37
10,26.37
11,26.37
12,26.37
13,26.37
14,26.37
15,26.37
16,26.37
17,26.37
18,26.37
19,26.37
20,26.37
21,26.37
22,26.37
23,26.37
24,26.37
25,26.37
26,26.37
27,26.37
28,26.37
29,26.37
30,26.37
31,26.37
32,26.37
33,26.37
34,26.37
35,26.37
36,26.37
37,26.37
38,26.37
39,26.37
40,26.37
41,26.37
42,26.37
43,26.37
44,26.37
45,26.37
46,26.37
47,26.37
48,26.37
49,26.37
50,26.37
51,26.37
52,26.37
53,26.37
54,26.37
55,26.37
56,26.37
57,26.37
58,26.37
59,26.37
60,26.37
61,26.37
62,26.37
63,26.37
64,26.37
65,26.37
66,26.37
67,26.69
68,26.69
69,26.69
70,26.69
71,26.37
72,26.37
73,26.69
74,26.69
75,26.69
76,26.69
77,26.37
78,26.37
79,26.69
80,26.37
81,26.37
82,26.37
83,26.69
84,26.69
85,26.37
86,26.69
87,26.37
88,26.37
89,26.37
90,26.37
91,26.37
92,26.69
93,26.69
94,26.69
95,26.69
96,26.69
97,26.69
98,26.69
99,26.69
100,26.69
101,26.69
102,26.69
103,26.69
104,26.69
105,26.69
106,26.69
107,26.69
108,26.69
109,26.69
110,26.69
111,26.69
112,26.69
113,26.69
114,26.69
115,26.69
116,26.69
117,26.69
118,26.69
119,26.69
120,26.69
121,26.69
122,26.69
123,26.69
124,26.69
125,26.69
126,26.69
127,26.69
128,26.69
129,26.69
130,26.69
131,26.69
132,26.69
133,26.69
134,26.69
135,26.69
136,26.69
137,26.69
138,26.69
139,26.69
140,26.69
141,26.69
142,26.69
143,26.69
144,26.69
145,26.69
146,26.69
147,26.69
148,26.69
149,26.69
150,26.69
151,26.69
152,26.69
153,26.69
154,26.69
155,27.01
156,27.01
157,26.69
158,27.01
159,27.01
160,26.69
161,26.69
162,26.69
163,26.69
164,27.01
165,27.01
166,26.69
167,27.01
168,27.01
169,27.01
170,27.01
171,27.01
172,27.01
173,27.01
174,27.01
175,26.69
176,27.01
177,27.01
178,27.01
179,27.01
180,27.01
181,27.01
182,27.01
183,27.01
184,27.01
185,27.01
186,27.01
187,27.01
188,27.01
189,27.01
190,27.01
191,27.01
192,27.01
193,27.01
194,27.01
195,27.01
196,27.01
197,27.01
198,27.01
199,27.01
200,27.01
201,27.01
202,27.01
203,27.01
204,27.01
205,27.01
206,27.01
207,27.01
208,27.01
209,27.01
210,27.01
211,27.01
212,27.01
213,27.01
214,27.01
215,27.01
216,27.01
217,27.01
218,27.01
219,27.01
220,27.01
221,27.01
222,27.01
223,27.01
224,27.01
225,27.01
226,27.01
227,27.01
228,27.01
229,27.01
230,27.01
231,27.01
232,27.01
233,27.01
234,27.01
235,27.01
236,27.01
237,27.01
238,27.01
239,27.01
240,27.01
241,27.01
242,27.01
243,27.01
244,27.01
245,27.01
246,27.01
247,27.01
248,27.01
249,27.01
250,27.01
251,27.01
252,27.01
253,27.01
254,27.01
255,27.01
256,27.01
257,27.01
258,27.01
259,27.01
260,27.01
261,27.01
262,27.01
263,27.01
264,27.01
265,27.01
266,27.01
267,27.01
268,27.01
269,27.01
270,27.01
271,27.01
272,27.01
273,27.01
274,27.01
275,27.01
276,27.01
277,27.01
278,27.01
279,27.01
280,27.01
281,27.01
282,27.01
283,27.01
284,27.01
285,27.01
286,27.01
287,27.01
288,27.01
289,27.01
290,27.01
291,27.01
292,27.01
293,27.01
294,27.01
295,27.01
296,27.01
297,27.01
298,27.01
299,27.01
300,27.01
301,27.01
302,27.01
303,27.01
304,27.01
305,27.01
306,27.01
307,27.01
308,27.01
309,27.01
310,27.01
311,27.01
312,27.01
313,27.01
314,27.01
315,27.01
316,27.01
317,27.01
318,27.01
319,27.01
320,27.01
321,27.01
322,27.01
323,27.01
324,27.01
325,27.01
326,27.01
327,27.01
328,27.01
329,27.01
330,27.01
331,27.01
332,27.01
333,27.01
334,27.01
335,27.01
336,27.01
337,27.01
338,27.01
339,27.01
340,27.01
341,27.01
342,27.01
343,27.01
344,27.01
345,27.01
346,27.01
347,27.01
348,27.01
349,27.01
350,27.01
351,27.01
352,27.01
353,27.01
354,27.01
