time,latitude,longitude,acceleration,light,temperature,sound,altitude
0,,,0.98,4.19,19.28,0, 
1,,,0.94,6.29,19.28,0, 
2,,,0.98,0.00,19.28,1, 
3,,,1.41,0.00,19.28,2, 
4,,,1.52,0.00,19.28,2, 
5,,,1.76,0.00,19.28,2, 
6,,,1.13,0.00,18.96,0, 
7,,,1.02,0.00,18.96,0, 
8,,,2.27,0.00,18.96,2, 
9,,,1.60,0.00,18.96,0, 
10,,,1.33,0.00,18.63,0, 
11,,,1.21,2.10,18.63,0, 
12,,,1.09,2.10,18.63,0, 
13,,,1.05,4.19,18.63,0, 
14,,,0.98,10.47,18.63,2, 
15,,,0.98,29.21,18.63,0, 
16,,,0.98,31.28,18.63,1, 
17,,,0.94,31.28,18.31,0, 
18,,,0.94,31.28,18.31,0, 
19,,,0.98,29.21,18.31,0, 
20,,,0.98,29.21,18.31,0, 
21,,,0.98,27.13,18.31,0, 
22,,,0.94,27.13,18.31,0, 
23,,,0.98,27.13,18.31,0, 
24,,,0.98,27.13,18.31,0, 
25,,,0.94,27.13,18.31,0, 
26,,,0.98,27.13,18.31,0, 
27,,,0.98,27.13,18.31,0, 
28,,,0.98,27.13,18.31,0, 
29,,,0.94,27.13,17.99,0, 
30,,,0.98,22.98,17.99,7, 
31,,,0.90,14.65,17.99,2, 
32,,,0.90,12.56,18.31,0, 
33,,,0.94,12.56,18.31,0, 
34,,,0.94,12.56,17.99,2, 
35,,,0.94,12.56,17.99,0, 
36,,,1.05,4.19,17.99,1, 
37,,,0.98,0.00,17.99,0, 
38,,,0.94,0.00,17.99,1, 
39,,,1.02,0.00,17.99,11, 
40,,,1.17,0.00,17.99,0, 
41,,,0.94,0.00,17.99,7, 
42,,,0.98,0.00,17.67,0, 
43,,,1.09,0.00,17.67,7, 
44,,,0.98,0.00,17.67,3, 
45,,,0.98,0.00,17.67,12, 
46,,,1.17,0.00,17.67,12, 
47,,,1.09,0.00,17.67,6, 
48,,,0.94,0.00,17.67,4, 
49,,,0.94,0.00,17.34,11, 
50,,,0.90,0.00,17.34,18, 
51,,,0.82,0.00,17.34,19, 
52,,,1.02,0.00,17.34,1, 
53,,,1.29,0.00,17.34,1, 
54,,,1.05,0.00,17.02,2, 
55,,,0.98,0.00,17.02,4, 
56,,,1.02,0.00,17.02,13, 
57,,,0.94,2.10,17.02,5, 
58,,,1.02,2.10,17.02,0, 
59,,,1.45,0.00,16.70,9, 
60,,,0.90,0.00,16.70,7, 
61,44.270866,-71.30363,0.90,0.00,16.38,13,1893
62,,,1.13,4.19,16.38,1, 
63,,,2.81,114.72,16.05,11, 
64,44.270866,-71.30347,1.21,150.40,15.73,29,1929
65,44.270866,-71.30344,1.25,136.59,15.41,23,1928
66,44.27085,-71.30344,1.05,179.68,14.77,32,1923
67,44.27085,-71.3034,1.05,181.62,14.44,23,1923
68,44.27085,-71.30342,1.02,177.74,14.12,31,1920
69,44.270817,-71.30344,1.05,177.74,13.80,28,1916
70,44.2708,-71.30344,1.05,177.74,13.48,1,1912
71,44.270817,-71.30342,0.86,210.47,13.15,35,1913
72,44.270817,-71.3034,1.29,208.56,12.83,15,1914
73,44.270817,-71.30338,1.09,214.29,12.83,4,1915
74,44.270817,-71.30338,1.05,181.62,12.51,0,1916
75,44.270817,-71.30338,0.98,216.19,12.51,7,1917
76,44.270832,-71.30338,1.45,255.79,12.19,12,1920
77,44.270832,-71.30338,1.13,343.33,11.22,39,1920
78,44.270832,-71.30338,1.02,411.39,10.90,35,1921
79,44.270832,-71.30338,1.02,481.63,10.58,41,1921
80,44.27085,-71.30337,0.94,512.37,9.61,40,1920
81,44.27085,-71.30338,0.86,501.12,8.32,42,1919
82,44.270866,-71.30338,1.21,499.51,7.03,41,1919
83,44.27085,-71.3034,1.21,605.15,6.39,42,1918
84,44.27085,-71.3034,1.09,737.48,5.74,42,1918
85,44.27085,-71.3034,1.05,614.07,5.10,42,1918
86,44.270866,-71.30342,1.25,706.57,4.45,40,1918
87,44.270866,-71.30342,1.02,694.22,3.81,41,1918
88,44.270866,-71.30342,1.21,676.12,3.16,41,1919
89,44.270866,-71.30344,1.09,540.88,2.20,39,1918
90,44.270866,-71.30345,1.05,640.45,1.55,39,1917
91,44.270866,-71.30347,1.17,706.57,0.91,41,1917
92,44.270866,-71.30347,1.21,904.02,0.26,42,1917
93,44.270866,-71.30348,1.05,681.72,-0.70,41,1918
94,44.270866,-71.30347,1.29,644.79,-1.35,40,1918
95,44.270866,-71.30348,1.21,316.42,-1.67,40,1918
96,44.270866,-71.30348,0.90,216.19,-1.99,40,1918
97,44.270866,-71.30348,1.02,208.56,-2.31,40,1918
98,44.270866,-71.30348,0.98,453.59,-2.64,40,1918
99,44.270866,-71.30348,0.98,481.63,-2.96,41,1918
100,44.270866,-71.30347,0.98,493.03,-3.28,39,1918
101,44.27088,-71.30347,0.94,497.89,-3.60,41,1918
102,44.27088,-71.30347,0.98,497.89,-3.93,40,1918
103,44.27088,-71.30347,0.98,497.89,-3.93,36,1919
104,44.27088,-71.30347,0.94,497.89,-4.25,39,1919
105,44.27088,-71.30347,0.94,497.89,-4.57,40,1919
106,44.270897,-71.30347,0.94,496.27,-4.89,40,1919
107,44.270897,-71.30347,0.98,493.03,-4.89,39,1920
108,44.270897,-71.30347,0.98,491.41,-5.21,38,1920
