Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Voltage,Pedometer,Altitude
10/15/2009 16:06:23,42.912884,-71.07185,1.09,497.89,-16.17,0,22.93455,0,74
10/15/2009 16:06:25,42.912914,-71.07183,1.09,468.50,-16.17,0,22.93455,0,78
10/15/2009 16:06:26,42.91293,-71.0718,1.09,488.16,-16.17,0,22.93455,0,82
10/15/2009 16:06:27,42.91293,-71.07183,1.09,481.63,-16.17,0,22.93455,0,81
10/15/2009 16:06:28,42.912914,-71.07185,1.13,718.78,-16.17,0,22.93455,0,80
10/15/2009 16:06:29,42.912914,-71.07185,1.13,237.04,-16.17,0,22.93455,0,79
10/15/2009 16:06:30,42.912914,-71.07185,1.09,657.71,-15.85,0,22.93455,0,79
10/15/2009 16:06:31,42.912914,-71.07185,1.09,418.22,-16.17,0,22.93455,0,78
10/15/2009 16:06:32,42.912914,-71.07183,1.13,173.86,-16.17,0,22.93455,0,77
10/15/2009 16:06:33,42.9129,-71.07185,1.09,252.06,-16.17,0,22.93455,0,75
10/15/2009 16:06:34,42.912865,-71.071884,1.09,750.63,-15.85,0,22.93455,0,72
10/15/2009 16:06:35,42.91282,-71.071884,1.09,751.93,-15.85,0,22.93455,0,69
10/15/2009 16:06:36,42.91282,-71.071884,1.09,763.59,-16.17,0,23.0470,0,68
10/15/2009 16:06:37,42.91282,-71.071884,1.09,177.74,-16.17,0,23.0470,0,67
10/15/2009 16:06:38,42.91282,-71.07187,1.13,200.90,-15.85,0,23.0470,0,65
10/15/2009 16:06:40,42.91282,-71.07187,1.09,255.79,-16.17,0,23.0470,0,63
10/15/2009 16:06:41,42.91282,-71.07185,1.13,274.37,-15.85,0,23.0470,0,64
10/15/2009 16:06:42,42.91282,-71.07183,1.13,433.47,-16.17,0,23.0470,0,63
10/15/2009 16:06:43,42.91282,-71.0718,1.13,759.72,-15.85,0,23.0470,0,62
10/15/2009 16:06:44,42.912834,-71.071785,1.09,600.67,-16.17,0,23.0470,0,62
10/15/2009 16:06:45,42.91285,-71.071754,1.09,710.66,-15.85,0,23.0470,0,62
10/15/2009 16:06:46,42.912865,-71.071724,1.09,762.30,-15.85,0,23.0470,0,65
10/15/2009 16:06:47,42.912884,-71.071724,1.13,639.00,-15.85,0,23.0470,0,67
10/15/2009 16:06:48,42.912884,-71.071724,1.09,775.10,-16.17,0,23.0470,0,68
10/15/2009 16:06:49,42.9129,-71.07169,1.09,777.64,-15.85,0,23.0470,0,71
10/15/2009 16:06:50,42.912914,-71.07169,1.09,781.43,-15.85,0,23.0470,0,74
10/15/2009 16:06:51,42.91293,-71.07168,1.13,781.43,-15.85,0,23.0470,0,76
10/15/2009 16:06:52,42.91295,-71.07166,1.09,770.00,-15.85,0,23.0470,0,77
10/15/2009 16:06:53,42.912964,-71.07163,1.09,265.11,-15.85,0,23.0470,0,77
10/15/2009 16:06:55,42.91298,-71.0716,1.09,366.32,-15.85,0,23.0470,0,75
10/15/2009 16:06:56,42.91298,-71.07156,1.09,305.54,-15.85,0,23.15945,0,76
10/15/2009 16:06:57,42.91298,-71.07155,1.13,316.42,-15.85,0,23.0470,0,77
10/15/2009 16:06:58,42.91298,-71.07153,1.13,323.63,-15.85,0,23.0470,0,78
10/15/2009 16:06:59,42.91298,-71.07153,1.09,321.83,-15.85,0,23.0470,0,79
10/15/2009 16:07:00,42.91298,-71.07153,1.09,316.42,-15.85,0,23.0470,0,80
10/15/2009 16:07:01,42.912964,-71.07156,1.09,279.91,-15.85,0,23.0470,0,80
10/15/2009 16:07:02,42.91295,-71.07158,1.13,292.77,-15.85,0,23.0470,0,82
10/15/2009 16:07:03,42.91295,-71.07162,1.09,296.43,-15.85,0,23.0470,0,81
10/15/2009 16:07:04,42.91295,-71.07163,1.09,252.06,-15.85,0,23.0470,0,82
10/15/2009 16:07:05,42.91295,-71.07168,1.13,292.77,-15.85,0,23.0470,0,84
10/15/2009 16:07:06,42.91295,-71.07168,1.09,773.83,-15.85,0,23.0470,0,86
10/15/2009 16:07:07,42.91295,-71.07169,1.13,783.95,-15.85,0,23.15945,0,86
10/15/2009 16:07:08,42.912964,-71.071724,1.09,780.17,-15.85,0,23.15945,0,87
10/15/2009 16:07:10,42.912964,-71.071724,1.09,551.81,-15.85,1,23.15945,0,87
10/15/2009 16:07:11,42.912964,-71.07174,1.13,677.52,-15.85,0,23.15945,0,87
10/15/2009 16:07:12,42.912964,-71.07174,1.09,579.52,-15.85,0,23.15945,0,85
10/15/2009 16:07:13,42.912964,-71.07174,1.09,787.72,-15.85,0,23.15945,0,85
10/15/2009 16:07:14,42.91298,-71.07168,1.09,471.79,-15.85,0,23.15945,0,82
10/15/2009 16:07:15,,,1.13,455.25,-15.85,0,23.15945,0,60000
10/15/2009 16:07:16,42.913,-71.07162,1.13,448.58,-15.85,0,23.15945,0,78
10/15/2009 16:07:17,42.913,-71.0716,1.13,450.25,-15.85,0,23.15945,0,75
10/15/2009 16:07:18,42.913,-71.07158,1.09,445.24,-15.85,0,23.15945,0,74
10/15/2009 16:07:19,42.913,-71.07153,1.09,660.56,-15.85,0,23.15945,0,72
10/15/2009 16:07:20,42.913,-71.07152,1.09,777.64,-15.85,0,23.2719,0,71
10/15/2009 16:07:21,42.913,-71.0715,1.09,695.60,-15.85,0,23.2719,0,70
10/15/2009 16:07:22,42.913,-71.07152,1.13,793.96,-15.85,0,23.2719,0,70
10/15/2009 16:07:24,42.913013,-71.07153,1.09,786.47,-15.85,0,23.2719,0,69
10/15/2009 16:07:25,42.913013,-71.07155,1.13,786.47,-15.85,0,23.2719,0,68
10/15/2009 16:07:26,42.913013,-71.07155,1.09,781.43,-15.85,0,23.2719,0,69
10/15/2009 16:07:27,42.913,-71.07156,1.09,783.95,-15.85,0,23.2719,0,65
10/15/2009 16:07:28,42.91298,-71.07158,1.09,783.95,-15.53,0,23.2719,0,63
10/15/2009 16:07:29,42.91298,-71.0716,1.09,783.95,-15.85,0,23.2719,0,62
10/15/2009 16:07:30,42.91295,-71.07165,1.13,786.47,-15.85,0,23.2719,0,57
10/15/2009 16:07:31,42.91293,-71.07166,1.09,785.21,-15.53,0,23.2719,0,55
10/15/2009 16:07:32,42.91293,-71.07168,1.09,746.70,-15.53,0,23.2719,0,55
10/15/2009 16:07:33,42.91293,-71.07169,1.09,785.21,-15.53,0,23.2719,0,55
10/15/2009 16:07:34,,,1.09,783.95,-15.53,0,23.2719,0,60000
10/15/2009 16:07:34,42.91293,-71.071724,1.09,783.95,-15.53,0,23.2719,0,54
10/15/2009 16:07:36,42.91293,-71.07174,1.09,783.95,-15.53,0,23.2719,0,53
10/15/2009 16:07:37,42.91293,-71.071754,1.09,782.69,-15.53,0,23.2719,0,53
10/15/2009 16:07:39,42.912914,-71.07177,1.13,783.95,-15.53,0,23.2719,0,53
10/15/2009 16:07:40,42.912914,-71.071785,1.09,783.95,-15.53,0,23.2719,0,52
10/15/2009 16:07:41,42.91293,-71.071785,1.09,785.21,-15.53,0,23.2719,0,52
10/15/2009 16:07:42,42.91293,-71.0718,1.09,785.21,-15.53,0,23.2719,0,52
10/15/2009 16:07:43,42.912914,-71.071815,1.09,785.21,-15.53,0,23.2719,0,52
10/15/2009 16:07:44,42.91293,-71.071815,1.09,783.95,-15.53,0,23.2719,0,52
10/15/2009 16:07:45,42.912914,-71.07183,1.13,785.21,-15.53,0,23.2719,0,50
10/15/2009 16:07:46,42.912914,-71.07185,1.09,793.96,-15.53,0,23.2719,0,50
10/15/2009 16:07:47,42.912914,-71.07183,1.09,792.72,-15.53,0,23.2719,0,50
10/15/2009 16:07:48,42.91293,-71.07183,1.13,677.52,-15.53,0,23.2719,0,50
10/15/2009 16:07:49,42.91293,-71.071815,1.13,770.00,-15.53,0,23.38435,0,53
10/15/2009 16:07:50,42.91293,-71.0718,1.09,776.37,-15.53,0,23.38435,0,58
10/15/2009 16:07:51,42.91293,-71.071815,1.09,685.90,-15.53,0,23.38435,0,61
10/15/2009 16:07:52,42.91295,-71.071815,1.09,793.96,-15.53,0,23.38435,0,63
10/15/2009 16:07:54,42.91295,-71.071815,1.09,788.97,-15.53,0,23.38435,0,64
10/15/2009 16:07:55,42.91295,-71.071815,1.09,786.47,-15.53,0,23.38435,0,65
10/15/2009 16:07:56,42.91295,-71.071815,1.13,782.69,-15.53,0,23.38435,0,65
10/15/2009 16:07:57,42.91295,-71.07183,1.09,776.37,-15.53,0,23.38435,0,65
10/15/2009 16:07:58,42.91295,-71.07185,1.09,775.10,-15.53,0,23.38435,0,64
10/15/2009 16:07:59,42.91295,-71.07185,1.09,775.10,-15.53,0,23.38435,0,64
10/15/2009 16:08:00,42.91295,-71.07185,1.09,773.83,-15.53,0,23.38435,0,63
10/15/2009 16:08:01,42.91295,-71.07185,1.13,776.37,-15.21,0,23.38435,0,63
10/15/2009 16:08:02,42.91295,-71.07183,1.13,782.69,-15.53,0,23.4968,0,63
10/15/2009 16:08:03,42.91295,-71.07183,1.13,791.47,-15.21,0,23.4968,0,63
10/15/2009 16:08:04,42.91295,-71.07187,1.09,787.72,-15.53,0,23.4968,0,62
10/15/2009 16:08:05,42.91295,-71.07185,1.09,786.47,-15.21,0,23.4968,0,62
10/15/2009 16:08:06,42.91295,-71.07183,1.13,788.97,-15.53,0,23.4968,0,63
10/15/2009 16:08:07,42.91293,-71.071815,1.09,259.52,-15.53,0,23.4968,0,63
10/15/2009 16:08:09,42.91293,-71.0718,1.09,303.72,-15.53,0,23.4968,0,63
10/15/2009 16:08:10,42.91293,-71.071785,1.13,292.77,-15.53,0,23.4968,0,65
10/15/2009 16:08:11,42.91293,-71.071785,1.13,334.40,-15.53,0,23.4968,0,67
10/15/2009 16:08:12,42.91293,-71.071785,1.09,475.08,-15.53,0,23.4968,0,68
10/15/2009 16:08:13,42.91293,-71.07177,1.09,394.20,-15.21,0,23.4968,0,68
10/15/2009 16:08:14,42.91293,-71.07177,1.13,782.69,-15.21,0,23.4968,0,69
10/15/2009 16:08:15,42.91295,-71.071785,1.09,795.21,-15.21,0,23.4968,0,69
10/15/2009 16:08:16,42.91295,-71.071785,1.09,791.47,-15.21,0,23.4968,0,69
10/15/2009 16:08:17,42.91293,-71.07177,1.13,782.69,-15.21,0,23.4968,0,70
10/15/2009 16:08:18,42.91293,-71.07177,1.09,394.20,-15.21,0,23.4968,0,70
10/15/2009 16:08:19,,,1.13,737.48,-15.21,0,23.4968,0,60000
10/15/2009 16:08:19,42.91293,-71.071754,1.09,290.94,-15.21,0,23.4968,0,73
10/15/2009 16:08:21,42.91293,-71.07174,1.09,130.65,-15.21,0,23.4968,0,73
10/15/2009 16:08:22,42.91293,-71.07174,1.09,252.06,-15.21,0,23.4968,0,74
10/15/2009 16:08:24,42.91293,-71.07174,1.09,259.52,-15.21,0,23.4968,0,74
10/15/2009 16:08:25,42.912914,-71.071754,1.09,253.93,-15.21,0,23.4968,0,73
10/15/2009 16:08:26,42.912914,-71.07177,1.09,257.66,-15.53,0,23.4968,0,74
10/15/2009 16:08:27,42.912914,-71.071754,1.09,253.93,-15.21,0,23.4968,0,75
10/15/2009 16:08:28,42.912914,-71.071754,1.09,250.19,-15.21,0,23.4968,0,77
10/15/2009 16:08:29,42.912914,-71.071754,1.13,329.03,-15.21,0,23.4968,0,79
10/15/2009 16:08:30,42.912914,-71.071754,1.09,501.12,-15.21,0,23.4968,0,80
10/15/2009 16:08:31,42.912914,-71.071754,1.05,531.44,-15.21,0,23.4968,0,79
10/15/2009 16:08:32,42.9129,-71.071754,1.13,536.17,-15.21,0,23.4968,0,79
10/15/2009 16:08:33,42.9129,-71.07177,1.09,536.17,-15.21,0,23.4968,0,79
10/15/2009 16:08:34,,,1.13,533.02,-15.21,0,23.4968,0,60000
10/15/2009 16:08:35,42.9129,-71.0718,1.09,545.58,-15.21,0,23.4968,0,79
10/15/2009 16:08:36,42.912884,-71.071815,1.13,540.88,-15.21,0,23.4968,0,79
10/15/2009 16:08:37,42.912884,-71.07183,1.17,526.70,-15.21,0,23.4968,0,79
10/15/2009 16:08:39,42.912865,-71.07187,1.09,518.75,-15.21,0,23.4968,0,81
10/15/2009 16:08:40,42.91285,-71.071884,1.09,521.94,-15.21,0,23.4968,0,82
10/15/2009 16:08:41,42.91285,-71.0719,1.09,453.59,-15.21,0,23.4968,0,83
10/15/2009 16:08:42,,,1.09,266.96,-15.21,0,23.4968,0,60000
10/15/2009 16:08:43,,,1.09,263.25,-15.21,0,23.4968,0,60000
10/15/2009 16:08:44,42.91282,-71.07197,1.09,574.94,-15.21,0,23.4968,0,85
10/15/2009 16:08:45,42.91282,-71.07197,1.09,790.22,-15.21,0,23.4968,0,85
10/15/2009 16:08:46,,,1.13,782.69,-15.21,0,23.4968,0,60000
10/15/2009 16:08:47,42.91282,-71.07198,1.13,786.47,-15.21,0,23.4968,0,80
10/15/2009 16:08:48,42.91282,-71.072014,1.13,785.21,-15.21,0,23.4968,0,77
10/15/2009 16:08:49,42.91282,-71.072,1.09,788.97,-15.21,0,23.4968,0,74
10/15/2009 16:08:50,42.9128,-71.07203,1.09,787.72,-15.21,0,23.4968,0,68
10/15/2009 16:08:51,42.9128,-71.07203,1.09,786.47,-15.21,0,23.4968,0,66
10/15/2009 16:08:52,42.9128,-71.07203,1.09,790.22,-15.21,0,23.4968,0,65
10/15/2009 16:08:54,42.912785,-71.072014,1.09,786.47,-15.21,0,23.4968,0,63
10/15/2009 16:08:55,42.912785,-71.072014,1.09,783.95,-15.21,0,23.60925,0,62
10/15/2009 16:08:56,42.912785,-71.072014,1.09,791.47,-15.21,0,23.60925,0,61
10/15/2009 16:08:57,42.912785,-71.072,1.09,793.96,-15.21,0,23.60925,0,61
10/15/2009 16:08:58,42.912785,-71.07198,1.09,793.96,-15.21,0,23.60925,0,60
10/15/2009 16:08:59,42.912785,-71.071945,1.13,795.21,-15.21,0,23.60925,0,60
10/15/2009 16:09:00,42.9128,-71.0719,1.09,780.17,-15.21,0,23.7217,0,60
10/15/2009 16:09:01,42.9128,-71.07187,1.13,782.69,-15.21,0,23.60925,0,60
10/15/2009 16:09:02,42.912785,-71.0718,1.09,783.95,-15.21,0,23.60925,0,59
10/15/2009 16:09:03,42.91277,-71.07174,1.05,786.47,-15.21,0,23.60925,0,59
10/15/2009 16:09:04,42.91277,-71.071724,1.09,272.52,-15.21,0,23.60925,0,57
10/15/2009 16:09:05,42.912785,-71.071754,1.09,268.82,-15.21,0,23.60925,0,58
10/15/2009 16:09:06,42.912785,-71.07183,1.09,290.94,-15.21,0,23.60925,0,59
10/15/2009 16:09:07,42.9128,-71.071884,1.13,287.27,-15.21,0,23.60925,0,60
10/15/2009 16:09:09,42.9128,-71.071915,1.09,357.51,-15.21,0,23.60925,0,60
10/15/2009 16:09:10,42.91282,-71.071945,1.09,491.41,-15.21,0,23.60925,0,60
10/15/2009 16:09:11,42.91282,-71.07197,1.09,624.40,-15.21,0,23.60925,0,59
10/15/2009 16:09:12,42.91282,-71.071945,1.09,778.90,-15.21,0,23.60925,0,58
10/15/2009 16:09:13,42.91282,-71.071945,1.09,553.37,-15.21,0,23.60925,0,58
10/15/2009 16:09:14,42.91282,-71.071945,1.09,640.45,-15.21,0,23.60925,0,56
10/15/2009 16:09:15,42.91282,-71.071945,1.13,757.13,-15.21,0,23.60925,0,55
10/15/2009 16:09:16,42.91282,-71.07193,1.09,785.21,-15.21,0,23.7217,0,54
10/15/2009 16:09:17,42.91282,-71.071945,1.09,788.97,-15.21,0,23.7217,0,54
10/15/2009 16:09:18,42.912834,-71.071945,1.09,787.72,-15.21,0,23.7217,0,55
10/15/2009 16:09:19,,,1.13,785.21,-15.21,0,23.7217,0,60000
10/15/2009 16:09:19,42.912834,-71.072,1.13,545.58,-15.21,0,23.7217,0,55
10/15/2009 16:09:21,42.912834,-71.072014,1.09,762.30,-15.21,0,23.7217,0,54
10/15/2009 16:09:22,42.91282,-71.07203,1.13,795.21,-15.21,0,23.7217,0,53
10/15/2009 16:09:24,42.912834,-71.07203,1.09,450.25,-15.21,0,23.7217,0,54
10/15/2009 16:09:25,42.912834,-71.07205,1.09,782.69,-14.88,0,23.7217,0,54
10/15/2009 16:09:26,42.912834,-71.07207,1.09,518.75,-15.21,0,23.7217,0,53
10/15/2009 16:09:27,42.912834,-71.072105,1.09,383.80,-15.21,0,23.7217,0,52
10/15/2009 16:09:28,42.912834,-71.072136,1.09,387.27,-15.21,0,23.7217,0,51
10/15/2009 16:09:29,42.912834,-71.072136,1.09,787.72,-14.88,0,23.7217,0,51
10/15/2009 16:09:30,42.912834,-71.072136,1.13,787.72,-15.21,0,23.7217,0,51
10/15/2009 16:09:31,42.91285,-71.072136,1.09,179.68,-14.88,0,23.7217,0,50
10/15/2009 16:09:32,42.91285,-71.07215,1.09,281.75,-15.21,0,23.7217,0,50
10/15/2009 16:09:33,42.91285,-71.07215,1.09,309.17,-15.21,0,23.7217,0,49
10/15/2009 16:09:34,42.912834,-71.07215,1.09,268.82,-15.21,0,23.7217,0,49
10/15/2009 16:09:35,42.912834,-71.072136,1.09,252.06,-15.21,0,23.7217,0,47
10/15/2009 16:09:36,42.912834,-71.072136,1.09,246.44,-15.21,0,23.7217,0,47
10/15/2009 16:09:37,42.912834,-71.072136,1.09,253.93,-15.21,0,23.60925,0,46
10/15/2009 16:09:39,42.91285,-71.07212,1.09,250.19,-15.21,0,23.60925,0,47
10/15/2009 16:09:40,42.91285,-71.072105,1.09,261.39,-15.21,0,23.60925,0,48
10/15/2009 16:09:41,42.91285,-71.072105,1.09,261.39,-15.21,0,23.60925,0,48
10/15/2009 16:09:42,42.912865,-71.072105,1.09,257.66,-15.21,0,23.60925,0,49
10/15/2009 16:09:43,42.912865,-71.07209,1.09,257.66,-15.21,0,23.60925,0,49
10/15/2009 16:09:44,42.912865,-71.07209,1.13,255.79,-15.21,0,23.60925,0,49
10/15/2009 16:09:45,42.912865,-71.07209,1.09,255.79,-15.21,0,23.60925,0,49
10/15/2009 16:09:46,42.912865,-71.07209,1.09,253.93,-15.21,0,23.60925,0,49
10/15/2009 16:09:47,42.912865,-71.07207,1.09,252.06,-15.21,0,23.60925,0,49
10/15/2009 16:09:48,42.912865,-71.07207,1.09,253.93,-15.21,0,23.60925,0,49
10/15/2009 16:09:49,42.912865,-71.07205,1.09,250.19,-15.21,0,23.60925,0,50
10/15/2009 16:09:50,42.912865,-71.07203,1.09,250.19,-15.21,0,23.60925,0,52
10/15/2009 16:09:51,42.912865,-71.072014,1.09,250.19,-15.21,0,23.60925,0,53
10/15/2009 16:09:52,42.912865,-71.072014,1.09,248.31,-15.21,0,23.60925,0,55
10/15/2009 16:09:52,,,1.09,248.31,-15.21,0,23.4968,0,60000
10/15/2009 16:09:55,42.912865,-71.072014,1.13,248.31,-15.21,0,23.4968,0,56
10/15/2009 16:09:56,42.912865,-71.072014,1.09,248.31,-15.21,0,23.4968,0,58
10/15/2009 16:09:57,42.912865,-71.072,1.09,250.19,-15.21,0,23.4968,0,59
10/15/2009 16:09:58,42.912865,-71.072,1.09,252.06,-15.21,0,23.4968,0,59
10/15/2009 16:09:59,42.912884,-71.07198,1.09,246.44,-15.21,0,23.4968,0,60
10/15/2009 16:10:00,42.912884,-71.07197,1.09,253.93,-15.21,0,23.4968,0,61
10/15/2009 16:10:01,42.912865,-71.07197,1.09,263.25,-15.21,0,23.4968,0,62
10/15/2009 16:10:02,42.912865,-71.07197,1.13,263.25,-15.21,0,23.4968,0,63
10/15/2009 16:10:03,42.912884,-71.07197,1.09,261.39,-15.21,0,23.4968,0,63
10/15/2009 16:10:04,42.912884,-71.071945,1.09,246.44,-15.21,0,23.4968,0,64
10/15/2009 16:10:05,42.912884,-71.07193,1.09,248.31,-15.21,0,23.4968,0,66
10/15/2009 16:10:06,42.912884,-71.07193,1.09,248.31,-15.21,0,23.4968,0,67
10/15/2009 16:10:07,42.9129,-71.071915,1.09,257.66,-15.21,0,23.4968,0,68
10/15/2009 16:10:08,42.9129,-71.071915,1.09,259.52,-15.21,0,23.4968,0,69
10/15/2009 16:10:10,42.9129,-71.071915,1.09,257.66,-15.21,0,23.4968,0,71
10/15/2009 16:10:11,42.9129,-71.0719,1.09,255.79,-15.21,0,23.4968,0,73
10/15/2009 16:10:12,42.9129,-71.07185,1.09,253.93,-15.21,0,23.4968,0,77
10/15/2009 16:10:13,42.9129,-71.07185,1.09,255.79,-15.21,0,23.38435,0,77
10/15/2009 16:10:14,42.9129,-71.07185,1.09,250.19,-15.21,1,23.38435,0,78
10/15/2009 16:10:15,42.9129,-71.07183,1.13,255.79,-15.21,0,23.38435,0,78
10/15/2009 16:10:16,42.912884,-71.071815,1.13,257.66,-15.21,0,23.38435,0,78
10/15/2009 16:10:17,42.912884,-71.0718,1.09,242.68,-15.21,0,23.38435,0,78
10/15/2009 16:10:18,42.912884,-71.0718,1.09,231.37,-15.21,0,23.38435,0,78
10/15/2009 16:10:19,42.912884,-71.0718,1.09,223.80,-15.21,0,23.38435,0,79
10/15/2009 16:10:20,42.912884,-71.0718,1.09,218.10,-15.21,0,23.38435,0,79
10/15/2009 16:10:21,42.912884,-71.0718,1.09,261.39,-15.21,0,23.38435,0,81
10/15/2009 16:10:22,42.912884,-71.071785,1.09,259.52,-15.21,0,23.38435,0,82
10/15/2009 16:10:23,42.912884,-71.071785,1.09,235.15,-15.21,0,23.38435,0,83
10/15/2009 16:10:25,42.912884,-71.071785,1.09,218.10,-15.21,0,23.38435,0,83
10/15/2009 16:10:26,42.912884,-71.07177,1.09,214.29,-15.21,0,23.38435,0,83
10/15/2009 16:10:27,42.912884,-71.07177,1.09,208.56,-15.21,0,23.38435,0,83
10/15/2009 16:10:28,42.912884,-71.07177,1.09,214.29,-15.21,0,23.38435,0,82
10/15/2009 16:10:29,42.912884,-71.07177,1.09,229.48,-15.21,0,23.38435,0,81
10/15/2009 16:10:30,42.912884,-71.07177,1.09,212.38,-15.21,0,23.38435,0,80
10/15/2009 16:10:31,42.912884,-71.07177,1.09,212.38,-15.21,0,23.38435,0,79
10/15/2009 16:10:32,42.912884,-71.07177,1.09,208.56,-15.21,1,23.38435,0,79
10/15/2009 16:10:33,42.912884,-71.07177,1.13,206.65,-15.21,0,23.38435,0,79
10/15/2009 16:10:34,42.912884,-71.07177,1.13,212.38,-15.21,0,23.2719,0,79
10/15/2009 16:10:35,42.912884,-71.07177,1.13,198.98,-15.21,0,23.38435,0,80
10/15/2009 16:10:36,42.912884,-71.07177,1.09,198.98,-15.21,0,23.38435,0,80
10/15/2009 16:10:37,42.912884,-71.07177,1.09,218.10,-15.21,0,23.2719,0,80
10/15/2009 16:10:38,42.912884,-71.07177,1.09,208.56,-15.21,0,23.2719,0,79
10/15/2009 16:10:40,42.912884,-71.07177,1.09,216.19,-15.21,0,23.2719,0,78
10/15/2009 16:10:41,42.912884,-71.071785,1.09,173.86,-15.21,0,23.2719,0,77
10/15/2009 16:10:42,42.912865,-71.0718,1.09,164.11,-15.21,0,23.2719,0,75
10/15/2009 16:10:43,42.912865,-71.0718,1.09,158.25,-15.21,0,23.2719,0,73
10/15/2009 16:10:44,42.912865,-71.071815,1.09,179.68,-15.21,0,23.2719,0,71
10/15/2009 16:10:45,42.91285,-71.07183,1.09,164.11,-15.21,1,23.2719,0,69
10/15/2009 16:10:46,42.91285,-71.07187,1.09,148.43,-15.21,0,23.2719,0,68
10/15/2009 16:10:47,42.91285,-71.0719,1.09,171.91,-15.21,0,23.2719,0,66
10/15/2009 16:10:48,42.91285,-71.071915,1.09,218.10,-15.21,0,23.2719,0,65
10/15/2009 16:10:49,42.91285,-71.07193,1.13,248.31,-15.21,0,23.2719,0,65
10/15/2009 16:10:50,42.912834,-71.071945,1.09,227.59,-15.21,0,23.2719,0,64
10/15/2009 16:10:51,42.912834,-71.07193,1.09,200.90,-15.21,0,23.2719,0,63
10/15/2009 16:10:52,42.912834,-71.07193,1.09,197.06,-15.21,0,23.2719,0,62
10/15/2009 16:10:53,42.912834,-71.07193,1.09,193.21,-15.21,0,23.2719,0,62
10/15/2009 16:10:55,42.91285,-71.071945,1.09,179.68,-15.21,0,23.2719,0,62
10/15/2009 16:10:56,42.91285,-71.07198,1.09,200.90,-15.21,0,23.2719,0,62
10/15/2009 16:10:57,42.91285,-71.072,1.13,233.26,-15.53,0,23.2719,0,62
10/15/2009 16:10:58,42.912834,-71.072,1.09,248.31,-15.21,0,23.2719,0,62
10/15/2009 16:10:59,42.912834,-71.072014,1.13,248.31,-15.21,0,23.2719,0,63
10/15/2009 16:11:00,42.912834,-71.072014,1.09,246.44,-15.21,0,23.2719,0,63
10/15/2009 16:11:01,42.91282,-71.07203,1.09,246.44,-15.21,0,23.2719,0,63
10/15/2009 16:11:02,42.91282,-71.072014,1.09,206.65,-15.53,0,23.2719,0,62
10/15/2009 16:11:03,42.91282,-71.072014,1.09,179.68,-15.21,0,23.2719,0,62
10/15/2009 16:11:04,42.912834,-71.07198,1.09,177.74,-15.53,0,23.2719,0,62
10/15/2009 16:11:05,42.912834,-71.072,1.09,185.49,-15.21,0,23.2719,0,62
10/15/2009 16:11:06,42.91285,-71.072014,1.09,189.35,-15.21,0,23.2719,0,62
10/15/2009 16:11:07,42.91285,-71.072,1.09,181.62,-15.21,0,23.2719,0,63
10/15/2009 16:11:08,42.912865,-71.07198,1.13,150.40,-15.53,0,23.2719,0,64
10/15/2009 16:11:10,42.912865,-71.07197,1.09,156.29,-15.21,0,23.2719,0,64
10/15/2009 16:11:11,42.912865,-71.07198,1.13,152.36,-15.53,0,23.2719,0,65
10/15/2009 16:11:12,42.912884,-71.07198,1.09,156.29,-15.53,0,23.2719,0,65
10/15/2009 16:11:13,42.912884,-71.07198,1.05,150.40,-15.21,0,23.2719,0,66
10/15/2009 16:11:14,42.912884,-71.07198,1.09,152.36,-15.53,0,23.2719,0,65
10/15/2009 16:11:15,42.912884,-71.07197,1.13,173.86,-15.53,0,23.2719,0,66
10/15/2009 16:11:16,42.912865,-71.07197,1.13,154.33,-15.53,0,23.2719,0,65
10/15/2009 16:11:17,42.912865,-71.07197,1.09,164.11,-15.53,0,23.2719,0,65
10/15/2009 16:11:18,42.912865,-71.07198,1.09,98.68,-15.53,0,23.2719,0,64
10/15/2009 16:11:19,42.912865,-71.07198,1.09,166.07,-15.53,0,23.2719,0,64
10/15/2009 16:11:20,42.912865,-71.072014,1.17,171.91,-15.53,0,23.2719,0,62
10/15/2009 16:11:21,42.912865,-71.072014,1.13,221.90,-15.21,1,23.15945,0,62
10/15/2009 16:11:22,42.912865,-71.072014,1.09,202.82,-15.53,0,23.15945,0,61
10/15/2009 16:11:23,42.91285,-71.072,1.13,208.56,-15.53,0,23.15945,0,60
10/15/2009 16:11:25,42.91285,-71.07198,1.09,220.00,-15.53,0,23.15945,0,60
10/15/2009 16:11:26,42.91285,-71.071945,1.09,225.69,-15.21,0,23.15945,0,59
10/15/2009 16:11:27,42.91285,-71.07193,1.09,261.39,-15.21,0,23.15945,0,59
10/15/2009 16:11:28,42.91285,-71.071915,1.09,255.79,-15.53,0,23.15945,0,59
10/15/2009 16:11:29,42.91285,-71.071884,1.09,263.25,-15.53,0,23.15945,0,58
10/15/2009 16:11:30,42.91285,-71.0719,1.09,261.39,-15.21,0,23.15945,0,57
10/15/2009 16:11:31,42.91285,-71.071915,1.09,265.11,-15.53,0,23.15945,0,55
10/15/2009 16:11:32,42.91285,-71.07193,1.09,265.11,-15.53,0,23.15945,0,54
10/15/2009 16:11:33,42.91285,-71.071945,1.09,257.66,-15.53,0,23.15945,0,52
10/15/2009 16:11:34,42.912834,-71.071945,1.09,229.48,-15.53,0,23.15945,0,52
10/15/2009 16:11:35,42.912834,-71.07197,1.13,202.82,-15.53,0,23.15945,0,53
