time,external
"Jul 22 2009 15:00:18",22.60
"Jul 22 2009 15:00:19",22.60
"Jul 22 2009 15:00:20",22.60
"Jul 22 2009 15:00:21",22.60
"Jul 22 2009 15:00:23",22.60
"Jul 22 2009 15:00:24",22.60
"Jul 22 2009 15:00:25",22.60
"Jul 22 2009 15:00:26",22.60
"Jul 22 2009 15:00:27",22.60
"Jul 22 2009 15:00:28",22.60
"Jul 22 2009 15:00:29",22.15
"Jul 22 2009 15:00:30",22.15
"Jul 22 2009 15:00:31",22.15
"Jul 22 2009 15:00:32",22.15
"Jul 22 2009 15:00:34",22.15
"Jul 22 2009 15:00:35",22.15
"Jul 22 2009 15:00:36",22.15
"Jul 22 2009 15:00:37",22.15
"Jul 22 2009 15:00:38",22.15
"Jul 22 2009 15:00:39",22.15
"Jul 22 2009 15:00:40",22.15
"Jul 22 2009 15:00:41",22.15
"Jul 22 2009 15:00:42",22.15
"Jul 22 2009 15:00:43",22.15
"Jul 22 2009 15:00:44",22.15
"Jul 22 2009 15:00:46",22.15
"Jul 22 2009 15:00:47",22.15
"Jul 22 2009 15:00:48",22.15
"Jul 22 2009 15:00:49",22.15
"Jul 22 2009 15:00:50",22.15
"Jul 22 2009 15:00:51",22.15
"Jul 22 2009 15:00:52",22.15
"Jul 22 2009 15:00:53",22.15
"Jul 22 2009 15:00:54",22.15
"Jul 22 2009 15:00:55",22.15
"Jul 22 2009 15:00:57",22.15
"Jul 22 2009 15:00:58",22.15
"Jul 22 2009 15:00:59",22.15
"Jul 22 2009 15:01:00",22.15
"Jul 22 2009 15:01:01",22.15
"Jul 22 2009 15:01:02",22.15
"Jul 22 2009 15:01:03",22.15
"Jul 22 2009 15:01:04",22.15
"Jul 22 2009 15:01:05",22.15
"Jul 22 2009 15:01:06",25.75
"Jul 22 2009 15:01:08",28.89
"Jul 22 2009 15:01:09",32.04
"Jul 22 2009 15:01:10",31.14
"Jul 22 2009 15:01:11",29.79
"Jul 22 2009 15:01:12",28.44
"Jul 22 2009 15:01:13",27.10
"Jul 22 2009 15:01:14",26.20
"Jul 22 2009 15:01:15",25.30
"Jul 22 2009 15:01:16",24.85
"Jul 22 2009 15:01:17",25.75
"Jul 22 2009 15:01:18",23.50
"Jul 22 2009 15:01:20",22.60
"Jul 22 2009 15:01:21",23.50
"Jul 22 2009 15:01:22",23.05
"Jul 22 2009 15:01:23",23.05
"Jul 22 2009 15:01:24",23.05
"Jul 22 2009 15:01:25",22.60
"Jul 22 2009 15:01:26",22.60
"Jul 22 2009 15:01:27",22.60
"Jul 22 2009 15:01:28",23.05
"Jul 22 2009 15:01:29",23.05
"Jul 22 2009 15:01:31",23.05
"Jul 22 2009 15:01:32",23.50
"Jul 22 2009 15:01:33",23.50
"Jul 22 2009 15:01:34",23.50
"Jul 22 2009 15:01:35",23.05
"Jul 22 2009 15:01:36",23.05
"Jul 22 2009 15:01:37",23.05
"Jul 22 2009 15:01:38",23.05
"Jul 22 2009 15:01:39",23.05
"Jul 22 2009 15:01:40",23.05
"Jul 22 2009 15:01:41",22.60
"Jul 22 2009 15:01:43",22.60
"Jul 22 2009 15:01:44",22.60
"Jul 22 2009 15:01:45",22.15
"Jul 22 2009 15:01:46",22.15
"Jul 22 2009 15:01:47",22.15
"Jul 22 2009 15:01:48",22.15
"Jul 22 2009 15:01:49",22.15
"Jul 22 2009 15:01:50",22.15
"Jul 22 2009 15:01:51",22.15
"Jul 22 2009 15:01:52",21.70
"Jul 22 2009 15:01:54",21.70
"Jul 22 2009 15:01:55",21.70
"Jul 22 2009 15:01:56",21.70
"Jul 22 2009 15:01:57",21.70
"Jul 22 2009 15:01:58",21.70
"Jul 22 2009 15:01:59",21.25
"Jul 22 2009 15:02:00",21.25
"Jul 22 2009 15:02:01",21.25
"Jul 22 2009 15:02:02",21.25
"Jul 22 2009 15:02:03",20.80
"Jul 22 2009 15:02:04",20.80
