time,external
"Jul 22 2009 09:02:27",31.59
"Jul 22 2009 09:02:29",31.59
"Jul 22 2009 09:02:30",31.59
"Jul 22 2009 09:02:31",31.59
"Jul 22 2009 09:02:32",31.14
"Jul 22 2009 09:02:33",31.14
"Jul 22 2009 09:02:34",31.14
"Jul 22 2009 09:02:35",30.69
"Jul 22 2009 09:02:36",30.69
"Jul 22 2009 09:02:37",30.69
"Jul 22 2009 09:02:38",30.69
"Jul 22 2009 09:02:39",30.69
"Jul 22 2009 09:02:40",30.24
"Jul 22 2009 09:02:42",30.24
"Jul 22 2009 09:02:43",30.24
"Jul 22 2009 09:02:44",30.24
"Jul 22 2009 09:02:45",30.24
"Jul 22 2009 09:02:46",30.24
"Jul 22 2009 09:02:47",30.24
"Jul 22 2009 09:02:50",29.79
"Jul 22 2009 09:02:51",29.79
"Jul 22 2009 09:02:52",29.79
"Jul 22 2009 09:02:53",29.79
"Jul 22 2009 09:02:54",29.79
"Jul 22 2009 09:02:55",30.24
"Jul 22 2009 09:02:57",30.69
"Jul 22 2009 09:02:58",31.14
"Jul 22 2009 09:02:59",31.59
"Jul 22 2009 09:03:00",31.59
"Jul 22 2009 09:03:01",32.04
"Jul 22 2009 09:03:02",32.04
"Jul 22 2009 09:03:03",32.49
"Jul 22 2009 09:03:04",32.49
"Jul 22 2009 09:03:05",32.49
"Jul 22 2009 09:03:06",32.49
"Jul 22 2009 09:03:07",32.94
"Jul 22 2009 09:03:08",32.94
"Jul 22 2009 09:03:10",32.94
"Jul 22 2009 09:03:11",32.94
"Jul 22 2009 09:03:12",32.94
"Jul 22 2009 09:03:13",32.94
"Jul 22 2009 09:03:14",33.39
"Jul 22 2009 09:03:15",32.94
"Jul 22 2009 09:03:16",32.94
"Jul 22 2009 09:03:17",32.94
"Jul 22 2009 09:03:18",32.94
"Jul 22 2009 09:03:19",32.94
"Jul 22 2009 09:03:20",32.94
"Jul 22 2009 09:03:22",32.94
"Jul 22 2009 09:03:23",32.94
"Jul 22 2009 09:03:24",32.94
"Jul 22 2009 09:03:25",32.94
"Jul 22 2009 09:03:26",32.94
"Jul 22 2009 09:03:27",32.94
"Jul 22 2009 09:31:19",27.54
"Jul 22 2009 09:31:20",27.54
"Jul 22 2009 09:31:21",27.54
"Jul 22 2009 09:31:22",27.54
"Jul 22 2009 09:31:23",27.54
"Jul 22 2009 09:31:24",27.10
"Jul 22 2009 09:31:25",25.75
"Jul 22 2009 09:31:26",25.30
"Jul 22 2009 09:31:27",24.40
"Jul 22 2009 09:31:29",23.50
"Jul 22 2009 09:31:30",22.15
"Jul 22 2009 09:31:31",21.25
"Jul 22 2009 09:31:32",20.80
"Jul 22 2009 09:31:33",19.90
"Jul 22 2009 09:31:34",19.90
"Jul 22 2009 09:31:35",19.45
"Jul 22 2009 09:31:36",19.00
"Jul 22 2009 09:31:37",19.00
"Jul 22 2009 09:31:38",18.55
"Jul 22 2009 09:31:39",18.55
"Jul 22 2009 09:31:40",19.00
"Jul 22 2009 09:31:42",18.55
"Jul 22 2009 09:31:43",18.55
"Jul 22 2009 09:31:44",18.10
"Jul 22 2009 09:31:45",18.10
"Jul 22 2009 09:31:46",17.65
"Jul 22 2009 09:31:47",17.65
"Jul 22 2009 09:31:48",17.65
"Jul 22 2009 09:31:49",17.20
"Jul 22 2009 09:31:50",17.20
"Jul 22 2009 09:31:51",17.20
"Jul 22 2009 09:31:52",17.20
"Jul 22 2009 09:31:53",17.20
"Jul 22 2009 09:31:54",17.20
"Jul 22 2009 09:31:56",17.20
"Jul 22 2009 09:31:57",17.20
"Jul 22 2009 09:31:58",17.20
"Jul 22 2009 09:31:59",16.75
"Jul 22 2009 09:32:00",16.75
"Jul 22 2009 09:32:01",16.75
"Jul 22 2009 09:32:02",16.75
"Jul 22 2009 09:32:03",16.75
"Jul 22 2009 09:32:04",16.75
"Jul 22 2009 09:32:05",16.75
"Jul 22 2009 09:32:06",16.75
"Jul 22 2009 09:32:07",16.75
"Jul 22 2009 09:32:09",16.75
"Jul 22 2009 09:32:10",16.75
"Jul 22 2009 09:32:11",16.75
"Jul 22 2009 09:32:12",16.75
"Jul 22 2009 09:32:13",17.20
