time,external
"Jul 22 2009 09:02:29",28.89
"Jul 22 2009 09:02:30",28.89
"Jul 22 2009 09:02:31",28.89
"Jul 22 2009 09:02:32",28.89
"Jul 22 2009 09:02:33",28.44
"Jul 22 2009 09:02:35",28.44
"Jul 22 2009 09:02:36",28.44
"Jul 22 2009 09:02:37",28.44
"Jul 22 2009 09:02:38",28.44
"Jul 22 2009 09:02:39",28.44
"Jul 22 2009 09:02:40",28.44
"Jul 22 2009 09:02:41",28.44
"Jul 22 2009 09:02:42",28.44
"Jul 22 2009 09:02:43",28.44
"Jul 22 2009 09:02:44",27.99
"Jul 22 2009 09:02:45",27.99
"Jul 22 2009 09:02:47",27.99
"Jul 22 2009 09:02:48",27.99
"Jul 22 2009 09:02:49",27.99
"Jul 22 2009 09:02:50",27.99
"Jul 22 2009 09:02:51",27.99
"Jul 22 2009 09:02:52",27.99
"Jul 22 2009 09:02:53",28.89
"Jul 22 2009 09:02:54",29.34
"Jul 22 2009 09:02:55",29.34
"Jul 22 2009 09:02:56",29.34
"Jul 22 2009 09:02:57",29.34
"Jul 22 2009 09:02:59",29.34
"Jul 22 2009 09:03:00",29.79
"Jul 22 2009 09:03:01",29.34
"Jul 22 2009 09:03:02",29.79
"Jul 22 2009 09:03:03",29.79
"Jul 22 2009 09:03:04",29.79
"Jul 22 2009 09:03:05",30.24
"Jul 22 2009 09:03:06",30.24
"Jul 22 2009 09:03:07",30.69
"Jul 22 2009 09:03:08",31.14
"Jul 22 2009 09:03:09",31.59
"Jul 22 2009 09:03:11",32.04
"Jul 22 2009 09:03:12",32.04
"Jul 22 2009 09:03:13",32.49
"Jul 22 2009 09:03:14",32.49
"Jul 22 2009 09:03:15",32.49
"Jul 22 2009 09:03:16",32.49
"Jul 22 2009 09:03:17",32.04
"Jul 22 2009 09:03:18",32.04
"Jul 22 2009 09:03:19",32.04
"Jul 22 2009 09:03:20",32.04
"Jul 22 2009 09:03:22",32.49
"Jul 22 2009 09:03:23",32.49
"Jul 22 2009 09:03:24",32.49
"Jul 22 2009 09:03:25",32.49
"Jul 22 2009 09:03:26",32.94
"Jul 22 2009 09:03:27",32.49
"Jul 22 2009 09:03:28",32.49
"Jul 22 2009 09:03:29",32.49
