time,ext
"Jun 26 2009 15:27:48",23.50
"Jun 26 2009 15:27:49",23.50
"Jun 26 2009 15:27:50",23.50
"Jun 26 2009 15:27:51",23.50
"Jun 26 2009 15:27:52",23.50
"Jun 26 2009 15:27:53",23.50
"Jun 26 2009 15:27:54",23.50
"Jun 26 2009 15:27:55",23.50
"Jun 26 2009 15:27:56",23.50
"Jun 26 2009 15:27:57",23.50
"Jun 26 2009 15:27:58",23.95
"Jun 26 2009 15:28:00",23.50
"Jun 26 2009 15:28:01",22.60
"Jun 26 2009 15:28:02",21.70
"Jun 26 2009 15:28:03",21.25
"Jun 26 2009 15:28:04",20.35
"Jun 26 2009 15:28:05",19.45
"Jun 26 2009 15:28:06",19.00
"Jun 26 2009 15:28:07",18.55
"Jun 26 2009 15:28:08",18.10
"Jun 26 2009 15:28:09",17.65
"Jun 26 2009 15:28:10",17.20
"Jun 26 2009 15:28:11",17.20
"Jun 26 2009 15:28:13",17.20
"Jun 26 2009 15:28:14",16.75
"Jun 26 2009 15:28:15",16.75
"Jun 26 2009 15:28:16",16.75
"Jun 26 2009 15:28:17",16.30
"Jun 26 2009 15:28:18",16.30
"Jun 26 2009 15:28:19",16.30
"Jun 26 2009 15:28:20",16.30
"Jun 26 2009 15:28:21",16.30
"Jun 26 2009 15:28:22",16.30
"Jun 26 2009 15:28:23",16.30
"Jun 26 2009 15:28:24",15.85
"Jun 26 2009 15:28:25",15.85
"Jun 26 2009 15:28:27",15.85
"Jun 26 2009 15:28:28",15.85
"Jun 26 2009 15:28:29",15.85
"Jun 26 2009 15:28:30",15.85
"Jun 26 2009 15:28:31",15.85
"Jun 26 2009 15:28:32",15.85
"Jun 26 2009 15:28:33",15.85
"Jun 26 2009 15:28:34",15.85
"Jun 26 2009 15:28:35",15.85
"Jun 26 2009 15:28:36",15.85
"Jun 26 2009 15:28:37",15.85
"Jun 26 2009 15:28:38",15.85
"Jun 26 2009 15:28:40",15.85
"Jun 26 2009 15:28:41",15.85
"Jun 26 2009 15:28:42",15.85
"Jun 26 2009 15:28:43",15.85
"Jun 26 2009 15:28:44",15.85
"Jun 26 2009 15:28:45",15.85
"Jun 26 2009 15:28:46",15.85
"Jun 26 2009 15:28:47",15.85
"Jun 26 2009 15:28:48",15.85
"Jun 26 2009 15:28:49",15.85
"Jun 26 2009 15:28:50",15.85
"Jun 26 2009 15:28:51",15.85
"Jun 26 2009 15:28:52",15.85
"Jun 26 2009 15:28:54",15.85
"Jun 26 2009 15:28:55",15.85
"Jun 26 2009 15:28:56",15.85
"Jun 26 2009 15:28:57",15.85
"Jun 26 2009 15:28:58",15.85
"Jun 26 2009 15:28:59",15.85
"Jun 26 2009 15:29:00",15.85
"Jun 26 2009 15:29:01",15.85
"Jun 26 2009 15:29:02",15.85
"Jun 26 2009 15:29:03",15.85
"Jun 26 2009 15:29:04",15.85
"Jun 26 2009 15:29:05",15.85
"Jun 26 2009 15:29:06",15.85
"Jun 26 2009 15:29:08",15.85
"Jun 26 2009 15:29:09",15.85
"Jun 26 2009 15:29:10",15.85
"Jun 26 2009 15:29:11",15.85
"Jun 26 2009 15:29:12",15.85
"Jun 26 2009 15:29:13",17.65
"Jun 26 2009 15:29:14",17.65
"Jun 26 2009 15:29:15",17.65
"Jun 26 2009 15:29:16",17.65
"Jun 26 2009 15:29:17",17.65
"Jun 26 2009 15:29:18",17.65
"Jun 26 2009 15:29:19",17.65
"Jun 26 2009 15:29:21",17.65
"Jun 26 2009 15:29:22",37.44
"Jun 26 2009 15:29:23",30.69
"Jun 26 2009 15:29:24",26.20
"Jun 26 2009 15:29:25",22.60
"Jun 26 2009 15:29:26",20.80
"Jun 26 2009 15:29:27",19.90
"Jun 26 2009 15:29:28",19.90
"Jun 26 2009 15:29:29",19.90
"Jun 26 2009 15:29:30",19.90
"Jun 26 2009 15:29:31",19.45
"Jun 26 2009 15:29:32",19.45
"Jun 26 2009 15:29:33",19.45
"Jun 26 2009 15:29:35",19.45
"Jun 26 2009 15:29:36",19.00
"Jun 26 2009 15:29:37",19.00
"Jun 26 2009 15:29:38",19.00
"Jun 26 2009 15:29:39",19.00
"Jun 26 2009 15:29:40",19.00
"Jun 26 2009 15:29:41",19.45
"Jun 26 2009 15:29:42",19.45
"Jun 26 2009 15:29:43",19.90
"Jun 26 2009 15:29:44",19.90
"Jun 26 2009 15:29:45",19.90
"Jun 26 2009 15:29:46",19.90
"Jun 26 2009 15:29:47",20.80
"Jun 26 2009 15:29:49",20.35
"Jun 26 2009 15:29:50",19.45
"Jun 26 2009 15:29:51",19.90
"Jun 26 2009 15:29:52",20.80
