time,ext
"Jun 26 2009 15:26:16",23.50
"Jun 26 2009 15:26:17",23.50
"Jun 26 2009 15:26:18",23.50
"Jun 26 2009 15:26:19",23.50
"Jun 26 2009 15:26:20",23.50
"Jun 26 2009 15:26:21",23.95
"Jun 26 2009 15:26:22",23.95
"Jun 26 2009 15:26:23",23.95
"Jun 26 2009 15:26:24",23.50
"Jun 26 2009 15:26:26",23.95
"Jun 26 2009 15:26:27",23.95
"Jun 26 2009 15:26:28",23.95
"Jun 26 2009 15:26:29",23.95
"Jun 26 2009 15:26:30",23.95
"Jun 26 2009 15:26:31",23.95
"Jun 26 2009 15:26:32",23.95
"Jun 26 2009 15:26:33",23.50
"Jun 26 2009 15:26:34",23.05
"Jun 26 2009 15:26:35",22.60
"Jun 26 2009 15:26:36",22.15
"Jun 26 2009 15:26:37",21.70
"Jun 26 2009 15:26:38",21.70
"Jun 26 2009 15:26:40",22.15
"Jun 26 2009 15:26:41",22.15
"Jun 26 2009 15:26:42",21.25
"Jun 26 2009 15:26:43",20.35
"Jun 26 2009 15:26:44",20.80
"Jun 26 2009 15:26:45",20.80
"Jun 26 2009 15:26:46",19.45
"Jun 26 2009 15:26:47",19.45
"Jun 26 2009 15:26:48",19.90
"Jun 26 2009 15:26:49",20.80
"Jun 26 2009 15:26:50",21.70
"Jun 26 2009 15:26:51",20.35
"Jun 26 2009 15:26:52",20.35
"Jun 26 2009 15:26:54",21.70
"Jun 26 2009 15:26:55",21.70
"Jun 26 2009 15:26:56",22.15
"Jun 26 2009 15:26:57",22.15
"Jun 26 2009 15:26:58",21.70
"Jun 26 2009 15:26:59",21.70
"Jun 26 2009 15:27:00",18.55
"Jun 26 2009 15:27:01",18.10
"Jun 26 2009 15:27:02",16.75
"Jun 26 2009 15:27:03",16.75
"Jun 26 2009 15:27:04",16.75
"Jun 26 2009 15:27:05",16.75
"Jun 26 2009 15:27:06",16.75
"Jun 26 2009 15:27:08",19.90
"Jun 26 2009 15:27:09",20.35
"Jun 26 2009 15:27:10",20.35
"Jun 26 2009 15:27:11",20.35
"Jun 26 2009 15:27:12",20.80
"Jun 26 2009 15:27:13",21.25
"Jun 26 2009 15:27:14",20.80
"Jun 26 2009 15:27:15",18.55
