time,external
"Jul 22 2009 09:30:54",23.95
"Jul 22 2009 09:30:55",23.95
"Jul 22 2009 09:30:56",23.95
"Jul 22 2009 09:30:57",23.95
"Jul 22 2009 09:30:58",23.95
"Jul 22 2009 09:30:59",23.95
"Jul 22 2009 09:31:00",23.95
"Jul 22 2009 09:31:01",23.95
"Jul 22 2009 09:31:02",23.95
"Jul 22 2009 09:31:03",23.95
"Jul 22 2009 09:31:04",24.40
"Jul 22 2009 09:31:06",24.40
"Jul 22 2009 09:31:07",24.40
"Jul 22 2009 09:31:08",24.40
"Jul 22 2009 09:31:09",24.40
"Jul 22 2009 09:31:10",24.40
"Jul 22 2009 09:31:11",24.40
"Jul 22 2009 09:31:12",24.40
"Jul 22 2009 09:31:13",24.40
"Jul 22 2009 09:31:14",24.40
"Jul 22 2009 09:31:15",24.40
"Jul 22 2009 09:31:16",24.40
"Jul 22 2009 09:31:17",23.95
"Jul 22 2009 09:31:19",24.40
"Jul 22 2009 09:31:20",24.40
"Jul 22 2009 09:31:21",24.40
"Jul 22 2009 09:31:22",24.40
"Jul 22 2009 09:31:23",24.40
"Jul 22 2009 09:31:24",24.40
"Jul 22 2009 09:31:25",24.40
"Jul 22 2009 09:31:26",24.40
"Jul 22 2009 09:31:27",24.40
"Jul 22 2009 09:31:28",24.40
"Jul 22 2009 09:31:29",24.40
"Jul 22 2009 09:31:30",25.75
"Jul 22 2009 09:31:32",27.54
"Jul 22 2009 09:31:33",27.54
"Jul 22 2009 09:31:34",26.20
"Jul 22 2009 09:31:35",25.75
"Jul 22 2009 09:31:36",30.24
"Jul 22 2009 09:31:37",31.59
"Jul 22 2009 09:31:38",31.59
"Jul 22 2009 09:31:39",24.85
"Jul 22 2009 09:31:40",21.70
"Jul 22 2009 09:31:41",19.00
"Jul 22 2009 09:31:42",32.04
"Jul 22 2009 09:31:43",29.34
"Jul 22 2009 09:31:44",31.59
"Jul 22 2009 09:31:46",25.30
"Jul 22 2009 09:31:47",23.95
"Jul 22 2009 09:31:48",22.60
"Jul 22 2009 09:31:49",28.89
"Jul 22 2009 09:31:50",30.69
"Jul 22 2009 09:31:51",32.49
"Jul 22 2009 09:31:52",31.14
"Jul 22 2009 09:31:53",31.14
"Jul 22 2009 09:31:54",30.69
"Jul 22 2009 09:31:55",28.89
"Jul 22 2009 09:31:56",26.65
"Jul 22 2009 09:31:58",23.05
"Jul 22 2009 09:31:59",21.70
"Jul 22 2009 09:32:00",21.70
"Jul 22 2009 09:32:01",21.25
"Jul 22 2009 09:32:02",21.25
"Jul 22 2009 09:32:03",28.89
"Jul 22 2009 09:32:04",29.79
"Jul 22 2009 09:32:05",29.79
"Jul 22 2009 09:32:06",29.79
"Jul 22 2009 09:32:07",29.79
