time,external
"Jul 16 2009 01:42:08",24.40
"Jul 16 2009 01:42:09",24.40
"Jul 16 2009 01:42:10",24.40
"Jul 16 2009 01:42:11",24.40
"Jul 16 2009 01:42:12",24.40
"Jul 16 2009 01:42:13",24.40
"Jul 16 2009 01:42:15",24.40
"Jul 16 2009 01:42:16",24.40
"Jul 16 2009 01:42:17",24.40
"Jul 16 2009 01:42:18",24.40
"Jul 16 2009 01:42:19",23.95
"Jul 16 2009 01:42:20",23.95
"Jul 16 2009 01:42:21",23.95
"Jul 16 2009 01:42:22",23.95
"Jul 16 2009 01:42:23",23.95
"Jul 16 2009 01:42:24",23.95
"Jul 16 2009 01:42:25",23.95
"Jul 16 2009 01:42:27",23.95
"Jul 16 2009 01:42:28",23.95
"Jul 16 2009 01:42:29",23.95
"Jul 16 2009 01:42:30",24.40
"Jul 16 2009 01:42:31",24.40
"Jul 16 2009 01:42:32",24.40
"Jul 16 2009 01:42:33",24.40
"Jul 16 2009 01:42:34",24.40
"Jul 16 2009 01:42:35",25.30
"Jul 16 2009 01:42:36",27.54
"Jul 16 2009 01:42:37",28.44
"Jul 16 2009 01:42:38",29.79
"Jul 16 2009 01:42:39",30.69
"Jul 16 2009 01:42:41",31.14
"Jul 16 2009 01:42:42",31.59
"Jul 16 2009 01:42:43",32.04
"Jul 16 2009 01:42:44",32.49
"Jul 16 2009 01:42:45",32.94
"Jul 16 2009 01:42:46",33.39
"Jul 16 2009 01:42:47",32.94
"Jul 16 2009 01:42:48",32.94
"Jul 16 2009 01:42:49",32.49
"Jul 16 2009 01:42:50",32.49
"Jul 16 2009 01:42:51",32.04
