time,external
"Jul 22 2009 09:30:54",23.05
"Jul 22 2009 09:30:55",23.05
"Jul 22 2009 09:30:56",23.05
"Jul 22 2009 09:30:57",23.05
"Jul 22 2009 09:30:58",23.05
"Jul 22 2009 09:30:59",23.05
"Jul 22 2009 09:31:00",26.65
"Jul 22 2009 09:31:01",23.50
"Jul 22 2009 09:31:03",23.95
"Jul 22 2009 09:31:04",23.50
"Jul 22 2009 09:31:05",23.05
"Jul 22 2009 09:31:06",22.15
"Jul 22 2009 09:31:07",21.25
"Jul 22 2009 09:31:08",20.35
"Jul 22 2009 09:31:09",19.45
"Jul 22 2009 09:31:10",19.45
"Jul 22 2009 09:31:11",20.35
"Jul 22 2009 09:31:12",20.35
"Jul 22 2009 09:31:13",20.35
"Jul 22 2009 09:31:14",19.45
"Jul 22 2009 09:31:15",23.50
"Jul 22 2009 09:31:17",23.95
"Jul 22 2009 09:31:18",21.70
"Jul 22 2009 09:31:19",20.35
"Jul 22 2009 09:31:20",19.90
"Jul 22 2009 09:31:21",19.90
"Jul 22 2009 09:31:22",19.45
"Jul 22 2009 09:31:23",19.00
"Jul 22 2009 09:31:24",19.00
"Jul 22 2009 09:31:25",19.00
"Jul 22 2009 09:31:26",18.55
"Jul 22 2009 09:31:27",18.55
"Jul 22 2009 09:31:28",18.55
"Jul 22 2009 09:31:29",18.55
"Jul 22 2009 09:31:31",18.55
"Jul 22 2009 09:31:32",18.55
"Jul 22 2009 09:31:33",18.55
"Jul 22 2009 09:31:34",18.55
"Jul 22 2009 09:31:35",18.55
"Jul 22 2009 09:31:36",18.55
"Jul 22 2009 09:31:37",18.55
"Jul 22 2009 09:31:38",18.55
"Jul 22 2009 09:31:39",18.55
"Jul 22 2009 09:31:40",18.55
"Jul 22 2009 09:31:41",18.10
"Jul 22 2009 09:31:42",18.10
"Jul 22 2009 09:31:43",18.10
"Jul 22 2009 09:31:44",18.10
"Jul 22 2009 09:31:46",18.10
"Jul 22 2009 09:31:47",18.10
"Jul 22 2009 09:31:48",18.10
"Jul 22 2009 09:31:49",18.10
"Jul 22 2009 09:31:50",18.10
"Jul 22 2009 09:31:51",18.10
"Jul 22 2009 09:31:52",17.65
"Jul 22 2009 09:31:53",17.65
"Jul 22 2009 09:31:54",17.65
